integralf_1.txt,wrench_mz.txt,integralf_3.txt,proportionalf_3.txt,proportionalf_5.txt,proportionalf_1.txt,wrench_fy.txt,wrench_my.txt,integralf_5.txt,integralf_4.txt,wrench_fz.txt,proportionalf_4.txt,wrench_mx.txt,wrench_fx.txt,integralf_2.txt,proportionalf_2.txt,error_pos_4.txt,trq2.txt,posa2.txt,trq5.txt,veld1.txt,posa3.txt,error_pos_1.txt,error_pos_3.txt,accd1.txt,posd1.txt,veld4.txt,error_pos_5.txt,veld5.txt,posa5.txt,vela4.txt,vela3.txt,vela1.txt,accd3.txt,error_vel_2.txt,trq1.txt,posd4.txt,error_vel_3.txt,posd5.txt,veld3.txt,accd4.txt,error_vel_1.txt,error_vel_5.txt,vela5.txt,error_pos_2.txt,trq3.txt,error_vel_4.txt,posa1.txt,veld2.txt,posa4.txt,posd3.txt,accd5.txt,vela2.txt,trq4.txt,posd2.txt,accd2.txt
,,,,,,,,,,,,,,,,0.0930998,4.2017,0.0108143,-0.121765,0.486603,-0.1532,0.0580376,-0.112898,0.479642,0.234792,0.454163,0.0138604,0.0358782,0.00347345,0.382006,-0.604233,0.428948,-0.543595,0.145856,1.22811,0.21914,0.0527496,0.0173338,-0.551483,0.447666,0.0576548,0.0344032,0.00147493,0.0987555,-3.49405,0.0721569,0.176755,0.227081,0.12604,-0.266098,0.0353649,0.0812249,0.901629,0.10957,0.223833
,,,,,,,,,,,,,,,,0.0939027,4.11809,0.01164,-0.121765,0.491382,-0.159294,0.0586784,-0.112346,0.476114,0.239682,0.458623,0.0141988,0.0362305,0.00349557,0.382006,-0.615752,0.433647,-0.539596,0.148087,1.24901,0.223704,0.0588527,0.0176944,-0.556899,0.444373,0.0577347,0.0347556,0.00147493,0.100212,-3.54095,0.0766172,0.181004,0.229312,0.129801,-0.27164,0.0351048,0.0812249,0.894387,0.111852,0.222186
,,,,,,,,,,,,,,,,0.0944182,3.97699,0.0125865,-0.118286,0.496125,-0.165499,0.0590747,-0.111737,0.4725,0.24462,0.46305,0.0145629,0.0365802,0.00349557,0.399705,-0.615752,0.439689,-0.5355,0.138888,1.27514,0.228312,0.0534772,0.0180584,-0.562275,0.441,0.0564363,0.0351053,0.00147493,0.101569,-3.53425,0.063345,0.185545,0.231525,0.133894,-0.277236,0.0348383,0.0926367,0.716958,0.114156,0.2205
,,,,,,,,,,,,,,,,0.0949335,3.88814,0.0136639,-0.121765,0.500832,-0.172049,0.0596794,-0.110836,0.468802,0.249605,0.467443,0.0149083,0.0369273,0.0035177,0.411504,-0.626224,0.441703,-0.531309,0.126317,1.3065,0.232964,0.058615,0.018426,-0.567609,0.437548,0.059129,0.0369273,-0.0,0.102818,-3.5845,0.0559384,0.189925,0.233721,0.138031,-0.282885,0.0345657,0.107405,0.912492,0.116482,0.218774
,,,,,,,,,,,,,,,,0.0956254,4.12854,0.0148219,-0.118286,0.505501,-0.17827,0.0600491,-0.110318,0.46502,0.254637,0.471801,0.0152571,0.0372715,0.00353982,0.39528,-0.632507,0.447073,-0.527023,0.119098,1.37966,0.237661,0.0596065,0.018797,-0.572901,0.434019,0.058428,0.0357966,0.00147493,0.104008,-3.53425,0.0765205,0.194587,0.2359,0.142035,-0.288588,0.0342868,0.116803,0.843693,0.11883,0.217009
,,,,,,,,,,,,,,,,0.0965597,4.25919,0.0160302,-0.107849,0.510132,-0.185008,0.0606364,-0.109335,0.461156,0.259715,0.476123,0.0156316,0.037613,0.00353982,0.39528,-0.645074,0.453114,-0.522644,0.120587,1.44238,0.2424,0.0669244,0.0191714,-0.578149,0.430413,0.0570174,0.0361381,0.00147493,0.10517,-3.4773,0.0808427,0.199078,0.238061,0.145841,-0.294343,0.0340019,0.117474,0.814725,0.1212,0.215206
,,,,,,,,,,,,,,,,0.0971831,4.09196,0.0172486,-0.111328,0.514724,-0.191559,0.0612497,-0.108592,0.457211,0.264839,0.480409,0.0159873,0.0379516,0.00356195,0.399705,-0.654498,0.453114,-0.518173,0.12273,1.35876,0.247183,0.071145,0.0195492,-0.583353,0.42673,0.0616093,0.0364766,0.00147493,0.106343,-3.44715,0.0807037,0.203589,0.240204,0.15,-0.300151,0.0337111,0.117474,0.988533,0.123592,0.213365
,,,,,,,,,,,,,,,,0.0977164,4.01357,0.0186784,-0.118286,0.519276,-0.198203,0.0616067,-0.107807,0.453186,0.270009,0.484657,0.0163463,0.0382872,0.00358407,0.420354,-0.663923,0.463855,-0.513611,0.102702,1.36921,0.252008,0.0754108,0.0199304,-0.588512,0.422974,0.0554209,0.0382872,-0.0,0.107326,-3.4371,0.0643033,0.208402,0.242329,0.154292,-0.30601,0.0334143,0.139626,0.76041,0.126004,0.211487
,,,,,,,,,,,,,,,,0.0982035,4.22783,0.0201787,-0.086975,0.523787,-0.205115,0.0621902,-0.106806,0.449082,0.275224,0.488868,0.0167309,0.0386198,0.00358407,0.435103,-0.672301,0.465869,-0.508959,0.0947384,1.33786,0.256876,0.0786755,0.0203149,-0.593625,0.419143,0.0579184,0.0371449,0.00147493,0.108259,-3.4438,0.0537647,0.213034,0.244434,0.158673,-0.311921,0.0331117,0.149696,0.898008,0.128438,0.209571
,,,,,,,,,,,,,,,,0.0985556,4.22783,0.0218602,-0.097412,0.528257,-0.212576,0.062295,-0.105307,0.444899,0.280485,0.49304,0.0171187,0.0389494,0.00358407,0.435103,-0.685914,0.477952,-0.504219,0.0927967,1.33786,0.261786,0.0872231,0.0207028,-0.598691,0.415239,0.0503053,0.0389494,-0.0,0.109033,-3.3902,0.0579367,0.21819,0.24652,0.16323,-0.317883,0.0328033,0.153723,0.90525,0.130893,0.20762
,,,,,,,,,,,,,,,,0.0990598,4.11809,0.0233908,-0.041748,0.532685,-0.219472,0.0625953,-0.104423,0.44064,0.285789,0.497172,0.0174877,0.0392759,0.00360619,0.433628,-0.698481,0.483322,-0.499392,0.0894928,1.30127,0.266737,0.0947713,0.0210939,-0.603709,0.411264,0.0493629,0.0378009,0.00147493,0.109978,-3.38685,0.0635442,0.223194,0.248586,0.167677,-0.323895,0.0324892,0.159093,0.792999,0.133368,0.205632
,,,,,,,,,,,,,,,,0.099406,4.301,0.0251428,-0.055664,0.53707,-0.22643,0.0632318,-0.103526,0.436305,0.291138,0.501265,0.0178821,0.0395992,0.00360619,0.452802,-0.703717,0.486007,-0.494479,0.0787847,1.26992,0.271729,0.0950379,0.0214883,-0.608679,0.407218,0.0510625,0.0381242,0.00147493,0.110722,-3.417,0.0484626,0.227906,0.250632,0.172323,-0.329957,0.0321696,0.171848,0.966807,0.135864,0.203609
,,,,,,,,,,,,,,,,0.100125,4.28532,0.0268949,-0.062622,0.541411,-0.233734,0.0637708,-0.102334,0.431895,0.296531,0.505317,0.0182797,0.0399192,0.00360619,0.443953,-0.711047,0.492049,-0.48948,0.074769,1.33263,0.276762,0.0974484,0.0218859,-0.613599,0.403102,0.0493621,0.0399192,-0.0,0.111486,-3.38685,0.0613638,0.23276,0.252658,0.176637,-0.336068,0.0318444,0.177889,0.756789,0.138381,0.201551
,,,,,,,,,,,,,,,,0.100751,4.15467,0.0287577,0.03479,0.545707,-0.240756,0.0642121,-0.101472,0.427411,0.301966,0.509327,0.0186805,0.040236,0.00360619,0.460177,-0.723614,0.490035,-0.484399,0.0727464,1.35353,0.281835,0.105145,0.0222867,-0.618468,0.398916,0.0556725,0.040236,-0.0,0.11216,-3.38685,0.0491498,0.237754,0.254663,0.181084,-0.342228,0.0315138,0.181917,0.908871,0.140918,0.199458
,,,,,,,,,,,,,,,,0.10124,4.38461,0.0306104,-0.031311,0.549959,-0.247777,0.0647767,-0.10066,0.422854,0.307445,0.513295,0.0190623,0.0405495,0.00362832,0.460177,-0.723614,0.50346,-0.479234,0.0646611,1.39012,0.286948,0.100327,0.0226906,-0.623286,0.394663,0.0464983,0.0405495,-0.0,0.112864,-3.35335,0.0531178,0.242668,0.256647,0.185708,-0.348437,0.0311778,0.191986,0.883524,0.143474,0.197332
,,,,,,,,,,,,,,,,0.101725,4.28532,0.0326846,0.03479,0.554164,-0.255176,0.065152,-0.0995181,0.418225,0.312965,0.51722,0.0194693,0.0408596,0.00362832,0.466077,-0.725708,0.506145,-0.473989,0.0552119,1.31695,0.292101,0.0976553,0.0230977,-0.628053,0.390344,0.0480186,0.0393847,0.00147493,0.113366,-3.33325,0.0511431,0.247813,0.25861,0.190376,-0.354694,0.0308365,0.203398,0.836451,0.14605,0.195172
,,,,,,,,,,,,,,,,0.102182,4.26964,0.0346683,-0.024353,0.558323,-0.26215,0.0657504,-0.0988479,0.413526,0.318528,0.521101,0.0198795,0.0411662,0.00362832,0.473451,-0.725708,0.508159,-0.468663,0.0544676,1.32218,0.297293,0.092942,0.0235078,-0.632766,0.385958,0.0501636,0.0411662,-0.0,0.113978,-3.30645,0.0476501,0.252777,0.260551,0.195111,-0.360998,0.0304901,0.206083,0.988533,0.148646,0.192979
,,,,,,,,,,,,,,,,0.102633,4.40552,0.0367929,0.003479,0.562434,-0.2698,0.0663095,-0.0975491,0.408757,0.324132,0.524939,0.0202926,0.0414694,0.00362832,0.474926,-0.744557,0.508159,-0.463258,0.051016,1.33786,0.302523,0.107132,0.023921,-0.637426,0.381507,0.054275,0.0414694,-0.0,0.114469,-3.29975,0.0500125,0.257822,0.262469,0.199889,-0.367349,0.0301385,0.211453,0.803862,0.151261,0.190753
,,,,,,,,,,,,,,,,0.103145,4.24874,0.0390383,0.017395,0.566498,-0.277057,0.066688,-0.0966894,0.40392,0.329776,0.528731,0.0206867,0.041769,0.00365044,0.483776,-0.744557,0.515543,-0.457776,0.0408292,1.36399,0.307791,0.102527,0.0243372,-0.642031,0.376992,0.0509544,0.041769,-0.0,0.114857,-3.2562,0.0449555,0.263088,0.264366,0.204646,-0.373746,0.0297818,0.223536,0.970428,0.153896,0.188496
,,,,,,,,,,,,,,,,0.10354,4.37416,0.0413945,-0.017395,0.570513,-0.284424,0.0673083,-0.0957655,0.399015,0.335461,0.532478,0.0211059,0.042065,0.00365044,0.488201,-0.741416,0.518229,-0.452217,0.0306197,1.35876,0.313097,0.094835,0.0247563,-0.646581,0.372414,0.052284,0.0405901,0.00147493,0.115154,-3.25285,0.0442778,0.268153,0.266239,0.209558,-0.38019,0.0294202,0.235619,0.800241,0.156549,0.186207
,,,,,,,,,,,,,,,,0.104082,4.16512,0.0437507,0.003479,0.574478,-0.291823,0.0677067,-0.0948553,0.394044,0.341186,0.536179,0.021528,0.0423574,0.00365044,0.488201,-0.742463,0.52427,-0.446583,0.0324702,1.39534,0.318441,0.0913881,0.0251784,-0.651075,0.367774,0.0502078,0.0423574,-0.0,0.11547,-3.3232,0.0479788,0.27348,0.26809,0.214358,-0.386678,0.0290536,0.235619,0.963186,0.15922,0.183887
,,,,,,,,,,,,,,,,0.104529,4.37939,0.0463486,0.038269,0.578393,-0.299111,0.0683257,-0.0940998,0.389007,0.346951,0.539834,0.021953,0.042646,0.00365044,0.495575,-0.745605,0.52964,-0.440875,0.0155015,1.41625,0.323821,0.0900924,0.0256035,-0.655512,0.363073,0.0487529,0.042646,-0.0,0.115562,-3.3232,0.0442585,0.278625,0.269917,0.219292,-0.393211,0.0286823,0.254415,0.916113,0.16191,0.181537
,,,,,,,,,,,,,,,,0.104768,4.09718,0.0490169,-0.031311,0.582258,-0.306509,0.0686917,-0.0932785,0.383906,0.352754,0.543441,0.0223809,0.042931,0.00365044,0.5,-0.739321,0.532325,-0.435094,0.00924964,1.39012,0.329237,0.0794293,0.0260314,-0.659892,0.358312,0.0499324,0.042931,-0.0,0.115602,-3.30645,0.0434407,0.284062,0.27172,0.224469,-0.399788,0.0283061,0.262471,0.908871,0.164619,0.179156
,,,,,,,,,,,,,,,,0.105397,4.31668,0.051655,-0.003479,0.586071,-0.314316,0.069096,-0.0920922,0.378742,0.358596,0.547,0.0228116,0.0432121,0.00365044,0.5,-0.751888,0.540381,-0.429241,0.00297382,1.43715,0.334689,0.0876739,0.0264621,-0.664214,0.353493,0.0456903,0.0432121,-0.0,0.11569,-3.29975,0.0469997,0.2895,0.2735,0.229292,-0.406409,0.0279254,0.270526,1.01388,0.167345,0.176746
,,,,,,,,,,,,,,,,0.105664,4.23306,0.0544039,-0.0,0.589832,-0.321793,0.0693771,-0.0912787,0.373515,0.364475,0.55051,0.0232451,0.0434895,0.00365044,0.5059,-0.760265,0.544408,-0.423318,0.0013727,1.40057,0.340177,0.0917887,0.0268956,-0.668477,0.348614,0.045424,0.0434895,-0.0,0.115685,-3.25955,0.0446106,0.295098,0.275255,0.234513,-0.413072,0.02754,0.273882,0.883524,0.170088,0.174307
,,,,,,,,,,,,,,,,0.106186,4.39507,0.0572636,0.031311,0.593541,-0.329396,0.0699472,-0.0903819,0.368228,0.370392,0.553972,0.0236593,0.0437629,0.00367257,0.5059,-0.767596,0.549779,-0.417325,-0.0049519,1.39012,0.345699,0.0949158,0.0273319,-0.67268,0.343679,0.0437625,0.0437629,-0.0,0.115586,-3.2294,0.0480721,0.300445,0.276986,0.239513,-0.419778,0.0271501,0.281938,1.0175,0.17285,0.17184
,,,,,,,,,,,,,,,,0.106345,4.29577,0.0601031,-0.027832,0.597197,-0.337297,0.0702924,-0.0892283,0.36288,0.376346,0.557384,0.0240983,0.0440325,0.00367257,0.522124,-0.76969,0.548436,-0.411264,-0.00324596,1.40057,0.351256,0.0928672,0.0277708,-0.676823,0.338688,0.0487606,0.0425575,0.00147493,0.115525,-3.1959,0.0352598,0.306054,0.278692,0.244911,-0.426525,0.0267558,0.281938,0.840072,0.175628,0.169344
,,,,,,,,,,,,,,,,0.106692,4.301,0.0630332,0.027832,0.600799,-0.344931,0.0706537,-0.0883829,0.357473,0.382336,0.560745,0.0245399,0.044298,0.00367257,0.522124,-0.775973,0.55582,-0.405136,-0.00962048,1.44238,0.356847,0.0950683,0.0282125,-0.680905,0.333642,0.0449784,0.044298,-0.0,0.11539,-3.21265,0.0386215,0.311682,0.280373,0.250155,-0.433314,0.0263572,0.289993,0.999396,0.178423,0.166821
,,,,,,,,,,,,,,,,0.106298,4.38984,0.0665071,0.027832,0.604346,-0.353413,0.0704668,-0.0867299,0.352008,0.388362,0.564056,0.0249842,0.0445596,0.00367257,0.536873,-0.779115,0.564547,-0.398943,-0.0287747,1.40057,0.362471,0.0941894,0.0286568,-0.684926,0.328541,0.0397992,0.0445596,-0.0,0.114728,-3.23275,0.0271832,0.317895,0.282028,0.256173,-0.440143,0.0259542,0.310803,0.821967,0.181235,0.164271
,,,,,,,,,,,,,,,,0.106557,4.21738,0.0696084,-0.010437,0.607839,-0.361393,0.0709394,-0.0856193,0.346486,0.394423,0.567316,0.0254311,0.0448171,0.00367257,0.554572,-0.785398,0.570588,-0.392685,-0.0311725,1.36399,0.368128,0.0965144,0.0291037,-0.688884,0.323387,0.0372502,0.0448171,-0.0,0.114456,-3.18585,0.0127438,0.323483,0.283658,0.261571,-0.447012,0.0255471,0.314831,0.97767,0.184064,0.161694
,,,,,,,,,,,,,,,,0.106937,4.21738,0.0729615,0.020874,0.611276,-0.369106,0.0712955,-0.0848151,0.340909,0.400518,0.570524,0.0258805,0.0450705,0.00367257,0.541298,-0.78854,0.572602,-0.386363,-0.0429942,1.35876,0.373817,0.0957607,0.0295531,-0.692779,0.318181,0.0386734,0.0450705,-0.0,0.113947,-3.16575,0.029226,0.329223,0.285262,0.266881,-0.453921,0.0251359,0.328256,0.807483,0.186909,0.159091
,,,,,,,,,,,,,,,,0.106883,4.3219,0.0761635,-0.013916,0.614657,-0.377337,0.071575,-0.0835311,0.335276,0.406648,0.573679,0.0263325,0.0453198,0.00367257,0.557522,-0.789587,0.582,-0.37998,-0.0434303,1.37966,0.379538,0.0929762,0.0300051,-0.696611,0.312924,0.0326564,0.0453198,-0.0,0.113606,-3.1289,0.0161574,0.335073,0.28684,0.272655,-0.460868,0.0247206,0.33027,0.981291,0.189769,0.156462
,,,,,,,,,,,,,,,,0.107171,4.19648,0.0796676,0.038269,0.617981,-0.385128,0.0719485,-0.0827249,0.32959,0.412811,0.576782,0.0267869,0.0455649,0.00367257,0.558997,-0.791681,0.57663,-0.373535,-0.0519481,1.34831,0.385291,0.0913029,0.0304595,-0.700378,0.307617,0.041351,0.0455649,-0.0,0.112978,-3.1155,0.0177852,0.340863,0.288391,0.278119,-0.467853,0.0243013,0.340339,0.807483,0.192645,0.153809
,,,,,,,,,,,,,,,,0.107423,4.13899,0.0830005,0.038269,0.621248,-0.392809,0.072516,-0.0820661,0.323851,0.419007,0.579832,0.0272438,0.0458058,0.00367257,0.570796,-0.791681,0.582671,-0.367031,-0.0571362,1.41102,0.391074,0.0876001,0.0309163,-0.704081,0.302261,0.0385767,0.0458058,-0.0,0.112536,-3.11885,0.00903524,0.346491,0.289916,0.28365,-0.474875,0.0238781,0.347052,0.963186,0.195537,0.15113
,,,,,,,,,,,,,,,,0.10744,4.23829,0.086565,-0.006958,0.624458,-0.400553,0.0728037,-0.0813811,0.31806,0.425236,0.582827,0.027703,0.0460425,0.00367257,0.570796,-0.791681,0.588713,-0.360468,-0.0657076,1.39534,0.396887,0.0839625,0.0313756,-0.707719,0.296856,0.0357448,0.0460425,-0.0,0.111879,-3.09205,0.0120309,0.352432,0.291414,0.289447,-0.481934,0.0234512,0.357121,0.811104,0.198443,0.148428
,,,,,,,,,,,,,,,,0.107664,4.12854,0.0900892,0.010437,0.627609,-0.408674,0.0731434,-0.0803552,0.312219,0.431496,0.585769,0.0281425,0.0462748,0.00369469,0.579646,-0.799012,0.588042,-0.353848,-0.0662507,1.38489,0.40273,0.0877213,0.0318372,-0.71129,0.291404,0.0395675,0.0447999,0.00147493,0.111276,-3.08535,0.00612265,0.358353,0.292884,0.295066,-0.489029,0.0230205,0.359135,0.981291,0.201365,0.145702
,,,,,,,,,,,,,,,,0.108071,4.05538,0.0936336,0.031311,0.630702,-0.416497,0.0736654,-0.0796631,0.306328,0.437788,0.588655,0.0286064,0.0465029,0.00369469,0.579646,-0.799012,0.588042,-0.347171,-0.0648075,1.40579,0.408602,0.0842161,0.0323011,-0.714796,0.285906,0.0426603,0.0450279,0.00147493,0.110668,-3.09875,0.00900924,0.364123,0.294328,0.300531,-0.49616,0.0225861,0.359135,0.811104,0.204301,0.142953
,,,,,,,,,,,,,,,,0.107822,4.21216,0.0974498,-0.013916,0.633736,-0.424225,0.0742582,-0.0791,0.300388,0.44411,0.591487,0.0290725,0.0467265,0.00369469,0.594395,-0.802153,0.600796,-0.34044,-0.0768174,1.44238,0.414503,0.0839196,0.0327672,-0.718234,0.280362,0.0329396,0.0467265,-0.0,0.109802,-3.08535,-0.00290865,0.369852,0.295743,0.306681,-0.503325,0.0221482,0.372561,0.970428,0.207251,0.140181
,,,,,,,,,,,,,,,,0.10802,4.24351,0.101145,0.03479,0.63671,-0.432236,0.074569,-0.0782882,0.294401,0.450463,0.594262,0.0295409,0.0469458,0.00369469,0.594395,-0.802153,0.600796,-0.333655,-0.0754295,1.37444,0.420432,0.0805491,0.0332356,-0.721604,0.274774,0.0359136,0.0469458,-0.0,0.109071,-3.09205,-0.000132925,0.375894,0.297131,0.312411,-0.510524,0.0217068,0.372561,0.850935,0.210216,0.137387
,,,,,,,,,,,,,,,,0.108136,4.14944,0.104861,-0.03479,0.639623,-0.440326,0.0748588,-0.0774312,0.288368,0.456844,0.596982,0.0300114,0.0471607,0.00369469,0.588496,-0.801106,0.604152,-0.326817,-0.0787687,1.38489,0.426388,0.0761995,0.0337061,-0.724907,0.269143,0.0354711,0.0471607,-0.0,0.108333,-3.0619,0.0084864,0.381985,0.298491,0.318252,-0.517757,0.0212619,0.37726,0.934218,0.213194,0.134572
,,,,,,,,,,,,,,,,0.107548,4.20693,0.109241,0.041748,0.642477,-0.449201,0.0745129,-0.0758215,0.282289,0.463255,0.599645,0.0304841,0.047371,0.00369469,0.59882,-0.805295,0.610194,-0.319928,-0.0848212,1.36921,0.432371,0.0771545,0.0341788,-0.72814,0.26347,0.0322829,0.047371,-0.0,0.106945,-3.03845,0.000825023,0.388742,0.299823,0.324823,-0.525022,0.0208137,0.384644,0.916113,0.216186,0.131735
,,,,,,,,,,,,,,,,0.107297,4.18603,0.113067,-0.031311,0.645269,-0.457259,0.0747994,-0.0750606,0.276166,0.469694,0.602251,0.0309588,0.0475769,0.00369469,0.606195,-0.810531,0.616235,-0.312988,-0.0902309,1.36399,0.438381,0.0792259,0.0346535,-0.731305,0.257755,0.0290337,0.0475769,-0.0,0.106123,-2.99825,-0.00394345,0.394894,0.301126,0.331084,-0.532319,0.0203623,0.391357,0.83283,0.21919,0.128878
,,,,,,,,,,,,,,,,0.107292,4.24874,0.116984,0.010437,0.648,-0.46538,0.0750531,-0.0742682,0.27,0.47616,0.6048,0.0314356,0.0477783,0.00369469,0.60767,-0.807389,0.616235,-0.306,-0.0923129,1.4476,0.444416,0.0729893,0.0351303,-0.7344,0.252,0.0317645,0.0477783,-0.0,0.105224,-2.97815,-0.00286956,0.401107,0.3024,0.337124,-0.539648,0.0199076,0.394713,0.952323,0.222208,0.126
,,,,,,,,,,,,,,,,0.107335,4.21216,0.120982,0.03479,0.650669,-0.473124,0.075364,-0.0738833,0.263792,0.482653,0.607291,0.0319144,0.0479751,0.00369469,0.615044,-0.807389,0.622277,-0.298964,-0.099794,1.43192,0.450477,0.0699645,0.0356091,-0.737425,0.246205,0.028392,0.0479751,-0.0,0.104257,-2.9949,-0.00775314,0.407289,0.303646,0.343142,-0.547007,0.0194499,0.40344,0.825588,0.225238,0.123103
,,,,,,,,,,,,,,,,0.107336,4.07628,0.124949,-0.017395,0.653276,-0.481386,0.0756208,-0.07301,0.257542,0.489173,0.609724,0.0323951,0.0481673,0.00369469,0.623894,-0.813672,0.622948,-0.291881,-0.0979063,1.39012,0.456562,0.0732934,0.0360898,-0.740379,0.240373,0.0303274,0.0481673,-0.0,0.103332,-3.0083,-0.0141698,0.413552,0.304862,0.349226,-0.554396,0.0189891,0.402768,0.952323,0.228281,0.120186
,,,,,,,,,,,,,,,,0.107317,4.12331,0.128976,0.006958,0.65582,-0.489523,0.076165,-0.0722916,0.251252,0.495719,0.612098,0.0328777,0.0483548,0.00369469,0.610619,-0.808437,0.624962,-0.284753,-0.100747,1.39012,0.462671,0.0651742,0.0365724,-0.743262,0.234502,0.0308576,0.0483548,-0.0,0.102359,-3.0284,0.00147897,0.419554,0.306049,0.355354,-0.561815,0.0185253,0.406796,0.803862,0.231335,0.117251
,,,,,,,,,,,,,,,,0.107056,4.07628,0.133165,0.041748,0.658301,-0.497738,0.0764324,-0.071523,0.244924,0.502289,0.614414,0.0333622,0.0485378,0.00369469,0.628319,-0.813672,0.626976,-0.27758,-0.103617,1.43192,0.468803,0.0675985,0.0370569,-0.746074,0.228596,0.0313246,0.0485378,-0.0,0.101236,-3.02505,-0.0139046,0.425857,0.307207,0.361748,-0.569261,0.0180587,0.410824,0.94146,0.234402,0.114298
,,,,,,,,,,,,,,,,0.106994,4.1808,0.137223,-0.003479,0.660718,-0.505828,0.0766839,-0.0709079,0.238557,0.508885,0.61667,0.0338485,0.048716,0.00369469,0.638643,-0.808437,0.630332,-0.270365,-0.106516,1.4476,0.474959,0.0596227,0.0375432,-0.748814,0.222653,0.0303857,0.048716,-0.0,0.100256,-3.00495,-0.0219728,0.432201,0.308335,0.367965,-0.576736,0.0175893,0.414851,0.803862,0.237479,0.111327
,,,,,,,,,,,,,,,,0.106668,4.16512,0.141372,0.031311,0.663072,-0.513666,0.0769291,-0.0705712,0.232154,0.515504,0.618867,0.0343365,0.0488895,0.00369469,0.643068,-0.804248,0.63436,-0.263107,-0.109446,1.40057,0.481137,0.0527665,0.0380312,-0.751481,0.216677,0.0287116,0.0488895,-0.0,0.0991966,-3.0217,-0.0242009,0.438574,0.309433,0.374469,-0.584237,0.0171171,0.418879,0.825588,0.240568,0.108338
,,,,,,,,,,,,,,,,0.10634,4.0397,0.145681,-0.017395,0.665361,-0.521913,0.0771774,-0.0698524,0.225714,0.522146,0.621004,0.0348262,0.0490583,0.00369469,0.643068,-0.816814,0.640402,-0.255809,-0.110391,1.41625,0.487336,0.0627383,0.0385209,-0.754076,0.210667,0.0249594,0.0490583,-0.0,0.0979867,-3.0016,-0.0220642,0.444968,0.310502,0.380996,-0.591765,0.0166423,0.420893,0.887145,0.243668,0.105333
,,,,,,,,,,,,,,,,0.106322,4.08673,0.14983,0.006958,0.667586,-0.529782,0.0776798,-0.0695361,0.21924,0.528811,0.62308,0.0353176,0.0492224,0.00369469,0.641593,-0.816814,0.640402,-0.248472,-0.112038,1.41625,0.493556,0.0602168,0.0390123,-0.756597,0.204624,0.0271842,0.0492224,-0.0,0.0969484,-2.9614,-0.0185128,0.451131,0.31154,0.387234,-0.599319,0.016165,0.423578,0.803862,0.246778,0.102312
,,,,,,,,,,,,,,,,0.105904,4.01357,0.15419,0.031311,0.669746,-0.538092,0.0777511,-0.0688049,0.212732,0.535497,0.625096,0.0358107,0.0493816,0.00369469,0.646018,-0.810531,0.642415,-0.241096,-0.118414,1.36921,0.499797,0.0514858,0.0395054,-0.759045,0.19855,0.0273303,0.0493816,-0.0,0.0957089,-3.0083,-0.0209217,0.457746,0.312548,0.393894,-0.606897,0.0156851,0.430962,0.948702,0.249899,0.099275
,,,,,,,,,,,,,,,,0.105881,3.97699,0.158429,0.010437,0.67184,-0.54582,0.0782766,-0.0686789,0.206191,0.542205,0.627051,0.0363053,0.0495361,0.00369469,0.654867,-0.810531,0.642415,-0.233684,-0.113409,1.35876,0.506058,0.0491119,0.04,-0.761419,0.192445,0.0294249,0.0495361,-0.0,0.0946002,-3.0284,-0.0278162,0.463929,0.313525,0.400177,-0.614499,0.0152029,0.426934,0.79662,0.253029,0.0962227
,,,,,,,,,,,,,,,,0.105701,4.06583,0.162598,-0.0,0.673869,-0.554083,0.0784199,-0.0680423,0.199619,0.548934,0.628945,0.0368014,0.0496857,0.00369469,0.654867,-0.807389,0.646443,-0.226235,-0.112462,1.42147,0.512338,0.0436706,0.0404961,-0.763719,0.186311,0.0274263,0.0496857,-0.0,0.0935716,-3.00495,-0.0259224,0.470514,0.314472,0.406637,-0.622125,0.0147183,0.426934,0.901629,0.256169,0.0931556
,,,,,,,,,,,,,,,,0.105296,4.06583,0.167088,-0.0,0.675833,-0.561842,0.0788349,-0.0679309,0.193016,0.555682,0.630777,0.037299,0.0498304,0.00369469,0.660767,-0.813672,0.649128,-0.218752,-0.125643,1.41625,0.518637,0.0477289,0.0409937,-0.765944,0.180148,0.0267044,0.0498304,-0.0,0.09223,-2.99155,-0.0299898,0.476847,0.315389,0.413341,-0.629773,0.0142315,0.441031,0.883524,0.259318,0.0900742
,,,,,,,,,,,,,,,,0.104732,3.92995,0.171871,0.031311,0.67773,-0.570733,0.0783731,-0.0667105,0.186384,0.56245,0.632548,0.037798,0.0499703,0.00369469,0.660767,-0.811578,0.657184,-0.211235,-0.123415,1.38489,0.524954,0.0434845,0.0414927,-0.768094,0.173958,0.020546,0.0499703,-0.0,0.0906055,-3.0485,-0.0282192,0.484077,0.316274,0.420221,-0.637444,0.0137424,0.439689,0.792999,0.262477,0.0869791
,,,,,,,,,,,,,,,,0.104097,3.89337,0.176231,-0.0,0.67956,-0.578524,0.0785139,-0.0666107,0.179723,0.569237,0.634256,0.0382762,0.0501053,0.00371681,0.669616,-0.807389,0.661211,-0.203686,-0.126588,1.34308,0.531288,0.0372211,0.041993,-0.770168,0.167741,0.0183489,0.0486304,0.00147493,0.0894125,-2.99825,-0.0353603,0.490723,0.317128,0.42719,-0.645135,0.0132513,0.443716,0.90525,0.265644,0.0838707
