integralf_1.txt,wrench_mz.txt,integralf_3.txt,proportionalf_3.txt,proportionalf_5.txt,proportionalf_1.txt,wrench_fy.txt,wrench_my.txt,integralf_5.txt,integralf_4.txt,wrench_fz.txt,proportionalf_4.txt,wrench_mx.txt,wrench_fx.txt,integralf_2.txt,proportionalf_2.txt,error_pos_4.txt,trq2.txt,posa2.txt,trq5.txt,veld1.txt,posa3.txt,error_pos_1.txt,error_pos_3.txt,accd1.txt,posd1.txt,veld4.txt,error_pos_5.txt,veld5.txt,posa5.txt,vela4.txt,vela3.txt,vela1.txt,accd3.txt,error_vel_2.txt,trq1.txt,posd4.txt,error_vel_3.txt,posd5.txt,veld3.txt,accd4.txt,error_vel_1.txt,error_vel_5.txt,vela5.txt,error_pos_2.txt,trq3.txt,error_vel_4.txt,posa1.txt,veld2.txt,posa4.txt,posd3.txt,accd5.txt,vela2.txt,trq4.txt,posd2.txt,accd2.txt
,,,,,,,,,,,,,,,,0.00261442,0.961584,0.00207426,-0.45227,0.0831566,-0.011404,0.00986918,-0.00117333,0.391724,0.0110976,0.0776129,4.3913e-05,0.0061313,0.00079646,0.0368732,0.0,0.0147682,-0.443953,0.0341075,0.695058,0.0103578,-0.0942442,0.000840373,-0.0942442,0.365609,0.0683885,0.00465637,0.00147493,0.00310464,-1.99325,0.0407397,0.00122844,0.0388064,0.00774336,-0.0125773,0.0288825,0.00469896,0.246228,0.00517889,0.182804
,,,,,,,,,,,,,,,,0.00316557,0.956358,0.00217495,-0.45227,0.0871076,-0.011404,0.0104083,-0.0021381,0.398447,0.0119489,0.0813005,8.45546e-05,0.00642261,0.000818584,0.0221239,0.0,0.0302076,-0.451573,0.0299097,0.721188,0.0111523,-0.098722,0.000903139,-0.098722,0.371884,0.0569,0.00494769,0.00147493,0.0034012,-2.01,0.0591766,0.00154059,0.0406502,0.00798672,-0.0135421,0.0293782,0.0107405,0.242607,0.00557615,0.185942
,,,,,,,,,,,,,,,,0.0039309,0.846612,0.00239647,-0.445312,0.091125,-0.011404,0.0109671,-0.00314802,0.405,0.01284,0.08505,0.000128134,0.00671882,0.000840708,0.00884956,0.0,0.0302076,-0.459,0.0217153,0.721188,0.011984,-0.103275,0.000968842,-0.103275,0.378,0.0609174,0.00524389,0.00147493,0.00359553,-2.04015,0.0762004,0.00187287,0.042525,0.0080531,-0.014552,0.0298614,0.0208097,0.242607,0.005992,0.189
,,,,,,,,,,,,,,,,0.00475616,0.658476,0.00269855,-0.424438,0.0952071,-0.011404,0.0115362,-0.00420384,0.411385,0.0137716,0.0888599,0.000174699,0.0070198,0.000862832,0.00884956,0.0,0.0349066,-0.466236,0.0236203,0.747318,0.0128535,-0.107901,0.00103753,-0.107901,0.383959,0.0603005,0.00554487,0.00147493,0.0037282,-2.077,0.0800104,0.00223536,0.04443,0.00809734,-0.0156078,0.0303322,0.0208097,0.246228,0.00642675,0.191979
,,,,,,,,,,,,,,,,0.00559768,0.7839,0.00300062,-0.424438,0.0993521,-0.011404,0.0120961,-0.00530628,0.417601,0.0147444,0.0927287,0.000224298,0.00732542,0.000884956,0.00442478,0.0,0.0369204,-0.473282,0.0174993,0.689832,0.0137614,-0.112599,0.00110925,-0.112599,0.389761,0.0624317,0.0058505,0.00147493,0.00388007,-2.0904,0.0883039,0.0026482,0.0463643,0.00816372,-0.0167103,0.0307906,0.0288651,0.249849,0.0068807,0.194881
,,,,,,,,,,,,,,,,0.00645605,0.789126,0.00334298,-0.420959,0.103559,-0.0114197,0.0126978,-0.00644035,0.423652,0.0157589,0.0966546,0.000276975,0.00763557,0.00090708,0.0058997,0.0,0.0422907,-0.480139,0.0194623,0.742092,0.0147083,-0.117366,0.00118405,-0.117366,0.395408,0.0612679,0.00616064,0.00147493,0.00401116,-2.1239,0.0907549,0.00306104,0.0483273,0.00825221,-0.01786,0.0312366,0.0288651,0.25347,0.00735413,0.197704
,,,,,,,,,,,,,,,,0.00728759,0.96681,0.00368533,-0.400085,0.107825,-0.0114197,0.0132412,-0.00763813,0.429536,0.0168157,0.100636,0.000310652,0.00795012,0.000951327,0.0132743,0.0,0.0469896,-0.486808,0.0201105,0.73164,0.0156947,-0.122201,0.00126198,-0.122201,0.4009,0.060835,0.00647519,0.00147493,0.00416201,-2.16075,0.087362,0.00357457,0.0503182,0.00840708,-0.0190578,0.0316705,0.0302076,0.260712,0.00784734,0.20045
,,,,,,,,,,,,,,,,0.00809285,1.26992,0.00386658,-0.386169,0.112149,-0.0114197,0.0138274,-0.00888459,0.435256,0.0179155,0.104672,0.00036962,0.00826894,0.000973451,0.0221239,0.0,0.0510173,-0.493291,0.0321977,0.658476,0.0167212,-0.127102,0.00134307,-0.127102,0.406239,0.0611314,0.00679401,0.00147493,0.00449401,-2.2043,0.0825482,0.0040881,0.0523361,0.00862832,-0.0203043,0.0320923,0.0201384,0.260712,0.00836059,0.20312
,,,,,,,,,,,,,,,,0.00887236,1.36399,0.00398741,-0.386169,0.116529,-0.0114197,0.0144472,-0.0101804,0.440813,0.0190589,0.108761,0.000431797,0.00859192,0.000995575,0.0280236,0.0,0.0530312,-0.499588,0.0422972,0.710736,0.0177883,-0.132066,0.00142737,-0.132066,0.411425,0.063498,0.00416714,0.00442478,0.00490674,-2.23445,0.080737,0.0046117,0.0543803,0.00891593,-0.0216001,0.032502,0.012083,0.260712,0.00889415,0.205713
,,,,,,,,,,,,,,,,0.00960452,1.40057,0.00409817,-0.38269,0.120964,-0.0114197,0.0150002,-0.0115261,0.446207,0.0202463,0.1129,0.0004751,0.00891894,0.00103982,0.0368732,0.0,0.0610865,-0.505701,0.044367,0.700284,0.0188966,-0.137093,0.00151492,-0.137093,0.41646,0.0598779,0.00744401,0.00147493,0.00535011,-2.2579,0.076027,0.00524606,0.0564501,0.00929203,-0.0229458,0.0328997,0.012083,0.246228,0.00944828,0.20823
,,,,,,,,,,,,,,,,0.0103783,1.45283,0.00417872,-0.365295,0.125453,-0.0114197,0.0155778,-0.0129224,0.45144,0.0214783,0.117089,0.000521693,0.00924988,0.00108407,0.0368732,0.0,0.0610865,-0.511632,0.0518318,0.648024,0.0200465,-0.14218,0.00160576,-0.14218,0.421344,0.0643663,0.0048251,0.00442478,0.00584451,-2.31485,0.0802161,0.00590056,0.0585446,0.00966814,-0.0243421,0.0332855,0.0067128,0.228123,0.0100232,0.210672
