proportionalf_2.txt,wrench_fz.txt,integralf_4.txt,proportionalf_5.txt,wrench_fy.txt,integralf_3.txt,proportionalf_4.txt,wrench_my.txt,integralf_1.txt,wrench_mz.txt,integralf_2.txt,integralf_5.txt,proportionalf_1.txt,wrench_mx.txt,proportionalf_3.txt,wrench_fx.txt,posd3.txt,posa3.txt,posa2.txt,accd1.txt,veld3.txt,trq1.txt,accd4.txt,vela2.txt,error_vel_3.txt,error_pos_5.txt,error_pos_1.txt,trq3.txt,posd5.txt,error_pos_2.txt,veld1.txt,posd4.txt,trq5.txt,trq2.txt,vela1.txt,error_vel_5.txt,veld2.txt,error_vel_4.txt,accd5.txt,error_vel_2.txt,posd2.txt,veld4.txt,posa5.txt,vela3.txt,error_pos_4.txt,posa1.txt,posd1.txt,error_vel_1.txt,trq4.txt,accd2.txt,vela5.txt,posa4.txt,vela4.txt,accd3.txt,veld5.txt,error_pos_3.txt
,,,,,,,,,,,,,,,,-1.5708e-05,-1.5708e-05,-0.0,0.0,0.0,-0.005226,0.0,-0.0,0.0,-2.21239e-05,0.0,0.26465,2.21239e-05,0.0,0.0,2.21239e-05,-0.967162,-0.0,-0.0,0.00147493,0.0,0.00147493,0.0,0.0,0.0,0.00147493,4.42478e-05,0.0,0.0,-0.0,0.0,0.0,-0.311406,0.0,-0.0,2.21239e-05,-0.0,0.0,0.00147493,0.0
,,,,,,,,,,,,,,,,-1.58636e-05,-6.28319e-05,-0.0,0.0139572,-4.66402e-05,-0.005226,0.00461923,-0.0,0.00100056,-7.35797e-06,2.33497e-07,-0.02345,3.68898e-05,7.78323e-08,6.99614e-05,3.69504e-05,-0.942809,-0.015678,-0.0,4.99319e-06,2.33205e-05,2.31542e-05,0.000996127,2.33205e-05,7.78323e-08,0.00149808,4.42478e-05,-0.0010472,-2.94212e-05,-0.0,2.33497e-07,6.99614e-05,-0.278817,0.0046524,0.00147493,6.63717e-05,0.00147493,-0.00930466,0.00147992,4.69682e-05
,,,,,,,,,,,,,,,,-1.69486e-05,-0.000235619,4.02768e-05,0.0277045,-0.000185627,-0.0,0.00916895,0.00201384,0.0134279,-1.46164e-05,1.86097e-06,-0.07705,5.17552e-05,-3.96565e-05,0.000278445,5.22383e-05,-0.925414,-0.05226,-0.0,1.98724e-05,9.28148e-05,-0.00433263,0.00197722,-0.00192103,6.20322e-07,0.00156708,6.63717e-05,-0.0136136,-8.0505e-05,-0.0,1.86097e-06,0.000278445,-0.260712,0.00923484,0.00147493,0.000132743,0.0058997,-0.0184694,0.0014948,0.000218671
,,,,,,,,,,,,,,,,-1.98793e-05,-0.000486947,8.05537e-05,0.041243,-0.000415564,-0.0,0.0136495,0.00469896,0.0215756,-2.16773e-05,6.25715e-06,-0.11725,6.68182e-05,-7.84679e-05,0.000623356,6.84425e-05,-0.911498,0.005226,-0.0,4.44877e-05,0.000207785,-0.00274355,0.00294335,-0.00449118,2.08572e-06,0.00168123,8.84956e-05,-0.0219911,-0.000108549,-0.0,6.25715e-06,0.000623356,-0.235365,0.0137477,0.00147493,0.000176991,0.00442478,-0.0274949,0.00151941,0.000467068
,,,,,,,,,,,,,,,,-2.55584e-05,-0.000895354,0.00012083,0.0545737,-0.000735063,-0.0,0.0180612,0.00402768,0.0338225,-2.8444e-05,1.47759e-05,-0.134,8.21755e-05,-0.000115905,0.00110261,8.60111e-05,-0.890624,0.094068,-0.0,7.86898e-05,0.000367537,-0.00258494,0.0038946,-0.00366015,4.9253e-06,0.00183984,0.000110619,-0.0345575,-0.000135228,-0.0,1.47759e-05,0.00110261,-0.206397,0.0181912,0.00147493,0.000221239,0.00442478,-0.0363819,0.00155362,0.000869795
,,,,,,,,,,,,,,,,-3.48745e-05,-0.00141372,0.00012083,0.0676978,-0.00114274,-0.0,0.0224045,0.00067128,0.0501699,-3.48213e-05,2.87503e-05,-0.134,9.7922e-05,-0.000111247,0.00171414,0.000105385,-0.873229,0.151554,-0.0,0.00012233,0.000571381,-0.00238255,0.00483104,-9.98999e-05,9.58344e-06,0.00204222,0.000132743,-0.0513127,-0.000137978,-0.0,2.87503e-05,0.00171414,-0.206397,0.0225659,0.00147493,0.000243363,0.00442478,-0.0451311,0.00159726,0.00137884
,,,,,,,,,,,,,,,,-4.87026e-05,-0.00199491,0.00012083,0.0806161,-0.00163723,-0.0,0.0266796,-0.0,0.0549114,-4.07157e-05,4.94928e-05,-0.134,0.000114152,-0.000104333,0.00245588,0.000126999,-0.862792,0.18291,-0.0,0.00165019,0.000818627,0.000812776,0.00575275,0.000818627,1.64976e-05,0.0022877,0.000154867,-0.0565487,-0.000160611,-0.0,4.94928e-05,0.00245588,-0.188292,0.026872,-0.0,0.000287611,0.00147493,-0.0537432,0.00165019,0.00194621
,,,,,,,,,,,,,,,,-6.79039e-05,-0.00274889,0.00012083,0.0933298,-0.00221715,-0.0,0.030887,-0.0,0.0648035,-4.60349e-05,7.82951e-05,-0.1273,0.000130956,-9.47321e-05,0.00332578,0.000151281,-0.83496,0.214266,-0.0,0.000237337,0.00110859,-0.00184919,0.00665981,0.00110859,2.60984e-05,0.00257559,0.000176991,-0.0670206,-0.000158454,-0.0,7.82951e-05,0.00332578,-0.166566,0.0311099,0.00147493,0.000309734,0.00442478,-0.0622189,0.00171226,0.00268099
,,,,,,,,,,,,,,,,-9.33259e-05,-0.00361283,0.0001309,0.10584,-0.00288115,-0.0,0.0350269,0.00067128,0.0819418,-5.06882e-05,0.000116429,-0.1675,0.000148427,-9.20901e-05,0.0043218,0.00017865,-0.814086,0.256074,-0.0,0.000308409,0.0014406,-0.00151956,0.00755228,0.00076932,3.88096e-05,0.00290522,0.000199115,-0.084823,-0.000197456,-0.0,0.000116429,0.0043218,-0.159324,0.03528,0.00147493,0.000376106,0.00442478,-0.0705589,0.00178334,0.00351951
,,,,,,,,,,,,,,,,-0.000125803,-0.0045396,0.0001309,0.118148,-0.00362788,0.005226,0.0390998,-0.0,0.0906199,-3.24626e-05,0.000165145,-0.29815,0.000166652,-7.58514e-05,0.00544191,0.000209522,-0.80017,0.292656,-0.0,0.000388334,0.00181397,-0.0026238,0.00843025,0.00181397,5.50483e-05,0.00327591,0.000199115,-0.0942478,-0.000232956,-0.0,0.000165145,0.00544191,-0.148461,0.0393826,0.00147493,0.000442478,0.0058997,-0.0787639,0.00186326,0.0044138
,,,,,,,,,,,,,,,,-0.000166155,-0.00562345,0.000140969,0.130254,-0.00445598,0.005226,0.043106,0.00067128,0.0992166,-3.55179e-05,0.000225674,-0.43885,0.000185721,-6.57443e-05,0.00668408,0.000244303,-0.772338,0.303108,-0.0,0.000476966,0.00222803,-0.00663749,0.00929379,0.00155675,7.52246e-05,0.00368699,0.000221239,-0.103673,-0.000308794,-0.0,0.000225674,0.00668408,-0.141219,0.043418,0.00147493,0.000553097,0.0103245,-0.0868346,0.00195189,0.0054573
,,,,,,,,,,,,,,,,-0.000215189,-0.00667588,0.000140969,0.14216,-0.00536413,0.005226,0.0470458,-0.0,0.102497,-3.7644e-05,0.000299227,-0.51925,0.000205719,-4.12267e-05,0.00804632,0.000283394,-0.758422,0.360594,-0.0,0.000574162,0.00268211,-0.0106115,0.010143,0.00268211,9.97422e-05,0.0041378,0.000243363,-0.107861,-0.000446694,-0.0,0.000299227,0.00804632,-0.137598,0.0473866,0.00147493,0.000730088,0.0147493,-0.0947717,0.00204909,0.0064607
,,,,,,,,,,,,,,,,-0.0002737,-0.00777544,0.000151038,0.153866,-0.00635098,0.015678,0.0509195,0.00067128,0.0920856,-6.08797e-05,0.000386994,-0.6231,0.000226731,-2.20402e-05,0.00952661,0.000327189,-0.737548,0.39195,-0.0,0.000679778,0.00317554,-0.0174962,0.0109779,0.00250426,0.000128998,0.00462769,0.000287611,-0.0984366,-0.00069051,-0.0,0.000386994,0.00952661,-0.141219,0.0512887,0.00147493,0.0010177,0.0221239,-0.102576,0.0021547,0.00750174
,,,,,,,,,,,,,,,,-0.000342467,-0.00890642,0.000161107,0.165374,-0.0074152,0.010452,0.0547276,0.00067128,0.108824,-6.0894e-05,0.000490146,-0.6566,0.000248841,2.27461e-06,0.011123,0.000376076,-0.723632,0.412854,-0.0,0.000793672,0.00370766,-0.036142,0.0117986,0.00303638,0.000163382,0.00515598,0.000309734,-0.116239,-0.00110622,-0.0,0.000490146,0.011123,-0.162945,0.0551248,0.00147493,0.0014823,0.0412979,-0.110248,0.0022686,0.00856395
,,,,,,,,,,,,,,,,-0.000422257,-0.00991172,0.000171177,0.176685,-0.0085555,0.010452,0.0584704,0.00067128,0.0982587,-5.97284e-05,0.000609834,-0.74035,0.00027213,3.21014e-05,0.0128334,0.000430435,-0.702758,0.438984,-0.0,0.000915703,0.00427781,-0.0562249,0.0126052,0.00360653,0.000203278,0.00572202,0.000331858,-0.106814,-0.00169346,-0.0,0.000609834,0.0128334,-0.166566,0.0588952,0.00147493,0.00212389,0.0619469,-0.117788,0.00239063,0.00948947
,,,,,,,,,,,,,,,,-0.000513826,-0.0109485,0.000181246,0.1878,-0.00977054,-0.0,0.0621482,-0.0,0.0907604,-3.51786e-05,0.000747188,-0.79395,0.00029668,6.78171e-05,0.014656,0.00049064,-0.681884,0.454662,-0.0,0.00104573,0.00488535,-0.0526719,0.0133977,0.00488535,0.000249063,0.00632517,0.000331858,-0.100531,-0.00218635,-0.0,0.000747188,0.014656,-0.162945,0.0626001,0.00147493,0.00267699,0.058997,-0.125198,0.00252065,0.0104346
,,,,,,,,,,,,,,,,-0.000617913,-0.0118752,0.000181246,0.19872,-0.011059,-0.0,0.0657613,0.00067128,0.0894719,-3.1413e-05,0.000903322,-0.84755,0.000322569,0.000119861,0.0165888,0.000557059,-0.671447,0.475566,-0.0,0.00118361,0.0055296,-0.0387579,0.0141763,0.00485832,0.000301107,0.00696477,0.000353982,-0.100531,-0.00258453,-0.0,0.000903322,0.0165888,-0.119493,0.06624,0.00147493,0.00314159,0.0457227,-0.132478,0.00265854,0.0112573
,,,,,,,,,,,,,,,,-0.000735247,-0.0126135,0.000191315,0.209446,-0.0124197,-0.0,0.0693102,0.00067128,0.0661202,-2.623e-05,0.00106926,-1.1658,0.000349876,0.00016846,0.0186298,0.000630055,-0.667968,0.517374,0.00067128,0.00132921,0.00620993,-0.029233,0.0149409,0.00553865,0.000359775,0.00764018,0.000376106,-0.0785398,-0.0028434,1.00692e-05,0.00107933,0.0179585,-0.039831,0.0698152,0.00147493,0.00347345,0.0368732,-0.139628,0.00280413,0.0118782
,,,,,,,,,,,,,,,,-0.000866542,-0.0128648,0.000201384,0.219978,-0.0138512,-0.0,0.0727952,0.00067128,0.0301311,-1.95529e-05,0.0012662,-1.47735,0.000378677,0.00022404,0.0207771,0.00070998,-0.66101,0.543504,-0.0,0.00148238,0.00692569,-0.0108233,0.0156917,0.00625441,0.000425424,0.00835076,0.00039823,-0.0439823,-0.00287409,1.00692e-05,0.00127627,0.0207771,0.03621,0.0733261,0.00147493,0.00358407,0.019174,-0.14665,0.00295731,0.0119983
,,,,,,,,,,,,,,,,-0.0010125,-0.0127706,0.000211453,0.230319,-0.0153522,-0.0,0.0762166,0.00067128,-0.0216354,-1.13068e-05,0.00148515,-1.64485,0.000409047,0.000286951,0.0230287,0.000797185,-0.636657,0.57486,-0.0,0.001643,0.00767624,0.00909587,0.0164288,0.00700496,0.000498405,0.00909587,0.000420354,0.00628319,-0.00278689,1.00692e-05,0.00149521,0.0230287,0.057936,0.076773,0.00147493,0.00358407,-0.0,-0.153544,0.00311792,0.0117581
,,,,,,,,,,,,,,,,-0.00117381,-0.0127077,0.000221523,0.240469,-0.0169216,-0.0,0.0795747,0.00067128,-0.024252,-1.41788e-06,0.00172712,-1.70515,0.00044106,0.00035754,0.0253828,0.000892011,-0.62622,0.595764,-0.0,0.00181091,0.00846094,0.0113498,0.0171522,0.00778966,0.000579062,0.00987488,0.000442478,0.00733038,-0.00266994,1.00692e-05,0.00173719,0.0253828,0.054315,0.0801562,0.00147493,0.00356195,-0.00147493,-0.16031,0.00328584,0.0115339
,,,,,,,,,,,,,,,,-0.00135116,-0.0127077,0.000241661,0.250429,-0.018558,-0.0,0.08287,0.00201384,-0.0196052,1.01861e-05,0.00199314,-1.67835,0.000474788,0.000426074,0.0278375,0.000994793,-0.598388,0.62712,-0.0,0.001986,0.00927915,0.0106872,0.017862,0.00726531,0.000667735,0.0106872,0.000464602,0.0010472,-0.00256715,1.00692e-05,0.00200321,0.0278375,0.054315,0.0834762,0.00147493,0.00356195,-0.0,-0.16695,0.00346092,0.0113566
,,,,,,,,,,,,,,,,-0.00154519,-0.0127077,0.000261799,0.2602,-0.0202602,-0.0,0.0861028,0.00201384,-0.0202602,2.35762e-05,0.0022842,-1.675,0.000510302,0.000502956,0.0303908,0.00110586,-0.59143,0.658476,-0.0,0.00216811,0.0101303,0.0115321,0.0185583,0.00811641,0.000764755,0.0115321,0.000486726,0.0,-0.00245608,1.00692e-05,0.00229427,0.0303908,0.057936,0.0867333,0.00147493,0.00356195,-0.0,-0.173464,0.00364304,0.0111625
,,,,,,,,,,,,,,,,-0.00175658,-0.0127077,0.000292007,0.269783,-0.0220269,-0.0,0.0892733,0.00201384,-0.0220269,3.8822e-05,0.00260127,-1.67835,0.000547672,0.000578441,0.0330408,0.00122554,-0.577514,0.684606,-0.0,0.00235712,0.0110136,0.012409,0.0192412,0.00899977,0.000870448,0.012409,0.00050885,0.0,-0.00233641,1.00692e-05,0.00261134,0.0330408,0.061557,0.0899278,0.00147493,0.00356195,-0.0,-0.179853,0.00383204,0.0109512
,,,,,,,,,,,,,,,,-0.00198594,-0.0127077,0.000312145,0.27918,-0.0238568,0.015678,0.0923821,0.00201384,-0.0238568,5.59918e-05,0.00293526,-1.67835,0.000586965,0.000672987,0.0357858,0.00135415,-0.570556,0.715962,-0.0,0.00255289,0.0119286,0.0118424,0.0199107,0.00991476,0.000985133,0.0133173,0.000530973,0.0,-0.00222992,2.01384e-05,0.0029554,0.0357858,0.061557,0.09306,0.00147493,0.00358407,0.00147493,-0.186117,0.00402781,0.0107218
,,,,,,,,,,,,,,,,-0.00223392,-0.0127077,0.000352422,0.288391,-0.0257488,0.07839,0.0954293,0.00402768,-0.0257488,7.51526e-05,0.00330723,-1.6683,0.00062825,0.000756701,0.0386238,0.00149199,-0.553161,0.73164,0.00067128,0.00275529,0.0128746,0.0142564,0.0205669,0.00884692,0.00110912,0.0142564,0.000553097,0.0,-0.00209208,2.01384e-05,0.00332737,0.0379525,0.054315,0.0961304,0.00147493,0.00358407,-0.0,-0.192258,0.00423021,0.0104738
,,,,,,,,,,,,,,,,-0.00250112,-0.0127077,0.000422907,0.297418,-0.0277016,0.120198,0.0984155,0.00604152,-0.0277016,9.637e-05,0.00370804,-1.6616,0.000671591,0.000819819,0.041553,0.00163938,-0.532287,0.747318,-0.0,0.00296418,0.013851,0.0152257,0.0212098,0.00780948,0.00124273,0.0152257,0.000575221,0.0,-0.00194469,2.01384e-05,0.00372818,0.041553,0.050694,0.0991392,0.00147493,0.00358407,-0.0,-0.198275,0.00443911,0.0102066
,,,,,,,,,,,,,,,,-0.00278815,-0.0127077,0.000523599,0.306261,-0.0297139,0.177684,0.101341,0.00872665,-0.0297139,0.000119708,0.00412852,-1.66495,0.000717053,0.000862644,0.0445716,0.0017966,-0.52185,0.747318,0.00067128,0.00317944,0.0148572,0.0147496,0.0218396,0.00613054,0.00138624,0.0162245,0.000597345,0.0,-0.00180959,3.02076e-05,0.00415873,0.0439003,0.043452,0.102087,0.00147493,0.00360619,0.00147493,-0.204171,0.00465437,0.00991959
,,,,,,,,,,,,,,,,-0.00309559,-0.0127077,0.000684706,0.314921,-0.0317846,0.203814,0.104206,0.0140969,-0.0317846,0.00014523,0.00458969,-1.6616,0.000764699,0.000855261,0.0476776,0.00196396,-0.514892,0.736866,-0.0,0.00340093,0.0158925,0.0157774,0.0224564,0.00179565,0.00153997,0.0172523,0.000619469,0.0,-0.00166435,3.02076e-05,0.0046199,0.0476776,0.043452,0.104974,0.00147493,0.00362832,0.00147493,-0.209944,0.00487586,0.00961215
,,,,,,,,,,,,,,,,-0.00342403,-0.0127077,0.000986782,0.3234,-0.0339124,0.282204,0.107011,0.0248374,-0.0339124,0.000172998,0.00506222,-1.67165,0.000814591,0.000717406,0.0508694,0.00214174,-0.504455,0.684606,0.00067128,0.00362852,0.0169565,0.0168335,0.0230602,-0.00788092,0.00170419,0.0183085,0.000641593,0.0,-0.0015087,5.0346e-05,0.00511257,0.0501981,0.03621,0.1078,0.00147493,0.00365044,0.00147493,-0.215597,0.00510345,0.00928371
,,,,,,,,,,,,,,,,-0.00377403,-0.0127077,0.00122844,0.331699,-0.0360961,0.329238,0.109756,0.0261799,-0.0360961,0.000180948,0.00556708,-1.69175,0.000866788,0.000650746,0.054145,0.00233023,-0.494018,0.642798,0.00268512,0.00386209,0.0180483,0.0179174,0.023651,-0.0081316,0.00187919,0.0193923,0.000685841,0.0,-0.00136446,7.04845e-05,0.00563757,0.0514599,0.03621,0.110566,0.00147493,0.00369469,0.00147493,-0.221129,0.00533702,0.00893371
,,,,,,,,,,,,,,,,-0.00414614,-0.0127077,0.00146004,0.339819,-0.0383346,0.371046,0.112441,0.0228235,-0.0383346,0.000213386,0.00608498,-1.69175,0.000921351,0.000605211,0.0575028,0.00252968,-0.490539,0.621894,0.00268512,0.0041015,0.0191676,0.0160786,0.024229,-0.00365595,0.00206525,0.0205034,0.000707965,0.0,-0.00118713,0.000110761,0.00619574,0.0548176,0.03621,0.113273,0.00147493,0.00371681,0.00442478,-0.226542,0.00557643,0.00856161
,,,,,,,,,,,,,,,,-0.0045409,-0.0127077,0.00172183,0.34776,-0.0406266,0.412854,0.115068,0.0261799,-0.0406266,0.000248247,0.00661671,-1.7085,0.000978336,0.000540796,0.0609408,0.00274038,-0.480102,0.54873,0.00469896,0.00434663,0.0203136,0.020166,0.0247943,-0.00586634,0.00226263,0.021641,0.000730088,0.0,-0.00102068,0.000171177,0.00678789,0.0562418,0.032589,0.11592,0.00147493,0.00376106,0.00147493,-0.231836,0.00582156,0.00816684
,,,,,,,,,,,,,,,,-0.00495884,-0.0127077,0.00191315,0.355524,-0.0429709,0.459888,0.117636,0.0221523,-0.0429709,0.000285588,0.00715302,-1.72525,0.0010378,0.000558456,0.0644574,0.00296259,-0.462707,0.506922,0.0067128,0.00164749,0.0214858,0.0183798,0.0253468,-0.000666467,0.00247161,0.0228045,0.000752212,0.0,-0.000820597,0.000261799,0.00741482,0.0577446,0.032589,0.118508,0.00442478,0.00378319,0.00442478,-0.237012,0.00607227,0.0077489
,,,,,,,,,,,,,,,,-0.00540049,-0.0127077,0.00198363,0.363112,-0.0453664,0.465114,0.120146,0.0100692,-0.0453664,0.000325463,0.00766446,-1.76545,0.0010998,0.000708798,0.0680507,0.00319656,-0.434875,0.663702,0.0140969,0.00485352,0.0226836,0.0225186,0.0258868,0.0126144,0.00269243,0.0239935,0.000774336,0.0,-0.000608752,0.000412837,0.00807729,0.0539538,0.032589,0.121037,0.00147493,0.00380531,0.00147493,-0.242071,0.00632845,0.00730726
,,,,,,,,,,,,,,,,-0.00586634,-0.0127077,0.00201384,0.370525,-0.0478119,0.459888,0.122598,0.00402768,-0.0478119,0.000367927,0.00812158,-1.78555,0.00116439,0.000911519,0.071719,0.00344254,-0.431396,0.768222,0.0221523,0.00511504,0.0239063,0.0237323,0.0264142,0.0198787,0.00292536,0.0252073,0.00079646,0.0,-0.000384892,0.000654498,0.00877608,0.0495668,0.032589,0.123508,0.00147493,0.00382743,0.00147493,-0.247013,0.00658997,0.00684141
,,,,,,,,,,,,,,,,-0.00635689,-0.0127077,0.00205412,0.377764,-0.0503063,0.47034,0.124992,0.00402768,-0.0503063,0.000390908,0.00861576,-1.7822,0.00123162,0.00111652,0.0754606,0.00370078,-0.424438,0.825708,0.0248374,0.00538177,0.0251535,0.0249703,0.0269292,0.0211259,0.00317064,0.0264453,0.000840708,0.0,-0.000148774,0.000896159,0.00951192,0.0506232,0.039831,0.125921,0.00147493,0.00384956,0.00147493,-0.251839,0.00685669,0.00635085
,,,,,,,,,,,,,,,,-0.00687262,-0.0127077,0.00211453,0.38483,-0.0528483,0.611442,0.127328,0.00469896,-0.0528483,0.000438706,0.0092182,-1.7956,0.00130154,0.00131398,0.0792737,0.00397152,-0.420959,0.851838,0.0181246,0.00270373,0.0264246,0.0277069,0.0274317,0.0217256,0.00342851,0.0277069,0.000862832,0.0,9.98438e-05,0.00106734,0.0102855,0.0611492,0.047073,0.128277,0.00442478,0.00387168,-0.0,-0.256549,0.00712851,0.00583512
,,,,,,,,,,,,,,,,-0.00741401,-0.0127077,0.0022555,0.391724,-0.0554369,0.700284,0.129608,0.0107405,-0.0554369,0.000489247,0.00981884,-1.7956,0.0013742,0.00144371,0.0831566,0.004255,-0.410522,0.820482,0.0201384,0.00593036,0.0277189,0.0275167,0.027922,0.0169784,0.00369921,0.0289916,0.000884956,0.0,0.000383318,0.00127879,0.0110976,0.0630182,0.047073,0.130575,0.00147493,0.00387168,0.00147493,-0.261145,0.00740529,0.00529373
,,,,,,,,,,,,,,,,-0.00798151,-0.0127077,0.0025173,0.398447,-0.0580708,0.684606,0.131831,0.0228235,-0.0580708,0.00054258,0.0103177,-1.79225,0.00144966,0.00146566,0.0871076,0.00455143,-0.403564,0.637572,0.0308789,0.00621198,0.0290359,0.028824,0.0284,0.00621234,0.00398296,0.0302989,0.00090708,0.0,0.000635504,0.00163121,0.0119489,0.0562287,0.047073,0.132816,0.00147493,0.00391593,0.00147493,-0.265627,0.00768691,0.00472623
,,,,,,,,,,,,,,,,-0.00857557,-0.0127235,0.00281938,0.405,-0.060749,0.710736,0.133998,0.0308789,-0.0597018,0.000576629,0.0108564,-1.81905,0.00152796,0.00146062,0.091125,0.00486105,-0.389648,0.595764,0.0362491,0.00354847,0.030375,0.0272033,0.0288659,-0.000503902,0.00428,0.0316281,0.000951327,-0.0010472,0.000922997,0.00198363,0.01284,0.0548759,0.050694,0.135,0.00442478,0.00393805,0.00442478,-0.269996,0.00797325,0.00414788
,,,,,,,,,,,,,,,,-0.00919664,-0.0127235,0.00311139,0.411385,-0.0634704,0.663702,0.13611,0.0268512,-0.0634704,0.000613565,0.0113449,-1.84585,0.00160914,0.00147915,0.0952071,0.00518407,-0.386169,0.70551,0.0389343,0.0038394,0.0317357,0.0285539,0.0293196,0.00488447,0.00459054,0.0329787,0.000995575,0.0,0.00120177,0.00242668,0.0137716,0.0562728,0.065178,0.137128,0.00442478,0.0039823,0.00442478,-0.274252,0.00826418,0.00352682
,,,,,,,,,,,,,,,,-0.00984512,-0.0127235,0.00346381,0.417601,-0.0662337,0.668928,0.138165,0.0342353,-0.0662337,0.000631308,0.011935,-1.8425,0.00169326,0.00145098,0.0993521,0.00552069,-0.379211,0.663702,0.0409481,0.00413482,0.0331174,0.0299253,0.0297614,-0.00111793,0.00491478,0.0343501,0.00106195,0.0,0.00149414,0.00280931,0.0147444,0.058404,0.068799,0.1392,0.00442478,0.00402655,0.00442478,-0.278397,0.0085596,0.00287833
,,,,,,,,,,,,,,,,-0.0105214,-0.0127235,0.0036954,0.423652,-0.0690379,0.689832,0.140166,0.0268512,-0.0690379,0.000652028,0.0125065,-1.85925,0.00178035,0.00155755,0.103559,0.00587113,-0.372253,0.972036,0.0409481,0.00295967,0.0345195,0.031317,0.0301912,0.00766829,0.00525295,0.0357418,0.00112832,0.0,0.00177821,0.00325235,0.0157589,0.0626104,0.076041,0.141217,0.0058997,0.00409292,0.00442478,-0.28243,0.00885937,0.002202
,,,,,,,,,,,,,,,,-0.011226,-0.0127235,0.0038263,0.429536,-0.0718819,0.695058,0.142111,0.0147682,-0.0718819,0.000675767,0.01308,-1.89275,0.00187046,0.00177894,0.107825,0.00623559,-0.358337,1.1863,0.0483322,0.00326368,0.0359415,0.0283037,0.0306092,0.0211734,0.00560524,0.0371532,0.00119469,0.0,0.00205418,0.00373568,0.0168157,0.0594924,0.086904,0.143179,0.0058997,0.00418142,0.00884956,-0.286353,0.00916338,0.00149744
,,,,,,,,,,,,,,,,-0.0119592,-0.0127235,0.00390685,0.435256,-0.0747646,0.57486,0.144002,0.0100692,-0.0747646,0.000702566,0.0136462,-1.93295,0.00196363,0.00206499,0.112149,0.00661426,-0.354858,1.26469,0.0510173,0.00357181,0.0373829,0.0253095,0.0310154,0.0273137,0.00597185,0.0385838,0.00126106,0.0,0.0023001,0.00426934,0.0179155,0.0611314,0.097767,0.145085,0.0058997,0.00431416,0.0132743,-0.290166,0.00947152,0.000764237
,,,,,,,,,,,,,,,,-0.0127214,-0.0127235,0.00398741,0.440813,-0.0776849,0.684606,0.145839,0.00805537,-0.0776849,0.000732467,0.0142559,-1.93295,0.0020599,0.00236555,0.116529,0.00700733,-0.344421,1.28037,0.0543737,0.00388395,0.0388431,0.020859,0.0314099,0.0307877,0.00635296,0.0400331,0.00132743,0.0,0.00244981,0.00480301,0.0190589,0.0621555,0.123114,0.146938,0.0058997,0.00455752,0.019174,-0.293871,0.00978365,2.01981e-06
,,,,,,,,,,,,,,,,-0.013513,-0.0127235,0.00405789,0.446207,-0.0806417,0.663702,0.147622,0.0067128,-0.0806417,0.000743385,0.0147989,-1.94635,0.00215931,0.00269088,0.120964,0.00741499,-0.340942,1.29082,0.0624291,0.00125012,0.0403215,0.0061022,0.0317928,0.0336087,0.00674877,0.0415004,0.00141593,0.0,0.00248136,0.00544744,0.0202463,0.0585353,0.141219,0.148736,0.00884956,0.00493363,0.0353982,-0.297467,0.0100997,-0.000789583
,,,,,,,,,,,,,,,,-0.0143344,-0.0127235,0.00410824,0.45144,-0.0836339,0.689832,0.149352,0.00604152,-0.0836339,0.000735358,0.0153563,-1.9698,0.00226191,0.00305121,0.125453,0.0078374,-0.333984,1.3274,0.067128,0.00156991,0.0418176,-0.0145368,0.0321641,0.0357761,0.00715945,0.0429853,0.00152655,0.0,0.00224005,0.00612208,0.0214783,0.0583248,0.155703,0.15048,0.00884956,0.00559734,0.0575221,-0.300955,0.0104195,-0.00161093
,,,,,,,,,,,,,,,,-0.0151858,-0.0127235,0.00411831,0.456513,-0.0866604,0.747318,0.151029,0.00201384,-0.0866604,0.0006863,0.0159185,-1.99325,0.00236772,0.00346687,0.129993,0.00827475,-0.323547,1.34308,0.0684706,-0.00400634,0.0433309,-0.0277841,0.032524,0.0413171,0.00758518,0.0444873,0.00168142,0.0,0.00194732,0.00683699,0.0227555,0.0615221,0.184671,0.152171,0.0147493,0.00632743,0.0722714,-0.304337,0.0107429,-0.00246238
,,,,,,,,,,,,,,,,-0.0160677,-0.0127235,0.00411831,0.461426,-0.0897203,0.747318,0.152652,-0.0,-0.0897203,0.000662618,0.0164056,-2.02005,0.00247678,0.00390782,0.134583,0.0087272,-0.320068,1.34831,0.0771973,-0.00367935,0.0448608,-0.0351152,0.0328724,0.0448608,0.00802612,0.0460057,0.00181416,0.0,0.00155906,0.00767274,0.0240784,0.0573853,0.191913,0.153809,0.0147493,0.00716814,0.0811209,-0.307612,0.0110699,-0.00334425
,,,,,,,,,,,,,,,,-0.0169803,-0.0127235,0.00412837,0.466181,-0.0928123,0.736866,0.154224,-0.0,-0.0928123,0.000686471,0.0170194,-2.0502,0.00258913,0.00435407,0.139221,0.00919492,-0.320068,1.35353,0.0785398,0.00255077,0.0464069,-0.029156,0.0332095,0.0464069,0.00848245,0.0475402,0.00190265,0.0,0.00127456,0.00842793,0.0254473,0.0606809,0.206397,0.155394,0.00884956,0.00792035,0.0766962,-0.310782,0.0114003,-0.00425689
