proportionalf_1.txt,wrench_mx.txt,wrench_fx.txt,integralf_3.txt,wrench_fy.txt,integralf_2.txt,integralf_1.txt,wrench_fz.txt,proportionalf_4.txt,wrench_mz.txt,proportionalf_3.txt,integralf_5.txt,integralf_4.txt,wrench_my.txt,proportionalf_5.txt,proportionalf_2.txt,posd1.txt,error_vel_4.txt,accd1.txt,accd5.txt,vela4.txt,error_vel_1.txt,trq1.txt,error_pos_1.txt,posa3.txt,error_vel_2.txt,error_pos_3.txt,error_pos_2.txt,veld2.txt,error_pos_4.txt,posd5.txt,posa2.txt,error_vel_3.txt,accd3.txt,error_vel_5.txt,trq2.txt,veld1.txt,posd3.txt,accd4.txt,vela5.txt,trq5.txt,posd2.txt,accd2.txt,posa1.txt,veld4.txt,veld5.txt,trq3.txt,posd4.txt,error_pos_5.txt,vela1.txt,posa5.txt,vela3.txt,posa4.txt,vela2.txt,veld3.txt,trq4.txt
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.00147493,0.0,-0.005226,0.0,-0.000424115,0.0,0.000188496,0.0,0.0,-2.21239e-05,2.21239e-05,-0.0,0.00418879,0.0,0.00147493,-0.0,0.0,-0.000235619,0.0,-0.0,-0.852355,0.0,0.0,-0.0,0.00147493,0.00147493,0.3886,2.21239e-05,-2.21239e-05,-0.0,4.42478e-05,-0.0136136,4.42478e-05,-0.0,-0.00942478,-0.409173
,,,,,,,,,,,,,,,,3.89162e-07,0.0015214,0.023262,0.0102021,-0.0,0.000116602,-0.005226,3.89162e-07,-0.00069115,9.32818e-06,0.000361178,-1.00381e-05,9.32818e-06,-5.14673e-05,3.70438e-05,1.00692e-05,0.0093932,-0.00630052,5.11388e-05,-0.067938,0.000116602,-0.000329973,0.00927163,0.00147493,-0.841918,3.11329e-08,0.00186096,-0.0,0.0015214,0.00152606,0.0,3.70283e-05,-2.93278e-05,-0.0,6.63717e-05,-0.0188496,8.84956e-05,-0.0,-0.00945636,-0.3621
,,,,,,,,,,,,,,,,3.10161e-06,-0.00276488,0.0461742,0.0202508,0.00442478,0.000464074,-0.005226,3.10161e-06,-0.00100531,-0.000634155,0.000580355,-5.00979e-05,3.71259e-05,-0.000102009,5.29827e-05,5.0346e-05,0.0166295,-0.012506,0.000203531,-0.02613,0.000464074,-0.000424955,0.0184038,0.00147493,-0.817565,2.48129e-07,0.00369394,-0.0,0.00165989,0.00167846,-0.02345,5.28586e-05,-3.55129e-05,-0.0,8.84956e-05,-0.0261799,0.000154867,0.00067128,-0.00955047,-0.336753
,,,,,,,,,,,,,,,,1.04286e-05,-0.00401069,0.0687384,0.0301467,0.0058997,0.00103893,-0.005226,1.04286e-05,-0.00130376,-0.00394457,0.000782574,-8.97886e-05,8.31141e-05,-0.000128587,7.09454e-05,9.06229e-05,0.0217098,-0.0186168,0.000455645,0.10452,0.00103893,-0.000521187,0.0273972,0.00147493,-0.803649,8.34286e-07,0.00549907,-0.0,0.00188901,0.00193057,-0.11055,7.05282e-05,-3.96741e-05,-0.0,0.000110619,-0.0314159,0.000199115,0.00402768,-0.00970616,-0.315027
,,,,,,,,,,,,,,,,2.46265e-05,-0.0022174,0.0909563,0.0398907,0.00442478,0.00183769,-0.005226,2.46265e-05,-0.00174358,-0.00455195,0.0011243,-0.000138999,0.000147015,-0.000130303,9.19215e-05,0.000140969,0.0214934,-0.0246334,0.000805958,0.141102,0.00183769,-0.00061928,0.0362525,0.00147493,-0.782775,1.97012e-06,0.0072765,-0.0,0.00220738,0.00228088,-0.17085,9.09364e-05,-4.08219e-05,-0.0,0.000132743,-0.0314159,0.000221239,0.00469896,-0.00992249,-0.296922
,,,,,,,,,,,,,,,,4.79172e-05,0.00113868,0.11283,0.0494836,0.00147493,0.0028569,-0.005226,4.79172e-05,-0.00238761,-0.00379913,0.00166777,-0.000157274,0.000228552,-0.00010627,0.000116885,0.000161107,0.0379726,-0.0305564,0.00125296,0.167232,0.0028569,-0.000719836,0.0449704,0.00147493,-0.772338,3.83337e-06,0.00902637,-0.0,0.00261361,0.00272788,-0.2747,0.000114969,-3.79819e-05,-0.0,0.000154867,-0.0481711,0.000221239,0.00402768,-0.0101985,-0.275196
,,,,,,,,,,,,,,,,8.2488e-05,0.0016314,0.13436,0.0589261,0.00147493,0.00409314,-0.010452,8.2488e-05,-0.00307876,-0.00168639,0.00225531,-0.000164577,0.000327451,-9.9866e-05,0.000146796,0.000171177,0.0533457,-0.0363863,0.00179513,0.229944,0.00409314,-0.000823447,0.0535516,0.00147493,-0.744506,6.59904e-06,0.0107488,-0.0,0.00310633,0.00327005,-0.3551,0.000143497,-3.01948e-05,-0.0,0.000176991,-0.0638791,0.000243363,0.00201384,-0.0105333,-0.25347
,,,,,,,,,,,,,,,,0.000130492,0.00220926,0.15555,0.0682189,0.00147493,0.00554297,-0.0,0.000130492,-0.00381704,-0.000227843,0.00288634,-0.000160737,0.000443438,-0.000110232,0.000182599,0.000171177,0.0613307,-0.0421234,0.00243098,0.266526,0.00554297,-0.000930695,0.0619969,0.00147493,-0.720153,1.04394e-05,0.012444,-0.0,0.00368419,0.0039059,-0.45895,0.000177379,-1.65163e-05,-0.0,0.000199115,-0.0722566,0.000287611,0.00067128,-0.0109259,-0.235365
,,,,,,,,,,,,,,,,0.000194048,0.00287089,0.1764,0.0773629,0.00147493,0.007203,-0.0,0.000194048,-0.0045396,0.00057624,0.00349745,-0.000155653,0.00057624,-9.22747e-05,0.000225222,0.000171177,0.0587868,-0.0477683,0.00315901,0.297882,0.007203,-0.00104216,0.0703069,0.00147493,-0.706237,1.55238e-05,0.014112,-0.0,0.00434582,0.00463394,-0.5293,0.00021746,3.98277e-06,-0.0,0.000221239,-0.0701622,0.000309734,-0.0,-0.0113755,-0.21726
,,,,,,,,,,,,,,,,0.000275241,0.00361495,0.196913,0.0863589,0.00147493,0.00906984,-0.0,0.000275241,-0.00538783,0.000725588,0.00422944,-0.000149157,0.000725588,-8.94122e-05,0.00027558,0.000171177,0.0635172,-0.0533214,0.00397774,0.31356,0.00906984,-0.00115839,0.0784824,0.00147493,-0.692321,2.20193e-05,0.015753,-0.0,0.00508988,0.00545267,-0.5494,0.00026457,5.43408e-05,-0.0,0.000221239,-0.0753982,0.000353982,-0.0,-0.011881,-0.202776
,,,,,,,,,,,,,,,,0.000376123,0.00149024,0.21709,0.0952075,0.00442478,0.0111401,-0.0,0.000376123,-0.0063146,0.00021993,0.00503464,-0.000151156,0.000891211,-7.87025e-05,0.000334572,0.000181246,0.0723814,-0.0587833,0.0048857,0.33969,0.0111401,-0.00127996,0.0865239,0.00147493,-0.678405,3.00898e-05,0.0173672,-0.0,0.00591502,0.00636062,-0.54605,0.000319528,9.12097e-05,-0.0,0.000243363,-0.084823,0.00039823,0.00067128,-0.0124416,-0.191913
,,,,,,,,,,,,,,,,0.000498711,0.00239513,0.236933,0.10391,0.00442478,0.0134105,-0.0,0.000498711,-0.00739845,0.00107284,0.00599105,-0.000141349,0.00107284,-5.93415e-05,0.000403085,0.000181246,0.0822386,-0.0641544,0.00588141,0.386724,0.0134105,-0.0014074,0.0944323,0.00147493,-0.667968,3.98969e-05,0.0189546,-0.0,0.00681991,0.00735633,-0.5427,0.000383136,0.000115474,-0.0,0.000287611,-0.095295,0.000442478,-0.0,-0.0130564,-0.184671
,,,,,,,,,,,,,,,,0.00064499,0.00190352,0.256444,0.112466,0.0058997,0.0158777,-0.0,0.00064499,-0.00854513,0.00127022,0.00700387,-0.000139716,0.00127022,-5.26623e-05,0.000481987,0.000191315,0.0962314,-0.0694351,0.0069634,0.438984,0.0158777,-0.00154126,0.102208,0.00147493,-0.654052,5.15992e-05,0.0205155,-0.0,0.00780322,0.00843833,-0.5494,0.000456187,0.000194376,-0.0,0.000287611,-0.109956,0.00050885,-0.0,-0.0137244,-0.18105
,,,,,,,,,,,,,,,,0.00081691,0.00296393,0.275624,0.120877,0.0058997,0.0185383,-0.0,0.00081691,-0.00988031,0.000811784,0.00819824,-0.000125962,0.00148306,-8.00112e-05,0.000572134,0.000191315,0.105983,-0.0746261,0.00813024,0.449436,0.0185383,-0.00168207,0.109852,0.00147493,-0.62622,6.53528e-05,0.0220499,-0.0,0.00886364,0.00960517,-0.70015,0.000539458,0.000240276,-0.0,0.000331858,-0.120428,0.000619469,0.00067128,-0.0144448,-0.162945
,,,,,,,,,,,,,,,,0.00101639,0.00115028,0.294476,0.129145,0.00884956,0.0213891,-0.0,0.00101639,-0.0110741,0.00171113,0.00924378,-0.000120073,0.00171113,-0.0001185,0.000674368,0.000201384,0.108353,-0.0797277,0.00938047,0.480792,0.0213891,-0.00183033,0.117366,0.00147493,-0.615783,8.13112e-05,0.0235581,-0.0,0.00999983,0.0108554,-0.871,0.000633713,0.00034251,-0.0,0.000331858,-0.123569,0.000752212,-0.0,-0.0152166,-0.159324
,,,,,,,,,,,,,,,,0.00124531,-0.00353875,0.313,0.137268,0.0147493,0.0244267,-0.0,0.00124531,-0.0118909,0.00128286,0.00990436,-0.000111828,0.00195414,-0.000233749,0.000789515,0.000211453,0.0981055,-0.0847404,0.0107127,0.491244,0.0244267,-0.00198657,0.124748,0.00147493,-0.598388,9.96251e-05,0.02504,-0.0,0.0112105,0.0121876,-1.0787,0.000739703,0.000435533,-0.0,0.000353982,-0.114145,0.000973451,0.00067128,-0.016039,-0.159324
,,,,,,,,,,,,,,,,0.00150554,-0.00962952,0.3312,0.145249,0.0221239,0.027648,-0.0,0.00150554,-0.0124721,0.00154056,0.0103208,-9.10105e-05,0.00221184,-0.000447143,0.000918388,0.000211453,0.0647703,-0.0896647,0.0136003,0.5226,0.027648,-0.00215128,0.132001,-0.0,-0.594909,0.000120443,0.026496,-0.0,0.0124944,0.0136003,-1.2529,0.000858167,0.000542282,-0.0,0.000376106,-0.0816814,0.00130531,0.00067128,-0.0169111,-0.162945
,,,,,,,,,,,,,,,,0.00179888,-0.023023,0.349076,0.153088,0.0368732,0.0310496,-0.0,0.00179888,-0.0124721,0.00248397,0.0101472,-7.76125e-05,0.00248397,-0.000912825,0.00106178,0.000221523,0.0355751,-0.0945011,0.0136172,0.527826,0.0310496,-0.00232495,0.139125,0.00147493,-0.580993,0.00014391,0.0279261,-0.0,0.0138501,0.0150921,-1.6013,0.00098983,0.000663555,-0.0,0.00039823,-0.0534071,0.00190265,-0.0,-0.017832,-0.162945
,,,,,,,,,,,,,,,,0.00212712,-0.0466704,0.36663,0.160786,0.0619469,0.0346284,-0.0,0.00211705,-0.0122993,0.002099,0.00979126,-5.1353e-05,0.00277028,-0.00138672,0.00122049,0.000221523,-0.0229896,-0.0992501,0.0151867,0.564408,0.0346284,-0.00250808,0.146121,0.00147493,-0.563598,0.00017017,0.0293304,1.00692e-05,0.0152764,0.0166616,-1.69175,0.0011354,0.000800135,-0.0,0.000420354,0.00418879,0.00252212,0.00067128,-0.0188008,-0.119493
,,,,,,,,,,,,,,,,0.00249202,-0.0451748,0.383865,0.168344,0.0619469,0.0377099,-0.0,0.00248195,-0.0122836,0.0030705,0.0095825,-3.22298e-05,0.0030705,-0.00173538,0.00139527,0.000231592,-0.0365719,-0.103912,0.0168324,0.590538,0.0383812,-0.00270113,0.15299,0.00147493,-0.553161,0.000199362,0.0307092,1.00692e-05,0.0167721,0.0183074,-1.67835,0.00129559,0.000952793,0.00067128,0.000442478,0.0167552,0.00303097,-0.0,-0.0198167,-0.119493
,,,,,,,,,,,,,,,,0.00289531,-0.0273869,0.400781,0.175762,0.0457227,0.0423047,0.020904,0.00287517,-0.0122836,0.00271309,0.00937906,-1.0036e-05,0.00338437,-0.00193601,0.00158689,0.000241661,-0.0208788,-0.108488,0.0185531,0.616668,0.0423047,-0.00290456,0.159731,0.00147493,-0.542724,0.000231625,0.0320625,2.01384e-05,0.0183358,0.020028,-1.68505,0.00147107,0.00112228,-0.0,0.000464602,0.0,0.00340708,0.00067128,-0.0208788,-0.03621
,,,,,,,,,,,,,,,,0.00333868,-0.0169068,0.417381,0.183041,0.0368732,0.0457245,0.07839,0.00331854,-0.0122836,0.00304038,0.00916477,1.53639e-05,0.00371166,-0.00198791,0.00179608,0.00025173,-0.0219862,-0.112977,0.0203472,0.637572,0.0463958,-0.00311885,0.166346,0.00147493,-0.535766,0.000267094,0.0333905,2.01384e-05,0.0199663,0.0218221,-1.6884,0.00166253,0.00130935,0.00067128,0.000486726,0.0,0.00365044,0.00067128,-0.0219862,0.050694
,,,,,,,,,,,,,,,,0.00382378,0.00248828,0.433666,0.190183,0.019174,0.0506513,0.125424,0.00379357,-0.0122836,0.00338082,0.00893919,4.41027e-05,0.0040521,-0.00182407,0.00202357,0.000261799,-0.0231381,-0.117381,0.0222134,0.65325,0.0506513,-0.00334444,0.172836,0.00147493,-0.514892,0.000305902,0.0346933,3.02076e-05,0.0216623,0.0236884,-1.6884,0.00187062,0.00151472,-0.0,0.00050885,0.0,0.00369469,0.00067128,-0.0231381,0.068799
,,,,,,,,,,,,,,,,0.00435224,0.0189978,0.449639,0.197187,0.00442478,0.0543968,0.219492,0.00431196,-0.0122836,0.00373416,0.00870187,7.63105e-05,0.00440544,-0.00157658,0.00227008,0.000271869,-0.0243335,-0.1217,0.0241504,0.695058,0.055068,-0.00358176,0.179201,0.00147493,-0.507934,0.000348179,0.0359711,4.02768e-05,0.0234226,0.0256253,-1.6951,0.00209599,0.00173911,0.00067128,0.000530973,0.0,0.00367257,0.00067128,-0.0243335,0.07242
,,,,,,,,,,,,,,,,0.00492566,0.0267209,0.4653,0.204054,-0.00147493,0.0576292,0.282204,0.00485518,-0.0122836,0.00410016,0.00845238,0.000112115,0.00477144,-0.00133329,0.00253631,0.000281938,-0.0255718,-0.125935,0.0261567,0.721188,0.059643,-0.00383125,0.185442,0.00147493,-0.494018,0.000394053,0.037224,7.04845e-05,0.0252459,0.0276317,-1.6951,0.00233928,0.00198321,0.00201384,0.000553097,0.0,0.00367257,0.00067128,-0.0255718,0.07242
,,,,,,,,,,,,,,,,0.00554562,0.027131,0.480652,0.210786,-0.0,0.0623592,0.334464,0.00544492,-0.0122836,0.00447856,0.00819029,0.000151642,0.00514984,-0.00107145,0.00282294,0.000292007,-0.0268519,-0.130085,0.028231,0.73164,0.064373,-0.00409333,0.19156,0.00147493,-0.48706,0.000443649,0.0384521,0.000100692,0.027131,0.029706,-1.6951,0.00260111,0.00224772,0.00201384,0.000575221,0.0,0.00367257,0.00067128,-0.0268519,0.07242
,,,,,,,,,,,,,,,,0.00621363,0.0290767,0.495696,0.217383,-0.0,0.0652273,0.412854,0.00605252,-0.0122993,0.00486912,0.00793091,0.000184945,0.0055404,-0.000790463,0.00313065,0.000312145,-0.0281732,-0.134152,0.030372,0.75777,0.069255,-0.00436843,0.197555,0.00147493,-0.473144,0.00049709,0.0396557,0.000161107,0.0290767,0.0318469,-1.7085,0.0028821,0.0025333,0.00402768,0.000597345,0.0,0.00367257,0.00067128,-0.0281732,0.065178
,,,,,,,,,,,,,,,,0.00693121,0.0310817,0.510434,0.223845,-0.0,0.0682444,0.454662,0.00666941,-0.0122993,0.00392903,0.0076424,0.000232282,0.00594287,-0.000511844,0.00346009,0.000322215,-0.0284875,-0.138135,0.0296284,0.773448,0.0742859,-0.00465693,0.203428,0.00442478,-0.462707,0.000554497,0.0408348,0.000261799,0.0310817,0.0340532,-1.7219,0.00318285,0.0028185,0.00604152,0.000641593,-0.0010472,0.00369469,0.00201384,-0.0295347,0.057936
,,,,,,,,,,,,,,,,0.00769984,0.0316699,0.524869,0.230174,0.00147493,0.0693935,0.47034,0.00726686,-0.0122993,0.00434317,0.00734008,0.000263565,0.00635702,-0.000212883,0.00381192,0.000352422,-0.0309356,-0.142036,0.0348484,0.778674,0.0794627,-0.00495925,0.20918,0.00147493,-0.455749,0.000615987,0.0419895,0.000432976,0.0331449,0.0363234,-1.73195,0.00350393,0.00314821,0.0100692,0.000663717,0.0,0.00371681,0.00201384,-0.0309356,0.050694
,,,,,,,,,,,,,,,,0.00852094,0.03379,0.539001,0.236371,0.00147493,0.0659864,0.47034,0.00782617,-0.0122993,0.00476874,0.00702356,0.000288976,0.00678258,0.000106995,0.00418677,0.000392699,-0.0323752,-0.145855,0.0371813,0.81003,0.0847823,-0.00527577,0.214811,0.00147493,-0.448791,0.000681675,0.0431201,0.000694775,0.0352649,0.0386562,-1.74535,0.00384593,0.00350093,0.0187959,0.000685841,0.0,0.00373894,0.00201384,-0.0323752,0.054315
,,,,,,,,,,,,,,,,0.00939595,0.0359658,0.552832,0.242435,0.00147493,0.0633905,0.553956,0.00843937,-0.0122993,0.00319165,0.00669245,0.000298561,0.00721934,0.000448354,0.00458525,0.000453114,-0.0338525,-0.149592,0.0395754,0.815256,0.0902417,-0.00560688,0.220322,0.00147493,-0.424438,0.000751676,0.0442266,0.000956575,0.0374407,0.0410504,-1.75205,0.00420942,0.00387729,0.0268512,0.000707965,0.0,0.00376106,0.00402768,-0.0338525,0.047073
,,,,,,,,,,,,,,,,0.0103262,0.038196,0.566365,0.248369,0.00147493,0.0710006,0.663702,0.00911793,-0.0122993,0.00162551,0.00634639,0.000272292,0.00766703,0.000789619,0.00500798,0.000553806,-0.0353667,-0.153248,0.0420296,0.81003,0.0958379,-0.00595295,0.225714,0.00147493,-0.424438,0.000826099,0.0453092,0.0012083,0.039671,0.0435045,-1.7554,0.00459493,0.00427789,0.0248374,0.000730088,0.0,0.00380531,0.00604152,-0.0353667,0.043452
,,,,,,,,,,,,,,,,0.0113132,0.0375298,0.5796,0.254172,0.00442478,0.0767306,0.668928,0.00974236,-0.0122993,-0.00261505,0.005985,0.000190138,0.00812544,0.00115346,0.00545554,0.000714914,-0.0369171,-0.156823,0.0445424,0.7839,0.101568,-0.00631434,0.230988,0.00147493,-0.410522,0.000905052,0.046368,0.0015708,0.0419546,0.0460173,-1.75875,0.00500301,0.00470333,0.0248374,0.000752212,0.0,0.00384956,0.0107405,-0.0369171,0.050694
,,,,,,,,,,,,,,,,0.012358,0.0398656,0.59254,0.259846,0.00442478,0.069166,0.7839,0.0103845,-0.0122993,-0.00953026,0.00560793,1.86e-06,0.00859432,0.00154039,0.00592851,0.000986782,-0.0385029,-0.160318,0.0471126,0.695058,0.107429,-0.00669141,0.236144,0.00147493,-0.396606,0.000988642,0.0474032,0.00197356,0.0442903,0.0485875,-1.75875,0.00543419,0.00515418,0.038263,0.000774336,0.0,0.0038938,0.0181246,-0.0385029,0.050694
,,,,,,,,,,,,,,,,0.0134622,0.0422523,0.605187,0.265391,0.00442478,0.0724697,0.710736,0.0110153,-0.0122993,-0.0191204,0.00521483,-0.000171609,0.00907343,0.00197306,0.00642748,0.00124858,-0.0401232,-0.163733,0.0497389,0.663702,0.113418,-0.00708451,0.241183,0.00147493,-0.393127,0.00107697,0.0484149,0.00244682,0.0466771,0.0512138,-1.76545,0.00588899,0.00563102,0.0409481,0.00079646,0.0,0.00391593,0.0281938,-0.0401232,0.050694
,,,,,,,,,,,,,,,,0.0146268,0.0476387,0.617542,0.270807,0.00147493,0.0725421,0.747318,0.0117168,-0.0122993,-0.0152748,0.00480535,-0.000320099,0.00956254,0.00242985,0.00695297,0.00149024,-0.0417773,-0.167069,0.0494701,0.637572,0.119532,-0.00749398,0.246106,0.00442478,-0.386169,0.00117014,0.0494033,0.00291,0.0491136,0.0538949,-1.76545,0.0063679,0.00611227,0.0469896,0.000840708,0.0,0.00393805,0.0248374,-0.0417773,0.054315
,,,,,,,,,,,,,,,,0.0158532,0.0501239,0.629606,0.276097,0.00147493,0.0787781,0.747318,0.012339,-0.0122993,-0.0127621,0.00437917,-0.000483786,0.0100614,0.00293337,0.00750555,0.00175204,-0.0434643,-0.170325,0.0551546,0.543504,0.125768,-0.00792016,0.250913,0.00147493,-0.375732,0.00126826,0.0503685,0.00351415,0.0515988,0.0566295,-1.77885,0.00687142,0.0066206,0.0469896,0.000884956,0.0,0.00393805,0.0228235,-0.0434643,0.054315
,,,,,,,,,,,,,,,,0.0171426,0.0526566,0.641383,0.28126,0.00147493,0.0770779,0.726414,0.0130645,-0.0122993,-0.0142675,0.00393596,-0.000541745,0.0105698,0.00341773,0.00808574,0.00191315,-0.0451835,-0.173504,0.0549916,0.527826,0.132123,-0.00836338,0.255605,0.00442478,-0.375732,0.0013714,0.0513106,0.00407803,0.0541315,0.0594164,-1.78555,0.00740004,0.00715653,0.055045,0.000929203,0.0,0.0039823,0.0248374,-0.0451835,0.054315
,,,,,,,,,,,,,,,,0.018496,0.0552356,0.652873,0.286298,0.00147493,0.0781791,0.778674,0.0137434,-0.0122993,-0.00368062,0.00347539,-0.000483812,0.0110876,0.00394978,0.00869405,0.0019635,-0.0469342,-0.176605,0.0578295,0.62712,0.138594,-0.00882394,0.260183,0.00442478,-0.372253,0.00147968,0.0522298,0.00475267,0.0567105,0.0622543,-1.7889,0.00795421,0.0077206,0.0604152,0.000973451,0.0,0.00400442,0.0147682,-0.0469342,0.061557
,,,,,,,,,,,,,,,,0.0199148,0.0578598,0.664078,0.29121,0.00147493,0.0807364,0.747318,0.014417,-0.0122993,0.00691539,0.00299717,-0.00037031,0.0116144,0.00448572,0.00933099,0.0019635,-0.0487154,-0.179628,0.0592422,0.742092,0.145179,-0.00930216,0.264647,0.0058997,-0.354858,0.00159319,0.0531262,0.00549779,0.0593348,0.0651419,-1.81905,0.0085344,0.00829117,0.0644429,0.00103982,0.0,0.00404867,0.00469896,-0.0487154,0.065178
,,,,,,,,,,,,,,,,0.0214,0.0575783,0.675,0.295998,0.00442478,0.0773629,0.841386,0.0151269,-0.0122993,0.01215,0.00250099,-0.000251495,0.01215,0.00504813,0.00999705,0.0019635,-0.0505265,-0.182575,0.0621784,0.804804,0.151875,-0.00979835,0.268998,0.0058997,-0.354858,0.001712,0.054,0.00627312,0.0620031,0.0680781,-1.83245,0.00914105,0.00886873,0.0745121,0.00112832,0.0,0.00409292,-0.0,-0.0505265,0.07242
,,,,,,,,,,,,,,,,0.0229527,0.0602896,0.685641,0.300663,0.00442478,0.0781248,0.846612,0.0157834,-0.0122993,0.0126943,0.00198655,-0.000127281,0.0126943,0.00561531,0.0106927,0.0019635,-0.0523666,-0.185445,0.0651618,0.841386,0.158678,-0.0103128,0.273238,0.0058997,-0.344421,0.00183621,0.0548513,0.00716928,0.0647144,0.0710615,-1.8425,0.0097746,0.00949802,0.0805537,0.00119469,0.0,0.00415929,-0.0,-0.0523666,0.079662
,,,,,,,,,,,,,,,,0.0245739,0.0615678,0.696002,0.305206,0.0058997,0.0783204,0.820482,0.0164883,-0.0122993,0.013247,0.00145356,-7.65111e-06,0.013247,0.00620981,0.0114184,0.00197356,-0.0542351,-0.188239,0.0681912,0.872742,0.165587,-0.0108458,0.277366,0.0058997,-0.340942,0.00196591,0.0556802,0.00808557,0.0674675,0.0740909,-1.87265,0.0104355,0.0101574,0.0872665,0.00126106,0.0,0.00422566,-0.0,-0.0542351,0.097767
,,,,,,,,,,,,,,,,0.0262648,0.0614117,0.706086,0.309626,0.00884956,0.077947,0.820482,0.0172427,-0.0122993,0.0131365,0.000901752,0.000107478,0.0138078,0.00676568,0.0121747,0.0019937,-0.0561311,-0.190957,0.0683156,0.898872,0.172598,-0.0113976,0.281383,0.00884956,-0.340942,0.00210118,0.0564869,0.00902201,0.0702613,0.0771652,-1.8894,0.0111241,0.010803,0.0946505,0.00137168,0.0,0.00435841,0.00067128,-0.0561311,0.115872
,,,,,,,,,,,,,,,,0.0280262,0.0598204,0.715894,0.313926,0.0132743,0.0843859,0.778674,0.0179066,-0.0122993,0.0123628,0.000330849,0.000228255,0.0143766,0.00728331,0.0129619,0.00201384,-0.058054,-0.193601,0.0714335,0.909324,0.179708,-0.0119685,0.28529,0.00884956,-0.320068,0.0022421,0.0572715,0.0101196,0.0730948,0.0802831,-1.89275,0.0118408,0.0114575,0.0953218,0.00150442,0.0,0.00455752,0.00201384,-0.058054,0.137598
,,,,,,,,,,,,,,,,0.0298592,0.0538428,0.725427,0.318105,0.0221239,0.0815235,0.893646,0.0186421,-0.0122993,0.0129393,-0.000259414,0.00033462,0.0149532,0.00765248,0.0137805,0.00205412,-0.0600029,-0.19617,0.0686941,0.883194,0.186915,-0.0125587,0.289088,0.0147493,-0.316589,0.00238874,0.0580342,0.0112171,0.0759667,0.0834433,-1.9095,0.0125861,0.0121212,0.105391,0.00165929,0.0,0.00493363,0.00201384,-0.0600029,0.152082
,,,,,,,,,,,,,,,,0.0317648,0.042003,0.734688,0.322164,0.0368732,0.0807689,0.930228,0.019279,-0.0122993,0.0108383,-0.000869294,0.000396443,0.0155372,0.00782932,0.0146309,0.00214474,-0.0619772,-0.198665,0.0718955,0.867516,0.194215,-0.0131686,0.292777,0.0147493,-0.309631,0.00254118,0.0587751,0.0124858,0.0788761,0.0866448,-1.9095,0.0133603,0.012861,0.113446,0.00176991,0.0,0.00553097,0.00469896,-0.0619772,0.159324
,,,,,,,,,,,,,,,,0.0337438,0.0184001,0.743679,0.326105,0.0634218,0.0767492,0.877968,0.0200397,-0.0122993,0.00807322,-0.00149904,0.00038359,0.0161286,0.00785844,0.0155135,0.00231592,-0.063976,-0.201087,0.0810366,0.75777,0.201607,-0.0137984,0.296358,0.00884956,-0.306152,0.00269951,0.0594943,0.0137042,0.0818219,0.0898862,-1.93295,0.0141638,0.0136993,0.124858,0.00181416,0.0,0.00630531,0.00805537,-0.063976,0.195534
,,,,,,,,,,,,,,,,0.0357972,0.00368201,0.7524,0.329928,0.0811209,0.0875862,0.83616,0.0208646,-0.012315,-0.00206881,-0.00213318,0.000235717,0.016727,0.00778446,0.0164287,0.00262806,-0.0659986,-0.203435,0.0887417,0.580086,0.209088,-0.0144482,0.299832,0.00442478,-0.299194,0.00286378,0.060192,0.0149326,0.0848029,0.0931665,-1.95305,0.0149968,0.0145925,0.121502,0.00183628,0.0,0.00721239,0.0187959,-0.0659986,0.213639
,,,,,,,,,,,,,,,,0.0379259,-0.0021523,0.760854,0.333634,0.0899705,0.0857548,0.972036,0.0216037,-0.012315,-0.0148891,-0.00280338,9.38627e-05,0.0173324,0.00778471,0.017377,0.00294021,-0.0669972,-0.205711,0.0950094,0.637572,0.216654,-0.0151184,0.303199,0.00147493,-0.285278,0.00303407,0.0608683,0.0163222,0.0878182,0.0964844,-1.9564,0.0158599,0.0155186,0.1309,0.00185841,-0.0010472,0.00807522,0.0322215,-0.0680444,0.228123
,,,,,,,,,,,,,,,,0.0401306,0.00974564,0.769043,0.337223,0.0811209,0.0853491,0.961584,0.0224088,-0.012315,-0.0129346,-0.00349415,-5.19739e-05,0.0179443,0.00799226,0.0183585,0.00326242,-0.0701126,-0.207915,0.0983638,0.642798,0.224304,-0.0158092,0.306461,0.00147493,-0.281799,0.00321045,0.0615234,0.0177218,0.0908666,0.0998387,-1.9832,0.0167533,0.016478,0.138955,0.00188053,0.0,0.00876106,0.0308789,-0.0701126,0.242607
,,,,,,,,,,,,,,,,0.0424122,0.0216757,0.776968,0.340696,0.0722714,0.085024,0.925002,0.02317,-0.012315,-0.0156725,-0.00420571,-0.000201728,0.0185628,0.00818622,0.0193739,0.00359471,-0.0722025,-0.210047,0.101754,0.695058,0.232034,-0.0165207,0.309617,0.00147493,-0.27832,0.00339298,0.0621574,0.0192423,0.0939471,0.103228,-1.9966,0.0176774,0.0174712,0.14701,0.00190265,0.0,0.00949115,0.0342353,-0.0722025,0.242607
