proportionalf_1.txt,proportionalf_2.txt,proportionalf_3.txt,wrench_fy.txt,integralf_4.txt,wrench_my.txt,integralf_5.txt,wrench_mz.txt,integralf_1.txt,integralf_2.txt,integralf_3.txt,proportionalf_5.txt,wrench_fz.txt,wrench_fx.txt,proportionalf_4.txt,wrench_mx.txt,accd3.txt,trq2.txt,vela5.txt,trq4.txt,trq3.txt,accd2.txt,posd5.txt,vela1.txt,trq5.txt,vela2.txt,posa4.txt,vela4.txt,veld4.txt,error_vel_4.txt,posa1.txt,posd2.txt,veld5.txt,error_vel_5.txt,posa2.txt,accd4.txt,vela3.txt,error_pos_4.txt,veld3.txt,trq1.txt,veld2.txt,posd4.txt,accd5.txt,error_pos_2.txt,error_pos_3.txt,error_pos_5.txt,posd3.txt,posa3.txt,error_vel_1.txt,accd1.txt,error_vel_2.txt,veld1.txt,error_pos_1.txt,posa5.txt,posd1.txt,error_vel_3.txt
,,,,,,,,,,,,,,,,0.0239975,0.47034,0.0147493,0.101388,-3.99655,-0.0140611,0.291263,0.235619,-0.083496,0.824332,0.965044,1.12832,0.937313,-0.191006,0.211242,0.764062,0.266468,0.251718,0.748313,-0.0187481,-1.19066,0.0537046,-1.19975,0.91455,0.702984,1.01875,-0.0058684,0.0157483,-0.0796803,0.288431,-1.30401,-1.22433,-0.00129132,-0.00468703,-0.121348,0.234328,0.0434453,0.00283186,0.254687,-0.00908903
,,,,,,,,,,,,,,,,0.0359917,0.475566,0.0235988,0.07242,-4.0401,-0.021089,0.293927,0.232263,-0.086975,0.823661,0.977102,1.13274,0.937078,-0.195665,0.213749,0.771091,0.266396,0.242797,0.757436,-0.0281187,-1.18857,0.0510191,-1.19945,0.972036,0.702809,1.02812,-0.00852501,0.0136546,-0.078953,0.290719,-1.316,-1.23705,0.0020065,-0.00702967,-0.120853,0.23427,0.0432811,0.00320796,0.25703,-0.0108835
,,,,,,,,,,,,,,,,0.0479805,0.297882,0.0353982,0.07242,-4.17745,-0.0281138,0.296591,0.236291,-0.080017,0.830374,0.988208,1.13274,0.93675,-0.195993,0.216085,0.778118,0.266297,0.230899,0.765753,-0.037485,-1.18857,0.0492821,-1.19903,0.94068,0.702563,1.03749,-0.0111804,0.0123644,-0.0789446,0.292874,-1.32799,-1.24905,-0.00210319,-0.00937125,-0.127811,0.234188,0.0432873,0.00371681,0.259373,-0.0104636
,,,,,,,,,,,,,,,,0.0599621,0.23517,0.0501475,0.061557,-4.17075,-0.0351343,0.299253,0.233606,-0.073059,0.827689,0.999956,1.13717,0.936328,-0.20084,0.218451,0.785142,0.266172,0.216025,0.773678,-0.0468457,-1.16344,0.0468998,-1.19849,0.951132,0.702246,1.04686,-0.0138342,0.011464,-0.079387,0.294961,-1.33998,-1.2606,0.000476515,-0.0117114,-0.125442,0.234082,0.0432624,0.00429204,0.261714,-0.0350566
,,,,,,,,,,,,,,,,0.0719348,0.203814,0.058997,0.068799,-4.1138,-0.0421495,0.301914,0.235619,-0.076538,0.825675,1.01086,1.14602,0.935813,-0.210204,0.220828,0.792162,0.26602,0.207023,0.781854,-0.0561994,-1.1781,0.0453535,-1.19783,0.925002,0.70186,1.05622,-0.0164859,0.0103084,-0.0798862,0.297224,-1.35196,-1.27208,-0.00166613,-0.0140498,-0.123815,0.233953,0.0432263,0.00469027,0.264054,-0.0197364
,,,,,,,,,,,,,,,,0.0838966,0.162006,0.0368732,0.068799,-4.1138,-0.0491585,0.304574,0.236291,-0.080017,0.81762,1.02228,1.12979,0.935205,-0.194589,0.223204,0.799179,0.265842,0.228969,0.78998,-0.0655446,-1.17181,0.0432928,-1.19705,0.945906,0.701403,1.06557,-0.0191352,0.00919892,-0.0803154,0.299795,-1.36394,-1.28362,-0.0024896,-0.0163862,-0.116216,0.233801,0.0431887,0.00477876,0.266393,-0.0252404
,,,,,,,,,,,,,,,,0.0958458,0.282204,0.0058997,0.07242,-4.1071,-0.05616,0.307231,0.237633,-0.083496,0.808222,1.03345,1.12979,0.934502,-0.195291,0.2255,0.80619,0.265638,0.259738,0.797773,-0.07488,-1.18229,0.0414688,-1.19616,0.961584,0.700877,1.07492,-0.0217817,0.00841681,-0.0805948,0.302496,-1.3759,-1.29531,-0.00400769,-0.01872,-0.107345,0.233626,0.0432301,0.00473451,0.26873,-0.0138697
,,,,,,,,,,,,,,,,0.107781,0.20904,-0.00442478,0.07242,-4.0937,-0.0631531,0.309886,0.236291,-0.100891,0.80218,1.0442,1.12389,0.933707,-0.190187,0.227755,0.813196,0.265407,0.269832,0.805466,-0.0842041,-1.18438,0.0400577,-1.19514,0.945906,0.70028,1.08426,-0.024425,0.00772978,-0.080739,0.305152,-1.38786,-1.30712,-0.00286399,-0.021051,-0.1019,0.233427,0.0433099,0.00473451,0.271065,-0.0107572
,,,,,,,,,,,,,,,,0.119699,0.188136,-0.0,0.090525,-4.0937,-0.0701367,0.312539,0.235619,-0.10437,0.792111,1.05535,1.11652,0.932818,-0.183701,0.230122,0.820195,0.265149,0.265149,0.813169,-0.0935156,-1.19695,0.03824,-1.194,1.00339,0.699614,1.09359,-0.0270647,0.00702636,-0.0809195,0.307805,-1.39981,-1.31889,-0.00241486,-0.0233789,-0.0924972,0.233205,0.0432768,0.00473451,0.273398,0.00294663
,,,,,,,,,,,,,,,,0.1316,0.151554,-0.0,0.076041,-4.08365,-0.0771098,0.315189,0.234277,-0.107849,0.786069,1.06653,1.11209,0.931837,-0.180258,0.232468,0.827188,0.264865,0.264865,0.821083,-0.102813,-1.18752,0.0363908,-1.19274,0.972036,0.698878,1.10292,-0.0297004,0.00610448,-0.0807111,0.310455,-1.41174,-1.33103,-0.00131771,-0.0257033,-0.0871919,0.232959,0.0432615,0.00473451,0.275729,-0.00522164
,,,,,,,,,,,,,,,,0.143481,0.250848,-0.0,0.083283,-4.08365,-0.0840713,0.317836,0.236291,-0.111328,0.78137,1.0777,1.11652,0.930762,-0.185757,0.234824,0.834173,0.264555,0.264555,0.828847,-0.112095,-1.18543,0.0345313,-1.19137,1.07656,0.698072,1.11223,-0.0323316,0.00532593,-0.081165,0.313102,-1.42366,-1.3425,-0.00360019,-0.0280238,-0.0832989,0.232691,0.0432336,0.00473451,0.278058,-0.00594061
,,,,,,,,,,,,,,,,0.15534,0.245622,-0.0,0.083283,-4.21095,-0.0910201,0.32048,0.235619,-0.080017,0.775329,1.08894,1.11947,0.929595,-0.189874,0.23719,0.841149,0.264219,0.264219,0.83657,-0.12136,-1.17914,0.0325942,-1.18987,0.972036,0.697196,1.12153,-0.034958,0.00457924,-0.0809447,0.315746,-1.43557,-1.35462,-0.00322073,-0.03034,-0.0781328,0.232399,0.0431928,0.00473451,0.280383,-0.0107297
,,,,,,,,,,,,,,,,0.167176,0.329238,-0.0,0.076041,-4.17075,-0.0979552,0.323121,0.231592,-0.03479,0.773315,1.10009,1.11652,0.928335,-0.188184,0.239546,0.848116,0.263856,0.263856,0.844353,-0.130607,-1.17914,0.0307335,-1.18826,1.02952,0.696251,1.13082,-0.0375793,0.00376304,-0.0813059,0.318386,-1.44746,-1.36615,0.000491986,-0.0326517,-0.0770639,0.232084,0.043159,0.00473451,0.282705,-0.00911708
,,,,,,,,,,,,,,,,0.178986,0.276978,-0.0,0.094146,-4.17745,-0.104875,0.325757,0.239647,-0.006958,0.767945,1.11124,1.11504,0.926983,-0.188061,0.241923,0.855074,0.263467,0.263467,0.851734,-0.139834,-1.18229,0.0288597,-1.18653,0.96681,0.695237,1.1401,-0.0401949,0.00333981,-0.0809591,0.321023,-1.45933,-1.37837,-0.00790143,-0.0349585,-0.0727078,0.231746,0.0431019,0.00473451,0.285025,-0.00424465
,,,,,,,,,,,,,,,,0.19077,0.381498,-0.0,0.10863,-4.1607,-0.11178,0.32839,0.237633,-0.0,0.755862,1.12208,1.11504,0.925538,-0.189506,0.244319,0.862021,0.263052,0.263052,0.859236,-0.14904,-1.18543,0.0272817,-1.18468,0.96681,0.694154,1.14936,-0.0428045,0.00278526,-0.0814113,0.323655,-1.47119,-1.38978,-0.00624869,-0.03726,-0.061708,0.231385,0.0430211,0.00473451,0.28734,0.000745745
,,,,,,,,,,,,,,,,0.202525,0.360594,-0.0,0.090525,-4.17745,-0.118668,0.331018,0.239647,0.020874,0.753848,1.13294,1.11504,0.924002,-0.191042,0.246696,0.868957,0.262611,0.262611,0.866687,-0.158224,-1.17496,0.0256666,-1.18272,0.893646,0.693002,1.15861,-0.0454077,0.00226988,-0.0812789,0.326284,-1.48303,-1.40175,-0.00864662,-0.0395559,-0.0608464,0.231001,0.0429567,0.00473451,0.289652,-0.00775973
,,,,,,,,,,,,,,,,0.214249,0.480792,-0.0,0.090525,-4.1272,-0.125537,0.333642,0.237633,0.027832,0.73908,1.14416,1.10767,0.922374,-0.185296,0.249082,0.875881,0.262144,0.262144,0.873997,-0.167383,-1.176,0.0236818,-1.18063,1.00862,0.691781,1.16784,-0.0480041,0.00188361,-0.0815661,0.328907,-1.49484,-1.41328,-0.00703979,-0.0418458,-0.0472993,0.230594,0.0428783,0.00473451,0.29196,-0.00462864
,,,,,,,,,,,,,,,,0.225941,0.41808,-0.0,0.076041,-4.19085,-0.132388,0.336261,0.237633,0.073059,0.729682,1.15476,1.0944,0.920654,-0.173741,0.251348,0.882792,0.261651,0.261651,0.881176,-0.176517,-1.18438,0.0222996,-1.17843,0.898872,0.690491,1.17706,-0.0505933,0.00161567,-0.0810622,0.331526,-1.50664,-1.42558,-0.00746967,-0.0441294,-0.039191,0.230164,0.0429165,0.00473451,0.294264,0.00594992
,,,,,,,,,,,,,,,,0.237599,0.360594,-0.0,0.086904,-4.154,-0.139219,0.338875,0.237633,0.06958,0.718941,1.1658,1.08407,0.918844,-0.165227,0.253734,0.88969,0.261132,0.261132,0.888326,-0.185625,-1.19171,0.0204574,-1.17611,0.972036,0.689133,1.18625,-0.0531749,0.00136471,-0.0812268,0.33414,-1.51841,-1.43718,-0.00792235,-0.0464063,-0.0298086,0.229711,0.0428295,0.00473451,0.296563,0.015598
,,,,,,,,,,,,,,,,0.24922,0.449436,-0.0,0.090525,-4.11715,-0.146028,0.341484,0.237633,0.052185,0.710886,1.17679,1.07522,0.916942,-0.158279,0.2561,0.896575,0.260588,0.260588,0.895344,-0.194704,-1.19066,0.0186408,-1.17368,0.919776,0.687707,1.19543,-0.0557484,0.00123073,-0.0810064,0.336749,-1.53016,-1.44915,-0.00839777,-0.0486761,-0.0231795,0.229236,0.042758,0.00473451,0.298858,0.016985
,,,,,,,,,,,,,,,,0.260804,0.355368,-0.0,0.112251,-4.12385,-0.152816,0.344087,0.233606,0.024353,0.698803,1.1873,1.07227,0.91495,-0.157322,0.258466,0.903444,0.260017,0.260017,0.902261,-0.203754,-1.19381,0.0172915,-1.17113,0.972036,0.686212,1.20459,-0.0583136,0.00118283,-0.0808396,0.339352,-1.54188,-1.46104,-0.00486817,-0.0509386,-0.0125907,0.228737,0.0426816,0.00473451,0.301148,0.0226767
,,,,,,,,,,,,,,,,0.272348,0.465114,-0.0,0.115872,-4.1942,-0.15958,0.346684,0.236291,0.031311,0.689405,1.19781,1.06637,0.912867,-0.153504,0.260823,0.910299,0.259421,0.259421,0.909119,-0.212773,-1.18543,0.0159218,-1.16846,0.956358,0.68465,1.21373,-0.06087,0.00118007,-0.0807253,0.341949,-1.55358,-1.47286,-0.00807396,-0.0531933,-0.00475473,0.228217,0.0426102,0.00473451,0.303433,0.0169649
,,,,,,,,,,,,,,,,0.283851,0.506922,-0.0,0.130356,-4.23775,-0.16632,0.349275,0.235619,0.06958,0.684706,1.20874,1.07522,0.910694,-0.164527,0.263179,0.917137,0.2588,0.2588,0.915935,-0.22176,-1.176,0.0141105,-1.16568,0.972036,0.683021,1.22285,-0.0634172,0.00120163,-0.0806151,0.34454,-1.56525,-1.48464,-0.00794585,-0.05544,-0.00168529,0.227674,0.0425335,0.00473451,0.305712,0.0103212
,,,,,,,,,,,,,,,,0.295311,0.480792,-0.0,0.137598,-4.2076,-0.173035,0.35186,0.236291,0.06958,0.680678,1.2202,1.06342,0.908432,-0.15499,0.265787,0.923959,0.258153,0.258153,0.923387,-0.230713,-1.17286,0.011746,-1.16279,0.972036,0.681324,1.23195,-0.0659548,0.000572199,-0.0798954,0.347125,-1.5769,-1.497,-0.00918273,-0.0576782,0.000645597,0.227108,0.0421995,0.00473451,0.307986,0.0100754
,,,,,,,,,,,,,,,,0.306725,0.5226,-0.0,0.112251,-4.1808,-0.179723,0.354438,0.235619,0.052185,0.677322,1.2302,1.05752,0.90608,-0.151442,0.268032,0.930763,0.257481,0.257481,0.929871,-0.239631,-1.1781,0.0108187,-1.15978,0.930228,0.67956,1.24102,-0.0684824,0.000892106,-0.0794603,0.349703,-1.58851,-1.50905,-0.00909938,-0.0599077,0.00223819,0.22652,0.0422222,0.00473451,0.310254,0.0183216
,,,,,,,,,,,,,,,,0.318093,0.5226,-0.0,0.076041,-4.13055,-0.186384,0.357009,0.235619,0.086975,0.667253,1.2406,1.04425,0.90364,-0.140608,0.270469,0.93755,0.256783,0.256783,0.936487,-0.248512,-1.1781,0.00946911,-1.15665,0.945906,0.67773,1.25007,-0.0709996,0.00106314,-0.0797328,0.352275,-1.60009,-1.52036,-0.00970957,-0.0621279,0.0104768,0.22591,0.0420476,0.00473451,0.312517,0.0214458
,,,,,,,,,,,,,,,,0.329412,0.465114,-0.0,0.090525,-4.13055,-0.193016,0.359573,0.236291,0.073059,0.659197,1.25084,1.0354,0.90111,-0.134288,0.272815,0.944318,0.256061,0.256061,0.942971,-0.257355,-1.16972,0.00824957,-1.15341,0.909324,0.675833,1.25909,-0.073506,0.00134644,-0.0795807,0.354839,-1.61164,-1.53206,-0.0110132,-0.0643388,0.0166352,0.225278,0.0419574,0.00473451,0.314773,0.0163057
,,,,,,,,,,,,,,,,0.340681,0.57486,-0.0,0.090525,-4.1406,-0.199619,0.36213,0.235619,0.045227,0.648457,1.26097,1.0236,0.898493,-0.125106,0.275131,0.951066,0.255313,0.255313,0.949415,-0.266159,-1.16867,0.00711491,-1.15006,0.96681,0.673869,1.26809,-0.0760012,0.00165071,-0.0791916,0.357396,-1.62316,-1.54397,-0.0109963,-0.0665397,0.0254125,0.224623,0.041891,0.00473451,0.317022,0.0186091
,,,,,,,,,,,,,,,,0.351898,0.62712,-0.0,0.083283,-4.15065,-0.206191,0.36468,0.233606,0.083496,0.640402,1.27106,1.00885,0.895787,-0.113062,0.277407,0.957795,0.254541,0.254541,0.955719,-0.274922,-1.17496,0.00599789,-1.1466,0.88842,0.67184,1.27706,-0.0784849,0.00207599,-0.0793339,0.359945,-1.63464,-1.55531,-0.00965883,-0.0687305,0.0314388,0.223947,0.0418583,0.00473451,0.319265,0.0283552
,,,,,,,,,,,,,,,,0.36306,0.506922,-0.0,0.07242,-4.1406,-0.212732,0.367221,0.229578,0.083496,0.633017,1.28097,1.00442,0.892994,-0.11143,0.279682,0.964503,0.253744,0.253744,0.961791,-0.283643,-1.176,0.00503036,-1.14303,0.998166,0.669746,1.286,-0.0809565,0.00271224,-0.0789697,0.362487,-1.64609,-1.56712,-0.00632936,-0.0709107,0.0367282,0.223249,0.0418186,0.00473451,0.321501,0.0329772
,,,,,,,,,,,,,,,,0.374167,0.454662,-0.0,0.090525,-4.08365,-0.21924,0.369754,0.233606,0.066101,0.62899,1.29044,0.99115,0.890114,-0.101036,0.281978,0.971189,0.252922,0.252922,0.967933,-0.29232,-1.17181,0.00447695,-1.13934,0.94068,0.667586,1.29492,-0.0834158,0.00325674,-0.0785692,0.36502,-1.6575,-1.57893,-0.011077,-0.07308,0.038596,0.222529,0.0417518,0.00473451,0.32373,0.0324746
,,,,,,,,,,,,,,,,0.385217,0.438984,-0.0,0.130356,-4.05015,-0.225714,0.372279,0.232263,0.048706,0.624962,1.30024,0.988201,0.887148,-0.101053,0.284324,0.977854,0.252075,0.252075,0.974025,-0.300952,-1.16972,0.00356245,-1.13554,0.987714,0.665361,1.30381,-0.0858622,0.00382966,-0.0787754,0.367545,-1.66888,-1.5901,-0.010476,-0.0752381,0.0403989,0.221787,0.0416272,0.00473451,0.325951,0.0341772
,,,,,,,,,,,,,,,,0.396206,0.538278,-0.0,0.141219,-4.05685,-0.232154,0.374796,0.232263,0.06958,0.622277,1.30996,0.973451,0.884096,-0.0893557,0.28663,0.984496,0.251205,0.251205,0.980227,-0.309538,-1.17286,0.00270635,-1.13164,0.893646,0.663072,1.31266,-0.0882955,0.00426924,-0.0784089,0.370061,-1.68021,-1.6018,-0.0112392,-0.0773845,0.0407946,0.221024,0.0415354,0.00473451,0.328165,0.0412259
,,,,,,,,,,,,,,,,0.407135,0.543504,-0.0,0.133977,-4.0937,-0.238557,0.377303,0.232263,0.045227,0.612879,1.31965,0.970501,0.880957,-0.089544,0.288976,0.991115,0.25031,0.25031,0.986309,-0.318076,-1.16867,0.00184142,-1.12762,0.919776,0.660718,1.32149,-0.0907152,0.00480644,-0.0779871,0.372569,-1.69151,-1.61352,-0.0120237,-0.079519,0.047839,0.220239,0.0413957,0.00473451,0.330372,0.0410539
,,,,,,,,,,,,,,,,0.418001,0.459888,-0.0,0.101388,-4.07025,-0.244924,0.379802,0.234277,0.027832,0.612208,1.3292,0.964602,0.877734,-0.0868675,0.291312,0.997711,0.24939,0.24939,0.992411,-0.326565,-1.16239,0.00107743,-1.12349,0.857064,0.658301,1.33028,-0.0931209,0.00529965,-0.0775246,0.375067,-1.70276,-1.62524,-0.0148434,-0.0816412,0.0460928,0.219434,0.041258,0.00473451,0.33257,0.0388965
,,,,,,,,,,,,,,,,0.428801,0.5226,-0.0,0.079662,-4.0401,-0.251252,0.382291,0.232263,0.080017,0.60818,1.33867,0.952802,0.874426,-0.078376,0.293618,1.00428,0.248447,0.248447,0.998473,-0.335003,-1.15401,0.000369278,-1.11926,0.883194,0.65582,1.33904,-0.0955123,0.00580864,-0.0770989,0.377535,-1.71398,-1.63688,-0.0136565,-0.0837508,0.0476396,0.218607,0.0411424,0.00475664,0.33476,0.0347529
,,,,,,,,,,,,,,,,0.439536,0.538278,0.00147493,0.079662,-4.01665,-0.257542,0.384771,0.231592,0.062622,0.608851,1.34765,0.942478,0.871034,-0.0714435,0.295924,1.01083,0.24748,0.246005,1.0045,-0.343389,-1.16972,0.000114351,-1.11492,0.877968,0.653276,1.34777,-0.0978888,0.00632272,-0.0767245,0.380014,-1.72515,-1.64843,-0.0138332,-0.0858473,0.0444243,0.217759,0.0410183,0.00475664,0.336942,0.0548027
,,,,,,,,,,,,,,,,0.450202,0.57486,-0.0,0.094146,-4.0468,-0.263792,0.387241,0.229578,0.048706,0.598782,1.35715,0.933628,0.867559,-0.0660696,0.29821,1.01735,0.24649,0.24649,1.0105,-0.351722,-1.15296,-0.000683765,-1.11047,0.893646,0.650669,1.35646,-0.10025,0.00685131,-0.0763376,0.382484,-1.73628,-1.65994,-0.0126883,-0.0879305,0.0518868,0.21689,0.0409059,0.00475664,0.339116,0.0424962
,,,,,,,,,,,,,,,,0.460797,0.559182,-0.0,0.152082,-4.02,-0.27,0.389701,0.228235,0.041748,0.598111,1.36624,0.921829,0.864,-0.0578288,0.300475,1.02384,0.245475,0.245475,1.01646,-0.36,-1.14982,-0.00111882,-1.10591,0.919776,0.648,1.36512,-0.102596,0.00738374,-0.0759213,0.384944,-1.74736,-1.67144,-0.0122354,-0.09,0.0498891,0.216,0.0408048,0.00475664,0.34128,0.0439097
,,,,,,,,,,,,,,,,0.471321,0.428532,-0.0,0.155703,-3.9597,-0.276166,0.39215,0.226222,0.080017,0.592741,1.37507,0.908554,0.860359,-0.0481957,0.302741,1.03031,0.244438,0.244438,1.02232,-0.368222,-1.14982,-0.00132439,-1.10125,0.893646,0.645269,1.37374,-0.104926,0.00798986,-0.0756632,0.387394,-1.75839,-1.68273,-0.0111318,-0.0920554,0.0525285,0.21509,0.0406947,0.00475664,0.343435,0.0485703
,,,,,,,,,,,,,,,,0.481771,0.402402,-0.0,0.130356,-3.9128,-0.282289,0.394589,0.22555,0.055664,0.584685,1.38407,0.890855,0.856636,-0.0342196,0.304996,1.03675,0.243377,0.243377,1.02813,-0.376386,-1.15401,-0.00174378,-1.09649,0.925002,0.642477,1.38233,-0.107239,0.00861871,-0.0749967,0.389833,-1.76938,-1.69439,-0.0113913,-0.0940964,0.0577915,0.214159,0.0405854,0.00475664,0.345582,0.0575247
,,,,,,,,,,,,,,,,0.492145,0.423306,-0.0,0.07242,-3.8592,-0.288368,0.397018,0.226222,0.083496,0.582,1.3927,0.882006,0.852831,-0.0291745,0.307252,1.04316,0.242293,0.242293,1.03395,-0.384491,-1.16029,-0.00182469,-1.09162,0.877968,0.639623,1.39087,-0.109536,0.00920926,-0.0742977,0.392261,-1.78032,-1.70603,-0.0130137,-0.0961226,0.0576233,0.213208,0.0404668,0.00475664,0.347719,0.0686775
,,,,,,,,,,,,,,,,0.502442,0.480792,-0.0,0.07242,-3.87595,-0.294401,0.399435,0.22555,0.055664,0.579986,1.40161,0.882006,0.848946,-0.0330597,0.309517,1.04954,0.241186,0.241186,1.0398,-0.392535,-1.15087,-0.00223166,-1.08664,0.956358,0.63671,1.39938,-0.111816,0.00974076,-0.0736438,0.394678,-1.79122,-1.71757,-0.0133137,-0.0981338,0.0567233,0.212237,0.0403285,0.00475664,0.349846,0.0642257
,,,,,,,,,,,,,,,,0.512659,0.533052,-0.0,0.155703,-3.8659,-0.300388,0.401841,0.22555,0.080017,0.580658,1.411,0.873156,0.844981,-0.0281754,0.311884,1.05589,0.240057,0.240057,1.0462,-0.400518,-1.14773,-0.00314249,-1.08157,0.877968,0.633736,1.40785,-0.114077,0.00968902,-0.0721699,0.397085,-1.80206,-1.72989,-0.014305,-0.100129,0.053078,0.211245,0.0400796,0.00475664,0.351963,0.0661597
,,,,,,,,,,,,,,,,0.522796,0.512148,-0.0,0.137598,-3.8793,-0.306328,0.404236,0.222194,0.073059,0.584685,1.41938,0.868731,0.840936,-0.0277955,0.314129,1.06221,0.238905,0.238905,1.05185,-0.408437,-1.1404,-0.0030978,-1.07639,0.893646,0.630702,1.41628,-0.116321,0.0103624,-0.0714929,0.399479,-1.81285,-1.74135,-0.0119598,-0.102109,0.0460167,0.210234,0.0399416,0.00475664,0.354071,0.0640066
,,,,,,,,,,,,,,,,0.53285,0.449436,-0.0,0.101388,-3.84915,-0.312219,0.406619,0.223536,0.052185,0.586028,1.42814,0.862832,0.836812,-0.0260195,0.316344,1.0685,0.23773,0.23773,1.05768,-0.416291,-1.13411,-0.00347005,-1.07111,0.86229,0.627609,1.42467,-0.118547,0.010824,-0.0714863,0.401863,-1.82358,-1.7521,-0.0143333,-0.104073,0.0415814,0.209203,0.0398236,0.00475664,0.356168,0.0630018
,,,,,,,,,,,,,,,,0.542819,0.423306,-0.0,0.065178,-3.82905,-0.31806,0.408991,0.224208,0.076538,0.582671,1.43624,0.853982,0.83261,-0.0213718,0.31857,1.07476,0.236534,0.236534,1.06347,-0.42408,-1.12469,-0.00322022,-1.06573,0.857064,0.624458,1.43302,-0.120754,0.0112946,-0.0707195,0.404234,-1.83427,-1.76355,-0.0160551,-0.10602,0.0417863,0.208153,0.0396851,0.00475664,0.358255,0.0589554
,,,,,,,,,,,,,,,,0.552702,0.480792,-0.0,0.141219,-3.7386,-0.323851,0.41135,0.222194,0.090454,0.57663,1.44451,0.842183,0.828331,-0.0138519,0.320795,1.08099,0.235315,0.235315,1.06919,-0.431801,-1.12783,-0.00318978,-1.06026,0.846612,0.621248,1.44132,-0.122942,0.0118038,-0.0705739,0.406593,-1.8449,-1.77432,-0.0151111,-0.10795,0.0446183,0.207083,0.039536,0.00475664,0.360331,0.0675747
,,,,,,,,,,,,,,,,0.562497,0.538278,-0.0,0.152082,-3.76205,-0.32959,0.413697,0.22555,0.073059,0.574616,1.45272,0.824484,0.823975,-0.000509096,0.32298,1.08719,0.234075,0.234075,1.07469,-0.439453,-1.1226,-0.00313615,-1.05468,0.820482,0.617981,1.44958,-0.12511,0.0125022,-0.0699018,0.40894,-1.85547,-1.78557,-0.0195566,-0.109863,0.0433649,0.205994,0.0394163,0.00475664,0.362396,0.0679147
,,,,,,,,,,,,,,,,0.572201,0.559182,-0.0,0.105009,-3.7252,-0.335276,0.416031,0.221523,0.086975,0.575959,1.46042,0.809734,0.819542,0.00980767,0.325125,1.09335,0.232813,0.232813,1.08034,-0.447035,-1.12783,-0.00261762,-1.04901,0.841386,0.614657,1.4578,-0.127258,0.0130166,-0.0691263,0.411275,-1.86599,-1.79687,-0.016637,-0.111759,0.0386979,0.204886,0.039326,0.00475664,0.364451,0.0788243
,,,,,,,,,,,,,,,,0.581814,0.60099,-0.0,0.061557,-3.72185,-0.340909,0.418353,0.22018,0.083496,0.573945,1.46867,0.818584,0.815034,-0.00354985,0.327279,1.09948,0.23153,0.23153,1.08605,-0.454545,-1.11631,-0.00269689,-1.04324,0.804804,0.611276,1.46598,-0.129386,0.013427,-0.0687177,0.413596,-1.87645,-1.80774,-0.0164215,-0.113636,0.0373308,0.203759,0.0392144,0.00475664,0.366494,0.0730753
,,,,,,,,,,,,,,,,0.591333,0.57486,-0.0,0.159324,-3.6984,-0.346486,0.420662,0.216152,0.059143,0.574616,1.47635,0.800885,0.810451,0.00956657,0.329444,1.10558,0.230226,0.230226,1.09179,-0.461982,-1.12155,-0.00224639,-1.03737,0.909324,0.607839,1.4741,-0.131493,0.0137832,-0.0678739,0.415905,-1.88686,-1.81898,-0.0135395,-0.115495,0.0332225,0.202613,0.0390814,0.00475664,0.368526,0.0841771
,,,,,,,,,,,,,,,,0.600757,0.512148,-0.0,0.141219,-3.67495,-0.352008,0.422957,0.215481,0.086975,0.572602,1.48449,0.797935,0.805795,0.00785972,0.331579,1.11164,0.2289,0.2289,1.09747,-0.469344,-1.10898,-0.00230669,-1.03141,0.841386,0.604346,1.48218,-0.133578,0.0141651,-0.0671595,0.418201,-1.8972,-1.83004,-0.0140323,-0.117336,0.0317438,0.201449,0.0389671,0.00475664,0.370546,0.0775712
,,,,,,,,,,,,,,,,0.610084,0.49647,-0.0,0.079662,-3.71515,-0.357473,0.42524,0.213467,0.06958,0.568575,1.49248,0.789085,0.801065,0.0119793,0.333714,1.11766,0.227554,0.227554,1.10315,-0.476631,-1.09956,-0.00225906,-1.02536,0.877968,0.600799,1.49022,-0.135643,0.0145119,-0.0669662,0.420483,-1.90748,-1.84052,-0.013201,-0.119158,0.032224,0.200266,0.038841,0.00475664,0.372555,0.0742008
,,,,,,,,,,,,,,,,0.619311,0.5226,-0.0,0.133977,-3.69505,-0.36288,0.427508,0.214138,0.086975,0.567903,1.50022,0.79646,0.796262,-0.000197709,0.335899,1.12365,0.226187,0.226187,1.10884,-0.48384,-1.08176,-0.00201572,-1.01921,0.88842,0.597197,1.49821,-0.137685,0.0148128,-0.0663349,0.422752,-1.91771,-1.85137,-0.0150729,-0.12096,0.0292935,0.199066,0.0386527,0.00475664,0.374551,0.0625455
,,,,,,,,,,,,,,,,0.628438,0.569634,-0.0,0.152082,-3.6649,-0.368228,0.429763,0.214138,0.076538,0.565889,1.50779,0.775811,0.791388,0.0155771,0.338013,1.12961,0.2248,0.2248,1.11446,-0.49097,-1.08071,-0.00164378,-1.01297,0.789126,0.593541,1.50614,-0.139705,0.0151479,-0.0656259,0.425007,-1.92787,-1.86224,-0.0162914,-0.122743,0.0276518,0.197847,0.0385227,0.00475664,0.376536,0.0677371
