proportionalf_4.txt,proportionalf_1.txt,wrench_fx.txt,wrench_fz.txt,integralf_4.txt,integralf_5.txt,integralf_1.txt,proportionalf_2.txt,wrench_mx.txt,wrench_mz.txt,wrench_my.txt,integralf_2.txt,wrench_fy.txt,proportionalf_3.txt,proportionalf_5.txt,integralf_3.txt,posd1.txt,error_vel_1.txt,veld3.txt,error_pos_4.txt,error_vel_3.txt,error_vel_4.txt,trq5.txt,vela4.txt,accd5.txt,trq3.txt,posa3.txt,error_pos_1.txt,veld4.txt,veld1.txt,error_pos_5.txt,veld2.txt,accd4.txt,vela5.txt,vela1.txt,posa4.txt,accd2.txt,accd3.txt,trq1.txt,error_pos_3.txt,accd1.txt,posd5.txt,posd2.txt,trq2.txt,posd4.txt,error_vel_5.txt,posd3.txt,trq4.txt,posa1.txt,vela3.txt,error_vel_2.txt,veld5.txt,vela2.txt,posa5.txt,error_pos_2.txt,posa2.txt
,,,,,,,,,,,,,,,,0.0,0.0,0.0,-2.21239e-05,0.0,0.0,-0.90454,0.00147493,0.0,0.2747,0.0,0.0,0.00147493,0.0,-2.21239e-05,0.0,0.0,0.00147493,-0.0,4.42478e-05,0.0,0.0,-0.0,0.0,0.0,2.21239e-05,0.0,-0.0,2.21239e-05,0.0,0.0,-0.238986,-0.0,0.0,0.0,0.00147493,-0.0,4.42478e-05,0.0,-0.0
,,,,,,,,,,,,,,,,3.11329e-07,9.32818e-05,-3.26486e-05,-2.92811e-05,-3.26486e-05,0.00154006,-0.876708,-0.0,0.0102021,-0.05695,-3.14159e-05,3.11329e-07,0.00154006,9.32818e-05,-2.93278e-05,3.26486e-05,0.0129936,-0.0,-0.0,6.63717e-05,0.00651336,-0.00651336,-0.0,3.1307e-05,0.0186096,3.70438e-05,1.08965e-07,-0.073164,3.70905e-05,0.00152606,-1.08965e-07,-0.220881,-0.0,0.0,3.26486e-05,0.00152606,-0.0,6.63717e-05,-9.96024e-06,1.00692e-05
,,,,,,,,,,,,,,,,2.48129e-06,0.000371259,-0.000129941,-5.72646e-05,0.010342,-0.00269063,-0.862792,0.00442478,0.0202508,-0.12395,-0.000172788,2.48129e-06,0.00173415,0.000371259,-3.55129e-05,0.000129941,0.0257917,0.00147493,-0.0,0.000110619,0.0129288,-0.0129288,-0.0,0.000171919,0.0369394,5.29827e-05,8.68451e-07,-0.125424,5.33549e-05,0.000203531,-8.68451e-07,-0.206397,-0.0,-0.010472,-0.00255518,0.00167846,0.00268512,8.84956e-05,-3.94084e-05,4.02768e-05
,,,,,,,,,,,,,,,,8.34286e-06,0.000831141,-0.000290899,-0.000126918,0.0164643,-0.00679431,-0.845397,0.00884956,0.0301467,-0.1876,-0.000361283,8.34286e-06,0.00205524,0.000831141,-1.75502e-05,0.000290899,0.0383953,0.00147493,-0.0,0.000199115,0.0192467,-0.0192467,-0.0,0.000358363,0.0549907,7.09454e-05,2.92e-06,0.073164,7.21968e-05,0.000455645,-2.92e-06,-0.191913,-0.0,-0.0167552,-0.00373678,0.00193057,0.00402768,8.84956e-05,-8.77029e-05,9.06229e-05
,,,,,,,,,,,,,,,,1.97012e-05,0.00147015,-0.000514552,-0.000214858,0.0214766,-0.00634815,-0.824523,0.00884956,0.0398907,-0.26465,-0.000644026,1.97012e-05,0.00250141,0.00147015,-1.8698e-05,0.000514552,0.0508055,0.00147493,-0.0,0.000309734,0.0254677,-0.0254677,-0.0,0.000637131,0.072765,9.19215e-05,6.89542e-06,0.125424,9.48766e-05,0.000805958,-6.89542e-06,-0.18105,-0.0,-0.0219911,-0.00418441,0.00228088,0.00469896,0.000110619,-0.000134073,0.000140969
,,,,,,,,,,,,,,,,3.83337e-05,0.00228552,-0.000799933,-0.000297719,0.0316632,-0.00577885,-0.810607,0.00884956,0.0494836,-0.2881,-0.00105243,3.83337e-05,0.00307071,0.00228552,-1.5858e-05,0.000799933,0.0630231,0.00147493,-0.0,0.000420354,0.0315923,-0.0315923,-0.0,0.00103902,0.0902637,0.000116885,1.34168e-05,0.203814,0.000122635,0.00125296,-1.34168e-05,-0.166566,-0.0,-0.0324631,-0.00188519,0.00272788,0.00268512,0.000132743,-0.000147691,0.000161107
,,,,,,,,,,,,,,,,6.59904e-05,0.00327451,-0.00114608,-0.000418526,0.052261,-0.010988,-0.782775,0.0147493,0.0589261,-0.31825,-0.00161792,6.59904e-05,0.00376123,0.00327451,-8.07091e-06,0.00114608,0.0750493,0.00147493,-0.0,0.000575221,0.0376208,-0.0376208,-0.0,0.00159482,0.107488,0.000146796,2.30966e-05,0.229944,0.000156695,0.00179513,-2.30966e-05,-0.166566,-0.0,-0.0534071,0.000474798,0.00327005,0.00067128,0.000154867,-0.000138011,0.000161107
,,,,,,,,,,,,,,,,0.000104394,0.00443438,-0.00155203,-0.000620326,0.051855,-0.014603,-0.772338,0.019174,0.0682189,-0.41205,-0.00213628,0.000104394,0.00457106,0.00443438,5.60755e-06,0.00155203,0.0868849,-0.0,-0.0,0.000818584,0.0435539,-0.0435539,-0.0,0.00209975,0.12444,0.000182599,3.65377e-05,0.276978,0.000198258,0.0039059,-3.65377e-05,-0.162945,-0.0,-0.0534071,0.00155203,0.0039059,-0.0,0.000176991,-0.00012457,0.000161107
,,,,,,,,,,,,,,,,0.000155238,0.0057624,-0.00201684,-0.000968307,0.0587206,-0.0254752,-0.747985,0.0309734,0.0773629,-0.43215,-0.00285885,0.000155238,0.0054983,0.0057624,2.61067e-05,0.00201684,0.0985309,0.00147493,-0.0,0.00121681,0.049392,-0.049392,-0.0,0.00280452,0.14112,0.000225222,5.43334e-05,0.303108,0.000248507,0.00315901,-5.43334e-05,-0.170187,-0.0,-0.0607375,0.00201684,0.00463394,-0.0,0.000199115,-0.000116843,0.000171177
,,,,,,,,,,,,,,,,0.000220193,0.00725588,-0.00253956,-0.00152767,0.0739059,-0.0465563,-0.737548,0.0530973,0.0863589,-0.4489,-0.00361283,0.000220193,0.00654105,0.00725588,5.43408e-05,0.00253956,0.109988,0.00147493,-0.0,0.00183628,0.0551356,-0.0551356,-0.0,0.00353576,0.15753,0.00027558,7.70676e-05,0.329238,0.000308609,0.00397774,-7.70676e-05,-0.177429,-0.0,-0.0764454,0.00186828,0.00545267,0.00067128,0.000221239,-9.4109e-05,0.000171177
,,,,,,,,,,,,,,,,0.000300898,0.00891211,-0.00311924,-0.0020318,0.0796094,-0.0542495,-0.716674,0.0619469,0.0952075,-0.45225,-0.00444535,0.000300898,0.00769744,0.00891211,9.12097e-05,0.00311924,0.121258,0.00147493,-0.0,0.0024115,0.0607852,-0.0607852,-0.0,0.00434004,0.173672,0.000334572,0.000105314,0.36582,0.000379707,0.0048857,-0.000105314,-0.184671,-0.0,-0.0827286,0.00311924,0.00636062,-0.0,0.000243363,-7.59313e-05,0.000181246
,,,,,,,,,,,,,,,,0.000398969,0.0107284,-0.00375495,-0.00241318,0.0873512,-0.0441317,-0.688842,0.0530973,0.10391,-0.4422,-0.00543496,0.000398969,0.00896559,0.0107284,0.000137598,0.00375495,0.132342,0.00147493,-0.0,0.00287611,0.0663412,-0.0663412,-0.0,0.00529532,0.189546,0.000403085,0.000139639,0.39195,0.00046293,0.00588141,-0.000139639,-0.18105,-0.0,-0.0911062,0.00308367,0.00735633,0.00067128,0.000265487,-4.16066e-05,0.000181246
,,,,,,,,,,,,,,,,0.000515992,0.0127022,-0.00444575,-0.0026707,0.10551,-0.0294794,-0.678405,0.039823,0.112466,-0.4623,-0.00658164,0.000515992,0.0103437,0.0127022,0.000194376,0.00444575,0.143239,0.00147493,-0.0,0.00323009,0.0718043,-0.0718043,-0.0,0.00640104,0.205155,0.000481987,0.000180597,0.428532,0.000559385,0.0069634,-0.000180597,-0.076041,-0.0,-0.109956,0.00377447,0.00843833,0.00067128,0.000287611,-1.07179e-05,0.000191315
,,,,,,,,,,,,,,,,0.000653528,0.0148306,-0.00519072,-0.00275904,0.115237,-0.0161938,-0.66101,0.0280236,0.120877,-0.57285,-0.00785398,0.000653528,0.0118298,0.0148306,0.000284524,0.00519072,0.153952,0.00147493,-0.0,0.0034292,0.0771748,-0.0771748,-0.0,0.00762525,0.220499,0.000572134,0.000228735,0.44421,0.000670163,0.00813024,-0.000228735,0.010863,-0.0,-0.120428,0.00519072,0.00960517,-0.0,0.000287611,3.74198e-05,0.000191315
,,,,,,,,,,,,,,,,0.000813112,0.0171113,-0.00598894,-0.00265499,0.127005,0.00752238,-0.643615,0.0058997,0.129145,-0.6968,-0.00914203,0.000813112,0.0134221,0.0171113,0.000364634,0.00598894,0.164482,0.00147493,-0.0,0.00345133,0.0824532,-0.0824532,-0.0,0.00885745,0.235581,0.000674368,0.000284589,0.480792,0.000796335,0.00938047,-0.000284589,0.054315,-0.0,-0.132994,0.00531766,0.0108554,0.00067128,0.000309734,8.32049e-05,0.000201384
,,,,,,,,,,,,,,,,0.000996251,0.0195414,-0.00683948,-0.00249025,0.106258,0.0165937,-0.633178,-0.00147493,0.137268,-0.8576,-0.0101945,0.000996251,0.0151188,0.0195414,0.000457657,0.00683948,0.174828,0.00147493,-0.0,0.0034292,0.0876401,-0.0876401,-0.0,0.00984578,0.2504,0.000789515,0.000348688,0.501696,0.000938953,0.0107127,-0.000348688,0.057936,-0.0,-0.113097,0.00683948,0.0121876,-0.0,0.000331858,0.000137235,0.000211453
,,,,,,,,,,,,,,,,0.00120443,0.0221184,-0.00774144,-0.00233015,0.0959311,0.016918,-0.62622,-0.0,0.145249,-0.9782,-0.0111684,0.00120443,0.016918,0.0221184,0.000564406,0.00774144,0.184993,0.00147493,-0.0,0.0034292,0.092736,-0.092736,-0.0,0.0107468,0.26496,0.000918388,0.00042155,0.527826,0.00109905,0.0121254,-0.00042155,0.057936,-0.0,-0.103673,0.00707016,0.0136003,0.00067128,0.000353982,0.000210097,0.000211453
,,,,,,,,,,,,,,,,0.0014391,0.0248397,-0.0086939,-0.00215155,0.0792707,0.0188181,-0.601867,-0.0,0.153088,-1.06865,-0.0119381,0.0014391,0.0188181,0.0248397,0.000685679,0.0086939,0.194978,0.00147493,-0.0,0.0034292,0.0977413,-0.0977413,-0.0,0.0114344,0.279261,0.00106178,0.000503685,0.559182,0.00127765,0.0136172,-0.000503685,0.061557,-0.0,-0.0879646,0.00802262,0.0150921,0.00067128,0.000376106,0.000282163,0.000221523
,,,,,,,,,,,,,,,,0.0017017,0.0277028,-0.00969597,-0.00197558,0.0290503,0.0193421,-0.598388,0.00147493,0.160786,-1.5477,-0.0120951,0.0017017,0.020817,0.0277028,0.000822259,0.00969597,0.204782,0.00147493,-0.0,0.00345133,0.102657,-0.102657,-0.0,0.0114995,0.293304,0.00122049,0.000595593,0.569634,0.00147574,0.0151867,-0.000595593,0.068799,-0.0,-0.0387463,0.00969597,0.0166616,-0.0,0.00039823,0.000364002,0.000231592
,,,,,,,,,,,,,,,,0.00199362,0.0300337,-0.0107467,-0.00175701,-0.0233131,0.0229131,-0.59143,-0.0,0.168344,-1.6549,-0.0119066,0.00198355,0.0229131,0.030705,0.000974917,0.0107467,0.214408,0.00147493,0.00067128,0.00345133,0.107482,-0.107482,-0.0,0.0112089,0.307092,0.00139527,0.000697767,0.616668,0.00169431,0.0168324,-0.000697767,0.065178,1.00692e-05,0.0125664,0.0100755,0.0183074,0.00067128,0.000420354,0.000466175,0.000231592
,,,,,,,,,,,,,,,,0.00231625,0.0338437,-0.0118453,-0.001517,-0.0286005,0.0251046,-0.577514,-0.0,0.175762,-1.6147,-0.011781,0.00230618,0.0251046,0.0338437,0.00114441,0.0118453,0.223856,0.00147493,-0.0,0.00345133,0.112219,-0.112219,-0.0,0.0109703,0.320625,0.00158689,0.000810688,0.632346,0.00193432,0.0185531,-0.000810688,0.054315,1.00692e-05,0.0167552,0.011174,0.020028,0.00067128,0.000442478,0.000569027,0.000241661
,,,,,,,,,,,,,,,,0.00267094,0.0371166,-0.0129908,-0.00127673,-0.014038,0.0273896,-0.563598,-0.0,0.183041,-1.5812,-0.0118124,0.00266087,0.0273896,0.0371166,0.00133147,0.0129908,0.233127,0.00147493,-0.0,0.00347345,0.116867,-0.116867,0.010452,0.0108776,0.333905,0.00179608,0.000934829,0.674154,0.00219672,0.0203472,-0.000934829,0.050694,1.00692e-05,0.0010472,0.0123195,0.0218221,0.00067128,0.000464602,0.00067303,0.000261799
,,,,,,,,,,,,,,,,0.00305902,0.0398497,-0.0141824,-0.00101315,-0.0131352,0.0282916,-0.546203,0.00147493,0.190183,-1.5812,-0.0118124,0.00303888,0.0297665,0.040521,0.00153684,0.0141824,0.242223,0.00147493,0.00067128,0.00349557,0.121427,-0.121427,0.057486,0.0107417,0.346933,0.00202357,0.00107066,0.700284,0.00248242,0.0222134,-0.00107066,0.054315,2.01384e-05,-0.0010472,0.0121685,0.0236884,0.00201384,0.000486726,0.000788719,0.000281938
,,,,,,,,,,,,,,,,0.00348179,0.0440544,-0.0154191,-0.000725351,-0.0154191,0.0307586,-0.532287,0.00147493,0.197187,-1.5812,-0.0118124,0.00346165,0.0322335,0.0440544,0.00176123,0.0154191,0.251143,-0.0,-0.0,0.0035177,0.125899,-0.125899,0.094068,0.0105938,0.359711,0.00227008,0.00121863,0.721188,0.00279235,0.0256253,-0.00121863,0.054315,2.01384e-05,0.0,0.0147478,0.0256253,0.00067128,0.00050885,0.00092662,0.000292007
,,,,,,,,,,,,,,,,0.00394053,0.0477144,-0.0167,-0.000412436,-0.0167,0.030364,-0.525329,0.00442478,0.204054,-1.5812,-0.0118124,0.00391032,0.0347888,0.0477144,0.00200533,0.0167,0.25989,0.00147493,-0.0,0.00353982,0.130284,-0.130284,0.141102,0.0104332,0.37224,0.00253631,0.00137919,0.742092,0.00312739,0.0261567,-0.00137919,0.050694,3.02076e-05,0.0,0.0140149,0.0276317,0.00268512,0.000530973,0.00105697,0.000322215
,,,,,,,,,,,,,,,,0.00443649,0.0508271,-0.0180244,-9.56579e-05,-0.0180244,0.0330059,-0.514892,0.00442478,0.210786,-1.58455,-0.0118124,0.00439622,0.0374307,0.0514984,0.00226984,0.0180244,0.268464,0.00147493,0.00067128,0.00358407,0.134583,-0.134583,0.214266,0.0102596,0.384521,0.00282294,0.00155277,0.752544,0.00348841,0.028231,-0.00155277,0.050694,4.02768e-05,0.0,0.0160106,0.029706,0.00201384,0.000553097,0.00120035,0.000352422
,,,,,,,,,,,,,,,,0.0049709,0.0533902,-0.0193914,0.000225842,-0.0193914,0.0357327,-0.504455,0.00442478,0.217383,-1.6214,-0.0118124,0.00491049,0.0401575,0.055404,0.00255543,0.0193914,0.276866,0.00442478,0.00201384,0.00365044,0.138795,-0.138795,0.266526,0.0100726,0.396557,0.00313065,0.00173982,0.778674,0.00387628,0.0274221,-0.00173982,0.047073,6.04152e-05,0.0,0.0146924,0.0318469,0.00469896,0.000575221,0.00132698,0.000412837
,,,,,,,,,,,,,,,,0.00554497,0.0574149,-0.0208001,0.00059715,-0.0208001,0.0385427,-0.490539,0.00442478,0.223845,-1.6281,-0.0118124,0.00546442,0.0429675,0.0594287,0.00286275,0.0208001,0.285097,0.00147493,0.00201384,0.00369469,0.142922,-0.142922,0.329238,0.00987165,0.408348,0.00346009,0.00194074,0.7839,0.00429184,0.0325782,-0.00194074,0.047073,8.05537e-05,0.0,0.0127447,0.0340532,0.00805537,0.000597345,0.00143728,0.00050346
,,,,,,,,,,,,,,,,0.00615987,0.060885,-0.0222496,0.00101909,-0.0222496,0.044384,-0.476623,0.00147493,0.230174,-1.6415,-0.0118124,0.00603904,0.0458589,0.0635702,0.00319246,0.0222496,0.293159,0.00147493,0.00268512,0.00371681,0.146963,-0.146963,0.397176,0.00965643,0.419895,0.00381192,0.00215595,0.773448,0.0047359,0.0348484,-0.00215595,0.047073,0.00012083,0.0,0.00949522,0.0363234,0.0127543,0.000619469,0.00147125,0.000684706
,,,,,,,,,,,,,,,,0.00681675,0.0617843,-0.023739,0.00147035,-0.023739,0.0473552,-0.462707,0.00147493,0.236371,-1.64485,-0.0118124,0.00663551,0.0488301,0.0678258,0.00354518,0.023739,0.301051,0.00147493,0.00604152,0.00373894,0.15092,-0.15092,0.459888,0.00942652,0.431201,0.00418677,0.00238586,0.710736,0.00520928,0.0371813,-0.00238586,0.050694,0.000181246,0.0,-0.000427057,0.0386562,0.0241661,0.000641593,0.00143936,0.000946505
,,,,,,,,,,,,,,,,0.00751676,0.064138,-0.0252677,0.00197383,-0.0252677,0.0504044,-0.448791,0.00147493,0.242435,-1.65825,-0.0118124,0.00723482,0.0518794,0.0721934,0.00392154,0.0252677,0.308775,0.00147493,0.00805537,0.00373894,0.154793,-0.154793,0.486018,0.00918152,0.442266,0.00458525,0.00263087,0.684606,0.00571277,0.0395754,-0.00263087,0.054315,0.000281938,0.0,-0.0029261,0.0410504,0.0281938,0.000663717,0.00142256,0.0012083
,,,,,,,,,,,,,,,,0.00826099,0.0619022,-0.0268346,0.00246394,-0.0257874,0.0535301,-0.445312,0.00147493,0.248369,-1.6683,-0.0118281,0.00777766,0.055005,0.0766703,0.00432214,0.0268346,0.316333,0.00147493,0.0147682,0.00378319,0.158582,-0.158582,0.49647,0.00893675,0.453092,0.00500798,0.00289135,0.668928,0.00624713,0.0420296,-0.00289135,0.054315,0.000483322,-0.0010472,0.00401108,0.0435045,0.0228235,0.000685841,0.00143131,0.00146004
,,,,,,,,,,,,,,,,0.00905052,0.0584309,-0.028439,0.00300781,-0.028439,0.0567305,-0.434875,0.00147493,0.254172,-1.6683,-0.0118281,0.00829533,0.0582055,0.0812544,0.00472545,0.028439,0.323724,0.00147493,0.0228235,0.00380531,0.162288,-0.162288,0.491244,0.00866041,0.46368,0.00545554,0.00316768,0.621894,0.00681312,0.0445424,-0.00316768,0.054315,0.000755191,0.0,0.0056155,0.0460173,0.0228235,0.000730088,0.00147606,0.00169163
,,,,,,,,,,,,,,,,0.00988642,0.0597632,-0.0300801,0.00356192,-0.0300801,0.0570542,-0.434875,0.00442478,0.259846,-1.6683,-0.0118281,0.00889964,0.061479,0.0859432,0.0051763,0.0300801,0.330951,0.00147493,0.0261799,0.00384956,0.165911,-0.165911,0.57486,0.00836785,0.474032,0.00592851,0.00346025,0.569634,0.00741148,0.0471126,-0.00346025,0.065178,0.000986782,0.0,0.00725657,0.0485875,0.0228235,0.000752212,0.00157731,0.00188294
,,,,,,,,,,,,,,,,0.0107697,0.0699246,-0.031757,0.00412701,-0.031757,0.0603991,-0.424438,0.00442478,0.265391,-1.69845,-0.0118281,0.00957149,0.0648239,0.0907343,0.00565314,0.031757,0.338013,0.00442478,0.0208097,0.00391593,0.169452,-0.169452,0.684606,0.00805869,0.484149,0.00642748,0.0037694,0.668928,0.00804293,0.046789,-0.0037694,0.083283,0.00119824,0.0,0.0196739,0.0512138,0.012083,0.000774336,0.00181598,0.00195343
,,,,,,,,,,,,,,,,0.0117014,0.0687741,-0.0334689,0.00472589,-0.0334689,0.062339,-0.414001,0.0058997,0.270807,-1.7085,-0.0118281,0.0101911,0.0682387,0.0956254,0.00615651,0.0334689,0.344912,0.00147493,0.0268512,0.0039823,0.172912,-0.172912,0.70551,0.00773259,0.494033,0.00695297,0.0040955,0.804804,0.00870819,0.05242,-0.0040955,0.083283,0.00151038,0.0,0.0294412,0.0538949,0.00402768,0.00079646,0.00212194,0.00197356
,,,,,,,,,,,,,,,,0.0126826,0.0623512,-0.035215,0.00531501,-0.035215,0.0613971,-0.400085,0.0103245,0.276097,-1.71185,-0.0118281,0.0107895,0.0717216,0.100614,0.00668697,0.035215,0.35165,0.00147493,0.038263,0.00409292,0.17629,-0.17629,0.747318,0.0073892,0.503685,0.00750555,0.0044389,0.88842,0.00940793,0.0551546,-0.0044389,0.112251,0.00189301,0.0,0.0332011,0.0566295,0.00201384,0.000818584,0.00244519,0.0019937
,,,,,,,,,,,,,,,,0.013714,0.0654215,-0.0369944,0.00587293,-0.0369944,0.0605219,-0.393127,0.0147493,0.28126,-1.72525,-0.0118281,0.0113981,0.0752711,0.105698,0.00722291,0.0369944,0.358226,0.00147493,0.0402768,0.00426991,0.179587,-0.179587,0.726414,0.00702818,0.513106,0.00808574,0.00479991,0.909324,0.0101428,0.0579415,-0.00479991,0.130356,0.00231592,0.0,0.0349806,0.0594164,0.00201384,0.000862832,0.00276594,0.00203398
,,,,,,,,,,,,,,,,0.0147968,0.0658997,-0.0388064,0.00633393,-0.0388064,0.0552868,-0.379211,0.0235988,0.286298,-1.7353,-0.0118281,0.0120278,0.0788856,0.110876,0.00780909,0.0388064,0.364642,0.00147493,0.0449758,0.00457965,0.182804,-0.182804,0.684606,0.0066492,0.522298,0.00869405,0.00517889,0.935454,0.0109136,0.0607794,-0.00517889,0.148461,0.00276903,0.0,0.0341075,0.0622543,0.00469896,0.000884956,0.0030845,0.0020944
,,,,,,,,,,,,,,,,0.0159319,0.0711677,-0.0406502,0.00654378,-0.0406502,0.0383157,-0.375732,0.0442478,0.29121,-1.7621,-0.0118281,0.0126191,0.0825635,0.116144,0.00842391,0.0406502,0.370899,0.00442478,0.0449758,0.00517699,0.185942,-0.185942,0.721188,0.00625195,0.531262,0.00933099,0.00557615,0.898872,0.0117208,0.0607172,-0.00557615,0.170187,0.00331277,0.0,0.030581,0.0651419,0.0100692,0.00090708,0.00332065,0.0022555
,,,,,,,,,,,,,,,,0.01712,0.0684688,-0.042525,0.0065916,-0.042525,0.0184565,-0.375732,0.0678466,0.295998,-1.77885,-0.0118281,0.0132736,0.0863031,0.1215,0.00904572,0.042525,0.376998,0.00147493,0.0530312,0.00597345,0.189,-0.189,0.715962,0.0058361,0.54,0.00999705,0.005992,0.736866,0.012565,0.0666032,-0.005992,0.191913,0.00384644,0.0,0.0203727,0.0680781,0.0221523,0.000951327,0.00345456,0.00253744
,,,,,,,,,,,,,,,,0.0183621,0.0685413,-0.04443,0.00663287,-0.04443,0.00603212,-0.372253,0.0840708,0.300663,-1.77885,-0.0118281,0.0139216,0.0901029,0.126943,0.00967501,0.04443,0.38294,0.0058997,0.0584014,0.00681416,0.191979,-0.191979,0.689832,0.00540135,0.548513,0.0106927,0.00642675,0.668928,0.013447,0.0651618,-0.00642675,0.213639,0.00444052,0.0,0.0115372,0.0710615,0.0328927,0.0010177,0.00355703,0.00286972
,,,,,,,,,,,,,,,,0.0196591,0.071383,-0.0463643,0.00669031,-0.0463643,0.0054658,-0.358337,0.0884956,0.305206,-1.7822,-0.0118281,0.014544,0.0939614,0.13247,0.0103565,0.0463643,0.388726,0.00442478,0.0610865,0.00767699,0.194881,-0.194881,0.70551,0.0049474,0.556802,0.0114184,0.0068807,0.715962,0.0143673,0.0696662,-0.0068807,0.235365,0.00511516,0.0,0.012129,0.0740909,0.0342353,0.00106195,0.00363841,0.00324228
,,,,,,,,,,,,,,,,0.0210118,0.0669223,-0.0483273,0.00691937,-0.0483273,0.0211807,-0.344421,0.0766962,0.309626,-1.79895,-0.0118281,0.0151616,0.0978769,0.138078,0.0110464,0.0483273,0.394357,0.0058997,0.0711557,0.00840708,0.197704,-0.197704,0.700284,0.00447396,0.564869,0.0121747,0.00735413,0.747318,0.0153264,0.0712655,-0.00735413,0.257091,0.00585021,0.0,0.00737921,0.0771652,0.0409481,0.00112832,0.00372922,0.00362491
,,,,,,,,,,,,,,,,0.022421,0.0685827,-0.0503182,0.00718786,-0.0503182,0.0310515,-0.330505,0.0707965,0.313926,-1.8224,-0.0118438,0.0158256,0.101848,0.143766,0.0117672,0.0503182,0.399833,0.0058997,0.0751834,0.00913717,0.20045,-0.20045,0.789126,0.00399647,0.572715,0.0129619,0.00784734,1.12882,0.016325,0.0743834,-0.00784734,0.264333,0.00659533,0.0,0.0201105,0.0802831,0.0302076,0.00119469,0.00397069,0.00387664
,,,,,,,,,,,,,,,,0.0238874,0.0683067,-0.0523361,0.00747421,-0.0512889,0.026227,-0.333984,0.079646,0.318105,-1.8358,-0.0118438,0.0164563,0.105873,0.149532,0.0125194,0.0523361,0.405156,0.0058997,0.0812249,0.00988938,0.20312,-0.20312,0.81003,0.00348322,0.580342,0.0137805,0.00836059,1.25424,0.0173636,0.0775436,-0.00836059,0.267954,0.00743107,-0.0010472,0.0321977,0.0834433,0.0201384,0.00126106,0.00431276,0.00404782
,,,,,,,,,,,,,,,,0.0254118,0.0687771,-0.0543803,0.00788957,-0.0543803,0.0391541,-0.333984,0.0707965,0.322164,-1.84585,-0.0118438,0.017135,0.109951,0.155372,0.0132813,0.0543803,0.410327,0.00884956,0.0865952,0.0105531,0.205713,-0.205713,0.789126,0.00294966,0.587751,0.0146309,0.00889415,1.33786,0.0184427,0.0777952,-0.00889415,0.260712,0.00827689,0.0,0.0375983,0.0866448,0.016782,0.00134956,0.00469529,0.00419886
,,,,,,,,,,,,,,,,0.0269951,0.0740194,-0.0564501,0.00852295,-0.0564501,0.056557,-0.327026,0.0575221,0.326105,-1.8693,-0.0118438,0.0178321,0.114079,0.161286,0.0140312,0.0564501,0.415347,0.0103245,0.0872665,0.0110398,0.20823,-0.20823,0.752544,0.00239553,0.594943,0.0155135,0.00944828,1.4476,0.0195628,0.0795617,-0.00944828,0.249849,0.00916298,0.0,0.0483947,0.0898862,0.00805537,0.0014823,0.00520914,0.00423914
,,,,,,,,,,,,,,,,0.0286378,0.0746337,-0.0585446,0.0093306,-0.0585446,0.0769591,-0.320068,0.0412979,0.329928,-1.8693,-0.0118438,0.0185082,0.118257,0.16727,0.0147916,0.0585446,0.420216,0.0132743,0.0926367,0.0113938,0.210672,-0.210672,0.789126,0.00182057,0.60192,0.0164287,0.0100232,1.51554,0.0207244,0.0798921,-0.0100232,0.246228,0.0101296,0.0,0.0578734,0.0931665,0.00067128,0.00163717,0.00578409,0.00423914
,,,,,,,,,,,,,,,,0.0303407,0.0706177,-0.0606633,0.0103351,-0.0606633,0.0988841,-0.309631,0.0235988,0.333634,-1.87935,-0.0118438,0.0191639,0.122483,0.173324,0.0155849,0.0606633,0.424936,0.0176991,0.102706,0.0115929,0.213039,-0.213039,0.81003,0.00122456,0.608683,0.017377,0.0106192,1.52599,0.0219281,0.0787853,-0.0106192,0.246228,0.0111768,0.0,0.0606633,0.0964844,-0.0,0.00179204,0.00638011,0.00423914
,,,,,,,,,,,,,,,,0.0321045,0.0706959,-0.0628052,0.0113601,-0.0628052,0.107581,-0.299194,0.019174,0.337223,-1.9095,-0.0118438,0.0197999,0.126755,0.179443,0.0165001,0.0628052,0.429508,0.00884956,0.108747,0.0118142,0.215332,-0.215332,0.88842,0.000607232,0.615234,0.0183585,0.0112366,1.53122,0.0231742,0.0909892,-0.0112366,0.246228,0.0123046,0.0,0.0628052,0.0998387,-0.0,0.00185841,0.00699744,0.00423914
,,,,,,,,,,,,,,,,0.0339298,0.0681535,-0.0649697,0.0123173,-0.0639225,0.104524,-0.292236,0.0265487,0.340696,-1.9363,-0.0118595,0.0204169,0.131073,0.185628,0.0174933,0.0649697,0.433932,0.00442478,0.117474,0.012146,0.217551,-0.217551,0.820482,-1.59156e-05,0.621574,0.0193739,0.0118754,1.53644,0.0244633,0.0988037,-0.0118754,0.238986,0.0135129,-0.0010472,0.0649697,0.103228,-0.0,0.00188053,0.00763629,0.00423914
,,,,,,,,,,,,,,,,0.0358173,0.0784277,-0.067156,0.0132073,-0.067156,0.0985603,-0.285278,0.0368732,0.344055,-1.94635,-0.0118595,0.0211061,0.135433,0.191874,0.0185206,0.067156,0.438211,0.00147493,0.113446,0.0125885,0.219697,-0.219697,0.799578,-0.000676526,0.627705,0.0204232,0.012536,1.54167,0.0257958,0.105177,-0.012536,0.228123,0.0147111,0.0,0.067156,0.106652,-0.0,0.00190265,0.0082969,0.00423914
