wrench_fz.txt,integralf_3.txt,wrench_my.txt,integralf_2.txt,wrench_mx.txt,integralf_4.txt,proportionalf_2.txt,wrench_fx.txt,proportionalf_1.txt,proportionalf_5.txt,integralf_1.txt,wrench_fy.txt,proportionalf_3.txt,integralf_5.txt,wrench_mz.txt,proportionalf_4.txt,accd3.txt,vela1.txt,accd5.txt,posd5.txt,posa3.txt,posd2.txt,vela2.txt,trq2.txt,error_vel_5.txt,trq5.txt,veld5.txt,posa5.txt,error_vel_3.txt,trq3.txt,posd4.txt,error_pos_2.txt,posd1.txt,trq1.txt,veld2.txt,posa1.txt,posa4.txt,error_pos_5.txt,veld1.txt,accd1.txt,vela4.txt,veld4.txt,error_pos_4.txt,error_vel_2.txt,error_pos_3.txt,vela3.txt,vela5.txt,posd3.txt,error_pos_1.txt,trq4.txt,posa2.txt,error_vel_1.txt,accd4.txt,error_vel_4.txt,accd2.txt,veld3.txt
,,,,,,,,,,,,,,,,-0.112664,-0.0,0.00960387,3.87633e-05,-0.00677013,0.000225674,0.00067128,0.308334,-0.000982096,-0.887145,0.00049283,0.000176991,0.0999855,-0.5561,0.000311558,7.46357e-05,7.52246e-05,0.005226,0.00668408,-0.0,0.000442478,-0.000138228,0.00222803,0.043418,0.0058997,0.00502371,-0.00013092,0.0060128,0.0064388,-0.106814,0.00147493,-0.000331335,7.52246e-05,-0.166566,0.000151038,0.00222803,0.0691548,-0.000875996,0.130254,-0.00682867
,,,,,,,,,,,,,,,,-0.122962,-0.0,0.0104817,4.41864e-05,-0.00794823,0.000299227,0.00067128,0.33969,0.00059327,-0.876708,0.00059327,0.000176991,0.115562,-0.5695,0.000365359,0.000138119,9.97422e-05,0.005226,0.00804632,-0.0,0.000553097,-0.000132805,0.00268211,0.0473866,0.0103245,0.00574695,-0.000187738,0.00737504,0.0075428,-0.123569,-0.0,-0.000405427,9.97422e-05,-0.148461,0.000161107,0.00268211,0.0754756,-0.00457753,0.14216,-0.00800694
,,,,,,,,,,,,,,,,-0.133087,-0.0,0.0113449,5.06577e-05,-0.00906349,0.000386994,-0.0,0.355368,-0.000772511,-0.859313,0.000702415,0.000199115,0.10381,-0.6365,0.000426706,0.000225886,0.000128998,0.005226,0.00952661,-0.0,0.000685841,-0.000148457,0.00317554,0.0512887,0.0103245,0.00653287,-0.000259134,0.00952661,0.00857168,-0.113097,0.00147493,-0.000491814,0.000128998,-0.14484,0.000161107,0.00317554,0.0816905,-0.00379162,0.153866,-0.00928732
,,,,,,,,,,,,,,,,-0.143041,-0.0,0.0121934,5.82633e-05,-0.0102887,0.000490146,0.00067128,0.386724,-0.000654807,-0.841918,0.000820119,0.000221239,0.103476,-0.72695,0.000496222,0.000318969,0.000163382,0.010452,0.011123,-0.0,0.000929203,-0.000162976,0.00370766,0.0551248,0.0221239,0.00738041,-0.000432982,0.0104517,0.00969721,-0.114145,0.00147493,-0.000591509,0.000163382,-0.14484,0.000171177,0.00370766,0.0878001,-0.0147435,0.165374,-0.0106681
,,,,,,,,,,,,,,,,-0.152824,-0.0,0.0130274,6.70881e-05,-0.0113097,0.000609834,0.00067128,0.428532,-0.000528692,-0.824523,0.000946234,0.000243363,0.0925722,-0.8442,0.000574516,0.000428588,0.000203278,0.010452,0.0128334,-0.0,0.00130531,-0.000176275,0.00427781,0.0588952,0.0353982,0.00828852,-0.000730793,0.0121622,0.0106042,-0.10472,0.00147493,-0.000705505,0.000203278,-0.152082,0.000181246,0.00427781,0.0938049,-0.0271097,0.176685,-0.0121476
,,,,,,,,,,,,,,,,-0.162437,-0.0,0.0138469,7.72155e-05,-0.0122993,0.000747188,0.00067128,0.47034,0.00108062,-0.810607,0.00108062,0.000265487,0.0878541,-1.04855,0.00066219,0.000555873,0.000249063,0.010452,0.014656,-0.0,0.00190265,-0.000188271,0.00488535,0.0626001,0.058997,0.00925616,-0.00124046,0.0139848,0.0114646,-0.101578,-0.0,-0.000834783,0.000249063,-0.177429,0.000191315,0.00488535,0.0997054,-0.0497409,0.1878,-0.013724
,,,,,,,,,,,,,,,,-0.171882,-0.0,0.014652,8.87275e-05,-0.0126606,0.000903322,0.00067128,0.501696,-0.000251802,-0.80017,0.00122312,0.000265487,0.0254449,-1.51755,0.000759834,0.000701937,0.000301107,0.010452,0.0165888,-0.0,0.0025,-0.000176759,0.0055296,0.06624,0.058997,0.0102823,-0.00174017,0.0159175,0.0116803,-0.0408407,0.00147493,-0.000980303,0.000301107,-0.177429,0.000201384,0.0055296,0.105502,-0.0487148,0.19872,-0.0153958
,,,,,,,,,,,,,,,,-0.181159,-0.0,0.0154428,0.000101705,-0.0125507,0.00107933,0.00067128,0.533052,-0.000101316,-0.782775,0.00137361,0.000287611,-0.0265859,-1.742,0.000868028,0.000867872,0.000359775,0.010452,0.0186298,-0.0,0.0029646,-0.000185906,0.00620993,0.0698152,0.0486726,0.0113659,-0.00209657,0.0179585,0.0114077,0.00942478,0.00147493,-0.00114301,0.000359775,-0.119493,0.000211453,0.00620993,0.111196,-0.0373067,0.209446,-0.0171611
,,,,,,,,,,,,,,,,-0.190269,-0.0,0.0162194,0.000116226,-0.012425,0.00127627,0.00067128,0.564408,5.7007e-05,-0.76538,0.00153193,0.000309734,-0.0326319,-1.80565,0.00098734,0.00105475,0.000425424,0.010452,0.0207771,-0.0,0.00334071,-0.000193509,0.00692569,0.0733261,0.039823,0.0125059,-0.00235337,0.0201058,0.0111012,0.0136136,0.00147493,-0.00132383,0.000425424,-0.07242,0.000221523,0.00692569,0.116788,-0.0273171,0.219978,-0.0190184
,,,,,,,,,,,,,,,,-0.199212,-0.0,0.0169819,0.000132369,-0.0123465,0.00149521,0.00067128,0.606216,0.000223025,-0.741027,0.00169795,0.000331858,-0.0282963,-1.7889,0.00111833,0.00125355,0.000498405,0.010452,0.0230287,-0.0,0.00356195,-0.000199489,0.00767624,0.076773,0.0221239,0.0137013,-0.00244362,0.0223574,0.0108228,0.00733038,0.00147493,-0.00152368,0.000498405,0.021726,0.000241661,0.00767624,0.122277,-0.00842262,0.230319,-0.0209659
