wrench_fz.txt,integralf_3.txt,wrench_my.txt,integralf_2.txt,wrench_mx.txt,integralf_4.txt,proportionalf_2.txt,wrench_fx.txt,proportionalf_1.txt,proportionalf_5.txt,integralf_1.txt,wrench_fy.txt,proportionalf_3.txt,integralf_5.txt,wrench_mz.txt,proportionalf_4.txt,accd3.txt,vela1.txt,accd5.txt,posd5.txt,posa3.txt,posd2.txt,vela2.txt,trq2.txt,error_vel_5.txt,trq5.txt,veld5.txt,posa5.txt,error_vel_3.txt,trq3.txt,posd4.txt,error_pos_2.txt,posd1.txt,trq1.txt,veld2.txt,posa1.txt,posa4.txt,error_pos_5.txt,veld1.txt,accd1.txt,vela4.txt,veld4.txt,error_pos_4.txt,error_vel_2.txt,error_pos_3.txt,vela3.txt,vela5.txt,posd3.txt,error_pos_1.txt,trq4.txt,posa2.txt,error_vel_1.txt,accd4.txt,error_vel_4.txt,accd2.txt,veld3.txt
,,,,,,,,,,,,,,,,-0.438699,0.112775,0.0374101,0.014251,-0.0581195,0.192981,0.322886,3.94563,0.0311243,-0.132202,0.0325992,0.00334071,-0.0504016,-3.58785,0.104087,0.139523,0.0643269,0.773448,0.442132,0.0358464,0.0360177,0.0109103,0.147377,0.169127,0.128319,0.236127,0.0680689,0.119246,-0.109957,-0.333009,0.00147493,-0.168076,0.0284805,0.666264,0.0534574,0.0346021,0.269151,0.107808,0.50738,-0.38341
,,,,,,,,,,,,,,,,-0.436351,0.114789,0.0372101,0.0145788,-0.0616695,0.197427,0.334969,4.13899,0.0329723,-0.135681,0.0329723,0.00334071,-0.0390689,-3.63475,0.106461,0.140597,0.0658091,0.825708,0.447192,0.0369641,0.037323,0.0112381,0.149064,0.168223,0.134218,0.238811,0.0691383,0.112223,-0.110263,-0.348717,-0.0,-0.171932,0.0288451,0.659022,0.0568306,0.034275,0.267708,0.104593,0.504668,-0.387786
,,,,,,,,,,,,,,,,-0.43392,0.118817,0.0370032,0.0149104,-0.0651409,0.201924,0.343024,4.10764,0.0318685,-0.135681,0.0333434,0.00336283,-0.030854,-3.5778,0.108863,0.141771,0.0673081,0.830934,0.452225,0.0381623,0.0386947,0.0115476,0.150742,0.167287,0.134218,0.241481,0.0701681,0.1092,-0.110691,-0.361283,0.00147493,-0.175832,0.0291459,0.742305,0.0601534,0.0319249,0.266214,0.107263,0.501861,-0.392137
,,,,,,,,,,,,,,,,-0.431408,0.121502,0.0367893,0.0152457,-0.069115,0.206472,0.357121,4.0606,0.0322374,-0.132202,0.0337124,0.00338496,-0.0278503,-3.63475,0.111291,0.142472,0.0688239,0.752544,0.457229,0.0394713,0.040531,0.0118607,0.15241,0.16632,0.165192,0.244135,0.0707599,0.100108,-0.11066,-0.368614,0.00147493,-0.179775,0.0293526,0.847314,0.0639999,0.0309078,0.26467,0.0789438,0.49896,-0.396464
,,,,,,,,,,,,,,,,-0.428816,0.116803,0.0365685,0.0155846,-0.073042,0.211069,0.371218,4.02925,0.0326042,-0.128723,0.0340792,0.00340708,-0.0143491,-3.57445,0.113745,0.143263,0.0703563,0.747318,0.462204,0.040589,0.0420133,0.0121776,0.154068,0.165322,0.156342,0.246774,0.0717322,0.0909854,-0.110719,-0.386416,0.00147493,-0.183761,0.0297673,0.890766,0.067806,0.037265,0.263077,0.0904321,0.495966,-0.400765
,,,,,,,,,,,,,,,,-0.426145,0.122844,0.036341,0.0159273,-0.0769219,0.215716,0.384644,4.2017,0.0329688,-0.125244,0.0344437,0.0034292,-0.00605764,-3.60125,0.116226,0.144204,0.0719052,0.883194,0.467148,0.0418275,0.0436283,0.0124981,0.155716,0.164294,0.159292,0.249397,0.072598,0.0825041,-0.110868,-0.398982,0.00147493,-0.18779,0.0300777,0.887145,0.0715115,0.0328716,0.261435,0.0901048,0.492881,-0.40504
,,,,,,,,,,,,,,,,-0.423395,0.124858,0.0361069,0.0162735,-0.081006,0.220412,0.400754,4.09718,0.033331,-0.118286,0.0348059,0.00345133,-0.00402221,-3.56775,0.118733,0.144873,0.0734706,0.830934,0.472061,0.0430257,0.045177,0.0128222,0.157354,0.163235,0.159292,0.252003,0.0735564,0.0713064,-0.110856,-0.405265,0.00147493,-0.191862,0.0304449,0.76041,0.0755392,0.0324954,0.259745,0.0927108,0.489705,-0.409288
,,,,,,,,,,,,,,,,-0.420567,0.124858,0.0358661,0.0166234,-0.0851057,0.225157,0.410824,4.00312,0.0351658,-0.132202,0.0351658,0.00345133,0.00537148,-3.60125,0.121266,0.145469,0.0750523,0.799578,0.476942,0.0442743,0.0468584,0.013172,0.158981,0.162146,0.168142,0.254592,0.0744079,0.066118,-0.11087,-0.418879,-0.0,-0.195976,0.030778,0.644538,0.0796877,0.0341224,0.258008,0.08645,0.486439,-0.413508
,,,,,,,,,,,,,,,,-0.417663,0.126872,0.0356187,0.0169768,-0.0893626,0.22995,0.424921,3.95608,0.0340483,-0.125244,0.0355232,0.00347345,0.00746345,-3.5778,0.123825,0.146124,0.0766502,0.773448,0.481789,0.045543,0.0485619,0.0135034,0.160596,0.161028,0.168142,0.257163,0.0752632,0.0568688,-0.110769,-0.425162,0.00147493,-0.200132,0.0311071,0.655401,0.0838262,0.0337244,0.256223,0.0890212,0.483084,-0.417699
,,,,,,,,,,,,,,,,-0.414684,0.131571,0.0353649,0.0173338,-0.0937922,0.234792,0.432976,3.98221,0.0344032,-0.114807,0.0358782,0.00349557,0.0190096,-3.5778,0.12641,0.146606,0.0782642,0.851838,0.486603,0.0468621,0.0503319,0.0138382,0.162201,0.159881,0.176991,0.259716,0.0760777,0.0536271,-0.110537,-0.44087,0.00147493,-0.20433,0.0314021,0.79662,0.0881861,0.03063,0.254392,0.0827248,0.479642,-0.421861
,,,,,,,,,,,,,,,,-0.411629,0.135599,0.0351048,0.0176944,-0.0981276,0.239682,0.451772,4.00834,0.0347556,-0.121765,0.0362305,0.0035177,0.020114,-3.5778,0.129019,0.146925,0.0798941,0.81003,0.491382,0.0482315,0.0522345,0.0141767,0.163794,0.158705,0.176991,0.26225,0.0767849,0.0396101,-0.110441,-0.446106,0.00147493,-0.208569,0.0316626,0.879903,0.0927575,0.0281953,0.252515,0.0852593,0.476114,-0.425992
,,,,,,,,,,,,,,,,-0.408501,0.132914,0.0348383,0.0180584,-0.103044,0.24462,0.461841,4.01357,0.0351053,-0.118286,0.0365802,0.00353982,0.0285796,-3.5845,0.131654,0.14708,0.08154,0.726414,0.496125,0.0496009,0.0541372,0.0145186,0.165375,0.1575,0.178466,0.264766,0.0775173,0.034284,-0.109805,-0.458673,0.00147493,-0.212849,0.0319391,0.90525,0.0975404,0.0324615,0.250592,0.0863,0.4725,-0.430093
,,,,,,,,,,,,,,,,-0.405299,0.136941,0.0345657,0.018426,-0.107458,0.249605,0.473253,4.0606,0.0354523,-0.114807,0.0369273,0.00356195,0.0255578,-3.60125,0.134315,0.147443,0.0832016,0.742092,0.500832,0.05092,0.0559513,0.014864,0.166944,0.156267,0.185841,0.267262,0.0783633,0.0275788,-0.109712,-0.45972,0.00147493,-0.217171,0.0322816,0.803862,0.102162,0.0300026,0.248625,0.0814215,0.468802,-0.434162
,,,,,,,,,,,,,,,,-0.402025,0.140969,0.0342868,0.018797,-0.112453,0.254637,0.483993,4.10764,0.0372715,-0.114807,0.0372715,0.00356195,0.0309459,-3.61465,0.137,0.14751,0.0848788,0.820482,0.505501,0.0524404,0.0579867,0.015235,0.1685,0.155007,0.19174,0.269738,0.0790129,0.0215075,-0.109079,-0.469145,-0.0,-0.221532,0.0324384,0.677127,0.107126,0.0275314,0.246614,0.077998,0.46502,-0.438199
,,,,,,,,,,,,,,,,-0.398681,0.142983,0.0340019,0.0191714,-0.117056,0.259715,0.490035,4.15467,0.037613,-0.114807,0.037613,0.00356195,0.0363671,-3.6247,0.139709,0.147715,0.0865716,0.794352,0.510132,0.0538199,0.0599557,0.0156094,0.170044,0.153719,0.199115,0.272194,0.0797536,0.020097,-0.108879,-0.478569,-0.0,-0.225934,0.0327517,0.691611,0.112,0.0270612,0.244558,0.0730793,0.461156,-0.442202
,,,,,,,,,,,,,,,,-0.395266,0.14164,0.0337111,0.0195492,-0.121957,0.264839,0.504132,4.09718,0.0364766,-0.121765,0.0379516,0.00358407,0.0355389,-3.59455,0.142443,0.147603,0.0882797,0.742092,0.514724,0.0552296,0.0621239,0.0159651,0.171575,0.152404,0.216814,0.274629,0.0803196,0.010592,-0.10842,-0.481711,0.00147493,-0.230376,0.0330501,0.836451,0.117236,0.0299344,0.24246,0.0578153,0.457211,-0.446172
,,,,,,,,,,,,,,,,-0.391781,0.145668,0.0334143,0.0199304,-0.126889,0.270009,0.520242,4.05015,0.0382872,-0.114807,0.0382872,0.00358407,0.0462643,-3.618,0.145202,0.147698,0.090003,0.81003,0.519276,0.0566997,0.064292,0.0163463,0.173092,0.151062,0.216814,0.277043,0.0809098,-0.000966708,-0.107969,-0.496372,-0.0,-0.234858,0.0333033,0.879903,0.122311,0.027424,0.240319,0.0602292,0.453186,-0.450107
,,,,,,,,,,,,,,,,-0.388229,0.149024,0.0331117,0.0203149,-0.131868,0.275224,0.525613,4.0606,0.0371449,-0.107849,0.0386198,0.00360619,0.0402698,-3.62135,0.147984,0.147728,0.0917415,0.825708,0.523787,0.0581799,0.0663938,0.0167088,0.174596,0.149694,0.216814,0.279436,0.0815905,-0.00182555,-0.10751,-0.494277,0.00147493,-0.239378,0.0335616,0.850935,0.127496,0.0255714,0.238136,0.0626215,0.449082,-0.454007
,,,,,,,,,,,,,,,,-0.384609,0.149024,0.0328033,0.0207028,-0.136691,0.280485,0.536353,4.08151,0.0374745,-0.107849,0.0389494,0.00362832,0.0426888,-3.5711,0.15079,0.147702,0.0934949,0.715962,0.528257,0.0596802,0.0685619,0.0170745,0.176086,0.1483,0.212389,0.281806,0.0822286,-0.00809607,-0.107247,-0.50056,0.00147493,-0.243938,0.0338147,0.706095,0.132783,0.0270614,0.235912,0.0694166,0.444899,-0.457872
,,,,,,,,,,,,,,,,-0.380922,0.149696,0.0324892,0.0210939,-0.141984,0.285789,0.543737,3.99789,0.0392759,-0.10437,0.0392759,0.00362832,0.0608522,-3.5845,0.15362,0.147479,0.0952631,0.747318,0.532685,0.0611503,0.070708,0.0174656,0.177562,0.14688,0.218289,0.284154,0.0829124,-0.0110524,-0.106551,-0.522552,-0.0,-0.248536,0.0341128,0.691611,0.138311,0.0278661,0.233647,0.0658647,0.44064,-0.461699
,,,,,,,,,,,,,,,,-0.377169,0.153723,0.0321696,0.0214883,-0.147042,0.291138,0.556492,3.98221,0.0381242,-0.062622,0.0395992,0.00365044,0.0570617,-3.5644,0.156473,0.14741,0.0970461,0.841386,0.53707,0.0626909,0.072854,0.0178379,0.179023,0.145435,0.218289,0.286479,0.0836195,-0.0194219,-0.106129,-0.522552,0.00147493,-0.253172,0.0343552,0.83283,0.143728,0.0253,0.231342,0.0681897,0.436305,-0.46549
,,,,,,,,,,,,,,,,-0.373352,0.153723,0.0318444,0.0218859,-0.152744,0.296531,0.566561,3.97699,0.0399192,-0.080017,0.0399192,0.00365044,0.053309,-3.5644,0.15935,0.146691,0.0988435,0.778674,0.541411,0.0642717,0.0753097,0.0182355,0.18047,0.143965,0.231563,0.28878,0.0840401,-0.0251501,-0.105101,-0.522552,-0.0,-0.257845,0.0345718,0.919734,0.14984,0.026747,0.228996,0.0572171,0.431895,-0.469243
,,,,,,,,,,,,,,,,-0.369471,0.155066,0.0315138,0.0222867,-0.157614,0.301966,0.578644,3.92995,0.040236,-0.048706,0.040236,0.00365044,0.0527365,-3.6314,0.162249,0.146719,0.100655,0.75777,0.545707,0.0657519,0.0776327,0.0186362,0.181902,0.14247,0.238938,0.291059,0.0846163,-0.0329365,-0.104943,-0.525693,-0.0,-0.262556,0.0349035,0.840072,0.155247,0.0268366,0.226612,0.0521205,0.427411,-0.472957
,,,,,,,,,,,,,,,,-0.365527,0.157751,0.0311778,0.0226906,-0.162813,0.307445,0.588713,3.9404,0.0390746,-0.062622,0.0405495,0.00367257,0.0511558,-3.6783,0.165171,0.146428,0.102482,0.83616,0.549959,0.0673529,0.0798009,0.019018,0.18332,0.140951,0.238938,0.293313,0.08537,-0.0387544,-0.104491,-0.527788,0.00147493,-0.267304,0.0351286,0.691611,0.161017,0.0255686,0.224189,0.0543745,0.422854,-0.476632
,,,,,,,,,,,,,,,,-0.361521,0.159765,0.0308365,0.0230977,-0.168562,0.312965,0.60281,3.88292,0.0408596,-0.027832,0.0408596,0.00367257,0.0454261,-3.6649,0.168115,0.145434,0.104322,0.820482,0.554164,0.0690043,0.0825,0.0194251,0.184721,0.139408,0.244838,0.295542,0.0856152,-0.0486458,-0.103527,-0.525693,-0.0,-0.272089,0.0353175,0.742305,0.167531,0.0249566,0.221728,0.0507045,0.418225,-0.480267
,,,,,,,,,,,,,,,,-0.357453,0.157751,0.0304901,0.0235078,-0.173761,0.318528,0.612879,3.73659,0.0411662,-0.0,0.0411662,0.00367257,0.051256,-3.6716,0.171082,0.144965,0.106176,0.7839,0.558323,0.0705952,0.0849557,0.0198352,0.186108,0.137842,0.252212,0.297747,0.0861259,-0.0545562,-0.103148,-0.535118,-0.0,-0.27691,0.0355807,0.854556,0.173563,0.0283567,0.219229,0.0455346,0.413526,-0.483862
,,,,,,,,,,,,,,,,-0.353326,0.163121,0.0301385,0.023921,-0.179071,0.324132,0.624962,3.72091,0.0414694,-0.0,0.0414694,0.00367257,0.052938,-3.68835,0.17407,0.144064,0.108044,0.867516,0.562434,0.0722264,0.0875442,0.0202484,0.187478,0.136252,0.258112,0.299927,0.0865258,-0.0625278,-0.102695,-0.540354,-0.0,-0.281766,0.0358174,0.898008,0.180068,0.024357,0.216693,0.0418146,0.408757,-0.487416
,,,,,,,,,,,,,,,,-0.349139,0.163121,0.0297818,0.0243372,-0.184631,0.329776,0.635031,3.75749,0.040294,0.03479,0.041769,0.00369469,0.0494257,-3.65485,0.17708,0.143385,0.109925,0.846612,0.566498,0.0738677,0.0899336,0.0206425,0.188833,0.13464,0.238938,0.302081,0.0871465,-0.0685335,-0.102026,-0.540354,0.00147493,-0.286658,0.0360577,0.764031,0.186391,0.0257114,0.214121,0.0631427,0.40392,-0.490928
,,,,,,,,,,,,,,,,-0.344894,0.163121,0.0294202,0.0247563,-0.190035,0.335461,0.646443,3.81498,0.042065,0.017395,0.042065,0.00369469,0.0564274,-3.64145,0.180112,0.142737,0.11182,0.815256,0.570513,0.075509,0.0925885,0.0210616,0.190171,0.133005,0.265487,0.304209,0.0875231,-0.0759306,-0.101549,-0.550826,-0.0,-0.291584,0.0363115,0.659022,0.192725,0.0270497,0.211513,0.0387223,0.399015,-0.494398
,,,,,,,,,,,,,,,,-0.340591,0.161779,0.0290536,0.0251784,-0.195596,0.341186,0.658526,3.67388,0.0423574,0.006958,0.0423574,0.00369469,0.0498584,-3.66825,0.183164,0.141947,0.113729,0.893646,0.574478,0.0771402,0.095354,0.0214838,0.191493,0.131348,0.275811,0.306311,0.0878102,-0.0840483,-0.10095,-0.547684,-0.0,-0.296546,0.0365886,0.79662,0.199239,0.029714,0.20887,0.0304997,0.394044,-0.497826
,,,,,,,,,,,,,,,,-0.336232,0.169834,0.0286823,0.0256035,-0.201156,0.346951,0.666582,3.60594,0.042646,0.03479,0.042646,0.00369469,0.0527574,-3.6247,0.186238,0.141106,0.11565,0.904098,0.578393,0.0788419,0.0982522,0.0219088,0.192798,0.129669,0.287611,0.308386,0.0879855,-0.0881883,-0.100385,-0.553968,-0.0,-0.301541,0.0368084,0.836451,0.205845,0.0229638,0.206192,0.0207757,0.389007,-0.50121
,,,,,,,,,,,,,,,,-0.331817,0.169834,0.0283061,0.0260314,-0.206748,0.352754,0.678665,3.64775,0.042931,-0.013916,0.042931,0.00369469,0.0557003,-3.6448,0.189332,0.139911,0.117585,0.841386,0.582258,0.0805738,0.101128,0.0223367,0.194086,0.127969,0.284661,0.310435,0.0882035,-0.0964068,-0.0998214,-0.560251,-0.0,-0.30657,0.0370109,0.691611,0.212843,0.024252,0.20348,0.0257739,0.383906,-0.50455
,,,,,,,,,,,,,,,,-0.327348,0.169834,0.0279254,0.0264621,-0.21223,0.358596,0.683364,3.50142,0.0417372,0.020874,0.0432121,0.00371681,0.0524044,-3.66155,0.192446,0.139077,0.119532,0.88842,0.586071,0.0822151,0.104049,0.0227453,0.195357,0.126247,0.29351,0.312456,0.0883977,-0.0972924,-0.0994013,-0.560251,0.00147493,-0.311632,0.0373168,0.611949,0.219519,0.0255231,0.200735,0.0189454,0.378742,-0.507846
,,,,,,,,,,,,,,,,-0.322824,0.169834,0.02754,0.0268956,-0.217995,0.364475,0.693433,3.538,0.0434895,-0.020874,0.0434895,0.00371681,0.0543895,-3.66155,0.195581,0.137999,0.121492,0.919776,0.589832,0.0839168,0.10708,0.0231788,0.196611,0.124505,0.30236,0.314449,0.0885012,-0.1036,-0.0987313,-0.565487,-0.0,-0.316726,0.037575,0.789378,0.226477,0.0267769,0.197956,0.0120894,0.373515,-0.511097
