proportionalf_3.txt,wrench_fz.txt,integralf_2.txt,integralf_5.txt,wrench_fx.txt,wrench_my.txt,wrench_mx.txt,wrench_fy.txt,proportionalf_1.txt,integralf_1.txt,wrench_mz.txt,proportionalf_5.txt,proportionalf_4.txt,integralf_4.txt,proportionalf_2.txt,integralf_3.txt,veld2.txt,accd4.txt,accd2.txt,posd4.txt,error_vel_2.txt,error_vel_4.txt,error_vel_1.txt,veld4.txt,accd5.txt,error_pos_4.txt,posa3.txt,error_pos_5.txt,posa5.txt,vela1.txt,error_pos_2.txt,trq2.txt,trq3.txt,vela5.txt,posd1.txt,veld3.txt,posa2.txt,posa4.txt,posd2.txt,trq5.txt,error_vel_5.txt,trq4.txt,trq1.txt,veld1.txt,accd3.txt,posd5.txt,error_pos_1.txt,accd1.txt,vela3.txt,error_pos_3.txt,vela4.txt,veld5.txt,posd3.txt,posa1.txt,vela2.txt,error_vel_3.txt
,,,,,,,,,,,,,,,,0.00222803,0.0657209,0.043418,0.00219354,0.00155675,0.0210722,0.0412113,0.0210722,0.00929187,-0.000771061,-0.00890642,-0.000124017,0.000331858,-0.0,-0.000106021,0.308334,-0.6231,0.00147493,0.00458963,-0.0057928,0.000181246,0.0029646,7.52246e-05,-0.396606,0.000476868,0.050694,-0.094068,0.0412113,-0.112885,0.000207842,0.00219316,0.122838,-0.128805,0.00869513,-0.0,0.00195179,-0.00021129,0.00239647,0.00067128,0.123012
,,,,,,,,,,,,,,,,0.00268211,0.0717244,0.0473866,0.00240765,0.00268211,0.0217595,0.0424959,0.0217595,0.0101409,-0.000556952,-0.0101788,-0.000148268,0.000376106,-0.0,-8.15035e-05,0.334464,-0.70015,0.00147493,0.00500807,-0.00697339,0.000181246,0.0029646,9.97422e-05,-0.396606,0.000574043,0.050694,-0.0,0.0424959,-0.123204,0.000227838,0.0026116,0.134059,-0.128805,0.00990373,-0.0,0.00204897,-0.000275035,0.00239647,-0.0,0.121832
,,,,,,,,,,,,,,,,0.00317554,0.0776266,0.0512887,0.00262893,0.00250426,0.0210314,0.0438918,0.0225064,0.0109756,-0.000357796,-0.0113097,-0.000171505,0.000420354,-0.0,-6.2317e-05,0.371046,-0.8442,0.00442478,0.00543992,-0.0082563,0.000191315,0.00298673,0.000128998,-0.386169,-0.00227021,0.047073,-0.0,0.0438918,-0.133349,0.000248849,0.00304345,0.14509,-0.117286,0.0109586,0.00147493,0.00215456,-0.000351098,0.00239647,0.00067128,0.10903
,,,,,,,,,,,,,,,,0.00370766,0.0834281,0.0551248,0.00285797,0.00303638,0.0233117,0.0453971,0.0233117,0.0117962,-0.000150878,-0.0123622,-0.000193645,0.000464602,-0.0,-3.80022e-05,0.402402,-1.15575,0.00442478,0.00588627,-0.0096398,0.000201384,0.00300885,0.000163382,-0.386169,-0.00215634,0.043452,-0.0,0.0453971,-0.143323,0.000270957,0.0034898,0.155934,-0.109956,0.0119217,-0.0,0.00226843,-0.000440496,0.00239647,0.00067128,0.100316
,,,,,,,,,,,,,,,,0.00427781,0.0891295,0.0588952,0.00309536,0.00360653,0.0197498,0.0470099,0.0241746,0.0126026,6.43822e-05,-0.0126449,-0.000214605,0.00050885,-0.0,-8.17547e-06,0.423306,-1.5678,0.0058997,0.00634822,-0.0111222,0.000211453,0.00303097,0.000203278,-0.368774,-0.00350926,0.039831,-0.0,0.0470099,-0.153126,0.000294245,0.00395175,0.166589,-0.0387463,0.0121007,0.00442478,0.00239044,-0.000544224,0.00239647,0.00067128,0.0276241
,,,,,,,,,,,,,,,,0.00488535,0.0947313,0.0626001,0.00334165,0.00488535,0.023619,0.0487283,0.025094,0.0133949,0.000288554,-0.0125664,-0.000256429,0.000575221,-0.0,3.76095e-05,0.465114,-1.74535,0.0058997,0.00682682,-0.0127017,0.000211453,0.0030531,0.000249063,-0.354858,-0.00337927,0.047073,-0.0,0.0487283,-0.162758,0.000318793,0.00443035,0.177059,0.00628319,0.0119031,0.00147493,0.00252044,-0.000663263,0.00239647,-0.0,-0.0189849
,,,,,,,,,,,,,,,,0.0055296,0.100234,0.06624,0.00359742,0.00485832,0.0216441,0.0505504,0.0260689,0.0141733,0.000500075,-0.0125035,-0.000296913,0.000641593,-0.0,7.95846e-05,0.501696,-1.81235,0.00442478,0.00732313,-0.0143768,0.000221523,0.00309734,0.000301107,-0.3479,-0.00176649,0.043452,-0.0,0.0505504,-0.172222,0.00034468,0.00492666,0.187343,0.00628319,0.011705,0.00442478,0.00265829,-0.000798577,0.00239647,0.00067128,-0.02066
,,,,,,,,,,,,,,,,0.00620993,0.105638,0.0698152,0.00386321,0.00553865,0.0226735,0.0524745,0.0270983,0.0149378,0.000721618,-0.0124407,-0.00033598,0.000707965,-0.0,0.000128183,0.517374,-1.7956,0.00884956,0.00783817,-0.0161456,0.000231592,0.00314159,0.000359775,-0.3479,-0.0060457,0.039831,-0.0,0.0524745,-0.181517,0.000371984,0.0054417,0.197443,0.00733038,0.0114896,0.00442478,0.00280386,-0.000951112,0.00239647,0.00067128,-0.023476
,,,,,,,,,,,,,,,,0.00692569,0.110944,0.0733261,0.00413956,0.00625441,0.0237565,0.0544987,0.0281813,0.0156885,0.000953725,-0.0123779,-0.000395678,0.00079646,-0.0,0.000183763,0.533052,-1.7822,0.0058997,0.00837296,-0.0180066,0.000241661,0.00318584,0.000425424,-0.337463,-0.0029427,0.039831,0.005226,0.0544987,-0.190646,0.000400782,0.00597648,0.20736,0.00628319,0.0112561,0.00442478,0.002957,-0.0011218,0.00239647,0.00067128,-0.0242898
,,,,,,,,,,,,,,,,0.00767624,0.116153,0.076773,0.00442701,0.00700496,0.0248921,0.0559498,0.0293169,0.0164254,0.00119692,-0.0123308,-0.000475931,0.00090708,0.00067128,0.000246675,0.564408,-1.7487,0.0103245,0.00892847,-0.019958,0.00025173,0.00323009,0.000498405,-0.333984,-0.0072069,0.043452,0.062712,0.0566211,-0.199607,0.000431149,0.00652193,0.217094,0.00418879,0.0110192,0.00442478,0.00311758,-0.00131154,0.00240654,0.00067128,-0.0241468
,,,,,,,,,,,,,,,,0.00846094,0.121265,0.0801562,0.00472607,0.00778966,0.030504,0.0581687,0.030504,0.0171487,0.00149599,-0.0122993,-0.000576665,0.00103982,0.00067128,0.000317263,0.590538,-1.72525,0.0132743,0.0095057,-0.0219982,0.000261799,0.00323009,0.000579062,-0.333984,-0.00998887,0.043452,0.120198,0.05884,-0.208404,0.000463158,0.00708909,0.226648,0.0010472,0.0107781,-0.0,0.00328546,-0.00152125,0.00241661,0.00067128,-0.0230454
,,,,,,,,,,,,,,,,0.00927915,0.12628,0.0834762,0.00503726,0.00860787,0.0302669,0.0611535,0.0317419,0.0178584,0.00178505,-0.0122993,-0.000719932,0.00121681,-0.0,0.000395867,0.616668,-1.7152,0.0176991,0.0101056,-0.0241255,0.000271869,0.00325221,0.000667735,-0.327026,-0.0142386,0.043452,0.203814,0.0611535,-0.217036,0.000496882,0.00767891,0.236021,0.0010472,0.0105475,0.00147493,0.00346051,-0.0017518,0.00242668,0.00067128,-0.0251727
,,,,,,,,,,,,,,,,0.0101303,0.131199,0.0867333,0.00536108,0.00811641,0.0315544,0.0615459,0.0330293,0.0185545,0.00208674,-0.0122993,-0.000817166,0.00134956,0.00201384,0.000472748,0.648024,-1.7152,0.0132743,0.0107291,-0.0263383,0.000292007,0.00327434,0.000764755,-0.320068,-0.00963175,0.043452,0.2613,0.0635598,-0.225504,0.000532392,0.00828226,0.245214,0.0,0.0102953,0.00147493,0.00364259,-0.00200405,0.00244682,0.00201384,-0.0263383
,,,,,,,,,,,,,,,,0.0110136,0.136023,0.0899278,0.00569801,0.00899977,0.0328906,0.0620295,0.0343655,0.0192372,0.00240155,-0.0122836,-0.000824048,0.00139381,0.00402768,0.000548233,0.674154,-1.7353,0.0058997,0.0113771,-0.028635,0.000322215,0.00329646,0.000870448,-0.306152,-0.00206815,0.043452,0.31356,0.0660571,-0.233809,0.000569757,0.00888999,0.25423,0.0010472,0.0100048,0.00147493,0.00383156,-0.00227885,0.00248709,0.00201384,-0.0296822
,,,,,,,,,,,,,,,,0.0119286,0.140753,0.09306,0.00604855,0.00924348,0.0342746,0.0626023,0.0357495,0.0199066,0.00272996,-0.0122836,-0.00078476,0.00139381,0.00604152,0.00064278,0.689832,-1.73195,-0.0,0.0120505,-0.031014,0.000342353,0.00331858,0.000985133,-0.302673,0.00402729,0.050694,0.350142,0.0686438,-0.241953,0.000609046,0.00950301,0.263068,0.0,0.0097066,0.00147493,0.00402729,-0.00257702,0.00254751,0.00268512,-0.031014
,,,,,,,,,,,,,,,,0.0128746,0.145388,0.0961304,0.00641316,0.00884692,0.0357053,0.0605774,0.0371803,0.0205626,0.00307245,-0.0122836,-0.000765604,0.00141593,0.0107405,0.000716424,0.721188,-1.73195,0.00147493,0.0127503,-0.0334736,0.000392699,0.00334071,0.00110912,-0.295715,0.00275472,0.057936,0.36582,0.0713179,-0.249936,0.000650325,0.0100718,0.27173,0.0,0.00938423,0.00147493,0.00422964,-0.00289939,0.00267841,0.00402768,-0.0334736
,,,,,,,,,,,,,,,,0.013851,0.149929,0.0991392,0.0067923,0.00780948,0.0342321,0.055282,0.0386569,0.0212054,0.00340735,-0.0122836,-0.000744393,0.00143805,0.0187959,0.000789612,0.736866,-1.74535,0.00147493,0.0134772,-0.0360122,0.000453114,0.00338496,0.00124273,-0.295715,0.00296357,0.061557,0.36582,0.0740778,-0.257759,0.00069366,0.0106074,0.280217,0.0,0.00903687,0.00442478,0.00443849,-0.00324676,0.00286972,0.00604152,-0.0360122
,,,,,,,,,,,,,,,,0.0148572,0.154377,0.102087,0.00718645,0.0041167,0.0357538,0.0507418,0.0401785,0.0218351,0.00373512,-0.0122836,-0.000721061,0.00146018,0.0261799,0.000792159,0.742092,-1.75205,0.00147493,0.0142321,-0.0386282,0.000594083,0.00345133,0.00138624,-0.292236,0.00317878,0.07242,0.371046,0.0769217,-0.265423,0.000739116,0.0110704,0.28853,0.0,0.00866373,0.00442478,0.00465371,-0.0036199,0.00316173,0.0107405,-0.0386282
,,,,,,,,,,,,,,,,0.0158925,0.158733,0.104974,0.00759602,-0.00424588,0.0358445,0.0576956,0.0417442,0.0224518,0.00410045,-0.0122836,-0.00071767,0.00150442,0.0221523,0.000734431,0.689832,-1.7554,0.00147493,0.0150159,-0.0413201,0.000805537,0.00349557,0.00153997,-0.285278,0.00340023,0.079662,0.480792,0.0798478,-0.272928,0.000786755,0.0116528,0.296669,0.0,0.00826405,0.0058997,0.00487515,-0.00401957,0.00336312,0.0201384,-0.0413201
,,,,,,,,,,,,,,,,0.0169565,0.162996,0.1078,0.00802147,-0.0112373,0.0345033,0.0620448,0.0433529,0.0230554,0.00441528,-0.0122836,-0.000712033,0.00154867,0.0208097,0.000596576,0.642798,-1.7621,0.00442478,0.0158293,-0.0440863,0.00110761,0.00360619,0.00170419,-0.27832,0.000677922,0.097767,0.60099,0.0828545,-0.280277,0.000836639,0.0122346,0.304637,0.0,0.00783708,0.00884956,0.0051027,-0.00444654,0.00359471,0.0281938,-0.0440863
,,,,,,,,,,,,,,,,0.0180483,0.167168,0.110566,0.00846322,-0.00678904,0.0317294,0.0537185,0.0450038,0.0236461,0.00472428,-0.0122836,-0.000681967,0.0015708,0.0322215,0.000550054,0.616668,-1.75875,0.00442478,0.0166732,-0.0469251,0.00132914,0.00373894,0.00187919,-0.271362,0.00091144,0.10863,0.595764,0.08594,-0.287469,0.000888829,0.0127462,0.312433,0.0,0.00738209,0.0132743,0.00533622,-0.00490154,0.00392699,0.0248374,-0.0469251
,,,,,,,,,,,,,,,,0.0191676,0.171249,0.113273,0.00892168,-0.00298467,0.0275219,0.0508396,0.0466959,0.024224,0.00496151,-0.0122836,-0.000671661,0.00161504,0.038263,0.000504519,0.60099,-1.75205,0.00442478,0.0175484,-0.0498351,0.00156073,0.00396018,0.00206525,-0.260925,0.0011508,0.123114,0.616668,0.0891026,-0.294506,0.000943383,0.0132186,0.320059,0.0,0.00689834,0.019174,0.00557558,-0.00538528,0.00432976,0.0221523,-0.0498351
,,,,,,,,,,,,,,,,0.0203136,0.175239,0.11592,0.00939727,-0.00250994,0.0115553,0.0513925,0.0484285,0.0247892,0.00503887,-0.0122836,-0.000658932,0.00165929,0.0409481,0.000480381,0.553956,-1.7554,0.00442478,0.0184555,-0.0528147,0.00178225,0.00435841,0.00226263,-0.253967,0.00139588,0.141219,0.57486,0.0923406,-0.301388,0.00100036,0.013723,0.327515,0.0,0.00638515,0.0368732,0.00582066,-0.00589848,0.00473253,0.0228235,-0.0528147
,,,,,,,,,,,,,,,,0.0214858,0.17914,0.118508,0.00989039,0.00671762,-0.00879661,0.0526904,0.0502004,0.0253416,0.00493463,-0.0122836,-0.000643725,0.00170354,0.042962,0.000558456,0.538278,-1.7755,0.00442478,0.0193954,-0.0558624,0.00191315,0.00495575,0.00247161,-0.247009,0.00164654,0.155703,0.564408,0.0956523,-0.308117,0.00105981,0.0142501,0.334804,0.0,0.00584182,0.058997,0.00607132,-0.00644181,0.00514536,0.0147682,-0.0558624
,,,,,,,,,,,,,,,,0.0226836,0.182951,0.121037,0.0104014,0.016642,-0.0232103,0.0540603,0.052011,0.0258814,0.00462708,-0.0122836,-0.000648107,0.00176991,0.0449758,0.000739005,0.700284,-1.79895,0.00442478,0.0203688,-0.0589766,0.00195343,0.00577434,0.00269243,-0.240051,0.00190267,0.170187,0.580086,0.0990361,-0.314693,0.0011218,0.01472,0.341925,0.0,0.00526768,0.0752212,0.00632745,-0.00701595,0.00564883,0.00604152,-0.0589766
,,,,,,,,,,,,,,,,0.0239063,0.186673,0.123508,0.0109307,0.0232351,-0.0272618,0.0521443,0.0538592,0.0264087,0.00435993,-0.0122836,-0.000627778,0.00181416,0.050346,0.000961865,0.799578,-1.79895,0.00442478,0.0213764,-0.0621557,0.0019635,0.0065708,0.00292536,-0.240051,0.00216413,0.191913,0.585312,0.10249,-0.321118,0.00118638,0.0152442,0.34888,0.0,0.00466207,0.0811209,0.00658891,-0.00762155,0.00613215,0.00067128,-0.0621557
,,,,,,,,,,,,,,,,0.0251535,0.190307,0.125921,0.0114787,0.0251535,-0.0239019,0.052982,0.0557441,0.0269236,0.00411146,-0.0122836,-0.000604807,0.00185841,0.0530312,0.00119708,0.841386,-1.8358,0.0058997,0.0224188,-0.0653984,0.00197356,0.00736726,0.00317064,-0.240051,0.000955876,0.210018,0.512148,0.106013,-0.327391,0.0012536,0.0157329,0.35567,0.0,0.00402436,0.079646,0.00685558,-0.00825927,0.00668595,-0.0,-0.0653984
,,,,,,,,,,,,,,,,0.0264246,0.193853,0.128277,0.0120457,0.0244107,-0.00133205,0.0545582,0.057665,0.027426,0.00405901,-0.0122836,-0.000601268,0.00192478,0.055045,0.00143481,0.877968,-1.8492,0.00442478,0.0234969,-0.0687031,0.0019937,0.00798672,0.00342851,-0.236572,0.00270256,0.242607,0.559182,0.109603,-0.333515,0.00132351,0.0162571,0.362296,0.0,0.0033539,0.058997,0.00712734,-0.00892973,0.00723976,0.00201384,-0.0687031
,,,,,,,,,,,,,,,,0.0277189,0.197312,0.130575,0.0126321,0.0250338,-0.00380093,0.0508295,0.0596209,0.0279162,0.00400382,-0.0122836,-0.000572863,0.00196903,0.0624291,0.00168537,0.883194,-1.8626,0.0058997,0.0246111,-0.0720682,0.00201384,0.00862832,0.00369921,-0.233093,0.00150436,0.257091,0.559182,0.113259,-0.33949,0.00139616,0.0167269,0.368759,0.0,0.00265009,0.0634218,0.00740406,-0.00963353,0.00788419,0.00268512,-0.0720682
,,,,,,,,,,,,,,,,0.0290359,0.200684,0.132816,0.0132383,0.0250082,-0.00181088,0.0498497,0.0616109,0.0283941,0.0040126,-0.0122836,-0.000541667,0.00201327,0.067128,0.00190871,0.925002,-1.89275,0.00442478,0.0257623,-0.0754924,0.00207426,0.00922566,0.00398296,-0.226135,0.00326084,0.260712,0.611442,0.116978,-0.345316,0.00147161,0.0172034,0.375059,0.0,0.00191234,0.0634218,0.00768562,-0.0103713,0.00855883,0.00402768,-0.0754924
,,,,,,,,,,,,,,,,0.030375,0.203969,0.135,0.0138645,0.0203058,0.0105369,0.0502748,0.0636343,0.0288599,0.00415207,-0.0122836,-0.000507631,0.00205752,0.0704845,0.00210505,0.925002,-1.90615,0.00147493,0.0269509,-0.078974,0.00217495,0.00971239,0.00428,-0.222656,0.00649698,0.260712,0.637572,0.120759,-0.350996,0.00154989,0.0176973,0.381199,0.0,0.00114005,0.0530973,0.0079719,-0.0111436,0.0092536,0.0100692,-0.078974
,,,,,,,,,,,,,,,,0.0317357,0.20717,0.137128,0.0145111,0.0115973,0.0199673,0.0494178,0.06569,0.0293136,0.00428982,-0.0122836,-0.000448585,0.00207965,0.0751834,0.00216386,0.747318,-1.96645,0.00442478,0.0281776,-0.0825118,0.00242668,0.0102212,0.00459054,-0.205261,0.003838,0.257091,0.668928,0.124601,-0.356529,0.00163106,0.0181084,0.387178,0.0,0.000332671,0.0457227,0.00826278,-0.011951,0.0100692,0.0201384,-0.0825118
,,,,,,,,,,,,,,,,0.0331174,0.210285,0.1392,0.0151784,0.000224634,0.0323792,0.051305,0.0677774,0.0297552,0.00466952,-0.0122836,-0.000386608,0.00210177,0.0771973,0.00216589,0.621894,-1.98655,0.00147493,0.0294431,-0.0861041,0.00274889,0.0105088,0.00491478,-0.201782,0.00708321,0.249849,0.663702,0.128502,-0.361917,0.00171516,0.0186489,0.392998,0.0,-0.000510364,0.0353982,0.00855813,-0.012794,0.0107942,0.0328927,-0.0861041
,,,,,,,,,,,,,,,,0.0345195,0.213315,0.141217,0.0158667,0.00364061,0.0507214,0.0572773,0.0698955,0.030185,0.00515874,-0.0122836,-0.000321656,0.00212389,0.0751834,0.00218184,0.700284,-1.9832,0.00147493,0.0307479,-0.0897496,0.00307111,0.010708,0.00525295,-0.198303,0.00738292,0.242607,0.595764,0.132461,-0.36716,0.00180224,0.0191582,0.39866,0.0,-0.00138959,0.019174,0.00885784,-0.0136732,0.0115897,0.0308789,-0.0897496
,,,,,,,,,,,,,,,,0.0359415,0.216262,0.143179,0.0165764,-0.000978889,0.0661437,0.05525,0.0720434,0.0306029,0.00582417,-0.0122836,-0.000253685,0.00214602,0.0812249,0.00216157,0.663702,-2.0234,0.00147493,0.0320925,-0.0934469,0.00344367,0.0107522,0.00560524,-0.198303,0.00768687,0.242607,0.67938,0.136475,-0.37226,0.00189233,0.0197175,0.404165,0.0,-0.00230553,0.0058997,0.00916179,-0.0145892,0.0123751,0.0369204,-0.0934469
,,,,,,,,,,,,,,,,0.0373829,0.219125,0.145085,0.0173077,0.00717528,0.0727455,0.0512631,0.0742204,0.031009,0.00651121,-0.0122993,-0.000182654,0.00216814,0.0892803,0.00223617,0.972036,-2.04015,0.00147493,0.0334776,-0.0971944,0.00373568,0.0107965,0.00597185,-0.187866,0.00799494,0.242607,0.648024,0.140543,-0.377218,0.00198549,0.0201459,0.409514,-0.0010472,-0.00324299,0.00147493,0.00946986,-0.0155423,0.0133316,0.0302076,-0.0961472
,,,,,,,,,,,,,,,,0.0388431,0.221905,0.146938,0.0180609,0.0207185,0.0705259,0.0540418,0.0764256,0.0314034,0.00722017,-0.0122993,-0.000108522,0.00219027,0.0906229,0.00247632,1.21766,-2.08705,0.00147493,0.0349036,-0.100991,0.00387664,0.0108407,0.00635296,-0.184387,0.00830701,0.242607,0.73164,0.144665,-0.382033,0.00208174,0.0206758,0.414707,0.0,-0.00423387,0.0058997,0.00978193,-0.0165332,0.0142278,0.0181246,-0.100991
,,,,,,,,,,,,,,,,0.0403215,0.224602,0.148736,0.0188363,0.029581,0.0727585,0.0494876,0.0786582,0.0317862,0.0079292,-0.0122993,-3.12499e-05,0.00221239,0.0993495,0.00276136,1.26992,-2.0904,0.00147493,0.036371,-0.104835,0.00398741,0.0109071,0.00674877,-0.177429,0.00862297,0.242607,0.73164,0.148837,-0.386708,0.00218114,0.0211766,0.419747,0.0,-0.00526296,0.0058997,0.0100979,-0.0175623,0.0151944,0.0107405,-0.104835
,,,,,,,,,,,,,,,,0.0418176,0.227218,0.15048,0.0196341,0.0310771,0.0720678,0.0584086,0.0809174,0.0321575,0.00863856,-0.0122993,4.92006e-05,0.00223451,0.0946505,0.00306128,1.29082,-2.1306,0.00147493,0.0378805,-0.108724,0.00409817,0.0109956,0.00715945,-0.177429,0.00894269,0.246228,0.715962,0.153059,-0.391243,0.00228371,0.0217295,0.424633,0.0,-0.00633072,0.00884956,0.0104176,-0.0186301,0.016151,0.0107405,-0.108724
,,,,,,,,,,,,,,,,0.0433309,0.229752,0.152171,0.0204547,0.0352755,0.0728778,0.058651,0.0832023,0.0325172,0.00932639,-0.0122993,0.000132867,0.00225664,0.0986782,0.00341653,1.33263,-2.14735,0.00147493,0.0394324,-0.112659,0.00416865,0.0111283,0.00758518,-0.180908,0.00926608,0.260712,0.752544,0.157329,-0.395639,0.0023895,0.0223046,0.429367,0.0,-0.0074376,0.0103245,0.010741,-0.0197369,0.0171277,0.00805537,-0.112659
,,,,,,,,,,,,,,,,0.0448608,0.232206,0.153809,0.0212983,0.0421757,0.0678131,0.0549124,0.0855122,0.0328656,0.00999295,-0.0122993,0.000219785,0.00227876,0.106734,0.00383733,1.36399,-2.18755,0.00147493,0.0410272,-0.116637,0.00418879,0.0113053,0.00802612,-0.177429,0.009593,0.264333,0.715962,0.161646,-0.399898,0.00249855,0.0227516,0.433951,0.0,-0.00858404,0.0176991,0.0110679,-0.0208834,0.0182756,0.00268512,-0.116637
