posa4.txt,posd5.txt,vela5.txt,posd2.txt,trq5.txt,trq1.txt,trq4.txt,vela4.txt,vela3.txt,posa1.txt,posd4.txt,trq2.txt,trq3.txt,vela1.txt,posd1.txt,posa3.txt,posa2.txt,vela2.txt,posd3.txt,posa5.txt
0.344336,0.0341788,0.00147493,0.308837,-0.153076,1.65664,0.633675,1.40413,-0.612611,0.402547,0.555906,4.54662,-4.16405,0.849841,0.92651,-0.125271,0.117266,0.689405,-0.24708,0.000951327
0.358805,0.0351303,-0.0,0.31744,-0.153076,5.05877,0.554013,1.4351,-0.634602,0.411156,0.571392,4.38984,-4.18415,0.860582,0.95232,-0.131727,0.124395,0.716928,-0.253963,0.000951327
0.372898,0.0360898,-0.0,0.326115,-0.153076,4.9856,0.568497,1.4469,-0.648215,0.420742,0.587008,4.38984,-4.17745,0.930395,0.978346,-0.138042,0.131725,0.735723,-0.260903,0.000973451
0.387765,0.0370569,0.00147493,0.33486,-0.153076,4.75566,0.611949,1.47935,-0.667065,0.430459,0.602747,4.28009,-4.23105,0.994838,1.00458,-0.144812,0.139267,0.761232,-0.267898,0.000973451
0.403075,0.0380312,-0.0,0.343669,-0.149597,4.69817,0.525045,1.50885,-0.685914,0.441152,0.618604,4.40552,-4.23775,1.05123,1.03101,-0.151519,0.147091,0.784056,-0.274946,0.000973451
0.418075,0.0390123,0.00147493,0.35254,-0.146118,4.54139,0.568497,1.5413,-0.697434,0.45245,0.634573,4.33758,-4.27125,1.10157,1.05762,-0.158431,0.155307,0.805537,-0.282042,0.000995575
0.434425,0.04,-0.0,0.36147,-0.13916,4.39507,0.474351,1.57227,-0.706858,0.464231,0.650646,4.33758,-4.30475,1.15393,1.08441,-0.165766,0.163464,0.831717,-0.289186,0.000995575
0.450044,0.0409937,0.00147493,0.370455,-0.135681,4.45255,0.467109,1.59882,-0.729897,0.476445,0.666819,4.23829,-4.3148,1.20293,1.11136,-0.173212,0.172324,0.851855,-0.296374,0.0010177
0.465819,0.041993,-0.0,0.379491,-0.132202,4.33235,0.441762,1.62979,-0.744557,0.488669,0.683084,4.16512,-4.355,1.24858,1.13847,-0.180469,0.181004,0.878706,-0.303603,0.0010177
0.484425,0.0429977,-0.0,0.388575,-0.132202,4.37939,0.445383,1.65044,-0.751888,0.503269,0.699436,4.12854,-4.3349,1.29691,1.16573,-0.188731,0.190751,0.902201,-0.31087,0.0010177
0.500841,0.0440073,-0.0,0.397704,-0.132202,4.31145,0.430899,1.68289,-0.770737,0.516268,0.715867,4.07628,-4.31815,1.33988,1.19311,-0.196318,0.200347,0.927038,-0.318173,0.00103982
0.518053,0.0450214,0.00147493,0.406873,-0.132202,4.34281,0.401931,1.70059,-0.780162,0.530577,0.732372,3.99266,-4.36505,1.38552,1.22062,-0.204125,0.209762,0.941135,-0.325508,0.00103982
0.535487,0.0460396,-0.0,0.41608,-0.132202,4.40552,0.318648,1.73156,-0.797965,0.544704,0.748943,3.86201,-4.33825,1.4305,1.24824,-0.212042,0.219348,0.966644,-0.332873,0.00103982
0.553097,0.0470615,0.00147493,0.425319,-0.132202,4.4212,0.333132,1.74336,-0.813672,0.559636,0.765575,3.9404,-4.3885,1.47078,1.27596,-0.220508,0.229185,0.98544,-0.340265,0.00106195
0.570354,0.0480868,-0.0,0.434589,-0.125244,4.52049,0.267954,1.78024,-0.819956,0.575073,0.78226,3.85156,-4.3617,1.51441,1.30377,-0.228409,0.239103,1.00558,-0.34768,0.00106195
0.58865,0.0491148,0.00147493,0.443885,-0.125244,4.45778,0.304164,1.81121,-0.832522,0.590348,0.798993,3.64252,-4.4555,1.55737,1.33165,-0.236955,0.249908,1.03176,-0.355117,0.00108407
0.606504,0.0501454,-0.0,0.453203,-0.121765,4.34803,0.231744,1.84956,-0.832522,0.606509,0.815766,3.43871,-4.4622,1.59496,1.35961,-0.245076,0.259816,1.05391,-0.362571,0.00108407
0.625841,0.0511781,-0.0,0.46254,-0.111328,4.48391,0.170187,1.88643,-0.836711,0.623093,0.832572,3.48052,-4.4957,1.64732,1.38762,-0.253291,0.270711,1.07405,-0.37004,0.00108407
0.644447,0.0522124,0.00147493,0.471892,-0.111328,4.80269,0.123114,1.88643,-0.842994,0.639495,0.849405,3.35509,-4.4957,1.68022,1.41568,-0.261695,0.281767,1.0962,-0.377522,0.00110619
0.664845,0.0532479,-0.0,0.481255,-0.111328,4.61978,0.21726,1.90265,-0.857655,0.658687,0.866259,3.30283,-4.54595,1.72385,1.44376,-0.270915,0.293789,1.11634,-0.385012,0.00110619
0.684336,0.0542843,-0.0,0.490626,-0.111328,4.56752,0.162945,1.9351,-0.864985,0.675865,0.883126,3.09379,-4.51915,1.76077,1.47188,-0.27957,0.305288,1.13245,-0.392509,0.00110619
0.703916,0.0553211,0.00147493,0.5,-0.107849,4.67727,0.115872,1.9528,-0.87441,0.694221,0.9,3.06766,-4.5426,1.80105,1.5,-0.288194,0.316485,1.14789,-0.400008,0.00112832
0.723628,0.0563578,-0.0,0.509374,-0.107849,4.58843,0.086904,1.9646,-0.876504,0.712406,0.916874,2.93179,-4.55935,1.83931,1.52812,-0.296818,0.328347,1.17071,-0.407507,0.00112832
0.742677,0.0573942,-0.0,0.518745,-0.107849,4.89154,0.115872,1.97788,-0.870221,0.731739,0.933741,2.7332,-4.5761,1.8769,1.55624,-0.305724,0.340087,1.1828,-0.415004,0.00115044
0.762942,0.0584298,0.00147493,0.528108,-0.10437,4.88631,0.115872,2.0,-0.885929,0.750559,0.950595,2.70707,-4.61295,1.91785,1.58432,-0.314426,0.352452,1.20025,-0.422494,0.00115044
0.783208,0.0594641,-0.0,0.53746,-0.10437,4.92812,0.090525,2.0177,-0.877552,0.770033,0.967428,2.51893,-4.6096,1.94806,1.61238,-0.323129,0.364153,1.2224,-0.429975,0.00115044
0.80365,0.0604967,0.00147493,0.546797,-0.100891,4.91244,0.068799,2.04867,-0.880693,0.789547,0.984234,2.26808,-4.61965,1.98968,1.64039,-0.331736,0.376911,1.23918,-0.437445,0.00117257
0.823805,0.0615273,-0.0,0.556115,-0.097412,5.10058,0.07242,2.0413,-0.879646,0.809625,1.00101,2.17924,-4.7235,2.0219,1.66835,-0.340297,0.388903,1.24858,-0.444899,0.00117257
0.844093,0.0625554,-0.0,0.565411,-0.086975,5.04309,0.130356,2.05752,-0.877552,0.83077,1.01774,2.03814,-4.69,2.06284,1.69623,-0.349392,0.401731,1.27141,-0.452336,0.00117257
0.865088,0.0635806,0.00147493,0.574681,-0.083496,5.15806,0.115872,2.06637,-0.890118,0.851422,1.03443,1.98065,-4.7101,2.09104,1.72404,-0.358142,0.41465,1.27745,-0.459751,0.00119469
0.885288,0.0646025,-0.0,0.58392,-0.080017,5.06399,0.07242,2.0767,-0.890118,0.872295,1.05106,1.79774,-4.6833,2.13132,1.75176,-0.366907,0.427639,1.29154,-0.467143,0.00119469
0.907743,0.0656207,-0.0,0.593127,-0.083496,5.25213,0.105009,2.07965,-0.885929,0.897005,1.06763,1.688,-4.6833,2.16152,1.77938,-0.377007,0.441958,1.30363,-0.474508,0.00119469
0.927987,0.0666348,0.00147493,0.602296,-0.083496,5.14761,0.159324,2.0767,-0.882788,0.917687,1.08413,1.58348,-4.6833,2.19777,1.80689,-0.385285,0.454665,1.31168,-0.481843,0.00121681
0.948739,0.0676444,-0.0,0.611425,-0.083496,5.33052,0.191913,2.08407,-0.876504,0.940363,1.10056,1.39534,-4.76035,2.22999,1.83427,-0.393861,0.467866,1.31705,-0.489146,0.00121681
0.969668,0.0686491,-0.0,0.620509,-0.080017,5.28871,0.231744,2.08555,-0.868127,0.962425,1.11692,1.37966,-4.82065,2.26423,1.86153,-0.402721,0.480633,1.32981,-0.496413,0.00121681
0.989734,0.0696485,0.00147493,0.629545,-0.080017,5.48207,0.300543,2.07965,-0.858702,0.985554,1.13318,1.25424,-4.8977,2.29779,1.88864,-0.410967,0.493643,1.3439,-0.503642,0.00123894
1.01011,0.0706422,-0.0,0.63853,-0.080017,5.35142,0.394689,2.07965,-0.84823,1.00828,1.14935,1.03997,-4.9714,2.33001,1.91559,-0.41901,0.507246,1.35129,-0.51083,0.00123894
1.0315,0.0716298,0.00147493,0.64746,-0.076538,5.4664,0.43452,2.0708,-0.833569,1.03215,1.16543,0.961584,-5.06185,2.36425,1.94238,-0.427429,0.521132,1.36337,-0.517973,0.00126106
1.05157,0.0726109,-0.0,0.656331,-0.076538,5.49253,0.445383,2.05457,-0.81472,1.05674,1.1814,0.794352,-5.13555,2.39647,1.96899,-0.435629,0.534816,1.3721,-0.52507,0.00126106
