posa4.txt,posd5.txt,vela5.txt,posd2.txt,trq5.txt,trq1.txt,trq4.txt,vela4.txt,vela3.txt,posa1.txt,posd4.txt,trq2.txt,trq3.txt,vela1.txt,posd1.txt,posa3.txt,posa2.txt,vela2.txt,posd3.txt,posa5.txt
1.07153,0.0735852,-0.0,0.66514,-0.076538,5.6075,0.456246,2.03245,-0.810531,1.08125,1.19725,0.585312,-5.14895,2.42869,1.99542,-0.443624,0.54856,1.37344,-0.532118,0.00126106
1.09184,0.0745523,0.00147493,0.673885,-0.076538,5.70157,0.510561,2.0,-0.802153,1.10589,1.21299,0.491244,-5.12885,2.45487,2.02165,-0.451588,0.562426,1.37747,-0.539113,0.00128319
1.11272,0.0755118,-0.0,0.68256,-0.06958,5.80086,0.568497,1.97493,-0.789587,1.13255,1.22861,0.47034,-5.1858,2.47971,2.04768,-0.460275,0.576825,1.37612,-0.546053,0.00128319
1.1325,0.0764633,-0.0,0.691163,-0.06958,5.75905,0.601086,1.96018,-0.775973,1.1579,1.24409,0.33969,-5.2528,2.5079,2.07349,-0.467987,0.59074,1.37545,-0.552936,0.00130531
1.15131,0.0774065,0.00147493,0.699692,-0.06958,6.05171,0.550392,1.9351,-0.760265,1.18353,1.25944,0.459888,-5.29635,2.5361,2.09907,-0.475511,0.604616,1.37545,-0.559758,0.00130531
1.17053,0.078341,-0.0,0.708141,-0.06958,5.8688,0.630054,1.91593,-0.750841,1.20839,1.27465,0.632346,-5.3667,2.56429,2.12442,-0.482659,0.618249,1.36606,-0.566518,0.00130531
1.18916,0.0792665,0.00147493,0.716509,-0.073059,6.04648,0.742305,1.88938,-0.735133,1.23372,1.28972,0.67938,-5.38345,2.5898,2.14953,-0.490026,0.631158,1.35733,-0.573212,0.00132743
1.20783,0.0801826,-0.0,0.724792,-0.073059,6.09352,0.774894,1.85841,-0.722566,1.26046,1.30463,0.951132,-5.43035,2.60994,2.17438,-0.497251,0.644641,1.35196,-0.579838,0.00132743
1.22595,0.081089,-0.0,0.732988,-0.073059,6.21894,0.745926,1.83628,-0.706858,1.28611,1.31938,1.41102,-5.4471,2.63612,2.19896,-0.503911,0.658274,1.33316,-0.586394,0.00132743
1.24334,0.0819853,0.00147493,0.741092,-0.073059,6.22939,0.818346,1.80678,-0.689056,1.31321,1.33397,2.02246,-5.5141,2.66431,2.22328,-0.510729,0.670952,1.309,-0.592878,0.00134956
1.26086,0.0828713,-0.0,0.749103,-0.06958,6.25552,0.79662,1.76696,-0.670206,1.33943,1.34838,2.85862,-5.6146,2.6764,2.24731,-0.517389,0.68376,1.27342,-0.599286,0.00134956
1.27834,0.0837465,0.00147493,0.757016,-0.066101,6.50114,0.923355,1.74484,-0.641932,1.36675,1.36263,3.74182,-5.78545,2.69922,2.27105,-0.523688,0.695369,1.23046,-0.605617,0.00137168
1.29531,0.0846108,-0.0,0.764831,-0.06958,6.5534,0.901629,1.70501,-0.623083,1.39473,1.3767,4.47868,-5.85245,2.7207,2.29449,-0.529908,0.706405,1.15997,-0.611868,0.00137168
1.31119,0.0854637,0.00147493,0.772542,-0.066101,6.50637,0.992154,1.67699,-0.604233,1.42124,1.39058,4.79224,-5.9563,2.73882,2.31763,-0.535516,0.717139,1.09016,-0.618038,0.00139381
1.3283,0.086305,0.00147493,0.780149,-0.066101,6.5534,0.959565,1.65487,-0.569675,1.44852,1.40427,4.43165,-6.0635,2.76098,2.34045,-0.541234,0.726644,1.01699,-0.624123,0.00141593
1.34381,0.0871343,-0.0,0.787648,-0.066101,6.51682,1.07906,1.61504,-0.559203,1.47591,1.41777,3.74182,-6.18075,2.78581,2.36294,-0.546763,0.73613,0.956575,-0.630122,0.00141593
1.35971,0.0879515,0.00147493,0.795037,-0.073059,6.59521,1.04285,1.58407,-0.530929,1.5048,1.43107,2.9945,-6.2444,2.80797,2.38511,-0.552119,0.745242,0.910928,-0.636033,0.00143805
1.37522,0.0887562,-0.0,0.802313,-0.062622,6.67883,1.11527,1.53982,-0.521504,1.53262,1.44416,2.79591,-6.22095,2.83213,2.40694,-0.557036,0.753972,0.880049,-0.641853,0.00143805
1.38923,0.0895482,0.00147493,0.809474,-0.059143,6.21371,1.04285,1.49115,-0.516268,1.5618,1.45705,2.55029,-6.20085,2.85227,2.42842,-0.562329,0.762179,0.853869,-0.647582,0.00146018
1.40372,0.0903272,-0.0,0.816517,-0.059143,5.44027,0.908871,1.44395,-0.508938,1.58987,1.46973,2.65481,-6.18745,2.87375,2.44955,-0.567419,0.770445,0.818291,-0.653217,0.00146018
1.41801,0.0910929,-0.0,0.823441,-0.059143,4.21216,0.919734,1.4115,-0.497419,1.61886,1.48219,2.75933,-6.18075,2.88046,2.47032,-0.572351,0.777947,0.789426,-0.658755,0.0014823
1.43119,0.0918452,0.00147493,0.830242,-0.052185,3.22967,0.995775,1.36873,-0.491136,1.64789,1.49444,3.07289,-6.2377,2.88181,2.49073,-0.577268,0.785539,0.74982,-0.664197,0.0014823
1.4446,0.0925837,-0.0,0.83692,-0.052185,2.61823,0.959565,1.34218,-0.478569,1.67665,1.50646,3.24012,-6.18075,2.86972,2.51076,-0.58209,0.792326,0.709543,-0.669539,0.00150442
1.45781,0.0933083,0.00147493,0.843472,-0.052185,2.02246,0.912492,1.29793,-0.475428,1.70489,1.51825,3.3969,-6.21425,2.84354,2.53042,-0.586771,0.799012,0.668595,-0.67478,0.00150442
1.47066,0.0940188,-0.0,0.849895,-0.052185,1.5678,0.912492,1.28319,-0.462861,1.73291,1.52981,3.376,-6.24775,2.80729,2.54969,-0.591169,0.805083,0.632346,-0.679919,0.00152655
1.4827,0.0947149,0.00147493,0.85619,-0.052185,1.55735,0.952323,1.25369,-0.452389,1.76055,1.54114,3.18263,-6.2645,2.76769,2.56857,-0.59574,0.811085,0.598782,-0.684954,0.00152655
1.49513,0.0953964,-0.0,0.862352,-0.052185,1.45283,1.01388,1.22124,-0.439823,1.78768,1.55223,3.0154,-6.35495,2.7254,2.58706,-0.600138,0.816411,0.560519,-0.689884,0.00152655
1.50644,0.0960633,0.00147493,0.868382,-0.048706,1.13927,1.01388,1.20059,-0.418879,1.81334,1.56309,2.78546,-6.3047,2.68848,2.60515,-0.604113,0.821496,0.530312,-0.694707,0.00154867
1.51918,0.0967153,-0.0,0.874277,-0.052185,1.14972,1.06457,1.14159,-0.420973,1.84259,1.5737,2.52416,-6.32145,2.64417,2.62283,-0.608872,0.827165,0.506145,-0.699423,0.00154867
1.52976,0.0973522,-0.0,0.880036,-0.052185,1.09746,1.02474,1.11062,-0.415737,1.86858,1.58406,2.34647,-6.23435,2.59249,2.64011,-0.612815,0.831817,0.483322,-0.704031,0.00154867
1.54027,0.097974,-0.0,0.885658,-0.052185,1.03997,0.945081,1.06195,-0.417832,1.8927,1.59418,2.0904,-6.18075,2.5455,2.65697,-0.61715,0.836207,0.463184,-0.708528,0.00154867
1.5504,0.0985804,0.00147493,0.891141,-0.052185,1.09746,0.898008,1.02212,-0.420973,1.91808,1.60405,1.86046,-6.0903,2.49985,2.67342,-0.62114,0.840759,0.447744,-0.712914,0.0015708
1.56033,0.0991714,-0.0,0.896484,-0.045227,1.00862,0.836451,1.00147,-0.422021,1.94178,1.61367,1.85,-6.08695,2.44749,2.68945,-0.625428,0.844958,0.431633,-0.717189,0.0015708
1.56958,0.0997468,-0.0,0.901687,-0.045227,1.21766,0.83283,0.970501,-0.412596,1.96496,1.62304,2.04859,-5.9898,2.40117,2.70506,-0.629434,0.849146,0.426934,-0.721351,0.0015708
1.57896,0.100307,-0.0,0.906749,-0.052185,1.35876,0.86904,0.943953,-0.411549,1.9883,1.63215,2.45622,-6.0099,2.34613,2.72025,-0.633549,0.853114,0.416865,-0.725401,0.0015708
1.58799,0.100851,-0.0,0.911668,-0.052185,1.20721,0.948702,0.915929,-0.405265,2.01111,1.641,3.04676,-5.963,2.28571,2.735,-0.637571,0.857031,0.388671,-0.729336,0.0015708
1.59684,0.101379,-0.0,0.916444,-0.048706,1.24901,0.988533,0.893805,-0.392699,2.0324,1.6496,3.24535,-6.0233,2.22597,2.74933,-0.64145,0.860343,0.353094,-0.733157,0.0015708
1.60496,0.101891,-0.0,0.921077,-0.052185,0.841386,0.887145,0.855457,-0.380133,2.05392,1.65794,2.68616,-6.0166,2.16958,2.76323,-0.645063,0.863324,0.318858,-0.736863,0.0015708
1.61338,0.102388,-0.0,0.925566,-0.052185,0.872742,0.872661,0.828908,-0.370708,2.07495,1.66602,1.99633,-6.12045,2.12527,2.7767,-0.64877,0.866234,0.29872,-0.740454,0.0015708
1.62104,0.102868,-0.0,0.929911,-0.052185,0.81003,1.01388,0.797935,-0.356047,2.09559,1.67384,1.57825,-6.06015,2.07023,2.78973,-0.65232,0.869285,0.296706,-0.74393,0.00159292
1.62834,0.103333,0.00147493,0.934112,-0.045227,0.851838,0.94146,0.766962,-0.349764,2.11553,1.6814,1.26992,-6.0702,2.02257,2.80234,-0.65587,0.872195,0.302076,-0.74729,0.00159292
1.63569,0.103782,-0.0,0.938168,-0.048706,0.73164,0.789378,0.721239,-0.351858,2.13513,1.6887,1.71413,-5.95965,1.96954,2.8145,-0.659405,0.875236,0.300062,-0.750535,0.00159292
1.64261,0.104214,-0.0,0.94208,-0.052185,0.762996,0.919734,0.690265,-0.361283,2.15338,1.69574,1.89181,-5.963,1.9212,2.82624,-0.662892,0.878186,0.290664,-0.753665,0.00159292
1.64898,0.104631,-0.0,0.945848,-0.052185,0.637572,0.807483,0.665192,-0.343481,2.17224,1.70253,2.3726,-5.8692,1.86482,2.83754,-0.666332,0.880794,0.281938,-0.756679,0.00159292
1.65531,0.105032,-0.0,0.949472,-0.048706,0.621894,0.850935,0.646018,-0.337198,2.19038,1.70905,2.53461,-5.91945,1.82051,2.84842,-0.66974,0.883341,0.258443,-0.759579,0.00159292
1.66161,0.105417,-0.0,0.952954,-0.052185,0.668928,0.934218,0.625369,-0.324631,2.208,1.71532,2.64958,-5.9094,1.77084,2.85886,-0.672913,0.885687,0.237633,-0.762364,0.00159292
1.66741,0.105786,-0.0,0.956293,-0.048706,0.527826,0.861798,0.59882,-0.308923,2.22497,1.72133,2.18447,-5.87925,1.71781,2.86888,-0.675851,0.887711,0.218166,-0.765035,0.00159292
1.67352,0.10614,-0.0,0.95949,-0.048706,0.585312,0.97767,0.572271,-0.301593,2.24251,1.72708,2.20537,-6.0367,1.6641,2.87847,-0.67893,0.889846,0.203398,-0.767592,0.00159292
1.67885,0.106478,-0.0,0.962546,-0.048706,0.49647,0.803862,0.539823,-0.279602,2.25778,1.73258,1.60961,-5.93285,1.60503,2.88764,-0.681757,0.891739,0.196014,-0.770038,0.00159292
1.68367,0.1068,-0.0,0.965463,-0.045227,0.381498,0.898008,0.513274,-0.267035,2.27272,1.73783,1.46851,-5.90605,1.56677,2.89639,-0.684459,0.893652,0.187287,-0.772371,0.00159292
1.68847,0.107108,0.00147493,0.968241,-0.048706,0.23517,0.843693,0.474926,-0.280649,2.28877,1.74283,1.38489,-5.91275,1.52448,2.90472,-0.687271,0.895676,0.194,-0.774594,0.00161504
1.69283,0.1074,-0.0,0.970882,-0.045227,0.344916,0.745926,0.446903,-0.268083,2.30366,1.74759,0.88842,-5.74525,1.48084,2.91265,-0.690019,0.897549,0.187287,-0.776706,0.00161504
1.69701,0.107677,-0.0,0.973388,-0.045227,0.538278,0.916113,0.421829,-0.264941,2.31788,1.7521,1.37966,-5.72515,1.4305,2.92016,-0.692548,0.899412,0.185945,-0.778711,0.00161504
1.70093,0.107939,-0.0,0.97576,-0.041748,0.54873,0.684369,0.39823,-0.254469,2.33143,1.75637,1.59916,-5.78545,1.37948,2.92728,-0.695077,0.901214,0.187287,-0.780608,0.00161504
1.70465,0.108187,-0.0,0.978,-0.045227,0.433758,0.811104,0.380531,-0.235619,2.34422,1.7604,1.79774,-5.8089,1.33115,2.934,-0.697261,0.902986,0.179232,-0.7824,0.00161504
1.70799,0.10842,-0.0,0.980109,-0.048706,0.381498,0.785757,0.353982,-0.219911,2.35632,1.7642,1.98065,-5.81895,1.28147,2.94033,-0.699413,0.904527,0.167149,-0.784088,0.00161504
1.71131,0.108639,-0.0,0.982091,-0.052185,0.167232,0.528666,0.336283,-0.202109,2.36853,1.76776,1.68277,-5.95295,1.23247,2.94627,-0.701376,0.906037,0.149696,-0.785673,0.00161504
1.71449,0.108845,-0.0,0.983948,-0.052185,0.198588,0.340374,0.323009,-0.18326,2.38025,1.77111,1.27514,-5.9094,1.19488,2.95184,-0.703136,0.907387,0.140969,-0.787158,0.00161504
1.71746,0.109036,-0.0,0.985681,-0.048706,0.162006,0.162945,0.297935,-0.167552,2.39166,1.77423,1.53644,-5.94625,1.15259,2.95704,-0.704785,0.908726,0.137612,-0.788545,0.00161504
1.72033,0.109215,-0.0,0.987294,-0.048706,0.088842,0.014484,0.289086,-0.166504,2.40269,1.77713,1.34308,-5.84575,1.11567,2.96188,-0.706497,0.909974,0.131571,-0.789835,0.00163717
1.72316,0.10938,0.00147493,0.98879,-0.055664,0.203814,-0.119493,0.297935,-0.169646,2.4132,1.77982,1.14449,-5.7352,1.07338,2.96637,-0.708162,0.911283,0.127543,-0.791032,0.00163717
1.72615,0.109533,-0.0,0.99017,-0.062622,0.245622,-0.242607,0.292035,-0.160221,2.42306,1.78231,1.12882,-5.8223,1.03377,2.97051,-0.709623,0.912542,0.128886,-0.792137,0.00163717
1.72889,0.109673,-0.0,0.99144,-0.062622,0.271752,-0.376584,0.287611,-0.141372,2.43382,1.78459,0.99294,-5.8089,0.999537,2.97432,-0.711005,0.913901,0.124858,-0.793152,0.00163717
1.73212,0.109802,-0.0,0.992602,-0.06958,0.371046,-0.463488,0.284661,-0.129852,2.44321,1.78668,0.83616,-5.81225,0.946505,2.9778,-0.712325,0.91517,0.127543,-0.794081,0.00163717
1.7348,0.109919,-0.0,0.993659,-0.06958,0.250848,-0.438141,0.287611,-0.117286,2.45178,1.78859,0.794352,-5.71175,0.908242,2.98098,-0.713519,0.916348,0.125529,-0.794927,0.00163717
1.73768,0.110024,-0.0,0.994615,-0.052185,0.135876,-0.637296,0.278761,-0.119381,2.46044,1.79031,0.70551,-5.6682,0.865952,2.98385,-0.714649,0.917667,0.123516,-0.795692,0.00163717
1.74053,0.11012,0.00147493,0.995475,-0.052185,0.062712,-0.680748,0.287611,-0.111003,2.46837,1.79185,0.564408,-5.67825,0.831717,2.98642,-0.715749,0.918936,0.127543,-0.79638,0.00165929
1.74343,0.110204,-0.0,0.996242,-0.055664,0.047034,-0.61557,0.287611,-0.101578,2.47649,1.79323,0.412854,-5.8223,0.797481,2.98872,-0.716723,0.920195,0.122844,-0.796993,0.00165929
1.74622,0.110279,-0.0,0.99692,-0.052185,0.031356,-0.535908,0.284661,-0.0879646,2.48376,1.79446,0.36582,-5.829,0.76526,2.99076,-0.71754,0.921443,0.1309,-0.797536,0.00165929
1.74889,0.110345,-0.0,0.997515,-0.048706,0.041808,-0.673506,0.271386,-0.0722566,2.49078,1.79553,0.266526,-5.79885,0.731024,2.99254,-0.718199,0.922652,0.121502,-0.798012,0.00165929
1.75148,0.110402,-0.0,0.99803,-0.048706,0.099294,-0.76041,0.265487,-0.069115,2.49748,1.79645,0.193362,-5.75195,0.696789,2.99409,-0.718844,0.92388,0.126872,-0.798424,0.00165929
1.75411,0.110451,-0.0,0.99847,-0.045227,0.083616,-0.637296,0.265487,-0.0502655,2.50402,1.79725,0.062712,-5.8491,0.666582,2.99541,-0.719283,0.925189,0.124858,-0.798776,0.00165929
1.75668,0.110492,-0.0,0.998842,-0.048706,0.114972,-0.535908,0.258112,-0.0356047,2.51031,1.79792,0.020904,-5.78545,0.633017,2.99653,-0.719598,0.926478,0.129557,-0.799074,0.00165929
1.75916,0.110526,0.00147493,0.999149,-0.052185,0.214266,-0.648159,0.252212,-0.0230383,2.51619,1.79847,-0.125424,-5.79885,0.604824,2.99745,-0.719802,0.927706,0.128886,-0.799319,0.00168142
1.76135,0.110553,-0.0,0.999398,-0.06958,0.49647,-0.742305,0.222714,-0.0136136,2.5219,1.79892,-0.172458,-5.8625,0.578644,2.99819,-0.719896,0.928965,0.123516,-0.799518,0.00168142
1.76361,0.110575,-0.0,0.999593,-0.066101,0.648024,-0.764031,0.227139,-0.00418879,2.52743,1.79927,-0.177684,-5.86585,0.561862,2.99878,-0.719912,0.930214,0.127543,-0.799675,0.00168142
1.76571,0.110591,-0.0,0.999742,-0.066101,0.658476,-0.619191,0.218289,0.0,2.53283,1.79954,-0.20904,-5.82565,0.542395,2.99923,-0.719912,0.931492,0.123516,-0.799794,0.00168142
1.76779,0.110603,-0.0,0.99985,-0.066101,0.67938,-0.546771,0.216814,0.0,2.53785,1.79973,-0.240396,-5.7821,0.525613,2.99955,-0.719912,0.932691,0.127543,-0.79988,0.00168142
1.76982,0.110611,0.00147493,0.999922,-0.073059,0.715962,-0.648159,0.20944,0.0,2.54286,1.79986,-0.350142,-5.77205,0.508159,2.99977,-0.719896,0.933939,0.12083,-0.799938,0.00170354
1.77181,0.110616,-0.0,0.999967,-0.06958,0.789126,-0.764031,0.181416,0.0,2.54819,1.79994,-0.360594,-5.7285,0.493391,2.9999,-0.719896,0.935399,0.132914,-0.799974,0.00170354
1.77363,0.110619,-0.0,0.99999,-0.059143,0.872742,-0.800241,0.187316,0.0010472,2.55283,1.79998,-0.533052,-5.7017,0.47728,2.99997,-0.719896,0.936698,0.1309,-0.799992,0.00170354
1.7754,0.11062,-0.0,0.999999,-0.059143,0.972036,-0.716958,0.181416,0.0,2.55729,1.8,-0.569634,-5.6548,0.459827,3.0,-0.719896,0.937977,0.129557,-0.799999,0.00170354
1.77712,0.11062,0.00147493,0.999999,-0.059143,1.21243,-0.597465,0.174041,0.0,2.5617,1.8,-0.585312,-5.65145,0.453786,3.0,-0.719896,0.939236,0.1309,-0.799999,0.00172566
1.77867,0.11062,-0.0,0.999999,-0.055664,1.32218,-0.528666,0.160767,0.0,2.56614,1.8,-0.632346,-5.6213,0.44573,3.0,-0.719896,0.940565,0.126872,-0.799999,0.00172566
1.78013,0.11062,-0.0,0.999999,-0.059143,1.40579,-0.586602,0.147493,0.0,2.57055,1.8,-0.773448,-5.6012,0.441031,3.0,-0.719896,0.941803,0.129557,-0.799999,0.00172566
1.78142,0.11062,-0.0,0.999999,-0.059143,1.41102,-0.666264,0.134218,0.0,2.57483,1.8,-0.768222,-5.59115,0.431633,3.0,-0.719896,0.943092,0.1309,-0.799999,0.00172566
1.78265,0.11062,-0.0,0.999999,-0.059143,1.43192,-0.713337,0.120944,0.0,2.57911,1.8,-0.841386,-5.57775,0.42962,3.0,-0.719896,0.944401,0.128886,-0.799999,0.00174779
1.78383,0.11062,0.00147493,0.999999,-0.059143,1.40057,-0.767652,0.125369,0.0,2.58333,1.8,-0.86229,-5.56435,0.423578,3.0,-0.719896,0.94571,0.1309,-0.799999,0.00174779
1.78504,0.11062,-0.0,0.999999,-0.06958,1.41625,-0.782136,0.119469,0.0,2.58749,1.8,-0.904098,-5.55765,0.41955,3.0,-0.719896,0.947029,0.132914,-0.799999,0.00174779
1.78613,0.11062,-0.0,0.999999,-0.073059,1.40057,-0.745926,0.110619,0.0,2.59162,1.8,-1.03997,-5.5409,0.414851,3.0,-0.719896,0.948348,0.129557,-0.799999,0.00176991
1.78732,0.11062,0.00147493,0.999999,-0.06958,1.39012,-0.640917,0.116519,0.0,2.59581,1.8,-1.0661,-5.55095,0.409481,3.0,-0.719896,0.949657,0.1309,-0.799999,0.00176991
1.78838,0.11062,-0.0,0.999999,-0.06958,1.41625,-0.550392,0.110619,0.0,2.59968,1.8,-1.12359,-5.561,0.406796,3.0,-0.719896,0.950946,0.129557,-0.799999,0.00176991
1.78923,0.11062,0.00147493,0.999999,-0.066101,1.39012,-0.521424,0.0943953,0.0,2.60369,1.8,-1.14449,-5.5543,0.399412,3.0,-0.719896,0.952265,0.133585,-0.799999,0.00179204
1.79007,0.11062,-0.0,0.999999,-0.066101,1.46851,-0.517803,0.079646,0.0,2.60786,1.8,-1.27514,-5.5275,0.396727,3.0,-0.719896,0.953634,0.1309,-0.799999,0.00179204
1.7908,0.11062,-0.0,0.999999,-0.073059,1.47896,-0.535908,0.0752212,0.0,2.61183,1.8,-1.19153,-5.5275,0.389343,3.0,-0.719896,0.954974,0.1309,-0.799999,0.00181416
1.79137,0.11062,0.00147493,0.999999,-0.06958,1.62529,-0.590223,0.0634218,0.0,2.61548,1.8,-1.22288,-5.5208,0.38263,3.0,-0.719896,0.956313,0.131571,-0.799999,0.00181416
1.7919,0.11062,-0.0,0.999999,-0.073059,1.59916,-0.626433,0.0575221,0.0,2.61939,1.8,-1.21766,-5.5275,0.386658,3.0,-0.719896,0.957582,0.131571,-0.799999,0.00183628
1.79228,0.11062,0.00147493,0.999999,-0.06958,1.36921,-0.640917,0.0442478,0.0,2.62301,1.8,-1.4476,-5.5208,0.380616,3.0,-0.719896,0.958911,0.133585,-0.799999,0.00183628
1.79257,0.11062,-0.0,0.999999,-0.066101,1.40579,-0.659022,0.0309734,0.0,2.62678,1.8,-1.49986,-5.50405,0.376588,3.0,-0.719896,0.96026,0.131571,-0.799999,0.00185841
1.79277,0.11062,0.00147493,0.999999,-0.06958,1.45805,-0.662643,0.0221239,0.0,2.63057,1.8,-1.36399,-5.51075,0.374575,3.0,-0.719896,0.961539,0.132914,-0.799999,0.00185841
1.79294,0.11062,-0.0,0.999999,-0.073059,1.36921,-0.684369,0.0176991,0.0,2.63422,1.8,-1.41625,-5.46385,0.370547,3.0,-0.719896,0.962838,0.129557,-0.799999,0.00185841
1.79319,0.11062,0.00147493,0.999999,-0.073059,1.34831,-0.702474,0.0221239,0.0,2.63784,1.8,-1.63051,-5.50405,0.364505,3.0,-0.719896,0.964127,0.132914,-0.799999,0.00188053
1.79352,0.11062,0.00147493,0.999999,-0.06958,1.47373,-0.7242,0.0280236,0.0,2.64147,1.8,-1.63051,-5.51745,0.358464,3.0,-0.719896,0.965456,0.129557,-0.799999,0.00190265
1.79392,0.11062,-0.0,0.999999,-0.06958,1.5887,-0.742305,0.0368732,0.0,2.64483,1.8,-1.46328,-5.49735,0.354436,3.0,-0.719896,0.966745,0.132914,-0.799999,0.00190265
1.79434,0.11062,0.00147493,0.999999,-0.06958,1.53644,-0.767652,0.0412979,0.0,2.64869,1.8,-1.59916,-5.47725,0.35108,3.0,-0.719896,0.968114,0.128886,-0.799999,0.00192478
1.79462,0.11062,-0.0,0.999999,-0.073059,1.51031,-0.778515,0.0353982,0.0,2.65186,1.8,-1.69845,-5.494,0.349066,3.0,-0.719896,0.969232,0.119488,-0.799999,0.0019469
1.79489,0.11062,0.00147493,0.999999,-0.073059,1.50509,-0.785757,0.0265487,0.0,2.65533,1.8,-1.688,-5.5208,0.344367,3.0,-0.719896,0.97045,0.125529,-0.799999,0.0019469
1.79513,0.11062,0.00147493,0.999999,-0.073059,1.47373,-0.79662,0.0235988,0.0,2.65864,1.8,-1.57303,-5.494,0.352422,3.0,-0.719896,0.971709,0.121502,-0.799999,0.00196903
1.79538,0.11062,-0.0,0.999999,-0.06958,1.22288,-0.792999,0.0235988,0.0,2.66245,1.8,-1.63574,-5.4806,0.338997,3.0,-0.719896,0.972987,0.121502,-0.799999,0.00199115
1.79551,0.11062,0.00147493,0.999999,-0.076538,1.48941,-0.785757,0.0176991,0.0,2.66579,1.8,-1.84478,-5.4739,0.334969,3.0,-0.719896,0.974075,0.111433,-0.799999,0.00201327
1.79558,0.11062,0.00147493,0.999999,-0.080017,1.4476,-0.749547,0.0103245,0.0,2.66899,1.8,-1.79774,-5.48395,0.332284,3.0,-0.719896,0.975273,0.118817,-0.799999,0.0020354
1.7956,0.11062,0.00442478,0.999999,-0.083496,1.45283,-0.731442,0.00147493,0.0,2.67233,1.8,-1.66187,-5.5141,0.332955,3.0,-0.719896,0.976421,0.114789,-0.799999,0.00205752
1.7956,0.11062,0.00147493,0.999999,-0.083496,1.37966,-0.731442,-0.0,0.0,2.67549,1.8,-1.59916,-5.50405,0.320872,3.0,-0.719896,0.977438,0.110761,-0.799999,0.00207965
1.7956,0.11062,0.00147493,0.999999,-0.080017,1.49464,-0.731442,-0.0,0.0,2.67861,1.8,-1.688,-5.45715,0.320872,3.0,-0.719896,0.978445,0.102706,-0.799999,0.00210177
1.7956,0.11062,0.00147493,0.999999,-0.076538,1.48418,-0.727821,-0.0,0.0,2.68182,1.8,-1.77161,-5.49065,0.322886,3.0,-0.719896,0.979341,0.0953218,-0.799999,0.00214602
1.7956,0.11062,0.00147493,0.999999,-0.073059,1.36921,-0.727821,-0.0,0.0,2.685,1.8,-1.77684,-5.52415,0.318187,3.0,-0.719896,0.980288,0.0926367,-0.799999,0.00216814
1.7956,0.11062,0.00442478,0.999999,-0.080017,1.34308,-0.731442,-0.0,0.0,2.68818,1.8,-1.62529,-5.5074,0.314831,3.0,-0.719896,0.981234,0.093308,-0.799999,0.00221239
1.7956,0.11062,0.00442478,0.999999,-0.080017,1.45283,-0.738684,-0.0,0.0,2.69117,1.8,-1.57825,-5.48395,0.312145,3.0,-0.719896,0.98211,0.0892803,-0.799999,0.00223451
1.7956,0.11062,0.00442478,0.999999,-0.080017,1.4267,-0.742305,-0.0,0.0,2.69421,1.8,-1.59393,-5.4806,0.30409,3.0,-0.719896,0.982855,0.0805537,-0.799999,0.00227876
1.7956,0.11062,0.00442478,0.999999,-0.080017,1.52599,-0.742305,-0.0,0.0,2.69725,1.8,-1.7089,-5.47725,0.302076,3.0,-0.719896,0.98359,0.0751834,-0.799999,0.00232301
1.7956,0.11062,0.00442478,0.999999,-0.083496,1.48941,-0.742305,-0.0,0.0,2.70028,1.8,-1.77684,-5.51075,0.302076,3.0,-0.719896,0.984275,0.0704845,-0.799999,0.00238938
1.7956,0.11062,0.00884956,0.999999,-0.083496,1.37966,-0.745926,-0.0,0.0,2.70342,1.8,-1.84478,-5.49065,0.300734,3.0,-0.719896,0.98505,0.0704845,-0.799999,0.0025
1.7956,0.11062,0.00884956,0.999999,-0.086975,1.44238,-0.745926,-0.0,0.0,2.70626,1.8,-1.82387,-5.4672,0.296706,3.0,-0.719896,0.985715,0.0704845,-0.799999,0.00261062
1.7956,0.11062,0.0176991,0.999999,-0.090454,1.36921,-0.745926,-0.0,0.0,2.70916,1.8,-1.64619,-5.47055,0.290664,3.0,-0.719896,0.98638,0.0684706,-0.799999,0.00280973
1.7956,0.11062,0.0235988,0.999999,-0.080017,1.46328,-0.753168,-0.0,0.0,2.71208,1.8,-1.55212,-5.47725,0.289993,3.0,-0.719896,0.986974,0.0604152,-0.799999,0.00309734
1.7956,0.11062,0.0368732,0.999999,-0.080017,1.41625,-0.749547,-0.0,0.0,2.71486,1.8,-1.55735,-5.49735,0.282609,3.0,-0.719896,0.987407,0.050346,-0.799999,0.00353982
1.7956,0.11062,0.0501475,0.999999,-0.073059,1.52599,-0.753168,-0.0,0.0,2.71771,1.8,-1.52077,-5.5007,0.280595,3.0,-0.719896,0.98784,0.0422907,-0.799999,0.00409292
1.7956,0.11062,0.0545723,0.999999,-0.06958,1.49986,-0.756789,-0.0,0.0,2.72059,1.8,-1.62006,-5.4873,0.280595,3.0,-0.719896,0.988192,0.0402768,-0.799999,0.00455752
1.7956,0.11062,0.0309734,0.999999,-0.076538,1.40579,-0.756789,-0.0,0.0,2.72333,1.8,-1.64619,-5.51075,0.279924,3.0,-0.719896,0.988544,0.0349066,-0.799999,0.00473451
1.7956,0.11062,-0.0,0.999999,-0.093933,1.4267,-0.756789,-0.0,0.0,2.72596,1.8,-1.64096,-5.51075,0.274554,3.0,-0.719896,0.988786,0.0302076,-0.799999,0.00469027
