wrench_my.txt,proportionalf_3.txt,wrench_fz.txt,wrench_mx.txt,integralf_3.txt,integralf_4.txt,proportionalf_1.txt,wrench_fy.txt,proportionalf_5.txt,proportionalf_4.txt,wrench_mz.txt,integralf_1.txt,integralf_2.txt,wrench_fx.txt,proportionalf_2.txt,integralf_5.txt,posd1.txt,error_pos_3.txt,error_vel_2.txt,veld4.txt,posa4.txt,veld2.txt,accd5.txt,veld1.txt,posa1.txt,posd4.txt,veld5.txt,posa3.txt,error_pos_1.txt,posa2.txt,error_vel_1.txt,error_vel_4.txt,error_pos_2.txt,veld3.txt,trq1.txt,trq2.txt,vela1.txt,posa5.txt,error_pos_4.txt,posd5.txt,accd3.txt,error_pos_5.txt,accd4.txt,error_vel_5.txt,vela5.txt,vela4.txt,posd3.txt,accd2.txt,vela2.txt,posd2.txt,error_vel_3.txt,vela3.txt,accd1.txt,trq4.txt,trq5.txt,trq3.txt
,,,,,,,,,,,,,,,,0.000926367,0.0,0.0,0.0,-0.0,0.0,0.0,0.0349066,0.00125865,0.0,0.0,0.0,-0.000332284,-0.0,0.00201384,0.0,0.0,0.0,-0.909324,-0.0,0.0328927,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.014484,-0.013916,-0.03015
,,,,,,,,,,,,,,,,0.00127589,6.24334e-05,9.32818e-05,9.32818e-05,-0.0,9.32818e-05,0.00530374,0.0350426,0.0015708,3.11329e-07,2.65853e-05,-6.28319e-05,-0.00029491,-0.0,0.00013597,9.32818e-05,3.11329e-07,-0.000119401,-0.799578,-0.015678,0.0349066,-0.0,3.11329e-07,8.87288e-08,-0.0238203,8.87288e-08,0.0186096,2.65853e-05,-0.0,-0.0,-3.98502e-07,0.0186096,-0.0,3.11329e-07,0.000927797,-0.0010472,0.0271256,0.043452,0.003479,-0.25125
,,,,,,,,,,,,,,,,0.00162812,0.000279567,-0.00164258,0.000371259,2.21239e-05,0.000371259,0.0105277,0.0354477,0.00176211,2.48129e-06,0.000105809,-0.000282743,-0.000133996,3.02076e-05,0.0112816,-0.00110367,-2.77263e-05,-0.000475212,-0.668928,-0.057486,0.0241661,-0.0,-1.96426e-05,7.07167e-07,-0.0472824,7.07167e-07,0.0369394,0.000105809,-0.0,0.00147493,-3.17605e-06,0.0369394,0.00201384,2.48129e-06,0.0152328,-0.015708,0.053842,0.043452,0.027832,-0.3685
,,,,,,,,,,,,,,,,0.00198573,0.000853259,-0.00185398,0.000831141,4.42478e-05,0.000831141,0.0156724,0.036118,0.0019635,8.34286e-06,0.000236875,-0.000863938,2.22297e-05,7.04845e-05,0.0179935,-0.000643785,-6.21416e-05,-0.00106386,-0.580086,-0.0,0.0181246,-0.0,-3.59049e-05,2.37772e-06,-0.0703881,2.37772e-06,0.0549907,0.000236875,-0.0,0.00147493,-1.06789e-05,0.0549907,0.00268512,8.34286e-06,0.0397768,-0.0408407,0.0801513,0.043452,0.024353,-0.3886
,,,,,,,,,,,,,,,,0.00235135,0.00173407,-0.00255753,0.00147015,8.84956e-05,0.00147015,0.020738,0.0370494,0.00222529,1.97012e-05,0.000418993,-0.00175929,0.000126052,0.000100692,0.0148972,-4.77613e-06,-8.09909e-05,-0.00188179,-0.512148,0.07839,0.0221523,-0.0,-6.87944e-05,5.61484e-06,-0.0931392,5.61484e-06,0.072765,0.000418993,-0.0,0.00147493,-2.52175e-05,0.072765,0.00402768,1.97012e-05,0.0745636,-0.0764454,0.106055,0.047073,-0.017395,-0.41875
,,,,,,,,,,,,,,,,0.00272757,0.00271553,0.000271681,0.00228552,0.000132743,0.00228552,0.0257251,0.0382378,0.00237633,3.83337e-05,0.000651374,-0.0027646,0.000351237,0.00012083,0.0160855,-0.00213926,-8.24967e-05,-0.00292547,-0.397176,0.141102,0.0221523,-0.0,-9.44096e-05,1.09251e-05,-0.115538,1.09251e-05,0.0902637,0.000651374,-0.0,0.00442478,-4.90672e-05,0.0902637,0.00201384,3.83337e-05,0.0923695,-0.095295,0.131557,0.047073,0.024353,-0.4489
,,,,,,,,,,,,,,,,0.00311695,0.00371686,0.00260323,0.00327451,0.000176991,0.00327451,0.0306341,0.0396792,0.00237633,6.59904e-05,0.000933235,-0.00380133,0.000740613,0.00012083,0.0336377,-0.00115027,-5.48401e-05,-0.00419137,-0.28743,0.193362,0.00604152,-0.0,-0.000111001,1.88073e-05,-0.137585,1.88073e-05,0.107488,0.000933235,-0.0,0.00442478,-8.44677e-05,0.107488,0.00067128,6.59904e-05,0.0973868,-0.101578,0.156657,0.039831,-0.017395,-0.49915
,,,,,,,,,,,,,,,,0.00352198,0.00481438,0.00443438,0.00443438,0.000199115,0.00443438,0.0354653,0.0413696,0.00236626,0.000104394,0.0012638,-0.00494801,0.00115572,0.0001309,0.0433835,9.5972e-06,-2.65062e-05,-0.005676,-0.224718,0.229944,-0.00201384,-0.0,-9.47215e-05,2.97522e-05,-0.159283,2.97522e-05,0.12444,0.0012638,-0.0,0.00442478,-0.000133624,0.12444,-0.0,0.000104394,0.105327,-0.111003,0.181358,0.043452,-0.0,-0.47905
,,,,,,,,,,,,,,,,0.00394515,0.00589598,0.00509112,0.0057624,0.000243363,0.0057624,0.0402192,0.043305,0.00236626,0.000155238,0.00164228,-0.00609469,0.00157889,0.0001309,0.043305,0.00428747,2.43387e-05,-0.00737587,-0.167232,0.276978,-0.0,-0.0,-8.81244e-05,4.42429e-05,-0.180634,4.42429e-05,0.14112,0.00164228,-0.0,0.00147493,-0.000198705,0.14112,0.00067128,0.000155238,0.108863,-0.116239,0.205662,0.039831,-0.010437,-0.5092
,,,,,,,,,,,,,,,,0.00438889,0.0071009,0.0065846,0.00725588,0.000265487,0.00725588,0.0448961,0.0454815,0.00236626,0.000220193,0.00206792,-0.00738274,0.00202262,0.000140969,0.0454815,0.0028311,7.92241e-05,-0.00928752,-0.114972,0.318786,-0.0,-0.0,-4.52937e-05,6.2755e-05,-0.201639,6.2755e-05,0.15753,0.00206792,-0.0,0.00442478,-0.000281847,0.15753,0.00067128,0.000220193,0.117423,-0.126711,0.229572,0.032589,0.010437,-0.5159
,,,,,,,,,,,,,,,,0.00485558,0.00841131,0.00891211,0.00891211,0.000309734,0.00891211,0.0494965,0.0478952,0.00236626,0.000300898,0.00253995,-0.00879646,0.00248931,0.000151038,0.0478952,0.00743718,0.00014986,-0.0114075,-0.067938,0.344916,-0.0,-0.0,-8.83605e-06,8.57561e-05,-0.2223,8.57561e-05,0.173672,0.00253995,-0.0,0.00147493,-0.00038515,0.173672,-0.0,0.000300898,0.126823,-0.13823,0.253089,0.032589,-0.017395,-0.603
,,,,,,,,,,,,,,,,0.00534757,0.0096995,0.0100571,0.0107284,0.000353982,0.0107284,0.0540207,0.050542,0.00236626,0.000398969,0.0030576,-0.0102102,0.00298131,0.000151038,0.050542,0.00630364,0.000247931,-0.0137324,-0.0,0.36582,-0.0,-0.0,4.49865e-05,0.000113706,-0.242619,0.000113706,0.189546,0.0030576,-0.0,0.00442478,-0.00051068,0.189546,0.00067128,0.000398969,0.127639,-0.141372,0.276215,0.03621,0.013916,-0.737
,,,,,,,,,,,,,,,,0.00586718,0.0107906,0.0120309,0.0127022,0.00039823,0.0127022,0.0584692,0.0534182,0.00236626,0.000515992,0.00362011,-0.0114511,0.00350092,0.000161107,0.0534182,0.00827737,0.000354884,-0.0162588,-0.0,0.397176,-0.0,-0.0,0.000117762,0.000147058,-0.262598,0.000147058,0.205155,0.00362011,-0.0,0.00442478,-0.000660469,0.205155,0.00067128,0.000515992,0.109405,-0.125664,0.298953,0.032589,0.031311,-0.92125
,,,,,,,,,,,,,,,,0.00641668,0.0115099,0.0141594,0.0148306,0.000442478,0.0148306,0.0628423,0.0565198,0.00236626,0.000653528,0.00422673,-0.0123465,0.00405042,0.000171177,0.0565198,0.0104059,0.000482351,-0.0189832,-0.0,0.438984,-0.0,-0.0,0.00021105,0.000186255,-0.282239,0.000186255,0.220499,0.00422673,-0.0,0.00442478,-0.000836515,0.220499,0.00067128,0.000653528,0.0888781,-0.107861,0.321304,0.03621,-0.027832,-1.1323
,,,,,,,,,,,,,,,,0.00699831,0.0116984,0.01644,0.0171113,0.000486726,0.0171113,0.0671405,0.059843,0.00236626,0.000813112,0.00487671,-0.0127392,0.00463205,0.000181246,0.059843,0.0126865,0.000631866,-0.0219024,-0.0,0.454662,-0.0,-0.0,0.000326386,0.000231737,-0.301543,0.000231737,0.235581,0.00487671,-0.0,0.00442478,-0.00104078,0.235581,0.00067128,0.000813112,0.0419766,-0.0638791,0.34327,0.03621,0.013916,-1.4204
,,,,,,,,,,,,,,,,0.00761427,0.0114168,0.0188701,0.0195414,0.000530973,0.0195414,0.0713641,0.0633839,0.00236626,0.000996251,0.00556929,-0.012692,0.00524801,0.000191315,0.0633839,0.0151166,0.000804936,-0.025013,-0.0,0.486018,-0.0,-0.0,0.000465278,0.000283932,-0.320513,0.000283932,0.2504,0.00556929,-0.0,0.00442478,-0.0012752,0.2504,0.00067128,0.000996251,-0.0187298,-0.00628319,0.364854,0.043452,0.03479,-1.6214
,,,,,,,,,,,,,,,,0.00826671,0.0110718,0.0221184,0.0221184,0.000553097,0.0221184,0.0755136,0.0671388,0.00236626,0.00120443,0.00630374,-0.0126135,0.00590044,0.000191315,0.0671388,0.0206435,0.00101311,-0.0283116,0.005226,0.533052,-0.0,-0.0,0.000651332,0.000343262,-0.339149,0.000343262,0.26496,0.00630374,-0.0,0.00147493,-0.00154167,0.26496,-0.0,0.00120443,-0.0356419,0.00733038,0.386058,0.043452,-0.027832,-1.7152
,,,,,,,,,,,,,,,,0.00895775,0.0107557,0.0241684,0.0248397,0.000575221,0.0248397,0.0795893,0.0711038,0.00237633,0.0014391,0.00707932,-0.0125978,0.00658141,0.000211453,0.0704325,0.0233648,0.00122765,-0.0317948,0.083616,0.569634,0.00067128,-0.0,0.000863879,0.000410144,-0.357454,0.000410144,0.279261,0.00707932,-0.0,0.00147493,-0.00184205,0.279261,0.00067128,0.0014391,-0.0359836,0.00418879,0.406883,0.043452,-0.0,-1.7219
,,,,,,,,,,,,,,,,0.00968947,0.0104196,0.0256889,0.0277028,0.000619469,0.0277028,0.0835917,0.0752752,0.0023864,0.0017017,0.00789529,-0.0125978,0.00730307,0.000231592,0.0746039,0.023278,0.0014701,-0.0354595,0.198588,0.606216,0.00067128,-0.0,0.00108223,0.000484983,-0.37543,0.000484983,0.293304,0.00789529,-0.0,0.00442478,-0.00217817,0.293304,0.00201384,0.0017017,-0.0354595,0.0,0.427332,0.054315,0.024353,-1.7353
,,,,,,,,,,,,,,,,0.0104639,0.010046,0.0300337,0.030705,0.000641593,0.030705,0.0875212,0.0796492,0.00240654,0.00199362,0.00875091,-0.0125978,0.00805738,0.000241661,0.0789779,0.0262802,0.00175196,-0.0393023,0.266526,0.648024,0.00067128,-0.0,0.00135203,0.000568181,-0.393078,0.000568181,0.307092,0.00875091,-0.0,0.00442478,-0.00255183,0.307092,0.00067128,0.00199362,-0.0393023,0.0,0.447407,0.061557,-0.024353,-1.7353
,,,,,,,,,,,,,,,,0.0112831,0.00963299,0.0318299,0.0338437,0.000685841,0.0338437,0.0913781,0.0842221,0.00244682,0.00231625,0.00964547,-0.0125978,0.0088363,0.000261799,0.081537,0.0323688,0.00205445,-0.04332,0.355368,0.67938,0.00268512,-0.0,0.00163041,0.000660131,-0.4104,0.000660131,0.320625,0.00964547,-0.0,0.00147493,-0.0029648,0.320625,0.00201384,0.00231625,-0.04332,0.0,0.46711,0.068799,0.017395,-1.73865
,,,,,,,,,,,,,,,,0.012149,0.00917898,0.0351028,0.0371166,0.000730088,0.0371166,0.0951629,0.0889902,0.0025173,0.00267094,0.0105782,-0.0125978,0.00963172,0.000281938,0.0829486,0.0326918,0.002389,-0.0475093,0.428532,0.736866,0.00604152,-0.0,0.00194085,0.000761218,-0.427398,0.000761218,0.333905,0.0105782,-0.0,0.00442478,-0.0034188,0.333905,0.00201384,0.00267094,-0.0475093,0.0,0.486443,0.076041,-0.0,-1.73865
,,,,,,,,,,,,,,,,0.0130636,0.00868224,0.0378359,0.040521,0.00079646,0.040521,0.0988759,0.0939497,0.00266834,0.00305902,0.0115485,-0.0125978,0.0103952,0.000312145,0.0832092,0.0346213,0.00274688,-0.0518669,0.486018,0.768222,0.0107405,-0.0,0.00226256,0.000871821,-0.444074,0.000871821,0.346933,0.0115485,-0.0,0.0058997,-0.00391555,0.346933,0.00268512,0.00305902,-0.0518669,0.0,0.505407,0.097767,-0.03479,-1.742
,,,,,,,,,,,,,,,,0.0140286,0.00814109,0.0400268,0.0440544,0.00090708,0.0440544,0.102518,0.0990971,0.00294021,0.00348179,0.0125555,-0.0125978,0.0110884,0.000362491,0.0782874,0.0352049,0.0031193,-0.0563897,0.486018,0.789126,0.0208097,-0.0,0.00257471,0.000992311,-0.46043,0.000992311,0.359711,0.0125555,-0.0,0.00884956,-0.00445669,0.359711,0.00402768,0.00348179,-0.0563897,0.0,0.524006,0.112251,0.024353,-1.742
,,,,,,,,,,,,,,,,0.0150461,0.00755391,0.0416729,0.0477144,0.00106195,0.0477144,0.106088,0.104429,0.00323222,0.00394053,0.0135986,-0.0125978,0.0118139,0.000453114,0.0755636,0.0344401,0.00348742,-0.0610744,0.5226,0.825708,0.0288651,-0.0,0.00287858,0.00112305,-0.476467,0.00112305,0.37224,0.0135986,-0.0,0.0132743,-0.00504388,0.37224,0.00604152,0.00394053,-0.0610744,0.0,0.542241,0.130356,-0.017395,-1.742
,,,,,,,,,,,,,,,,0.0161178,0.00691908,0.0394154,0.0514984,0.00139381,0.0514984,0.109589,0.109941,0.00350408,0.00443649,0.014677,-0.0125978,0.0126137,0.000594083,0.0817469,0.0278996,0.00384241,-0.065918,0.674154,0.830934,0.0281938,-0.0,0.00304269,0.0012644,-0.492188,0.0012644,0.384521,0.014677,-0.0,0.0235988,-0.00567871,0.384521,0.012083,0.00443649,-0.065918,0.0,0.560114,0.14484,0.020874,-1.7956
,,,,,,,,,,,,,,,,0.0172455,0.00623503,0.0352656,0.055404,0.00190265,0.055404,0.113019,0.11563,0.00389678,0.0049709,0.0157901,-0.0125978,0.0133487,0.000855883,0.082737,0.0111562,0.00411502,-0.0709171,0.700284,0.773448,0.0328927,-0.0,0.00306825,0.00141671,-0.507593,0.00141671,0.396557,0.0157901,-0.0,0.0442478,-0.00636276,0.396557,0.0201384,0.0049709,-0.0709171,0.0,0.577627,0.159324,-0.024353,-1.81235
,,,,,,,,,,,,,,,,0.018431,0.00550022,0.0272073,0.0594287,0.00265487,0.0594287,0.116379,0.121492,0.00433983,0.00554497,0.0169372,-0.0125978,0.0140912,0.00116803,0.0771875,-0.00399309,0.00437694,-0.0760688,0.7839,0.747318,0.0443045,-0.0,0.0028901,0.00158032,-0.522685,0.00158032,0.408348,0.0169372,-0.0,0.0634218,-0.00709756,0.408348,0.0322215,0.00554497,-0.0760688,0.0,0.594782,0.173808,0.038269,-1.8291
,,,,,,,,,,,,,,,,0.0196759,0.00471315,0.0347051,0.0635702,0.00340708,0.0635702,0.11967,0.127524,0.0048735,0.00615987,0.0181175,-0.0125978,0.0148024,0.0014701,0.0785207,-0.013126,0.00468976,-0.0813698,0.710736,0.73164,0.0490035,-0.0,0.00275279,0.00175556,-0.537466,0.00175556,0.419895,0.0181175,-0.0,0.0766962,-0.00788463,0.419895,0.0288651,0.00615987,-0.0813698,0.0,0.611582,0.191913,-0.03479,-1.8492
,,,,,,,,,,,,,,,,0.020982,0.00387234,0.0369469,0.0678258,0.00420354,0.0678258,0.122892,0.133723,0.0053971,0.00681675,0.0193304,-0.0125978,0.0155849,0.00179232,0.0813626,-0.0132951,0.00502444,-0.0868171,0.747318,0.62712,0.0523599,-0.0,0.00261321,0.00194277,-0.551937,0.00194277,0.431201,0.0193304,-0.0,0.0811209,-0.00872545,0.431201,0.0308789,0.00681675,-0.0868171,0.0,0.628028,0.210018,0.03479,-1.87265
,,,,,,,,,,,,,,,,0.0223509,0.00299204,0.0439996,0.0721934,0.00486726,0.0721934,0.126046,0.140084,0.00599118,0.00751676,0.0205751,-0.0126135,0.0163597,0.00202391,0.0816822,0.00139691,0.00549285,-0.0924075,0.747318,0.747318,0.0584014,-0.0,0.0026495,0.00214228,-0.5661,0.00214228,0.442266,0.0205751,-0.0,0.0707965,-0.00962145,0.442266,0.0281938,0.00751676,-0.0913603,-0.0010472,0.644123,0.231744,-0.0,-1.8894
,,,,,,,,,,,,,,,,0.0237842,0.00203943,0.0578745,0.0766703,0.0054646,0.0766703,0.129131,0.146604,0.00667588,0.00826099,0.021851,-0.0126135,0.0171083,0.00221523,0.0821609,0.0147234,0.00604576,-0.098138,0.726414,0.846612,0.0644429,-0.0,0.00279638,0.00235438,-0.579957,0.00235438,0.453092,0.021851,-0.0,0.0619469,-0.0105741,0.453092,0.0187959,0.00826099,-0.098138,0.0,0.659868,0.25347,0.024353,-1.90615
,,,,,,,,,,,,,,,,0.0252835,0.00102883,0.0544032,0.0812544,0.00612832,0.0812544,0.132149,0.15328,0.0073908,0.00905052,0.0231575,-0.0126135,0.0178927,0.00256765,0.0841379,0.0178326,0.00648287,-0.104006,0.752544,0.736866,0.0691419,-0.0,0.0029222,0.0025794,-0.59351,0.0025794,0.46368,0.0231575,-0.0,0.0634218,-0.0115847,0.46368,0.0268512,0.00905052,-0.104006,0.0,0.675266,0.257091,-0.006958,-1.9765
,,,,,,,,,,,,,,,,0.0268503,-4.11271e-05,0.0470089,0.0859432,0.00672566,0.0859432,0.135099,0.160108,0.00822654,0.00988642,0.0244938,-0.0126135,0.0186238,0.00294021,0.078883,0.0225213,0.00694621,-0.110007,0.747318,0.789126,0.0812249,-0.0,0.00316076,0.00281763,-0.606761,0.00281763,0.474032,0.0244938,-0.0,0.0634218,-0.0126546,0.474032,0.0389343,0.00988642,-0.110007,0.0,0.690318,0.257091,0.003479,-1.9966
,,,,,,,,,,,,,,,,0.0284862,-0.00117175,0.0497862,0.0907343,0.00721239,0.0907343,0.137983,0.167085,0.0091227,0.0107697,0.0258593,-0.0126135,0.0193635,0.00337318,0.0804898,0.0405868,0.00739654,-0.11614,0.830934,0.799578,0.0865952,-0.0,0.00355734,0.00306937,-0.619711,0.00306937,0.484149,0.0258593,-0.0,0.0501475,-0.0137852,0.484149,0.0409481,0.0107697,-0.11614,0.0,0.705028,0.257091,0.024353,-2.0301
,,,,,,,,,,,,,,,,0.0301925,-0.00236435,0.0553485,0.0956254,0.0075,0.0956254,0.140799,0.174207,0.0101196,0.0117014,0.0272532,-0.0126135,0.020073,0.00373568,0.0795568,0.0587522,0.00796577,-0.1224,0.841386,1.11314,0.0946505,-0.0,0.00420144,0.00333491,-0.632363,0.00333491,0.494033,0.0272532,-0.0,0.0368732,-0.0149778,0.494033,0.0402768,0.0117014,-0.1224,0.0,0.719395,0.257091,-0.03479,-2.06695
,,,,,,,,,,,,,,,,0.0319708,-0.00362018,0.0724204,0.100614,0.00780973,0.100614,0.14355,0.181472,0.0110761,0.0126826,0.028675,-0.0126135,0.0208947,0.00398741,0.0821223,0.0725906,0.00869515,-0.128786,0.841386,1.33263,0.0993495,-0.0,0.00487282,0.00361453,-0.644717,0.00361453,0.503685,0.028675,-0.0,0.0280236,-0.0162337,0.503685,0.0281938,0.0126826,-0.128786,0.0,0.733424,0.249849,0.020874,-2.08035
,,,,,,,,,,,,,,,,0.0338224,-0.00492477,0.0828748,0.105698,0.00803097,0.105698,0.146235,0.188875,0.0122442,0.013714,0.030124,-0.0126292,0.0215783,0.00419886,0.0861688,0.0791496,0.00951518,-0.135294,0.867516,1.49464,0.102706,-0.0,0.00568307,0.0039085,-0.656776,0.0039085,0.513106,0.030124,-0.0,0.0265487,-0.017554,0.513106,0.0228235,0.013714,-0.134247,-0.0010472,0.747116,0.249849,0.024353,-2.13395
,,,,,,,,,,,,,,,,0.0357487,-0.00631075,0.0967786,0.110876,0.00814159,0.110876,0.148855,0.196413,0.0134223,0.0147968,0.0315995,-0.0126292,0.0223265,0.00427941,0.0836378,0.0976012,0.0105174,-0.141921,0.867516,1.71935,0.112775,-0.0,0.00665524,0.0042171,-0.668542,0.0042171,0.522298,0.0315995,-0.0,0.0132743,-0.0189399,0.522298,0.0140969,0.0147968,-0.141921,0.0,0.760472,0.249849,-0.020874,-2.1775
,,,,,,,,,,,,,,,,0.0377511,-0.00774786,0.115472,0.116144,0.00825221,0.116144,0.15141,0.204083,0.0146306,0.0159319,0.0331009,-0.0126449,0.0231205,0.00426934,0.0832526,0.105819,0.0116625,-0.148664,0.977262,1.8291,0.12083,-0.0,0.00767964,0.00454058,-0.680016,0.00454058,0.531262,0.0331009,-0.0,0.0103245,-0.0203928,0.531262,0.00067128,0.0159319,-0.147616,-0.0010472,0.773495,0.249849,0.003479,-2.2177
,,,,,,,,,,,,,,,,0.0398308,-0.00926869,0.1215,0.1215,0.0084292,0.1215,0.1539,0.211882,0.0159396,0.01712,0.0346275,-0.0126449,0.0238913,0.00426934,0.0803108,0.108226,0.0128507,-0.15552,0.91455,1.85,0.131571,-0.0,0.0086908,0.0048792,-0.6912,0.0048792,0.54,0.0346275,-0.0,0.0132743,-0.0219136,0.54,-0.0,0.01712,-0.15552,0.0,0.786188,0.249849,0.03479,-2.24785
,,,,,,,,,,,,,,,,0.0419892,-0.0108586,0.126943,0.126943,0.00869469,0.126943,0.156326,0.219806,0.0172989,0.0183621,0.0361787,-0.0126449,0.0246903,0.00427941,0.0902486,0.104819,0.0140827,-0.162487,0.88842,1.86046,0.129557,-0.0,0.00966745,0.00523321,-0.702096,0.00523321,0.548513,0.0361787,-0.0,0.0221239,-0.0235035,0.548513,-0.0,0.0183621,-0.162487,0.0,0.798552,0.25347,-0.024353,-2.30145
,,,,,,,,,,,,,,,,0.0442273,-0.0125031,0.131798,0.13247,0.00904867,0.13247,0.158689,0.227852,0.0187489,0.0196591,0.0377538,-0.0126606,0.0254785,0.00427941,0.0882254,0.100021,0.0153797,-0.169561,1.01384,1.91794,0.139626,-0.0,0.0106105,0.00560285,-0.712706,0.00560285,0.556802,0.0377538,-0.0,0.0324484,-0.0251637,0.556802,0.00067128,0.0196591,-0.168514,-0.0010472,0.810588,0.238986,0.017395,-2.345
,,,,,,,,,,,,,,,,0.0465466,-0.0142345,0.138078,0.138078,0.00949115,0.138078,0.160988,0.236016,0.0202794,0.0210118,0.0393522,-0.0126606,0.0262672,0.00427941,0.0869922,0.0967801,0.0167324,-0.17674,1.01907,1.9702,0.149024,-0.0,0.0115207,0.00598836,-0.723032,0.00598836,0.564869,0.0393522,-0.0,0.0412979,-0.0268951,0.564869,-0.0,0.0210118,-0.17674,0.0,0.8223,0.228123,-0.010437,-2.3852
,,,,,,,,,,,,,,,,0.0489481,-0.0160225,0.143766,0.143766,0.00988938,0.143766,0.163224,0.244297,0.0217797,0.022421,0.0409734,-0.0126763,0.0271684,0.00427941,0.0892309,0.0995184,0.0181415,-0.184021,0.956358,1.99633,0.155066,-0.0,0.0125316,0.00638997,-0.733075,0.00638997,0.572715,0.0409734,-0.0,0.0442478,-0.0286988,0.572715,-0.0,0.022421,-0.182973,-0.0010472,0.83369,0.228123,-0.038269,-2.43545
,,,,,,,,,,,,,,,,0.0514329,-0.0178838,0.149532,0.149532,0.0101991,0.149532,0.165397,0.252689,0.0234814,0.0238874,0.0426165,-0.012692,0.0279515,0.00427941,0.0909106,0.117083,0.019608,-0.1914,0.977262,2.04859,0.161779,-0.0,0.0136883,0.00680791,-0.742838,0.00680791,0.580342,0.0426165,-0.0,0.0324484,-0.0305759,0.580342,-0.0,0.0238874,-0.190353,-0.0010472,0.844758,0.249849,0.024353,-2.48905
,,,,,,,,,,,,,,,,0.0540022,-0.0198194,0.154701,0.155372,0.0104646,0.155372,0.167509,0.261191,0.025173,0.0254118,0.0442811,-0.0127077,0.0288292,0.00428948,0.0900142,0.131773,0.0211224,-0.198876,1.06088,2.08517,0.171177,-0.0,0.0149472,0.00724238,-0.752321,0.00724238,0.587751,0.0442811,-0.0,0.0235988,-0.0325272,0.587751,0.00067128,0.0254118,-0.197829,-0.0010472,0.855508,0.293301,-0.031311,-2.5192
,,,,,,,,,,,,,,,,0.0566571,-0.0218302,0.161286,0.161286,0.0107965,0.161286,0.169559,0.269798,0.0270056,0.0269951,0.0459665,-0.0127235,0.0296515,0.00428948,0.0925802,0.128838,0.0227056,-0.206446,1.02952,2.13743,0.177218,-0.0,0.0161986,0.0076936,-0.761527,0.0076936,0.594943,0.0459665,-0.0,0.0324484,-0.0345537,0.594943,-0.0,0.0269951,-0.206446,0.0,0.865942,0.311406,0.024353,-2.59625
,,,,,,,,,,,,,,,,0.0593985,-0.0239015,0.16727,0.16727,0.0111504,0.16727,0.171547,0.278509,0.0288181,0.0286378,0.0476721,-0.0127549,0.0305804,0.00429955,0.0945777,0.131872,0.0243382,-0.214106,1.11314,2.2106,0.183931,-0.0,0.0174874,0.00816177,-0.770458,0.00816177,0.60192,0.0476721,-0.0,0.0353982,-0.0366564,0.60192,-0.0,0.0286378,-0.210965,-0.00314159,0.876061,0.322269,0.031311,-2.6264
,,,,,,,,,,,,,,,,0.0622276,-0.0260498,0.172652,0.173324,0.0115044,0.173324,0.173475,0.287318,0.0308319,0.0303407,0.0493972,-0.0127863,0.0313957,0.00429955,0.0939897,0.13645,0.0260412,-0.221854,1.15495,2.26808,0.193329,-0.0,0.0188363,0.0086471,-0.779115,0.0086471,0.608683,0.0493972,-0.0,0.0368732,-0.0388361,0.608683,0.00067128,0.0303407,-0.218713,-0.00314159,0.885868,0.369342,-0.03479,-2.69005
,,,,,,,,,,,,,,,,0.0651452,-0.0282761,0.178772,0.179443,0.0117699,0.179443,0.175342,0.296225,0.0327853,0.0321045,0.0511414,-0.0128177,0.0323599,0.00431969,0.0961833,0.15142,0.0277848,-0.229688,1.08178,2.34125,0.200042,-0.0,0.0203346,0.00914978,-0.7875,0.00914978,0.615234,0.0511414,-0.0,0.0280236,-0.0410937,0.615234,0.00067128,0.0321045,-0.226546,-0.00314159,0.895364,0.452625,0.017395,-2.74365
,,,,,,,,,,,,,,,,0.0681524,-0.0305653,0.184956,0.185628,0.0120575,0.185628,0.177149,0.305225,0.0349301,0.0339298,0.0529039,-0.0128648,0.0332223,0.00431969,0.0957852,0.159079,0.0296101,-0.237603,1.22288,2.41964,0.20944,-0.0,0.0218723,0.00966999,-0.795615,0.00966999,0.621574,0.0529039,-0.0,0.0265487,-0.0434301,0.621574,0.00067128,0.0339298,-0.233415,-0.00418879,0.904552,0.521424,-0.006958,-2.81735
,,,,,,,,,,,,,,,,0.07125,-0.0329341,0.191203,0.191874,0.0124558,0.191874,0.178896,0.314315,0.0371151,0.0358173,0.0546841,-0.0129119,0.0341349,0.00433983,0.0961487,0.156476,0.0314774,-0.245599,1.10269,2.49803,0.218166,-0.0,0.0233615,0.0102079,-0.803462,0.0102079,0.627705,0.0546841,-0.0,0.0353982,-0.0458461,0.627705,0.00067128,0.0358173,-0.242457,-0.00314159,0.913434,0.546771,0.010437,-2.8944
,,,,,,,,,,,,,,,,0.074439,-0.0353676,0.19751,0.198181,0.0130088,0.198181,0.180584,0.323492,0.0394109,0.0377675,0.0564816,-0.0129748,0.0350281,0.00433983,0.10197,0.149508,0.0334276,-0.253672,1.19675,2.56597,0.221523,-0.0,0.0247586,0.0107637,-0.811043,0.0107637,0.633627,0.0564816,-0.0,0.0486726,-0.0483424,0.633627,0.00067128,0.0377675,-0.247388,-0.00628319,0.922011,0.561255,0.024353,-2.9547
