proportionalf_5.txt,wrench_my.txt,proportionalf_4.txt,wrench_fy.txt,wrench_fx.txt,integralf_1.txt,integralf_3.txt,proportionalf_1.txt,proportionalf_2.txt,wrench_mz.txt,proportionalf_3.txt,wrench_mx.txt,integralf_5.txt,integralf_2.txt,wrench_fz.txt,integralf_4.txt,posa3.txt,posa2.txt,trq2.txt,accd2.txt,veld4.txt,accd5.txt,veld3.txt,error_pos_3.txt,error_vel_2.txt,posd4.txt,posd1.txt,trq1.txt,vela2.txt,error_vel_1.txt,accd1.txt,trq5.txt,error_vel_5.txt,error_pos_4.txt,error_vel_3.txt,posa5.txt,posa4.txt,posd3.txt,vela4.txt,trq4.txt,posd2.txt,vela5.txt,posd5.txt,vela1.txt,vela3.txt,veld2.txt,veld5.txt,trq3.txt,accd4.txt,error_pos_5.txt,error_pos_1.txt,veld1.txt,error_pos_2.txt,error_vel_4.txt,accd3.txt,posa1.txt
,,,,,,,,,,,,,,,,-0.0163991,0.00257772,0.982488,1.23047,0.36003,0.133788,-0.460186,-0.0249512,0.142523,0.0324659,0.0481567,2.13221,0.0369204,0.285929,3.69141,-0.678405,0.019518,0.0277535,-0.437148,0.000376106,0.00471239,-0.0413504,0.0280236,0.199155,0.0160522,0.00147493,0.00213712,0.252401,-0.0230383,0.179443,0.0209929,-3.0485,2.45861,0.00176102,0.0310894,0.53833,0.0134745,0.332006,-3.14835,0.0170673
,,,,,,,,,,,,,,,,-0.0168075,0.00307111,1.08701,1.25541,0.384868,0.136494,-0.491993,-0.0293032,0.144885,0.03619,0.0537259,2.23673,0.0469896,0.293013,3.76623,-0.66101,0.0223445,0.0307696,-0.456388,0.00039823,0.00542035,-0.0461107,0.0545723,0.235365,0.0179086,-0.0,0.00235379,0.282609,-0.0356047,0.191874,0.0223445,-3.0552,2.50844,0.00195556,0.033668,0.575622,0.0148375,0.330295,-3.21216,0.0200579
,,,,,,,,,,,,,,,,-0.0172473,0.00360478,1.15495,1.27869,0.410187,0.139017,-0.524415,-0.0339449,0.149501,0.0401649,0.0596716,2.35693,0.055045,0.300821,3.83606,-0.647094,0.0222473,0.0337047,-0.480433,0.00039823,0.00646018,-0.0511923,0.0943953,0.275196,0.0198905,0.00147493,0.0025841,0.312817,-0.0439823,0.204546,0.0237222,-3.2562,2.55494,0.00218587,0.0363412,0.613638,0.0162858,0.315792,-3.27171,0.0233304
,,,,,,,,,,,,,,,,-0.0178442,0.00410824,1.55212,1.30032,0.435956,0.141362,-0.557413,-0.0387567,0.166425,0.0443952,0.0660009,2.44054,0.0510173,0.311317,3.90096,-0.629699,0.0236493,0.036674,-0.504006,0.000420354,0.00772124,-0.0566009,0.120944,0.296922,0.0220003,0.00147493,0.00282831,0.34101,-0.0534071,0.217442,0.0251243,-3.36005,2.59816,0.00240796,0.0392269,0.652327,0.0178921,0.315012,-3.32706,0.026774
,,,,,,,,,,,,,,,,-0.0184097,0.00449087,1.94407,1.32033,0.46214,0.14353,-0.590943,-0.0439326,0.184229,0.0488854,0.0727202,2.4719,0.0463184,0.31908,3.961,-0.608825,0.0265489,0.0398367,-0.530205,0.000442478,0.00904867,-0.0623423,0.129793,0.347616,0.0242401,-0.0,0.00308666,0.372561,-0.0607375,0.230547,0.0265489,-3.5041,2.63814,0.00264418,0.0419991,0.691641,0.0197492,0.332346,-3.37826,0.0307212
,,,,,,,,,,,,,,,,-0.0191009,0.00466204,2.40919,1.33875,0.488708,0.145524,-0.624964,-0.0493206,0.217664,0.0536393,0.0798356,2.52938,0.0261799,0.326078,4.01625,-0.598388,0.0265193,0.0431747,-0.565274,0.000442478,0.0104646,-0.0684214,0.138643,0.347616,0.0266119,0.00147493,0.00335936,0.405453,-0.0596903,0.243844,0.0279943,-3.62135,2.67493,0.00291688,0.0450969,0.731531,0.0219498,0.350065,-3.42538,0.0347388
,,,,,,,,,,,,,,,,-0.019902,0.00473253,2.72797,1.35559,0.515628,0.147347,-0.659437,-0.0549411,0.247248,0.0586607,0.0873526,2.66003,0.0100692,0.336961,4.06677,-0.587951,0.0279838,0.0468465,-0.580897,0.000464602,0.0118142,-0.0748431,0.137168,0.336753,0.0291175,0.00147493,0.00364661,0.43499,-0.0785398,0.257317,0.0294588,-3.67495,2.70857,0.00318201,0.0479921,0.77195,0.024385,0.37846,-3.46846,0.0393605
,,,,,,,,,,,,,,,,-0.0209387,0.0047426,2.85862,1.37088,0.542869,0.149,-0.69432,-0.0606728,0.268265,0.0639529,0.0952762,2.71752,0.00268512,0.340941,4.11264,-0.570556,0.0294657,0.0507007,-0.600073,0.000486726,0.0132522,-0.0816116,0.137168,0.304164,0.0317587,0.00147493,0.00394859,0.47191,-0.0942478,0.27095,0.0309406,-3.70175,2.73911,0.00346187,0.0512939,0.812851,0.0270161,0.405701,-3.50757,0.0439823
,,,,,,,,,,,,,,,,-0.0221168,0.0047426,2.98927,1.38464,0.5704,0.150486,-0.729575,-0.0666139,0.284729,0.069519,0.103611,2.76978,-0.0,0.350727,4.15392,-0.553161,0.0324382,0.054873,-0.616478,0.000486726,0.014646,-0.0887307,0.147493,0.318648,0.034537,-0.0,0.00426547,0.50346,-0.113097,0.284729,0.0324382,-3.752,2.7666,0.00377875,0.0544129,0.854188,0.0297944,0.422907,-3.54277,0.0491981
,,,,,,,,,,,,,,,,-0.023719,0.00475267,3.07289,1.39689,0.598191,0.151808,-0.765163,-0.0724851,0.298638,0.0753618,0.112361,2.8534,-0.0,0.354191,4.19067,-0.546203,0.0324749,0.0592556,-0.619602,0.00050885,0.0161062,-0.0962042,0.146018,0.575739,0.0374538,0.00147493,0.0045974,0.541723,-0.14556,0.298638,0.0339498,-3.75535,2.79106,0.00408855,0.0578265,0.895914,0.0327011,0.452173,-3.57411,0.0545348
,,,,,,,,,,,,,,,,-0.0256197,0.00475267,3.16696,1.40766,0.626211,0.152969,-0.801045,-0.0784153,0.311991,0.0814836,0.121531,2.90566,0.00067128,0.364042,4.22297,-0.528808,0.0339989,0.0638066,-0.624068,0.000530973,0.017677,-0.104035,0.147493,0.735063,0.0405102,0.00147493,0.00494451,0.573945,-0.176976,0.312662,0.0354738,-3.90275,2.81257,0.00441354,0.0610549,0.937986,0.0357575,0.478719,-3.60165,0.0604757
,,,,,,,,,,,,,,,,-0.0278188,0.00478287,3.26102,1.41696,0.654432,0.15397,-0.837183,-0.0844071,0.324773,0.0878867,0.131122,1.1654,0.00201384,0.372179,4.25088,-0.518371,0.0370087,0.068484,-0.629838,0.000553097,0.0194027,-0.112226,0.168142,0.818346,0.0437073,-0.0,0.00530692,0.60818,-0.207345,0.326786,0.0370087,-3.93625,2.83115,0.00475382,0.0645041,0.980359,0.0389245,0.486291,-3.62545,0.0666179
,,,,,,,,,,,,,,,,-0.0302221,0.00485336,3.30283,1.42482,0.682825,0.154814,-0.873542,-0.0905573,0.336298,0.0945728,0.141139,0.81003,0.00469896,0.418837,4.27447,-0.511413,0.0370778,0.0732897,-0.643158,0.000575221,0.0212832,-0.120779,0.185841,0.811104,0.0470462,0.00147493,0.00568472,0.604152,-0.230383,0.340997,0.0385527,-3.96975,2.84685,0.00510949,0.0684792,1.02299,0.0421928,0.496984,-3.64556,0.0726594
,,,,,,,,,,,,,,,,-0.0333009,0.00497419,3.33419,1.43127,0.71136,0.155503,-0.910083,-0.0963965,0.346552,0.101544,0.151583,0.977262,0.00872665,0.471751,4.29381,-0.500976,0.0386295,0.0777826,-0.648283,0.000575221,0.0237611,-0.129697,0.213864,0.655401,0.0505275,0.00147493,0.006078,0.594083,-0.261799,0.355278,0.0401044,-4.10375,2.85972,0.00550277,0.0724084,1.06583,0.0455533,0.497496,-3.66205,0.0791742
,,,,,,,,,,,,,,,,-0.036254,0.00508495,3.3969,1.43632,0.74001,0.156041,-0.946771,-0.102728,0.357534,0.1088,0.162456,1.03475,0.012083,0.510741,4.30896,-0.480102,0.0401873,0.0826057,-0.650414,0.000597345,0.0261947,-0.138982,0.235988,0.608328,0.0541519,0.00147493,0.00648682,0.598111,-0.296357,0.369617,0.0416623,-4.1607,2.8698,0.00588948,0.0775221,1.10885,0.049067,0.504022,-3.67496,0.0849338
,,,,,,,,,,,,,,,,-0.0398197,0.00517557,3.59026,1.44,0.768747,0.156429,-0.98357,-0.108813,0.373931,0.116344,0.17376,1.11836,0.0100692,0.559931,4.32,-0.476623,0.0417498,0.0873618,-0.653703,0.000619469,0.0289823,-0.148633,0.265487,0.821967,0.05792,0.00147493,0.00691126,0.592069,-0.329867,0.384,0.0432247,-4.1473,2.87714,0.00629179,0.0828351,1.152,0.0527444,0.50326,-3.68437,0.0909249
,,,,,,,,,,,,,,,,-0.0435582,0.00524606,3.84111,1.44233,0.797543,0.15667,-1.02045,-0.115095,0.390357,0.124176,0.185496,1.19675,0.00805537,0.601155,4.32699,-0.466186,0.0447904,0.0923172,-0.643455,0.000619469,0.0318584,-0.158653,0.287611,0.887145,0.061832,-0.0,0.00735133,0.594083,-0.376991,0.398413,0.0447904,-4.2411,2.88178,0.00673186,0.0887915,1.19524,0.056586,0.509933,-3.69032,0.0967047
,,,,,,,,,,,,,,,,-0.0479564,0.00532661,4.04492,1.44333,0.826373,0.156766,-1.05737,-0.121086,0.406129,0.132295,0.197665,1.25947,0.0067128,0.645786,4.32999,-0.459228,0.0448827,0.0972509,-0.645817,0.000641593,0.0350442,-0.169042,0.311209,0.731442,0.0658883,0.00147493,0.00780707,0.592741,-0.411549,0.412842,0.0463577,-4.22435,2.88377,0.00716548,0.0951201,1.23853,0.0605617,0.515164,-3.69287,0.102545
,,,,,,,,,,,,,,,,-0.0525588,0.00545751,4.17557,1.44303,0.85521,0.15672,-1.09429,-0.127242,0.417206,0.140703,0.210267,1.35876,0.0100692,0.685728,4.32908,-0.448791,0.0464503,0.102141,-0.641903,0.000663717,0.0385619,-0.179801,0.340708,0.742305,0.0700889,0.00147493,0.00827848,0.596097,-0.452389,0.427275,0.0479252,-4.288,2.88315,0.00761477,0.101519,1.28183,0.0646314,0.514502,-3.69208,0.108747
,,,,,,,,,,,,,,,,-0.0577582,0.00571931,4.15467,1.44144,0.884028,0.156535,-1.1312,-0.13317,0.422903,0.149399,0.223301,1.38489,0.0187959,0.722285,4.32432,-0.434875,0.0494916,0.106811,-0.641107,0.000685841,0.0425885,-0.190928,0.384956,0.898008,0.0744338,-0.0,0.00876557,0.60281,-0.490088,0.441698,0.0494916,-4.355,2.87996,0.00807973,0.108714,1.3251,0.0687145,0.499072,-3.68802,0.114588
,,,,,,,,,,,,,,,,-0.0635073,0.00611201,3.98744,1.43859,0.912801,0.156212,-1.16804,-0.138917,0.421193,0.158383,0.236768,1.38489,0.0349066,0.765489,4.31578,-0.424438,0.0495805,0.111591,-0.617216,0.000685841,0.046792,-0.202424,0.40708,0.731442,0.0789228,0.00147493,0.00926831,0.60281,-0.550826,0.4561,0.0510555,-4.35835,2.87426,0.00858247,0.115928,1.3683,0.0728108,0.505721,-3.68072,0.120841
,,,,,,,,,,,,,,,,-0.0693192,0.00656512,4.15467,1.43451,0.941505,0.155754,-1.2048,-0.144969,0.429518,0.167655,0.250667,1.37444,0.0409481,0.801204,4.30353,-0.414001,0.0511405,0.116482,-0.616275,0.000707965,0.0511726,-0.214289,0.430678,0.894387,0.0835557,0.00147493,0.00978667,0.610194,-0.588525,0.470466,0.0526154,-4.3885,2.86609,0.0090787,0.123886,1.4114,0.0769905,0.510826,-3.67026,0.126781
,,,,,,,,,,,,,,,,-0.075948,0.00706858,4.09196,1.42921,0.970115,0.155164,-1.24144,-0.150572,0.436454,0.177213,0.264996,1.37966,0.0483322,0.838122,4.28763,-0.403564,0.0541701,0.121373,-0.609977,0.000707965,0.0558407,-0.22652,0.455752,0.923355,0.088332,-0.0,0.0103206,0.616235,-0.63146,0.484786,0.0541701,-4.4555,2.85549,0.00961263,0.132173,1.45436,0.0812634,0.514362,-3.6567,0.132823
,,,,,,,,,,,,,,,,-0.0830323,0.00780364,4.07105,1.42272,0.998607,0.154444,-1.27792,-0.156084,0.436617,0.187057,0.279754,1.42147,0.0624291,0.87889,4.26816,-0.400085,0.0542433,0.126238,-0.596198,0.000730088,0.0608186,-0.239117,0.483776,0.843693,0.0932512,0.00147493,0.01087,0.618249,-0.681726,0.499046,0.0557183,-4.50575,2.8425,0.01014,0.140506,1.49714,0.0854475,0.514831,-3.64008,0.139247
,,,,,,,,,,,,,,,,-0.0903522,0.00863938,4.12854,1.41506,1.02696,0.153597,-1.31423,-0.161725,0.432011,0.197185,0.294938,1.41102,0.0812249,0.91676,4.24518,-0.393127,0.0572586,0.131211,-0.584332,0.000730088,0.0659734,-0.252078,0.523599,0.974049,0.0983127,-0.0,0.0114349,0.622948,-0.729897,0.513236,0.0572586,-4.55935,2.82718,0.0107048,0.149851,1.53971,0.0896733,0.503358,-3.62047,0.145087
,,,,,,,,,,,,,,,,-0.0980962,0.00962616,4.26964,1.40625,1.05514,0.152625,-1.35032,-0.167304,0.432022,0.207596,0.310547,1.37444,0.0953218,0.953041,4.21875,-0.386169,0.0573148,0.13587,-0.570161,0.000752212,0.0717257,-0.265401,0.553097,0.821967,0.103516,0.00147493,0.0120152,0.62899,-0.780162,0.527344,0.0587898,-4.6029,2.80957,0.011263,0.159086,1.58203,0.0938895,0.502045,-3.59792,0.151461
