proportionalf_5.txt,wrench_my.txt,proportionalf_4.txt,wrench_fy.txt,wrench_fx.txt,integralf_1.txt,integralf_3.txt,proportionalf_1.txt,proportionalf_2.txt,wrench_mz.txt,proportionalf_3.txt,wrench_mx.txt,integralf_5.txt,integralf_2.txt,wrench_fz.txt,integralf_4.txt,posa3.txt,posa2.txt,trq2.txt,accd2.txt,veld4.txt,accd5.txt,veld3.txt,error_pos_3.txt,error_vel_2.txt,posd4.txt,posd1.txt,trq1.txt,vela2.txt,error_vel_1.txt,accd1.txt,trq5.txt,error_vel_5.txt,error_pos_4.txt,error_vel_3.txt,posa5.txt,posa4.txt,posd3.txt,vela4.txt,trq4.txt,posd2.txt,vela5.txt,posd5.txt,vela1.txt,vela3.txt,veld2.txt,veld5.txt,trq3.txt,accd4.txt,error_pos_5.txt,error_pos_1.txt,veld1.txt,error_pos_2.txt,error_vel_4.txt,accd3.txt,posa1.txt
,,,,,,,,,,,,,,,,-2.5618,1.00982,0.49647,-1.1136,0.264786,-0.121936,-0.339013,0.0269516,-0.0353506,1.98035,2.97051,1.20721,0.16782,-1.48016,-3.34081,-0.052185,0.0145008,-0.135842,-0.0175237,0.00179204,2.11619,-2.53484,0.743363,0.191913,0.99017,-0.0,0.109544,1.87757,-0.32149,0.13247,0.0145008,-0.0737,-2.22596,0.107752,0.854266,0.397409,-0.0196502,-0.478577,2.84994,2.11625
,,,,,,,,,,,,,,,,-2.56459,1.01133,0.648024,-1.08,0.242859,-0.118251,-0.31094,0.0264985,-0.0362509,1.98289,2.97432,1.13927,0.157751,-1.48018,-3.24,-0.052185,0.0132997,-0.140008,-0.0177249,0.00179204,2.1229,-2.53809,0.699115,0.094146,0.99144,-0.0,0.109683,1.84468,-0.293215,0.1215,0.0132997,-0.13735,-2.15878,0.107891,0.839729,0.3645,-0.019891,-0.456256,2.76393,2.13459
,,,,,,,,,,,,,,,,-2.56711,1.01271,0.75777,-1.0446,0.221622,-0.11437,-0.28375,0.0260391,-0.0341211,1.98521,2.9778,1.17062,0.144997,-1.48386,-3.13379,-0.048706,0.0121365,-0.144146,-0.0198562,0.00179204,2.12936,-2.54107,0.650442,0.249849,0.992602,-0.0,0.10981,1.81648,-0.263894,0.110876,0.0121365,-0.05025,-2.08801,0.108018,0.825149,0.332627,-0.0201089,-0.42882,2.67333,2.15266
,,,,,,,,,,,,,,,,-2.56927,1.01386,0.564408,-1.00737,0.201111,-0.11029,-0.257489,0.0255014,-0.0249153,1.98732,2.98098,1.02952,0.125529,-1.48511,-3.02211,-0.048706,0.00953808,-0.14783,-0.0333889,0.00181416,2.13515,-2.54377,0.603245,0.112251,0.993659,0.00147493,0.109926,1.78695,-0.2241,0.100614,0.011013,-0.0536,-2.01359,0.108112,0.810397,0.301842,-0.0201997,-0.402133,2.57805,2.17058
,,,,,,,,,,,,,,,,-2.5713,1.01496,0.491244,-0.968299,0.181363,-0.106008,-0.232205,0.0250801,-0.0180132,1.98924,2.98385,1.17585,0.108747,-1.48857,-2.9049,-0.045227,0.00993135,-0.15125,-0.0185764,0.00181416,2.14049,-2.54622,0.557522,0.257091,0.994615,-0.0,0.110031,1.76077,-0.213628,0.0907343,0.00993135,-0.15745,-1.93549,0.108216,0.795605,0.272203,-0.0203408,-0.376159,2.47806,2.18824
,,,,,,,,,,,,,,,,-2.57295,1.01592,0.60099,-0.92736,0.162414,-0.101522,-0.207944,0.0245296,-0.020109,1.99095,2.98642,1.12359,0.101363,-1.48814,-2.78208,-0.045227,0.00889353,-0.154642,-0.0309675,0.00181416,2.1456,-2.54842,0.513274,0.105009,0.995475,-0.0,0.110125,1.7319,-0.176976,0.0812544,0.00889353,-0.1675,-1.85366,0.108311,0.781036,0.243763,-0.0204479,-0.35086,2.37329,2.20539
,,,,,,,,,,,,,,,,-2.57443,1.01682,0.73164,-0.884531,0.144302,-0.0968296,-0.184755,0.0240435,-0.0164157,1.99249,2.98872,1.06088,0.088609,-1.48512,-2.65359,-0.041748,0.0079016,-0.158021,-0.0391946,0.00181416,2.15051,-2.55038,0.469027,0.28968,0.996242,-0.0,0.110209,1.7017,-0.14556,0.0721934,0.0079016,-0.09045,-1.76805,0.108395,0.764719,0.21658,-0.0205771,-0.324724,2.26368,2.22401
,,,,,,,,,,,,,,,,-2.57557,1.01747,0.768222,-0.83979,0.127066,-0.0919284,-0.162687,0.023454,-0.00959942,1.99384,2.99076,1.00339,0.0731696,-1.48346,-2.51937,-0.048706,0.00695763,-0.160581,-0.0401646,0.00181416,2.15442,-2.55212,0.421829,0.079662,0.99692,-0.0,0.110283,1.67417,-0.122522,0.0635702,0.00695763,-0.0268,-1.67861,0.108469,0.75011,0.19071,-0.0205532,-0.294763,2.14917,2.24065
,,,,,,,,,,,,,,,,-2.57647,1.01799,0.778674,-0.793114,0.110743,-0.0868158,-0.141788,0.0228279,-0.000983551,1.99503,2.99254,1.17585,0.0563876,-1.47708,-2.37934,-0.045227,0.00606373,-0.163132,-0.0381155,0.00181416,2.15816,-2.55364,0.384956,0.195534,0.997515,-0.0,0.110348,1.64329,-0.103673,0.055404,0.00606373,-0.07705,-1.58531,0.108534,0.73541,0.166212,-0.0204722,-0.274213,2.02972,2.25713
,,,,,,,,,,,,,,,,-2.5771,1.0184,0.75777,-0.74448,0.0953727,-0.0814894,-0.122109,0.0221378,0.000724766,1.99606,2.99409,1.05565,0.0469896,-1.47196,-2.23344,-0.045227,0.00522203,-0.165177,-0.0488052,0.00181416,2.16124,-2.55496,0.336283,0.282438,0.99803,-0.0,0.110404,1.6151,-0.0733038,0.0477144,0.00522203,-0.1541,-1.4881,0.10859,0.721439,0.143143,-0.0203699,-0.24091,1.90525,2.27265
,,,,,,,,,,,,,,,,-2.57757,1.01867,0.648024,-0.693866,0.0809943,-0.0759467,-0.1037,0.0214811,0.0062857,1.99694,2.99541,1.12882,0.0342353,-1.46199,-2.0816,-0.045227,0.00443467,-0.167128,-0.0471512,0.00181416,2.16407,-2.55609,0.292035,0.152082,0.99847,-0.0,0.110453,1.58355,-0.0565487,0.040521,0.00443467,-0.22445,-1.38692,0.108638,0.707043,0.121563,-0.020201,-0.211041,1.77572,2.28837
,,,,,,,,,,,,,,,,-2.57771,1.01883,0.590538,-0.64125,0.0676475,-0.0701853,-0.0866116,0.020672,0.0110202,1.99769,2.99653,3.28193,0.0228235,-1.45181,-1.92375,-0.041748,0.00370382,-0.168819,-0.0572901,0.00181416,2.1665,-2.55704,0.265487,0.032589,0.998842,-0.0,0.110493,1.55334,-0.0293215,0.0338438,0.00370382,-0.25795,-1.28175,0.108679,0.692872,0.101531,-0.0199907,-0.197839,1.64107,2.30365
,,,,,,,,,,,,,,,,-2.57763,1.01884,0.60099,-0.586609,0.0553727,-0.0642026,-0.0708958,0.0198071,0.02099,1.9983,2.99745,5.91061,0.0067128,-1.36753,-1.75983,-0.041748,0.00155677,-0.170307,-0.0708958,0.00183628,2.16861,-2.55782,0.222714,0.173808,0.999149,0.00147493,0.110527,1.45064,0.0,0.0277028,0.0030317,-0.28475,-1.17253,0.108691,0.680563,0.0831083,-0.0196935,-0.167341,1.50123,2.31688
,,,,,,,,,,,,,,,,-2.57746,1.0188,0.606216,-0.52992,0.0442106,-0.0579963,-0.0566045,0.018998,0.0248035,1.9988,2.99819,7.87036,-0.00268512,-1.21243,-1.58976,-0.048706,0.00242052,-0.171491,-0.0723125,0.00183628,2.17029,-2.55846,0.187316,0.275196,0.999398,-0.0,0.110554,1.27879,0.015708,0.0221184,0.00242052,-0.2881,-1.05922,0.108718,0.669216,0.0663552,-0.0194046,-0.143105,1.35615,2.32898
,,,,,,,,,,,,,,,,-2.57725,1.01878,0.580086,-0.471161,0.0342022,-0.051564,-0.0437904,0.0182931,0.0211389,1.99919,2.99878,8.41386,-0.00402768,-1.02003,-1.41348,-0.052185,0.00187252,-0.172538,-0.0636871,0.00183628,2.17173,-2.55896,0.154867,0.018105,0.999593,-0.0,0.110576,1.07136,0.0198968,0.0171113,0.00187252,-0.27135,-0.941767,0.108739,0.660288,0.0513338,-0.0191888,-0.120665,1.20578,2.33849
,,,,,,,,,,,,,,,,-2.57714,1.01877,0.527826,-0.41031,0.0253892,-0.044903,-0.0325068,0.017803,0.0133734,1.99948,2.99923,3.96131,-0.00067128,-0.821804,-1.23093,-0.048706,0.00139,-0.173259,-0.0482147,0.00183628,2.17274,-2.55934,0.116519,-0.126735,0.999742,-0.0,0.110592,0.85991,0.015708,0.0127021,0.00139,-0.21775,-0.820135,0.108755,0.652597,0.0381065,-0.0190302,-0.09113,1.05005,2.34663
,,,,,,,,,,,,,,,,-2.57714,1.01876,0.459888,-0.347344,0.0178136,-0.038011,-0.0228075,0.0175277,0.00958339,1.9997,2.99955,1.8291,-0.00067128,-0.717042,-1.04203,-0.059143,0.000975235,-0.173796,-0.0269962,0.00183628,2.1735,-2.55961,0.0811209,-0.137598,0.99985,-0.0,0.110604,0.743779,0.00418879,0.00891211,0.000975235,-0.16415,-0.694275,0.108767,0.645982,0.0267363,-0.0189126,-0.0633073,0.888907,2.35357
,,,,,,,,,,,,,,,,-2.57717,1.01876,0.423306,-0.28224,0.0115179,-0.0308856,-0.0147469,0.0173728,0.0057624,1.99984,2.99977,2.1113,-0.0,-0.69964,-0.84672,-0.059143,0.000630556,-0.174204,-0.0116053,0.00183628,2.17405,-2.5598,0.0634218,-0.137598,0.999922,-0.0,0.110612,0.716928,-0.00314159,0.0057624,0.000630556,-0.1273,-0.564144,0.108775,0.639082,0.0172872,-0.0188397,-0.0519039,0.722296,2.36069
,,,,,,,,,,,,,,,,-2.57716,1.01874,0.381498,-0.214976,0.0065451,-0.0235242,-0.00837996,0.0172428,0.00394579,1.99993,2.9999,1.89704,-0.00067128,-0.707775,-0.644929,-0.059143,0.00035831,-0.174402,-0.00733277,0.00183628,2.17434,-2.55992,0.039823,-0.123114,0.999967,-0.0,0.110616,0.717599,-0.0010472,0.00327451,0.00035831,-0.1206,-0.429696,0.10878,0.631986,0.00982353,-0.018775,-0.0332779,0.550157,2.36792
,,,,,,,,,,,,,,,,-2.57716,1.01871,0.360594,-0.14553,0.00293854,-0.0159245,-0.00376233,0.0171836,0.00415527,1.99998,2.99997,1.58348,-0.00268512,-0.708489,-0.43659,-0.059143,0.000160867,-0.174422,-0.00480953,0.00183628,2.1744,-2.55997,0.0132743,-0.105009,0.99999,-0.0,0.110619,0.7129,0.0010472,0.00147015,0.000160867,-0.00335,-0.290886,0.108783,0.624947,0.00441045,-0.0187216,-0.0103358,0.372433,2.37502
,,,,,,,,,,,,,,,,-2.57716,1.01869,0.33969,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171616,0.00305638,2.0,3.0,1.24901,-0.00268512,-0.705745,-0.221636,-0.055664,4.06232e-05,-0.174339,-0.000950108,0.00183628,2.17434,-2.56,-0.00442478,-0.105009,0.999999,-0.0,0.11062,0.706858,0.0,0.000371259,4.06232e-05,0.0335,-0.147669,0.108784,0.617984,0.00111378,-0.0186929,0.00516685,0.189067,2.38201
,,,,,,,,,,,,,,,,-2.57716,1.01868,0.303108,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171616,0.00104254,2.0,3.0,1.12359,-0.00067128,-0.686277,-0.221636,-0.048706,-0.0014343,-0.174228,-0.000950108,0.00185841,2.17423,-2.56,-0.00884956,-0.105009,0.999999,0.00147493,0.11062,0.687391,0.0,0.000371259,4.06232e-05,0.0335,-0.147669,0.108761,0.610483,0.00111378,-0.0186828,0.00959163,0.189067,2.38951
,,,,,,,,,,,,,,,,-2.57716,1.01867,0.282204,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171616,0.00104254,2.0,3.0,1.08701,-0.00067128,-0.666139,-0.221636,-0.048706,4.06232e-05,-0.174117,-0.000950108,0.00185841,2.17411,-2.56,-0.0103245,-0.115872,0.999999,-0.0,0.11062,0.667253,0.0,0.000371259,4.06232e-05,0.04355,-0.147669,0.108761,0.603978,0.00111378,-0.0186727,0.0110666,0.189067,2.39602
,,,,,,,,,,,,,,,,-2.57716,1.01867,0.256074,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171616,0.000371259,2.0,3.0,1.1654,-0.0,-0.647343,-0.221636,-0.059143,4.06232e-05,-0.173962,-0.000950108,0.00185841,2.17396,-2.56,-0.0132743,-0.148461,0.999999,-0.0,0.11062,0.648457,0.0,0.000371259,4.06232e-05,0.0536,-0.147669,0.108761,0.597735,0.00111378,-0.0186727,0.0140164,0.189067,2.40226
,,,,,,,,,,,,,,,,-2.57714,1.01866,0.229944,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.00104254,2.0,3.0,1.22811,-0.00067128,-0.62989,-0.221636,-0.059143,4.06232e-05,-0.173785,-0.00199731,0.00185841,2.17378,-2.56,-0.0176991,-0.202776,0.999999,-0.0,0.11062,0.631004,0.0010472,0.000371259,4.06232e-05,0.07705,-0.147669,0.108761,0.591472,0.00111378,-0.0186627,0.0184412,0.189067,2.40852
,,,,,,,,,,,,,,,,-2.57714,1.01864,0.229944,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.00104254,2.0,3.0,1.34308,-0.00067128,-0.617136,-0.221636,-0.052185,4.06232e-05,-0.173608,-0.000950108,0.00185841,2.17361,-2.56,-0.0176991,-0.267954,0.999999,-0.0,0.11062,0.618249,0.0,0.000371259,4.06232e-05,0.0804,-0.147669,0.108761,0.585592,0.00111378,-0.0186425,0.0184412,0.189067,2.4144
,,,,,,,,,,,,,,,,-2.57714,1.01861,0.219492,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.0023851,2.0,3.0,1.3065,-0.00201384,-0.60371,-0.221636,-0.055664,4.06232e-05,-0.173409,-0.000950108,0.00185841,2.17341,-2.56,-0.0176991,-0.336753,0.999999,-0.0,0.11062,0.604824,0.0,0.000371259,4.06232e-05,0.09045,-0.147669,0.108761,0.57952,0.00111378,-0.0186123,0.0184412,0.189067,2.42048
,,,,,,,,,,,,,,,,-2.57714,1.01859,0.20904,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.00305638,2.0,3.0,1.30127,-0.00268512,-0.589613,-0.221636,-0.055664,4.06232e-05,-0.173144,-0.000950108,0.00185841,2.17314,-2.56,-0.0221239,-0.409173,0.999999,-0.0,0.11062,0.590727,0.0,0.000371259,4.06232e-05,0.1005,-0.147669,0.108761,0.573831,0.00111378,-0.0185922,0.022866,0.189067,2.42617
,,,,,,,,,,,,,,,,-2.57714,1.01856,0.20904,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.00305638,2.0,3.0,1.34831,-0.00268512,-0.580886,-0.221636,-0.062622,4.06232e-05,-0.172812,-0.000950108,0.00185841,2.17281,-2.56,-0.0309734,-0.456246,0.999999,-0.0,0.11062,0.582,0.0,0.000371259,4.06232e-05,0.10385,-0.147669,0.108761,0.568011,0.00111378,-0.018562,0.0317155,0.189067,2.43199
,,,,,,,,,,,,,,,,-2.57714,1.01855,0.203814,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0171459,0.0023851,2.0,3.0,1.34831,-0.00201384,-0.557392,-0.221636,-0.062622,4.06232e-05,-0.172281,-0.000950108,0.00185841,2.17228,-2.56,-0.0457227,-0.488835,0.999999,-0.0,0.11062,0.558505,0.0,0.000371259,4.06232e-05,0.11725,-0.147669,0.108761,0.562624,0.00111378,-0.0185519,0.0464648,0.189067,2.43737
,,,,,,,,,,,,,,,,-2.5771,1.01855,0.193362,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0170988,0.000371259,2.0,3.0,1.47896,-0.0,-0.550679,-0.221636,-0.059143,4.06232e-05,-0.171529,-0.0040917,0.00185841,2.17153,-2.56,-0.0678466,-0.521424,0.999999,-0.0,0.11062,0.551793,0.00314159,0.000371259,4.06232e-05,0.13735,-0.147669,0.108761,0.557146,0.00111378,-0.0185519,0.0685887,0.189067,2.44285
,,,,,,,,,,,,,,,,-2.57703,1.01855,0.177684,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0170359,0.000371259,2.0,3.0,1.4476,-0.0,-0.541281,-0.221636,-0.059143,4.06232e-05,-0.170732,-0.0051389,0.00185841,2.17073,-2.56,-0.079646,-0.572118,0.999999,-0.0,0.11062,0.542395,0.00418879,0.000371259,4.06232e-05,0.1541,-0.147669,0.108761,0.551719,0.00111378,-0.0185519,0.0803881,0.189067,2.44828
,,,,,,,,,,,,,,,,-2.57697,1.01855,0.047034,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0169731,0.000371259,2.0,3.0,1.53122,-0.0,-0.531212,-0.221636,-0.059143,-0.0014343,-0.169958,-0.00828049,0.00188053,2.16996,-2.56,-0.079646,-0.582981,0.999999,0.00147493,0.11062,0.532325,0.00733038,0.000371259,4.06232e-05,0.1809,-0.147669,0.108739,0.546483,0.00111378,-0.0185519,0.0803881,0.189067,2.45351
,,,,,,,,,,,,,,,,-2.57691,1.01855,-0.05226,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0169103,0.000371259,2.0,3.0,1.52077,-0.0,-0.521142,-0.221636,-0.052185,4.06232e-05,-0.169272,-0.00723329,0.00188053,2.16927,-2.56,-0.0707965,-0.65178,0.999999,-0.0,0.11062,0.522256,0.00628319,0.000371259,4.06232e-05,0.2144,-0.147669,0.108739,0.541277,0.00111378,-0.0185519,0.0715385,0.189067,2.45872
,,,,,,,,,,,,,,,,-2.57686,1.01855,-0.109746,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0168631,0.000371259,2.0,3.0,1.55212,-0.0,-0.511073,-0.221636,-0.052185,4.06232e-05,-0.168431,-0.0051389,0.00188053,2.16843,-2.56,-0.0707965,-0.655401,0.999999,-0.0,0.11062,0.512187,0.00418879,0.000371259,4.06232e-05,0.2747,-0.147669,0.108739,0.53583,0.00111378,-0.0185519,0.0715385,0.189067,2.46417
,,,,,,,,,,,,,,,,-2.57686,1.01855,-0.120198,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0168631,0.000371259,2.0,3.0,1.5678,-0.0,-0.50436,-0.221636,-0.055664,4.06232e-05,-0.167414,-0.00199731,0.00188053,2.16741,-2.56,-0.0973451,-0.57936,0.999999,-0.0,0.11062,0.505474,0.0010472,0.000371259,4.06232e-05,0.29815,-0.147669,0.108739,0.530805,0.00111378,-0.0185519,0.0980872,0.189067,2.46919
,,,,,,,,,,,,,,,,-2.57686,1.01855,-0.135876,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0168631,0.000371259,2.0,3.0,1.55735,-0.0,-0.494291,-0.221636,-0.055664,4.06232e-05,-0.166241,-0.000950108,0.00188053,2.16624,-2.56,-0.112094,-0.449004,0.999999,-0.0,0.11062,0.495405,0.0,0.000371259,4.06232e-05,0.335,-0.147669,0.108739,0.525912,0.00111378,-0.0185519,0.112836,0.189067,2.47408
,,,,,,,,,,,,,,,,-2.57684,1.01854,-0.141102,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0168474,0.000371259,2.0,3.0,1.56257,-0.0,-0.484893,-0.221636,-0.055664,4.06232e-05,-0.164958,-0.000950108,0.00188053,2.16496,-2.56,-0.120944,-0.365721,0.999999,-0.0,0.11062,0.486007,0.0,0.000371259,4.06232e-05,0.3685,-0.147669,0.108739,0.521058,0.00111378,-0.0185418,0.121686,0.189067,2.47894
,,,,,,,,,,,,,,,,-2.57683,1.01854,-0.15678,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0168317,0.00104254,2.0,3.0,1.59393,-0.00067128,-0.476838,-0.221636,-0.052185,-0.0014343,-0.163409,-0.00199731,0.00190265,2.16341,-2.56,-0.143068,-0.336753,0.999999,0.00147493,0.11062,0.477952,0.0010472,0.000371259,4.06232e-05,0.3819,-0.147669,0.108717,0.516477,0.00111378,-0.0185418,0.14381,0.189067,2.48352
,,,,,,,,,,,,,,,,-2.57678,1.01854,-0.151554,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0167846,0.000371259,2.0,3.0,1.63051,-0.0,-0.468783,-0.221636,-0.052185,4.06232e-05,-0.161794,-0.0051389,0.00190265,2.16179,-2.56,-0.165192,-0.445383,0.999999,-0.0,0.11062,0.469896,0.00418879,0.000371259,4.06232e-05,0.3886,-0.147669,0.108717,0.511674,0.00111378,-0.0185418,0.165934,0.189067,2.48832
,,,,,,,,,,,,,,,,-2.57669,1.01854,-0.162006,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0166903,0.000371259,2.0,3.0,1.65664,-0.0,-0.464084,-0.221636,-0.055664,4.06232e-05,-0.160201,-0.00723329,0.00190265,2.1602,-2.56,-0.154867,-0.546771,0.999999,-0.0,0.11062,0.465197,0.00628319,0.000371259,4.06232e-05,0.4087,-0.147669,0.108717,0.507223,0.00111378,-0.0185418,0.155609,0.189067,2.49277
,,,,,,,,,,,,,,,,-2.5765,1.01854,-0.172458,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0165019,0.000371259,2.0,3.0,1.67755,-0.0,-0.452001,-0.221636,-0.055664,4.06232e-05,-0.158498,-0.0145637,0.00190265,2.1585,-2.56,-0.168142,-0.582981,0.999999,-0.0,0.11062,0.453114,0.0136136,0.000371259,4.06232e-05,0.4221,-0.147669,0.108717,0.502652,0.00111378,-0.0185418,0.168884,0.189067,2.49734
,,,,,,,,,,,,,,,,-2.57618,1.01853,-0.172458,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0161877,0.000371259,2.0,3.0,1.72981,-0.0,-0.44663,-0.221636,-0.048706,4.06232e-05,-0.15675,-0.0239885,0.00190265,2.15675,-2.56,-0.168142,-0.561255,0.999999,-0.0,0.11062,0.447744,0.0230383,0.000371259,4.06232e-05,0.41875,-0.147669,0.108717,0.498161,0.00111378,-0.0185318,0.168884,0.189067,2.50184
,,,,,,,,,,,,,,,,-2.5757,1.01851,-0.167232,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0157007,0.0023851,2.0,3.0,1.75594,-0.00201384,-0.438575,-0.221636,-0.052185,4.06232e-05,-0.154781,-0.0449324,0.00190265,2.15478,-2.56,-0.19174,-0.369342,0.999999,-0.0,0.11062,0.439689,0.0439823,0.000371259,4.06232e-05,0.40535,-0.147669,0.108717,0.493891,0.00111378,-0.0185116,0.192482,0.189067,2.5061
,,,,,,,,,,,,,,,,-2.57527,1.01847,-0.167232,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0152766,0.00439894,2.0,3.0,1.79252,-0.00402768,-0.433876,-0.221636,-0.055664,4.06232e-05,-0.152812,-0.0491212,0.00190265,2.15281,-2.56,-0.199115,-0.300543,0.999999,-0.0,0.11062,0.43499,0.0481711,0.000371259,4.06232e-05,0.402,-0.147669,0.108717,0.489693,0.00111378,-0.0184713,0.199857,0.189067,2.5103
,,,,,,,,,,,,,,,,-2.57483,1.01842,-0.172458,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0148368,0.00439894,2.0,3.0,1.75594,-0.00402768,-0.43052,-0.221636,-0.055664,-0.0014343,-0.150732,-0.0417908,0.00192478,2.15073,-2.56,-0.207965,-0.387447,0.999999,0.00147493,0.11062,0.431633,0.0408407,0.000371259,4.06232e-05,0.38525,-0.147669,0.108695,0.485403,0.00111378,-0.018421,0.208707,0.189067,2.51459
,,,,,,,,,,,,,,,,-2.57438,1.01835,-0.172458,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0143813,0.00641278,2.0,3.0,1.68277,-0.00604152,-0.426492,-0.221636,-0.055664,4.06232e-05,-0.148564,-0.048074,0.00192478,2.14856,-2.56,-0.213864,-0.499698,0.999999,-0.0,0.11062,0.427606,0.0471239,0.000371259,4.06232e-05,0.3685,-0.147669,0.108695,0.481124,0.00111378,-0.0183505,0.214606,0.189067,2.51887
,,,,,,,,,,,,,,,,-2.57406,1.01826,-0.172458,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0140671,0.00842663,2.0,3.0,1.60961,-0.00805537,-0.42045,-0.221636,-0.059143,4.06232e-05,-0.146396,-0.0386492,0.00192478,2.14639,-2.56,-0.216814,-0.517803,0.999999,-0.0,0.11062,0.421564,0.0376991,0.000371259,4.06232e-05,0.38525,-0.147669,0.108695,0.476945,0.00111378,-0.0182599,0.217556,0.189067,2.52305
,,,,,,,,,,,,,,,,-2.57377,1.01812,-0.15678,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0137687,0.0124543,2.0,3.0,1.63574,-0.012083,-0.418437,-0.221636,-0.055664,4.06232e-05,-0.144206,-0.0292244,0.00192478,2.1442,-2.56,-0.216814,-0.420036,0.999999,-0.0,0.11062,0.41955,0.0282743,0.000371259,4.06232e-05,0.4087,-0.147669,0.108695,0.472746,0.00111378,-0.0181189,0.217556,0.189067,2.52725
,,,,,,,,,,,,,,,,-2.57331,1.01795,-0.162006,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0133131,0.0171533,2.0,3.0,1.63574,-0.016782,-0.411724,-0.221636,-0.052185,4.06232e-05,-0.142016,-0.0365548,0.00192478,2.14201,-2.56,-0.216814,-0.300543,0.999999,-0.0,0.11062,0.412837,0.0356047,0.000371259,4.06232e-05,0.3819,-0.147669,0.108695,0.468638,0.00111378,-0.0179477,0.217556,0.189067,2.53136
,,,,,,,,,,,,,,,,-2.57274,1.01781,-0.125424,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0127476,0.0151394,2.0,3.0,1.69845,-0.0147682,-0.40434,-0.221636,-0.059143,-0.0014343,-0.139781,-0.0574988,0.0019469,2.13978,-2.56,-0.225664,-0.376584,0.999999,0.00147493,0.11062,0.405453,0.0565487,0.000371259,4.06232e-05,0.31155,-0.147669,0.108673,0.46458,0.00111378,-0.0178068,0.226406,0.189067,2.53542
,,,,,,,,,,,,,,,,-2.57216,1.01775,-0.109746,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.0121665,0.00909791,2.0,3.0,1.688,-0.00872665,-0.40434,-0.221636,-0.062622,4.06232e-05,-0.13748,-0.0574988,0.0019469,2.13748,-2.56,-0.225664,-0.532287,0.999999,-0.0,0.11062,0.405453,0.0565487,0.000371259,4.06232e-05,0.201,-0.147669,0.108673,0.460532,0.00111378,-0.0177464,0.226406,0.189067,2.53946
,,,,,,,,,,,,,,,,-2.5716,1.01775,-0.099294,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.011601,0.0023851,2.0,3.0,1.59393,-0.00201384,-0.398298,-0.221636,-0.066101,4.06232e-05,-0.135201,-0.058546,0.0019469,2.1352,-2.56,-0.230088,-0.539529,0.999999,-0.0,0.11062,0.399412,0.0575959,0.000371259,4.06232e-05,0.13065,-0.147669,0.108673,0.456585,0.00111378,-0.0177464,0.230831,0.189067,2.54341
,,,,,,,,,,,,,,,,-2.57111,1.01775,-0.099294,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.011114,0.000371259,2.0,3.0,1.58348,-0.0,-0.395613,-0.221636,-0.062622,4.06232e-05,-0.132812,-0.0512156,0.0019469,2.13281,-2.56,-0.234513,-0.3621,0.999999,-0.0,0.11062,0.396727,0.0502655,0.000371259,4.06232e-05,0.134,-0.147669,0.108673,0.452618,0.00111378,-0.0177464,0.235255,0.189067,2.54738
,,,,,,,,,,,,,,,,-2.57047,1.01775,-0.099294,-0.0738788,0.000742073,-0.00808388,-0.000950108,0.01047,0.000371259,2.0,3.0,1.58348,-0.0,-0.389571,-0.221636,-0.066101,4.06232e-05,-0.130356,-0.058546,0.00196903,2.13035,-2.56,-0.243363,-0.267954,0.999999,-0.0,0.11062,0.390685,0.0575959,0.000371259,4.06232e-05,0.11725,-0.147669,0.108651,0.448691,0.00111378,-0.0177464,0.244105,0.189067,2.55131
