proportionalf_5.txt,wrench_fz.txt,integralf_5.txt,proportionalf_2.txt,wrench_mz.txt,integralf_4.txt,wrench_mx.txt,wrench_my.txt,wrench_fx.txt,proportionalf_4.txt,wrench_fy.txt,proportionalf_3.txt,proportionalf_1.txt,integralf_2.txt,integralf_3.txt,integralf_1.txt,error_vel_3.txt,error_pos_3.txt,accd2.txt,posd3.txt,accd3.txt,error_vel_1.txt,trq4.txt,vela5.txt,veld5.txt,posd5.txt,error_vel_4.txt,veld1.txt,posd4.txt,veld4.txt,posa5.txt,vela4.txt,posd2.txt,posa1.txt,posa4.txt,vela1.txt,error_pos_4.txt,vela3.txt,veld3.txt,accd4.txt,error_pos_2.txt,error_vel_5.txt,veld2.txt,vela2.txt,error_pos_5.txt,error_vel_2.txt,accd1.txt,error_pos_1.txt,posa3.txt,trq5.txt,posd1.txt,trq1.txt,trq2.txt,accd5.txt,posa2.txt,trq3.txt
,,,,,,,,,,,,,,,,0.0195979,-0.0972695,0.212732,-0.464098,-0.184368,0.00978137,0.351237,0.0678466,2.23207,1.78609,-0.0985545,0.223249,0.285599,0.357198,0.00964602,0.455752,0.535497,0.135229,0.22604,0.213467,0.0595587,-0.600044,-0.580446,0.113457,0.0897737,2.16422,0.669746,0.865952,1.77645,-0.196206,0.0709107,0.0432696,-0.366828,0.222656,0.178499,0.919776,1.90749,0.708146,0.445724,-4.03675
,,,,,,,,,,,,,,,,0.009405,-0.0969256,0.206191,-0.469911,-0.178699,0.0165211,0.271575,0.103245,2.23904,1.80845,-0.0989123,0.223947,0.289176,0.358315,0.0107522,0.457227,0.542205,0.137364,0.230619,0.207426,0.0585567,-0.591667,-0.582262,0.109969,0.0881847,2.13579,0.67184,0.868637,1.7977,-0.196797,0.0687305,0.0433709,-0.372986,0.219177,0.180735,0.945906,1.89704,0.686356,0.454021,-4.0066
,,,,,,,,,,,,,,,,0.0128824,-0.0969294,0.199619,-0.475743,-0.173003,0.0124985,0.246228,0.110619,2.24579,1.83087,-0.0978301,0.224623,0.292765,0.359397,0.0117257,0.457227,0.548934,0.139499,0.235243,0.212125,0.0575214,-0.596903,-0.58402,0.106464,0.0861329,2.13517,0.673869,0.86998,1.81915,-0.19611,0.0665397,0.0434791,-0.378813,0.222656,0.182978,0.96681,1.81342,0.66446,0.462801,-4.05015
,,,,,,,,,,,,,,,,0.00908661,-0.0967306,0.193016,-0.481591,-0.167281,0.0111391,0.333132,0.0884956,2.25233,1.85336,-0.104158,0.225278,0.296364,0.360444,0.0125885,0.464602,0.555682,0.141593,0.239801,0.214138,0.0565631,-0.594808,-0.585722,0.102942,0.0841917,2.16383,0.675833,0.870651,1.84078,-0.194818,0.0643387,0.0436343,-0.384861,0.222656,0.185227,0.909324,1.78729,0.642463,0.471491,-4.1272
,,,,,,,,,,,,,,,,0.00744252,-0.0967527,0.186384,-0.487457,-0.161533,0.00975756,0.148461,0.0855457,2.25864,1.87592,-0.103146,0.22591,0.299973,0.361456,0.0134292,0.464602,0.56245,0.143778,0.244513,0.216152,0.0554602,-0.594808,-0.587366,0.0994047,0.0821692,2.1731,0.67773,0.874007,1.86249,-0.196278,0.0621279,0.0437052,-0.390704,0.222656,0.187483,0.96681,1.77161,0.620367,0.480281,-4.11715
,,,,,,,,,,,,,,,,0.00795044,-0.0964925,0.179723,-0.493339,-0.15576,0.00835391,0.293301,0.0884956,2.26473,1.89854,-0.111019,0.22652,0.303593,0.362432,0.014292,0.473451,0.569237,0.145973,0.24927,0.218166,0.054323,-0.596903,-0.588952,0.0958523,0.0801351,2.17624,0.67956,0.88072,1.88424,-0.20116,0.0599077,0.0437723,-0.396846,0.20874,0.189746,0.883194,1.65142,0.598177,0.489102,-4.1272
,,,,,,,,,,,,,,,,0.0043274,-0.096672,0.173035,-0.499236,-0.149963,0.00759928,0.130356,0.079646,2.27061,1.92121,-0.115978,0.227108,0.307222,0.363373,0.015,0.479351,0.576041,0.148189,0.25396,0.219509,0.0532618,-0.594808,-0.590481,0.0922852,0.0780887,2.19096,0.681324,0.88072,1.90621,-0.199396,0.0576782,0.0438252,-0.402564,0.20874,0.192014,0.96681,1.52077,0.575895,0.497953,-4.09035
,,,,,,,,,,,,,,,,0.00809284,-0.0966938,0.16632,-0.505148,-0.144144,0.0041372,0.231744,0.0707965,2.27625,1.94395,-0.115073,0.227674,0.31086,0.364278,0.0157301,0.479351,0.582863,0.150353,0.258717,0.223536,0.0521435,-0.600044,-0.591951,0.088704,0.0763315,2.20546,0.683021,0.878706,1.92822,-0.195685,0.05544,0.0439343,-0.408454,0.187866,0.194288,0.872742,1.48418,0.553525,0.506531,-4.13055
,,,,,,,,,,,,,,,,0.00668059,-0.0962115,0.15958,-0.511075,-0.138303,0.00803678,0.166566,0.0840708,2.28168,1.96674,-0.127478,0.228217,0.314507,0.365147,0.0168805,0.492625,0.589701,0.15278,0.263916,0.22018,0.0505915,-0.600044,-0.593364,0.0851093,0.0736848,2.1976,0.68465,0.882063,1.94986,-0.197412,0.0531933,0.0437871,-0.414863,0.142639,0.196567,0.898872,1.5469,0.531071,0.516017,-4.17745
,,,,,,,,,,,,,,,,0.01161,-0.096073,0.152816,-0.517015,-0.13244,0.00520104,0.18105,0.119469,2.28687,1.98958,-0.116321,0.228737,0.318163,0.36598,0.0182743,0.482301,0.596556,0.154965,0.268872,0.223536,0.0492914,-0.606327,-0.594717,0.0815018,0.0714265,2.1674,0.686212,0.884748,1.97131,-0.198535,0.0509386,0.0438868,-0.420942,0.118286,0.198852,0.91455,1.41102,0.508537,0.525129,-4.11045
,,,,,,,,,,,,,,,,0.00717344,-0.0959634,0.146028,-0.522969,-0.126558,0.00502784,0.231744,0.143068,2.29185,2.01247,-0.125848,0.229236,0.321827,0.366777,0.0197124,0.492625,0.603425,0.15719,0.273827,0.224208,0.0479995,-0.603186,-0.596012,0.0778818,0.0696769,2.14878,0.687707,0.888104,1.99276,-0.200398,0.0486761,0.0439514,-0.427005,0.06958,0.201142,0.893646,1.3274,0.485925,0.533749,-4.1339
,,,,,,,,,,,,,,,,0.00384296,-0.0959451,0.139219,-0.528935,-0.120656,0.00550326,0.105009,0.147493,2.29659,2.03542,-0.128038,0.229711,0.325499,0.367538,0.0212389,0.495575,0.61031,0.159375,0.278805,0.224208,0.0466932,-0.601091,-0.597248,0.07425,0.0676298,2.1491,0.689133,0.886762,2.01418,-0.197629,0.0464062,0.0440612,-0.43299,0.038269,0.203437,0.951132,1.20721,0.463239,0.54268,-4.17075
,,,,,,,,,,,,,,,,-0.00152281,-0.0959387,0.132388,-0.534913,-0.114736,-8.55839e-05,0.210018,0.154867,2.30111,2.05841,-0.128788,0.230164,0.329178,0.368262,0.0226991,0.49705,0.617208,0.161671,0.283628,0.230249,0.0455492,-0.596903,-0.598425,0.070607,0.0658785,2.14624,0.690491,0.884748,2.03571,-0.194257,0.0441294,0.0440648,-0.438975,0.031311,0.205736,0.898872,1.25424,0.440483,0.551329,-4.23105
,,,,,,,,,,,,,,,,0.000501091,-0.0958968,0.125537,-0.540903,-0.108799,0.00504326,0.061557,0.138643,2.3054,2.08144,-0.13105,0.230594,0.332864,0.36895,0.0242257,0.5,0.624119,0.163957,0.28865,0.22555,0.0442132,-0.600044,-0.599543,0.0669533,0.0638082,2.16676,0.691781,0.88609,2.05721,-0.19431,0.0418458,0.0440829,-0.445007,0.03479,0.20804,0.91455,1.23856,0.41766,0.560311,-4.2545
,,,,,,,,,,,,,,,,-0.00265154,-0.0961641,0.118668,-0.546904,-0.102845,0.00276515,0.188292,0.160767,2.30946,2.10451,-0.131874,0.231001,0.336556,0.369601,0.0259292,0.501475,0.631043,0.166263,0.293695,0.228235,0.0428617,-0.59795,-0.600601,0.0632894,0.0620827,2.1487,0.693002,0.892803,2.07858,-0.199801,0.0395559,0.044085,-0.45074,0.066101,0.210348,0.898872,1.09223,0.394775,0.568961,-4.2612
,,,,,,,,,,,,,,,,-0.00679175,-0.096159,0.11178,-0.552915,-0.096876,0.00180668,0.050694,0.169617,2.3133,2.12763,-0.134209,0.231385,0.340256,0.370215,0.0275442,0.504425,0.637979,0.168569,0.298717,0.229578,0.0415387,-0.594808,-0.6016,0.059616,0.060067,2.14368,0.694154,0.888775,2.10008,-0.194622,0.03726,0.0440911,-0.456756,0.125244,0.21266,0.987714,0.987714,0.371829,0.577912,-4.29805
,,,,,,,,,,,,,,,,-0.00458901,-0.0961793,0.104875,-0.558936,-0.0908921,-0.00051735,0.155703,0.165192,2.3169,2.15078,-0.120357,0.231746,0.343961,0.370793,0.0291814,0.49115,0.644926,0.170874,0.303761,0.232263,0.0401995,-0.59795,-0.602539,0.0559336,0.057992,2.15171,0.695237,0.884748,2.1216,-0.189511,0.0349585,0.0441009,-0.462757,0.166992,0.214975,0.88842,1.01907,0.348827,0.586934,-4.29805
,,,,,,,,,,,,,,,,-0.00546795,-0.0961616,0.0979552,-0.564966,-0.0848945,0.00384839,0.10863,0.154867,2.32027,2.17396,-0.137516,0.232084,0.347671,0.371334,0.0306637,0.50885,0.651884,0.173211,0.308827,0.228235,0.0388438,-0.59795,-0.603418,0.0522428,0.0564007,2.16541,0.696251,0.88609,2.1433,-0.189839,0.0326517,0.044084,-0.468804,0.20874,0.217295,0.956358,1.08178,0.325773,0.595483,-4.31145
,,,,,,,,,,,,,,,,0.00209072,-0.0960738,0.0910201,-0.571004,-0.0788841,-0.00322073,0.126735,0.154867,2.32342,2.19718,-0.129637,0.232399,0.351387,0.371838,0.0323673,0.501475,0.658851,0.175526,0.313695,0.235619,0.0376925,-0.606327,-0.604237,0.048544,0.0544568,2.16855,0.697196,0.88609,2.16482,-0.188894,0.03034,0.0440905,-0.47493,0.222656,0.219617,0.904098,0.945906,0.302669,0.604394,-4.2545
,,,,,,,,,,,,,,,,-0.00076241,-0.0960254,0.0840712,-0.57705,-0.0728618,0.00512645,0.166566,0.174041,2.32633,2.22043,-0.127695,0.232691,0.355108,0.372305,0.034115,0.5,0.665827,0.177852,0.318761,0.227564,0.0363468,-0.604233,-0.604995,0.044838,0.0525924,2.15228,0.698072,0.88609,2.18632,-0.188019,0.0280237,0.04409,-0.481025,0.229614,0.221942,0.925002,0.804804,0.27952,0.613235,-4.23775
,,,,,,,,,,,,,,,,0.000633525,-0.0962512,0.0771098,-0.583104,-0.0668285,0.00136741,0.07242,0.174041,2.32901,2.24371,-0.13169,0.232959,0.358833,0.372735,0.0358186,0.504425,0.672812,0.180068,0.32385,0.231592,0.0349836,-0.606327,-0.605694,0.0411252,0.0506962,2.15496,0.698878,0.882063,2.20789,-0.183185,0.0257033,0.0442031,-0.486853,0.219177,0.224271,0.998166,0.75777,0.256328,0.622116,-4.3081
,,,,,,,,,,,,,,,,0.00104265,-0.0964366,0.0701367,-0.589164,-0.0607852,0.00362667,0.126735,0.181416,2.33145,2.26701,-0.140147,0.233205,0.362562,0.373127,0.0375664,0.513274,0.679805,0.182384,0.328872,0.229578,0.0336908,-0.607375,-0.606332,0.0374063,0.0491802,2.15004,0.699614,0.884076,2.22944,-0.184463,0.0233789,0.044218,-0.492727,0.212219,0.226602,0.982488,0.799578,0.233098,0.630624,-4.34495
,,,,,,,,,,,,,,,,-0.00581814,-0.0960469,0.0631531,-0.59523,-0.0547327,0.0011637,0.068799,0.169617,2.33367,2.29034,-0.141266,0.233427,0.366296,0.373483,0.0395575,0.514749,0.686804,0.184881,0.334469,0.232263,0.0318265,-0.601091,-0.60691,0.0336817,0.0463119,2.16405,0.70028,0.888775,2.25078,-0.188495,0.021051,0.044054,-0.499183,0.160034,0.228935,1.01384,0.726414,0.209833,0.640492,-4.3282
,,,,,,,,,,,,,,,,-0.00738236,-0.0961339,0.05616,-0.601302,-0.048672,0.00136255,0.10863,0.20059,2.33565,2.31368,-0.148323,0.233626,0.370032,0.373801,0.041615,0.522124,0.69381,0.187136,0.33958,0.232263,0.0304524,-0.600044,-0.607427,0.029952,0.0445475,2.13506,0.700877,0.894817,2.27207,-0.19394,0.01872,0.0441338,-0.505168,0.06958,0.23127,0.972036,0.580086,0.186537,0.649262,-4.422
,,,,,,,,,,,,,,,,-0.0141219,-0.0962414,0.0491585,-0.607379,-0.042604,0.000195525,0.083283,0.196165,2.3374,2.33705,-0.152467,0.233801,0.373771,0.374082,0.0435398,0.526549,0.700821,0.189563,0.344867,0.233606,0.0289042,-0.593761,-0.607883,0.0262178,0.0428692,2.14123,0.701403,0.890118,2.29351,-0.188715,0.0163862,0.0440442,-0.511137,0.017395,0.233607,1.05043,0.491244,0.163212,0.657952,-4.47225
,,,,,,,,,,,,,,,,-0.0208008,-0.096746,0.0421495,-0.613459,-0.0365296,-0.000323573,0.083283,0.19469,2.33891,2.36043,-0.156648,0.233953,0.377513,0.374325,0.0454867,0.530973,0.707838,0.191818,0.350265,0.234277,0.027248,-0.587478,-0.608279,0.0224798,0.040783,2.14422,0.70186,0.896159,2.31494,-0.194299,0.0140498,0.0441275,-0.516713,0.024353,0.235946,0.982488,0.512148,0.139862,0.667055,-4.5962
,,,,,,,,,,,,,,,,-0.0295133,-0.0969243,0.0351343,-0.619544,-0.0304497,-0.00153733,0.076041,0.19174,2.34019,2.38383,-0.153492,0.234082,0.381258,0.374531,0.0473673,0.528024,0.714858,0.194175,0.355465,0.235619,0.0257932,-0.5791,-0.608614,0.0187383,0.0392045,2.14845,0.702246,0.892132,2.33646,-0.189885,0.0117114,0.0441115,-0.52262,0.041748,0.238286,1.05043,0.438984,0.116492,0.675654,-4.5627
,,,,,,,,,,,,,,,,-0.0308345,-0.0972627,0.0281137,-0.625631,-0.0243652,-0.00143191,0.076041,0.20354,2.34124,2.40723,-0.148899,0.234188,0.385004,0.3747,0.0495354,0.523599,0.721882,0.196531,0.360531,0.235619,0.0244731,-0.578053,-0.608888,0.014994,0.0372167,2.1377,0.702563,0.892132,2.3577,-0.189569,0.00937125,0.0440967,-0.528369,0.125244,0.240627,0.96681,0.360594,0.0931039,0.684666,-4.57275
,,,,,,,,,,,,,,,,-0.0300006,-0.0974622,0.021089,-0.631721,-0.0182771,0.00402034,0.07242,0.218289,2.34206,2.43065,-0.142868,0.23427,0.388752,0.374831,0.0517257,0.517699,0.728909,0.198887,0.365686,0.230249,0.0230659,-0.5791,-0.609101,0.0112475,0.0357049,2.12377,0.702809,0.888775,2.37892,-0.185967,0.00702967,0.0440828,-0.534259,0.191345,0.24297,1.10269,0.334464,0.0697019,0.693205,-4.5962
,,,,,,,,,,,,,,,,-0.0249169,-0.0979463,0.0140611,-0.637813,-0.0121863,-0.00330516,0.065178,0.216814,2.34264,2.45407,-0.142774,0.234328,0.3925,0.374925,0.0538053,0.517699,0.735938,0.201163,0.370619,0.237633,0.0218811,-0.584336,-0.609253,0.00749925,0.0339133,2.12582,0.702984,0.882063,2.40027,-0.179078,0.00468703,0.0441502,-0.539867,0.215698,0.245313,1.07656,0.28743,0.0462894,0.702025,-4.55935
,,,,,,,,,,,,,,,,-0.0250083,-0.0984945,0.00703107,-0.643906,-0.0060936,-0.00327001,0.068799,0.227139,2.34298,2.4775,-0.138293,0.234363,0.39625,0.374981,0.0562611,0.513274,0.742969,0.203489,0.375619,0.237633,0.0206306,-0.584336,-0.609345,0.00374991,0.0324051,2.11584,0.70309,0.876692,2.42124,-0.173602,0.00234369,0.0441677,-0.545412,0.24353,0.247656,1.06088,0.245622,0.0228699,0.710564,-4.53255
,,,,,,,,,,,,,,,,-0.0281804,-0.0983206,2.22045e-16,-0.65,-2.22045e-16,-0.00392957,0.061557,0.240413,2.34309,2.50093,-0.138274,0.234375,0.4,0.375,0.0585619,0.513274,0.75,0.206006,0.381173,0.238305,0.0188275,-0.581195,-0.609375,2.22045e-16,0.0302933,2.10268,0.703125,0.872665,2.44237,-0.16954,-2.22045e-16,0.0439941,-0.551679,0.24353,0.25,1.00862,0.2613,-0.000553097,0.719707,-4.56605
,,,,,,,,,,,,,,,,-0.0312915,-0.0986023,-0.00703107,-0.656094,0.0060936,-0.00327001,0.086904,0.20944,2.34297,2.52436,-0.139768,0.234363,0.40375,0.374981,0.060708,0.514749,0.757031,0.208302,0.386305,0.237633,0.0174447,-0.578053,-0.609345,-0.00374991,0.0284334,2.13353,0.70309,0.870651,2.46366,-0.167561,-0.00234369,0.044042,-0.557491,0.20874,0.252344,1.02952,0.229944,-0.0239761,0.728598,-4.59955
,,,,,,,,,,,,,,,,-0.0301529,-0.0990562,-0.0140611,-0.662187,0.0121863,-0.00599029,0.054315,0.221239,2.34261,2.54779,-0.12655,0.234328,0.4075,0.374925,0.0630752,0.501475,0.764062,0.210688,0.391283,0.240318,0.0162163,-0.5791,-0.609253,-0.00749925,0.0272373,2.12138,0.702984,0.865952,2.48472,-0.162967,-0.00468703,0.0439991,-0.56313,0.107849,0.254687,0.99294,0.203814,-0.0473955,0.736824,-4.66655
,,,,,,,,,,,,,,,,-0.0341894,-0.099446,-0.021089,-0.668279,0.0182771,-0.00202119,0.090525,0.238938,2.34202,2.57121,-0.134018,0.23427,0.411248,0.374831,0.0654203,0.50885,0.771091,0.213095,0.396372,0.236291,0.0148767,-0.574911,-0.609101,-0.0112475,0.0257981,2.10309,0.702809,0.856554,2.50579,-0.153745,-0.00702967,0.0439356,-0.568832,0.031311,0.25703,1.00862,0.193362,-0.0708079,0.745293,-4.73355
,,,,,,,,,,,,,,,,-0.0423537,-0.099834,-0.0281138,-0.674369,0.0243652,-0.00814472,0.068799,0.252212,2.3412,2.59463,-0.1312,0.234188,0.414996,0.3747,0.0679867,0.5059,0.778118,0.215491,0.401195,0.242332,0.0138013,-0.566534,-0.608888,-0.014994,0.0243568,2.08899,0.702563,0.847827,2.52664,-0.145265,-0.00937125,0.0438814,-0.574534,0.020874,0.259373,1.05043,0.329238,-0.0942097,0.753761,-4.76705
,,,,,,,,,,,,,,,,-0.0452212,-0.100534,-0.0351343,-0.680456,0.0304497,-0.00153733,0.068799,0.252212,2.34014,2.61804,-0.126943,0.234082,0.418742,0.374531,0.0706195,0.501475,0.785142,0.217888,0.406305,0.235619,0.0124369,-0.563392,-0.608614,-0.0187383,0.0229228,2.08793,0.702246,0.8438,2.54742,-0.141553,-0.0117114,0.0438263,-0.579922,0.06958,0.261714,0.99294,0.308334,-0.117597,0.762219,-4.8776
,,,,,,,,,,,,,,,,-0.0480279,-0.100869,-0.0421495,-0.686541,0.0365296,-0.00569382,0.090525,0.271386,2.33885,2.64143,-0.12125,0.233953,0.422487,0.374325,0.0733407,0.495575,0.792162,0.220294,0.411239,0.239647,0.0112476,-0.560251,-0.608279,-0.0224797,0.0215758,2.06746,0.70186,0.835744,2.56809,-0.133884,-0.0140498,0.0437599,-0.585671,0.184387,0.264054,1.05565,0.334464,-0.140968,0.770586,-4.7905
,,,,,,,,,,,,,,,,-0.0413491,-0.101468,-0.0491585,-0.692621,0.042604,-0.00651728,0.068799,0.262537,2.33732,2.66481,-0.112644,0.233801,0.426229,0.374082,0.0758628,0.486726,0.799179,0.22267,0.415973,0.240318,0.0102552,-0.566534,-0.607883,-0.0262178,0.0207584,2.07478,0.701403,0.825675,2.58895,-0.124272,-0.0163862,0.0437224,-0.591153,0.233093,0.266393,0.99294,0.344916,-0.164317,0.77842,-4.76035
,,,,,,,,,,,,,,,,-0.0387983,-0.102031,-0.05616,-0.698698,0.048672,-0.00803537,0.097767,0.271386,2.33556,2.68818,-0.104075,0.233626,0.429968,0.373801,0.0785619,0.477876,0.80619,0.225027,0.420619,0.241661,0.00934858,-0.568628,-0.607427,-0.029952,0.0197245,2.06417,0.700877,0.811578,2.60962,-0.110701,-0.01872,0.0437034,-0.596667,0.253967,0.26873,1.00862,0.33969,-0.187641,0.786465,-4.7905
,,,,,,,,,,,,,,,,-0.0351397,-0.102354,-0.0631531,-0.70477,0.0547327,-0.00689167,0.057936,0.278761,2.33357,2.71152,-0.0970186,0.233427,0.433704,0.373483,0.0813496,0.470501,0.813196,0.227353,0.425111,0.240318,0.00859388,-0.57177,-0.60691,-0.0336817,0.018967,2.05481,0.70028,0.799495,2.63018,-0.0992148,-0.021051,0.0437127,-0.602416,0.236572,0.271065,0.987714,0.480792,-0.210937,0.794229,-4.7905
,,,,,,,,,,,,,,,,-0.0345621,-0.102734,-0.0701367,-0.710836,0.0607852,-0.00711382,0.083283,0.275811,2.33134,2.73485,-0.0973741,0.233205,0.437438,0.373127,0.0842035,0.470501,0.820195,0.22983,0.429911,0.240318,0.00752608,-0.57177,-0.606332,-0.0374062,0.0178508,2.05553,0.699614,0.796139,2.65065,-0.0965249,-0.0233789,0.0435688,-0.608102,0.177429,0.273398,1.07133,0.428532,-0.234202,0.802345,-4.7771
,,,,,,,,,,,,,,,,-0.0370656,-0.102982,-0.0771098,-0.716896,0.0668285,-0.00668796,0.10863,0.29351,2.32888,2.75815,-0.093342,0.232959,0.441167,0.372735,0.0871681,0.466077,0.827188,0.232156,0.434513,0.239647,0.00665365,-0.568628,-0.605694,-0.0411252,0.016949,2.03537,0.698878,0.789426,2.67098,-0.0905483,-0.0257033,0.0435737,-0.613914,0.045227,0.275729,1.03475,0.564408,-0.257431,0.810239,-4.8508
,,,,,,,,,,,,,,,,-0.0457919,-0.103616,-0.0840713,-0.72295,0.0728617,-0.00897044,0.047073,0.292035,2.32619,2.78143,-0.105571,0.232691,0.444892,0.372305,0.0900885,0.477876,0.834173,0.234653,0.439314,0.241661,0.00557799,-0.559203,-0.604995,-0.044838,0.0164927,2.03416,0.698072,0.778014,2.69134,-0.0799425,-0.0280238,0.0434048,-0.619334,0.017395,0.278058,1.12359,0.543504,-0.280622,0.81768,-4.94125
,,,,,,,,,,,,,,,,-0.0450332,-0.10407,-0.0910201,-0.728996,0.0788841,-0.0079197,0.137598,0.29646,2.32327,2.80467,-0.0927638,0.232399,0.448613,0.371838,0.0931416,0.464602,0.841149,0.236959,0.443938,0.240318,0.00467485,-0.559203,-0.604237,-0.048544,0.0156352,2.02681,0.697196,0.771973,2.71153,-0.0747764,-0.03034,0.0434244,-0.624926,0.093933,0.280383,0.987714,0.632346,-0.303771,0.825514,-4.88095
,,,,,,,,,,,,,,,,-0.0431671,-0.104501,-0.0979552,-0.735034,0.0848945,-0.00420698,0.047073,0.309734,2.32012,2.82789,-0.0903179,0.232084,0.452329,0.371334,0.0962611,0.461652,0.848116,0.239395,0.448518,0.236291,0.00381109,-0.560251,-0.603418,-0.0522427,0.0150406,2.01038,0.696251,0.757876,2.73163,-0.0616244,-0.0326517,0.0433101,-0.630533,0.201782,0.282705,1.10791,0.721188,-0.326873,0.833076,-4.8977
,,,,,,,,,,,,,,,,-0.0370521,-0.104844,-0.104875,-0.741064,0.0908921,-0.0146142,0.141219,0.311209,2.31673,2.85108,-0.0805343,0.231746,0.456039,0.370793,0.099469,0.451327,0.855074,0.241882,0.453031,0.24636,0.00300848,-0.565487,-0.602539,-0.0559336,0.0148791,2.00552,0.695237,0.743779,2.75161,-0.0485417,-0.0349585,0.0431421,-0.63622,0.250488,0.285025,1.02952,0.81003,-0.349927,0.840195,-4.9647
,,,,,,,,,,,,,,,,-0.0382077,-0.104928,-0.11178,-0.747085,0.096876,-0.0129615,0.079662,0.324484,2.31312,2.87422,-0.0737374,0.231385,0.459744,0.370215,0.102942,0.443953,0.862021,0.24448,0.457699,0.244346,0.00204542,-0.563392,-0.6016,-0.059616,0.0140527,1.98864,0.694154,0.737737,2.77128,-0.0435834,-0.03726,0.04286,-0.642157,0.250488,0.28734,1.01384,0.7839,-0.372928,0.847968,-4.9781
,,,,,,,,,,,,,,,,-0.0382563,-0.105221,-0.118668,-0.753096,0.102845,-0.0113317,0.115872,0.323009,2.30928,2.89734,-0.0684522,0.231001,0.463444,0.369601,0.106173,0.438053,0.868957,0.246826,0.461947,0.242332,0.00149674,-0.562345,-0.600601,-0.0632894,0.0137186,1.98627,0.693002,0.726997,2.79116,-0.0339952,-0.0395559,0.0428258,-0.647875,0.201782,0.289652,0.96681,0.956358,-0.395873,0.855238,-5.00155
,,,,,,,,,,,,,,,,-0.0403396,-0.105677,-0.125537,-0.759097,0.108799,-0.0117388,0.191913,0.328909,2.3052,2.92041,-0.0661536,0.230594,0.467136,0.36895,0.109602,0.435103,0.875881,0.249263,0.466372,0.242332,0.000764744,-0.559203,-0.599543,-0.0669532,0.0138559,1.97629,0.691781,0.7129,2.81081,-0.0211194,-0.0418458,0.042697,-0.65342,0.038269,0.29196,1.0661,0.972036,-0.418758,0.862025,-5.0451
,,,,,,,,,,,,,,,,-0.0507411,-0.106373,-0.132388,-0.765087,0.114736,-0.0114974,0.039831,0.345133,2.3009,2.94344,-0.0609417,0.230164,0.470822,0.368262,0.112987,0.429204,0.882792,0.25169,0.470642,0.241661,0.00018092,-0.547684,-0.598425,-0.070607,0.0137893,1.95577,0.690491,0.698803,2.83045,-0.00831212,-0.0441294,0.0425741,-0.658713,0.031311,0.294264,0.987714,1.19675,-0.441579,0.869003,-5.0652
,,,,,,,,,,,,,,,,-0.0401393,-0.106602,-0.139219,-0.771065,0.120656,-0.00993619,0.170187,0.353982,2.29637,2.96643,-0.0587162,0.229711,0.474502,0.367538,0.116726,0.426254,0.88969,0.254137,0.474734,0.239647,-0.000232973,-0.557109,-0.597248,-0.07425,0.0139009,1.94239,0.689133,0.682692,2.8497,0.00644056,-0.0464063,0.0424267,-0.664463,0.149597,0.296563,1.07133,1.47896,-0.464334,0.875789,-5.01495
,,,,,,,,,,,,,,,,-0.0399505,-0.106914,-0.146028,-0.777031,0.126558,-0.0144393,0.137598,0.359882,2.29161,2.98937,-0.0447276,0.229236,0.478173,0.366777,0.120199,0.411504,0.896575,0.256513,0.478894,0.243675,-0.000720663,-0.556062,-0.596012,-0.0778818,0.0144717,1.93173,0.687707,0.665239,2.86917,0.0224676,-0.0486761,0.0423451,-0.670117,0.236572,0.298858,1.01384,1.54167,-0.487019,0.882103,-4.9982
,,,,,,,,,,,,,,,,-0.0313251,-0.107495,-0.152816,-0.782985,0.13244,-0.00889585,0.101388,0.364307,2.28663,3.01226,-0.0455245,0.228737,0.481837,0.36598,0.123783,0.411504,0.903444,0.258849,0.482898,0.237633,-0.00106127,-0.563392,-0.594717,-0.0815017,0.0149474,1.92232,0.686212,0.642415,2.88848,0.0437969,-0.0509386,0.042299,-0.67549,0.250488,0.301148,1.03475,1.46851,-0.50963,0.888497,-5.0317
,,,,,,,,,,,,,,,,-0.0331129,-0.108017,-0.15958,-0.788925,0.138303,-0.0100878,0.257091,0.368732,2.28142,3.0351,-0.0463576,0.228217,0.485493,0.365147,0.127367,0.411504,0.910299,0.261155,0.486903,0.238305,-0.00141003,-0.560251,-0.593364,-0.0851093,0.0158207,1.91269,0.68465,0.622277,2.90773,0.0623733,-0.0531933,0.0422779,-0.680909,0.215698,0.303433,1.0243,1.43192,-0.532163,0.894478,-5.06185
,,,,,,,,,,,,,,,,-0.0348423,-0.10843,-0.16632,-0.794852,0.144144,-0.010631,0.126735,0.382006,2.27599,3.05789,-0.0428019,0.227674,0.48914,0.364278,0.131217,0.40708,0.917137,0.263582,0.490819,0.238305,-0.00167881,-0.557109,-0.591951,-0.088704,0.0167485,1.89398,0.683021,0.610194,2.92667,0.0728268,-0.05544,0.0421307,-0.686422,0.041748,0.305712,1.05565,1.32218,-0.554616,0.900389,-5.0585
,,,,,,,,,,,,,,,,-0.0333717,-0.108766,-0.173035,-0.800764,0.149963,-0.0111966,0.155703,0.382006,2.27033,3.08062,-0.0319074,0.227108,0.492778,0.363373,0.135177,0.39528,0.923959,0.265867,0.494734,0.238305,-0.00195646,-0.557109,-0.590481,-0.0922852,0.0178107,1.88832,0.681324,0.592741,2.94544,0.0885833,-0.0576782,0.0421189,-0.691999,0.017395,0.307986,1.06088,1.08701,-0.576984,0.906148,-5.07525
