proportionalf_3.txt,integralf_3.txt,proportionalf_1.txt,integralf_1.txt,wrench_fz.txt,integralf_2.txt,integralf_4.txt,wrench_fx.txt,proportionalf_5.txt,integralf_5.txt,proportionalf_2.txt,wrench_fy.txt,proportionalf_4.txt,wrench_my.txt,wrench_mz.txt,wrench_mx.txt,posa1.txt,error_vel_5.txt,trq1.txt,accd3.txt,error_vel_2.txt,veld4.txt,vela4.txt,posd4.txt,error_vel_1.txt,vela5.txt,veld1.txt,error_pos_2.txt,vela2.txt,accd4.txt,error_pos_1.txt,posd2.txt,accd5.txt,accd2.txt,trq3.txt,error_pos_4.txt,posa2.txt,posa5.txt,accd1.txt,posa3.txt,trq5.txt,vela3.txt,posd5.txt,veld2.txt,veld5.txt,error_pos_3.txt,posd1.txt,posa4.txt,posd3.txt,trq2.txt,vela1.txt,error_pos_5.txt,trq4.txt,veld3.txt,error_vel_4.txt,error_vel_3.txt
,,,,,,,,,,,,,,,,0.273339,1.90477,1.0661,0.340683,0.0213848,0.898493,1.02212,1.26809,-0.00696863,0.340708,0.224623,0.00105663,0.652485,-0.266159,0.0436834,0.951066,-0.665543,-0.199619,-4.03675,0.00762376,0.95001,0.10104,-0.0665397,-1.54631,0.198303,-1.176,3.17095,0.673869,2.24547,-0.0768454,0.317022,1.26046,-1.62315,0.590538,0.231592,3.06991,0.101388,-1.15007,-0.123631,0.0259324
,,,,,,,,,,,,,,,,0.275685,1.87883,1.05565,0.3519,0.0247259,0.895787,1.01327,1.27706,-0.0103301,0.359882,0.223947,0.00116976,0.647114,-0.274922,0.0435801,0.957795,-0.687437,-0.206191,-4.0803,0.00697134,0.956625,0.10469,-0.0687305,-1.55834,0.031311,-1.17914,3.19337,0.67184,2.23871,-0.0762965,0.319265,1.27009,-1.63464,0.559182,0.234277,3.08868,0.10863,-1.14661,-0.117487,0.0325369
,,,,,,,,,,,,,,,,0.27795,1.86299,1.00339,0.363063,0.0253164,0.892994,1.00147,1.286,-0.00632936,0.368732,0.223249,0.0016147,0.644429,-0.283643,0.0435505,0.964503,-0.709225,-0.212732,-3.99655,0.00578258,0.962888,0.108451,-0.0709107,-1.56971,0.038269,-1.1781,3.21572,0.669746,2.23173,-0.0763723,0.321501,1.28022,-1.64608,0.5226,0.229578,3.10727,0.10863,-1.14303,-0.108481,0.0350646
,,,,,,,,,,,,,,,,0.280276,1.84252,1.09746,0.37417,0.0325545,0.890114,1.0,1.29492,-0.00772061,0.382006,0.222529,0.00214913,0.635031,-0.29232,0.0434534,0.971189,-0.730905,-0.21924,-3.98985,0.00474244,0.96904,0.112323,-0.07308,-1.58156,0.170471,-1.17181,3.238,0.667586,2.22453,-0.0759405,0.32373,1.29018,-1.6575,0.585312,0.230249,3.12568,0.097767,-1.13935,-0.109886,0.0324676
,,,,,,,,,,,,,,,,0.282623,1.83658,1.0243,0.385219,0.0403989,0.887148,0.986726,1.30381,-0.0118186,0.380531,0.221787,0.00245018,0.624962,-0.300952,0.0433289,0.977854,-0.752471,-0.225714,-3.9463,0.00411555,0.975404,0.115996,-0.0752381,-1.59332,0.236572,-1.17286,3.26021,0.665361,2.21711,-0.0755498,0.325951,1.29969,-1.66887,0.648024,0.233606,3.14421,0.086904,-1.13555,-0.0995776,0.0373118
,,,,,,,,,,,,,,,,0.284938,1.8142,0.961584,0.396209,0.0381095,0.884096,0.979351,1.31266,-0.0125817,0.39528,0.221024,0.00310121,0.624962,-0.309538,0.0432271,0.984496,-0.773922,-0.232154,-3.99655,0.00308246,0.981395,0.12,-0.0773845,-1.60504,0.236572,-1.17181,3.28234,0.663072,2.20948,-0.0751677,0.328165,1.30958,-1.68021,0.62712,0.233606,3.16234,0.10863,-1.13164,-0.0952554,0.0401718
,,,,,,,,,,,,,,,,0.287184,1.80193,0.909324,0.407137,0.0464964,0.880957,0.974926,1.32149,-0.0113524,0.399705,0.220239,0.00358807,0.614222,-0.318076,0.043188,0.991115,-0.795254,-0.238557,-3.99655,0.00208479,0.987527,0.124071,-0.079519,-1.61632,0.153076,-1.16658,3.3044,0.660718,2.20163,-0.0751858,0.330372,1.3194,-1.6915,0.527826,0.231592,3.18033,0.14484,-1.12763,-0.0939688,0.0389526
,,,,,,,,,,,,,,,,0.2895,1.78944,1.01907,0.418003,0.044079,0.877734,0.961652,1.33028,-0.0108157,0.40413,0.219434,0.004041,0.614222,-0.326565,0.0430704,0.997711,-0.816462,-0.244924,-3.9865,0.00138717,0.99367,0.128119,-0.0816412,-1.62811,0.031311,-1.16029,3.32637,0.658301,2.19357,-0.0746448,0.33257,1.32889,-1.70276,0.553956,0.230249,3.19825,0.137598,-1.1235,-0.0839177,0.0367952
,,,,,,,,,,,,,,,,0.291816,1.7738,0.972036,0.428804,0.0489821,0.874426,0.957227,1.33904,-0.0129852,0.411504,0.218607,0.00449964,0.606838,-0.335003,0.0429447,1.00428,-0.837544,-0.251252,-3.9463,0.000590517,0.999782,0.132102,-0.0837508,-1.63971,0.076538,-1.16344,3.34827,0.65582,2.1853,-0.0742663,0.33476,1.33845,-1.71397,0.658476,0.231592,3.21617,0.148461,-1.11927,-0.0828008,0.0441709
,,,,,,,,,,,,,,,,0.294152,1.75057,0.961584,0.439538,0.0491233,0.871034,0.943953,1.34777,-0.0138332,0.426254,0.217759,0.0050842,0.604152,-0.343389,0.0427905,1.01083,-0.858496,-0.257542,-3.9597,-0.00017326,1.00574,0.136283,-0.0858473,-1.65089,0.219177,-1.15401,3.37008,0.653276,2.17682,-0.0742532,0.336942,1.34794,-1.72514,0.658476,0.231592,3.2338,0.141219,-1.11492,-0.0729185,0.0390878
,,,,,,,,,,,,,,,,0.296669,1.73008,0.909324,0.450204,0.0505442,0.867559,0.935103,1.35646,-0.0133595,0.438053,0.21689,0.00500865,0.600125,-0.351722,0.0424465,1.01735,-0.879315,-0.263792,-3.97645,-0.00136961,1.01234,0.141239,-0.0879305,-1.66366,0.257446,-1.14459,3.3918,0.650669,2.16813,-0.0726097,0.339116,1.35783,-1.73627,0.512148,0.230249,3.25057,0.101388,-1.11048,-0.0675445,0.0341118
,,,,,,,,,,,,,,,,0.298945,1.73888,0.972036,0.4608,0.0559306,0.864,0.921829,1.36512,-0.0122354,0.420354,0.216,0.00561156,0.592069,-0.36,0.0423353,1.02384,-0.899996,-0.27,-3.92955,-0.00195953,1.01823,0.145398,-0.09,-1.6747,0.201782,-1.15087,3.41344,0.648,2.15924,-0.0726491,0.34128,1.36708,-1.74735,0.454662,0.228235,3.26804,0.07242,-1.10592,-0.0578288,0.0449501
,,,,,,,,,,,,,,,,0.3011,1.71208,0.972036,0.471324,0.0625977,0.860359,0.90413,1.37374,-0.0111318,0.438053,0.21509,0.00651975,0.582671,-0.368222,0.042336,1.03031,-0.920537,-0.276166,-3.88265,-0.00218722,1.02379,0.14969,-0.0920554,-1.68663,0.038269,-1.16239,3.43499,0.645269,2.15013,-0.0717627,0.343435,1.37593,-1.75839,0.465114,0.226222,3.2853,0.083283,-1.10126,-0.0437709,0.06113
,,,,,,,,,,,,,,,,0.303305,1.69392,0.956358,0.481774,0.063833,0.856636,0.89528,1.38233,-0.0113913,0.446903,0.214159,0.00704791,0.578644,-0.376386,0.0422771,1.03675,-0.940933,-0.282289,-3.82235,-0.0022305,1.0297,0.154159,-0.0940964,-1.6977,0.076538,-1.15296,3.45644,0.642477,2.14083,-0.0716775,0.345582,1.38456,-1.76938,0.491244,0.22555,3.30228,0.148461,-1.09649,-0.0386444,0.0564707
,,,,,,,,,,,,,,,,0.30557,1.67851,0.977262,0.492148,0.061651,0.852831,0.890855,1.39087,-0.0130137,0.452802,0.213208,0.00798081,0.577972,-0.384491,0.0421483,1.04316,-0.961183,-0.288368,-3.80895,-0.00255478,1.03517,0.158695,-0.0961226,-1.70912,0.222656,-1.14773,3.4778,0.639623,2.13131,-0.0711985,0.347719,1.39343,-1.78032,0.5226,0.226222,3.31911,0.148461,-1.09162,-0.0380241,0.0561044
,,,,,,,,,,,,,,,,0.307806,1.66437,0.919776,0.502445,0.0567233,0.848946,0.886431,1.39938,-0.0119711,0.457227,0.212237,0.00844183,0.579986,-0.392535,0.0420402,1.04954,-0.981281,-0.294401,-3.7922,-0.00293963,1.0411,0.163296,-0.0981338,-1.72076,0.250488,-1.14459,3.49907,0.63671,2.1216,-0.0704503,0.349846,1.40232,-1.79121,0.543504,0.224208,3.33577,0.101388,-1.08665,-0.0374845,0.0579359
,,,,,,,,,,,,,,,,0.310071,1.65004,1.01384,0.512662,0.0550919,0.844981,0.877581,1.40785,-0.0129625,0.461652,0.211245,0.00885328,0.578644,-0.400518,0.0418921,1.05589,-1.00122,-0.300388,-3.84245,-0.0034301,1.04704,0.167987,-0.100129,-1.73179,0.198303,-1.13516,3.52024,0.633736,2.11169,-0.0702645,0.351963,1.41128,-1.80205,0.506922,0.224208,3.35225,0.061557,-1.08158,-0.0326002,0.0535867
,,,,,,,,,,,,,,,,0.312286,1.6237,0.893646,0.522799,0.0500444,0.840936,0.873156,1.41628,-0.0133024,0.477876,0.210234,0.00948641,0.580658,-0.408437,0.0417843,1.06221,-1.02101,-0.306328,-3.86255,-0.0035624,1.05273,0.172788,-0.102109,-1.74311,0.03479,-1.13516,3.5413,0.630702,2.10158,-0.0697291,0.354071,1.41985,-1.81284,0.454662,0.223536,3.36851,0.130356,-1.0764,-0.0322203,0.0587641
,,,,,,,,,,,,,,,,0.314481,1.60897,0.96681,0.532853,0.0489655,0.836812,0.862832,1.42467,-0.0150046,0.482301,0.209203,0.0102299,0.578644,-0.416291,0.0416864,1.0685,-1.04063,-0.312219,-3.7922,-0.00377979,1.05827,0.177456,-0.104073,-1.75452,0.125244,-1.12469,3.56227,0.627609,2.09127,-0.0690628,0.356168,1.42845,-1.82358,0.44421,0.224208,3.38481,0.170187,-1.07112,-0.0260195,0.0535704
,,,,,,,,,,,,,,,,0.316737,1.59257,0.846612,0.542822,0.050513,0.83261,0.851032,1.43302,-0.0180689,0.488201,0.208153,0.010771,0.573945,-0.42408,0.0415177,1.07476,-1.06009,-0.31806,-3.76205,-0.0036627,1.06399,0.182345,-0.10602,-1.76534,0.247009,-1.12888,3.58313,0.624458,2.08077,-0.0689244,0.358255,1.43668,-1.83426,0.465114,0.226222,3.40078,0.141219,-1.06574,-0.018422,0.0631376
,,,,,,,,,,,,,,,,0.318982,1.57302,0.846612,0.552705,0.0493172,0.828331,0.836283,1.44132,-0.0144398,0.49705,0.207083,0.0113104,0.571931,-0.431801,0.0413484,1.08099,-1.07938,-0.323851,-3.6582,-0.00369863,1.06968,0.187323,-0.10795,-1.77671,0.247009,-1.1226,3.60388,0.621248,2.07007,-0.0681819,0.360331,1.44502,-1.84489,0.553956,0.221523,3.41656,0.086904,-1.06026,-0.00795218,0.0623322
,,,,,,,,,,,,,,,,0.321399,1.56213,0.846612,0.5625,0.0480638,0.823975,0.815634,1.44958,-0.0202279,0.49705,0.205994,0.0114349,0.569917,-0.439453,0.0409972,1.08719,-1.0985,-0.32959,-3.6515,-0.00415385,1.07575,0.192699,-0.109863,-1.78867,0.080017,-1.1226,3.62453,0.617981,2.05918,-0.066803,0.362396,1.45374,-1.85547,0.621894,0.226222,3.43183,0.079662,-1.05469,0.00834046,0.0679083
,,,,,,,,,,,,,,,,0.323665,1.53777,0.815256,0.572205,0.0427256,0.819542,0.827434,1.4578,-0.0173083,0.510324,0.204886,0.0118486,0.571931,-0.447035,0.0407861,1.09335,-1.11744,-0.335276,-3.6381,-0.00427691,1.0815,0.197655,-0.111759,-1.79965,0.059143,-1.1226,3.64506,0.614657,2.0481,-0.0663417,0.364451,1.46208,-1.86599,0.616668,0.222194,3.44741,0.170187,-1.04901,-0.00789145,0.0735819
,,,,,,,,,,,,,,,,0.32585,1.52356,0.867516,0.581818,0.0433723,0.815034,0.806785,1.46598,-0.0164215,0.513274,0.203759,0.0123094,0.567903,-0.454545,0.0406443,1.09948,-1.1362,-0.340909,-3.67495,-0.00395795,1.08717,0.202854,-0.113636,-1.81118,0.212219,-1.11631,3.66549,0.611276,2.03683,-0.0652734,0.366494,1.46993,-1.87645,0.57486,0.22018,3.46263,0.162945,-1.04324,0.00824956,0.0730689
,,,,,,,,,,,,,,,,0.327954,1.50325,0.851838,0.591337,0.039264,0.810451,0.80531,1.4741,-0.0135395,0.522124,0.202613,0.0127058,0.568575,-0.461982,0.0405717,1.10558,-1.15478,-0.346486,-3.62805,-0.00403843,1.09287,0.208097,-0.115495,-1.82192,0.250488,-1.11317,3.6858,0.607839,2.02538,-0.0649324,0.368526,1.47814,-1.88685,0.480792,0.216152,3.4777,0.086904,-1.03738,0.00514179,0.0757931
,,,,,,,,,,,,,,,,0.330089,1.47834,0.972036,0.600761,0.0397992,0.805795,0.800885,1.48218,-0.0147036,0.535398,0.201449,0.0131582,0.564547,-0.469344,0.0404573,1.11164,-1.17318,-0.352008,-3.6247,-0.00367837,1.09848,0.213429,-0.117336,-1.83312,0.153076,-1.09746,3.706,0.604346,2.01374,-0.0640766,0.370546,1.48586,-1.8972,0.459888,0.216152,3.49257,0.137598,-1.03142,0.00490987,0.0660457
,,,,,,,,,,,,,,,,0.332284,1.46651,0.867516,0.610087,0.036923,0.801065,0.79351,1.49022,-0.0158861,0.535398,0.200266,0.0136862,0.563876,-0.476631,0.0402708,1.11766,-1.19138,-0.357473,-3.62805,-0.00363074,1.10398,0.218761,-0.119158,-1.84342,0.038269,-1.08804,3.72607,0.600799,2.00191,-0.0640562,0.372555,1.49385,-1.90748,0.480792,0.216152,3.50731,0.170187,-1.02536,0.00755456,0.0626753
,,,,,,,,,,,,,,,,0.334368,1.45009,0.883194,0.619315,0.035335,0.796262,0.79351,1.49821,-0.0164154,0.539823,0.199066,0.0141382,0.561862,-0.48384,0.0401832,1.12365,-1.20939,-0.36288,-3.6046,-0.00321041,1.10952,0.224248,-0.12096,-1.85426,0.219177,-1.07861,3.74603,0.597197,1.98991,-0.0634407,0.374551,1.50142,-1.9177,0.564408,0.215481,3.52179,0.076041,-1.01922,0.00275214,0.0593976
,,,,,,,,,,,,,,,,0.336513,1.4202,0.804804,0.628442,0.0336933,0.791388,0.771386,1.50614,-0.0203191,0.557522,0.197847,0.0143927,0.559848,-0.49097,0.040023,1.12961,-1.2272,-0.368228,-3.63475,-0.00303759,1.11522,0.229801,-0.122743,-1.86509,0.250488,-1.07861,3.76587,0.593541,1.97773,-0.0627789,0.376536,1.50918,-1.92786,0.648024,0.218166,3.53607,0.086904,-1.01298,0.0200019,0.0656365
,,,,,,,,,,,,,,,,0.338678,1.42407,0.778674,0.637466,0.0313271,0.786443,0.766962,1.51403,-0.0175277,0.541298,0.196611,0.0147917,0.558505,-0.498021,0.0398304,1.13552,-1.24482,-0.373515,-3.6046,-0.00282536,1.12073,0.235,-0.124505,-1.87584,0.180908,-1.07442,3.78559,0.589832,1.96537,-0.0621172,0.378508,1.51686,-1.93796,0.695058,0.214138,3.55059,0.188292,-1.00665,0.0194817,0.0677773
,,,,,,,,,,,,,,,,0.340702,1.39531,0.830934,0.646386,0.0255519,0.781428,0.765487,1.52187,-0.0181102,0.557522,0.195357,0.0152843,0.560519,-0.504989,0.0397664,1.1414,-1.26223,-0.378742,-3.6247,-0.00259656,1.12612,0.240619,-0.126247,-1.88596,0.041748,-1.06186,3.80518,0.586071,1.95283,-0.0620357,0.380468,1.52447,-1.948,0.768222,0.213467,3.56456,0.141219,-1.00023,0.0159415,0.0616303
,,,,,,,,,,,,,,,,0.342816,1.37227,0.799578,0.6552,0.0237525,0.776344,0.753687,1.52966,-0.0160249,0.567847,0.194086,0.0155275,0.558505,-0.511875,0.0395991,1.14725,-1.27943,-0.383906,-3.60795,-0.00210853,1.13172,0.24635,-0.127969,-1.89642,0.201782,-1.04406,3.82464,0.582258,1.94012,-0.061544,0.382415,1.53177,-1.95797,0.804804,0.210111,3.57829,0.090525,-0.99372,0.0226565,0.050336
,,,,,,,,,,,,,,,,0.344901,1.35497,0.904098,0.663906,0.0245868,0.771191,0.744838,1.5374,-0.0152992,0.572271,0.192798,0.0157927,0.553806,-0.518676,0.0394492,1.15305,-1.29642,-0.389007,-3.57445,-0.00178231,1.13726,0.251969,-0.129669,-1.90651,0.257446,-1.04301,3.84398,0.578393,1.92724,-0.0613638,0.38435,1.53918,-1.96787,0.81003,0.208097,3.59201,0.191913,-0.987124,0.0263532,0.0558844
,,,,,,,,,,,,,,,,0.347206,1.3375,0.820482,0.672502,0.0246992,0.765971,0.738938,1.54508,-0.0179469,0.576696,0.191493,0.0157874,0.549779,-0.525392,0.0390648,1.15881,-1.3132,-0.394044,-3.5309,-0.00226016,1.14303,0.258142,-0.131348,-1.91837,0.149597,-1.04406,3.86319,0.574478,1.91419,-0.0593422,0.386271,1.54735,-1.97771,0.747318,0.20944,3.60505,0.159324,-0.980442,0.0270325,0.0636137
,,,,,,,,,,,,,,,,0.349261,1.31248,0.825708,0.680986,0.0261041,0.760683,0.731563,1.55272,-0.0192687,0.588496,0.190171,0.0160247,0.544408,-0.53202,0.038919,1.16454,-1.32976,-0.399015,-3.53425,-0.00166223,1.14851,0.264159,-0.133005,-1.92834,0.052185,-1.04091,3.88226,0.570513,1.90098,-0.0591383,0.38818,1.55438,-1.98748,0.684606,0.20944,3.6181,0.086904,-0.973675,0.02912,0.0672396
,,,,,,,,,,,,,,,,0.351284,1.29468,0.789126,0.689357,0.026117,0.75533,0.725664,1.5603,-0.0206069,0.59292,0.188833,0.0163127,0.540381,-0.53856,0.0387901,1.17022,-1.3461,-0.40392,-3.46725,-0.00149361,1.15391,0.269867,-0.13464,-1.93894,0.240051,-1.02835,3.90121,0.566498,1.8876,-0.058238,0.390075,1.56179,-1.99718,0.658476,0.20944,3.63134,0.210018,-0.966823,0.0296667,0.0615251
,,,,,,,,,,,,,,,,0.353288,1.27671,0.721188,0.697612,0.0240674,0.749912,0.718289,1.56782,-0.0165911,0.597345,0.187478,0.0167315,0.538367,-0.54501,0.0386679,1.17587,-1.36221,-0.408757,-3.4505,-0.000892122,1.15914,0.275907,-0.136252,-1.94843,0.271362,-1.0273,3.92002,0.562434,1.87406,-0.058384,0.391956,1.56872,-2.00682,0.726414,0.204069,3.64411,0.148461,-0.959888,0.0316235,0.0674128
,,,,,,,,,,,,,,,,0.355362,1.25859,0.851838,0.705751,0.0206272,0.744431,0.716814,1.5753,-0.0199755,0.60177,0.186108,0.0167872,0.537696,-0.551368,0.0384616,1.18147,-1.37809,-0.413526,-3.46055,-0.000721238,1.16469,0.281969,-0.137842,-1.95861,0.073059,-1.0095,3.93869,0.558323,1.86036,-0.0577691,0.393824,1.57602,-2.01638,0.81003,0.206083,3.65672,0.086904,-0.952871,0.0276164,0.0566274
,,,,,,,,,,,,,,,,0.357396,1.23145,0.747318,0.713771,0.0157971,0.738885,0.709439,1.58271,-0.0186766,0.615044,0.184721,0.017023,0.538367,-0.557634,0.0382818,1.18703,-1.39375,-0.418225,-3.48065,-0.000163013,1.17001,0.288142,-0.139408,-1.96879,0.125244,-1.00217,3.95722,0.554164,1.8465,-0.0570836,0.395678,1.58288,-2.02587,0.83616,0.203398,3.66908,0.224502,-0.945773,0.029446,0.0563947
,,,,,,,,,,,,,,,,0.3594,1.20859,0.794352,0.72167,0.0203183,0.733278,0.716814,1.59007,-0.0147082,0.623894,0.18332,0.0174185,0.52964,-0.563805,0.0381182,1.19256,-1.40916,-0.422854,-3.4304,0.000118211,1.17514,0.294425,-0.140951,-1.9785,0.274841,-0.99379,3.97562,0.549959,1.83248,-0.056798,0.397518,1.58996,-2.03529,0.956358,0.198028,3.68119,0.10863,-0.938596,0.0164641,0.0551944
,,,,,,,,,,,,,,,,0.361444,1.18852,0.841386,0.729447,0.0221085,0.72761,0.690265,1.59738,-0.0221669,0.629793,0.181902,0.0178119,0.523599,-0.569881,0.0379003,1.19803,-1.42434,-0.427411,-3.44715,0.000475799,1.18022,0.300774,-0.14247,-1.98817,0.20874,-0.983319,3.99387,0.545707,1.81831,-0.0564716,0.399345,1.5969,-2.04464,0.935454,0.204069,3.6931,0.137598,-0.93134,0.0373442,0.0519782
,,,,,,,,,,,,,,,,0.363418,1.16093,0.715962,0.7371,0.0292236,0.721881,0.681416,1.60463,-0.0209139,0.643068,0.18047,0.0180115,0.512187,-0.575859,0.0377386,1.20347,-1.43928,-0.431895,-3.4773,0.00119675,1.18546,0.306947,-0.143965,-1.99819,0.048706,-0.98646,4.01198,0.541411,1.804,-0.0557268,0.401156,1.60343,-2.05392,0.930228,0.201384,3.70504,0.184671,-0.924007,0.040465,0.0624526
,,,,,,,,,,,,,,,,0.365311,1.14646,0.768222,0.744627,0.0275677,0.716093,0.681416,1.61182,-0.0190045,0.643068,0.179023,0.0185405,0.509502,-0.58174,0.0376431,1.20886,-1.45397,-0.436305,-3.38685,0.00157251,1.19032,0.313429,-0.145435,-2.00759,0.205261,-0.981224,4.02995,0.53707,1.78953,-0.0555365,0.402954,1.61024,-2.06312,0.820482,0.198028,3.71652,0.079662,-0.916599,0.0346769,0.0646253
,,,,,,,,,,,,,,,,0.367254,1.11857,0.747318,0.752026,0.0231829,0.710246,0.681416,1.61895,-0.0164385,0.656342,0.177562,0.0188044,0.509502,-0.58752,0.0374827,1.21421,-1.46841,-0.44064,-3.3634,0.00184585,1.19541,0.319911,-0.14688,-2.01722,0.260925,-0.964469,4.04777,0.532685,1.77492,-0.0550361,0.404737,1.6171,-2.07225,0.883194,0.194,3.72786,0.257091,-0.909115,0.0288305,0.0553536
,,,,,,,,,,,,,,,,0.369177,1.11414,0.872742,0.759295,0.0227828,0.704343,0.682891,1.62602,-0.0159005,0.646018,0.176086,0.0189336,0.505474,-0.593199,0.0373277,1.21952,-1.4826,-0.444899,-3.38015,0.00217105,1.20058,0.326239,-0.1483,-2.02644,0.080017,-0.945619,4.06545,0.528257,1.76016,-0.054869,0.406505,1.62385,-2.08131,1.07133,0.191986,3.73921,0.173808,-0.901559,0.0214519,0.0440607
,,,,,,,,,,,,,,,,0.371262,1.08892,0.88842,0.766433,0.0223405,0.698383,0.660767,1.63303,-0.0153767,0.656342,0.174596,0.0187665,0.501447,-0.598776,0.0369968,1.22478,-1.49653,-0.449082,-3.3969,0.00214933,1.20601,0.333385,-0.149694,-2.03702,0.149597,-0.943525,4.08298,0.523787,1.74527,-0.0532593,0.408259,1.63088,-2.09028,1.10269,0.189972,3.74959,0.126735,-0.89393,0.0376159,0.0495951
,,,,,,,,,,,,,,,,0.373084,1.07094,0.81003,0.773437,0.0252132,0.692368,0.659292,1.63999,-0.0141954,0.659292,0.173092,0.0192695,0.494062,-0.604248,0.0369127,1.22999,-1.5102,-0.453186,-3.31985,0.00242171,1.21072,0.340199,-0.151062,-2.04624,0.260925,-0.939336,4.10035,0.519276,1.73023,-0.0529396,0.409997,1.63757,-2.09918,1.02952,0.187287,3.76015,0.25347,-0.88623,0.0330756,0.0531057
,,,,,,,,,,,,,,,,0.374957,1.04545,0.898872,0.780307,0.0314017,0.686298,0.647493,1.64688,-0.0177266,0.669616,0.171575,0.0196264,0.483322,-0.609615,0.0367632,1.23516,-1.5236,-0.457211,-3.283,0.00305402,1.21553,0.346637,-0.152404,-2.0554,0.166992,-0.939336,4.11758,0.514724,1.71506,-0.0526054,0.41172,1.64383,-2.10801,0.919776,0.189301,3.77094,0.097767,-0.878462,0.0388056,0.0608746
,,,,,,,,,,,,,,,,0.37676,1.02277,0.815256,0.78704,0.0308374,0.680176,0.634218,1.65371,-0.0172434,0.676991,0.170044,0.0199477,0.479294,-0.614875,0.0366689,1.24029,-1.53675,-0.461156,-3.2897,0.00371387,1.22034,0.353407,-0.153719,-2.06434,0.083496,-0.92677,4.13465,0.510132,1.69976,-0.052413,0.413428,1.65,-2.11675,0.81003,0.187287,3.78125,0.242607,-0.870625,0.0459574,0.0561451
,,,,,,,,,,,,,,,,0.378592,1.00144,0.794352,0.793634,0.0275491,0.674001,0.638643,1.66048,-0.0147593,0.682891,0.1685,0.020384,0.477952,-0.620027,0.036529,1.24536,-1.54961,-0.46502,-3.3232,0.00404675,1.22498,0.36031,-0.155007,-2.07344,0.274841,-0.911062,4.15157,0.505501,1.68433,-0.0519849,0.415121,1.65644,-2.12542,0.825708,0.18326,3.79126,0.162945,-0.862721,0.035358,0.0483406
,,,,,,,,,,,,,,,,0.380415,0.985879,0.893646,0.800088,0.0215373,0.667775,0.632743,1.66719,-0.0149732,0.682891,0.166944,0.0205926,0.479294,-0.625069,0.0363837,1.2504,-1.56221,-0.468802,-3.3031,0.00442824,1.2298,0.367102,-0.156267,-2.08236,0.240051,-0.895354,4.16834,0.500832,1.66877,-0.0516502,0.416798,1.66277,-2.13401,0.951132,0.181917,3.80124,0.206397,-0.854753,0.0350321,0.0406013
,,,,,,,,,,,,,,,,0.382207,0.961345,0.815256,0.8064,0.0208584,0.6615,0.625369,1.67384,-0.0145282,0.69174,0.165375,0.020724,0.475267,-0.63,0.036253,1.25538,-1.57453,-0.4725,-3.2964,0.00492421,1.23466,0.374115,-0.1575,-2.09128,0.059143,-0.886976,4.18495,0.496125,1.65309,-0.0512355,0.41846,1.66892,-2.14252,1.09223,0.179903,3.81083,0.206397,-0.84672,0.0361313,0.0402563
,,,,,,,,,,,,,,,,0.38404,0.94554,0.841386,0.812568,0.0241706,0.655176,0.606195,1.68042,-0.0174518,0.69174,0.163794,0.0212412,0.467211,-0.634819,0.0360663,1.26032,-1.58657,-0.476114,-3.27295,0.00529082,1.23908,0.381084,-0.158705,-2.10014,0.260925,-0.882788,4.2014,0.491382,1.63728,-0.050803,0.420106,1.67513,-2.15094,1.23856,0.181246,3.82032,0.126735,-0.838625,0.0489812,0.0441625
,,,,,,,,,,,,,,,,0.385882,0.917815,0.799578,0.81859,0.0287897,0.648804,0.603245,1.68694,-0.019716,0.70354,0.162201,0.0214691,0.457813,-0.639523,0.0358536,1.26521,-1.59832,-0.479642,-3.2562,0.00594793,1.24374,0.388119,-0.159881,-2.10912,0.264404,-0.880693,4.21769,0.486603,1.62136,-0.0501636,0.421736,1.681,-2.15929,1.09746,0.181917,3.82958,0.199155,-0.830469,0.0455592,0.050224
,,,,,,,,,,,,,,,,0.387695,0.89735,0.715962,0.824464,0.0306888,0.642386,0.597345,1.6934,-0.0186355,0.707965,0.160596,0.0216994,0.4511,-0.644112,0.0356552,1.27005,-1.60978,-0.483084,-3.2361,0.00638621,1.24835,0.395177,-0.161028,-2.11751,0.066101,-0.871268,4.23383,0.481789,1.60531,-0.0500392,0.42335,1.68701,-2.16755,0.951132,0.179232,3.83865,0.086904,-0.822254,0.0450407,0.0490146
,,,,,,,,,,,,,,,,0.389396,0.876771,0.794352,0.830189,0.0251698,0.635922,0.58997,1.69979,-0.0168949,0.712389,0.158981,0.0221432,0.451772,-0.648585,0.0355513,1.27484,-1.62095,-0.486439,-3.2026,0.00698133,1.2527,0.402124,-0.162146,-2.12615,0.229614,-0.860796,4.2498,0.476942,1.58916,-0.049581,0.424948,1.69281,-2.17573,0.919776,0.175875,3.84768,0.260712,-0.81398,0.0459517,0.046816
,,,,,,,,,,,,,,,,0.391158,0.854607,0.799578,0.835762,0.024988,0.629414,0.588496,1.70612,-0.0198644,0.718289,0.157354,0.0222161,0.447073,-0.652939,0.0353709,1.27959,-1.63183,-0.489705,-3.16575,0.00740097,1.25737,0.409336,-0.163235,-2.13462,0.257446,-0.858702,4.26561,0.472061,1.5729,-0.0492126,0.426529,1.69872,-2.18383,0.972036,0.177218,3.85627,0.101388,-0.80565,0.0409189,0.0530515
