wrench_my.txt,proportionalf_3.txt,integralf_3.txt,integralf_2.txt,wrench_fz.txt,proportionalf_5.txt,proportionalf_2.txt,wrench_fy.txt,proportionalf_4.txt,integralf_4.txt,proportionalf_1.txt,wrench_mx.txt,wrench_mz.txt,wrench_fx.txt,integralf_1.txt,integralf_5.txt,error_vel_3.txt,error_vel_1.txt,trq5.txt,accd3.txt,vela4.txt,accd2.txt,error_pos_5.txt,vela2.txt,posa1.txt,error_pos_2.txt,posa2.txt,accd1.txt,veld4.txt,posd2.txt,posa3.txt,error_pos_1.txt,veld1.txt,error_pos_4.txt,vela3.txt,error_vel_5.txt,posd1.txt,trq3.txt,veld3.txt,accd5.txt,posa5.txt,veld5.txt,error_vel_2.txt,accd4.txt,posd3.txt,vela1.txt,error_vel_4.txt,trq1.txt,vela5.txt,posd4.txt,veld2.txt,posd5.txt,trq4.txt,error_pos_3.txt,trq2.txt,posa4.txt,estimated_trqs_2.txt,estimated_trqs_5.txt,estimated_trqs_1.txt,estimated_trqs_3.txt,estimated_trqs_4.txt
,,,,,,,,,,,,,,,,-0.0230454,0.0581687,-0.333984,-0.208404,-0.0,0.0801562,-0.000576665,0.00067128,0.00241661,0.000317263,0.000261799,0.226648,0.030504,0.000579062,-0.0122993,0.00708909,0.05884,0.00149599,0.0010472,-0.00998887,0.0095057,-1.72525,-0.0219982,0.0171487,0.00103982,0.00328546,0.00778966,0.121265,-0.00152125,0.00067128,0.030504,0.120198,0.0132743,0.00472607,0.00846094,0.000463158,0.043452,0.0107781,0.590538,0.00323009,1.03905,-0.000936583,-0.0271707,-1.77531,0.362315
,,,,,,,,,,,,,,,,-0.0251727,0.0611535,-0.327026,-0.217036,0.00147493,0.0834762,-0.000719932,0.00067128,0.00242668,0.000395867,0.000271869,0.236021,0.0317419,0.000667735,-0.0122993,0.00767891,0.0611535,0.00178505,0.0010472,-0.0142386,0.0101056,-1.7152,-0.0241255,0.0178584,0.00121681,0.00346051,0.00860787,0.12628,-0.0017518,-0.0,0.0302669,0.203814,0.0176991,0.00503726,0.00927915,0.000496882,0.043452,0.0105475,0.616668,0.00325221,1.10461,-0.00271158,0.0920163,-1.81543,0.344583
,,,,,,,,,,,,,,,,-0.0263383,0.0615459,-0.320068,-0.225504,0.00147493,0.0867333,-0.000817166,0.00201384,0.00244682,0.000472748,0.000292007,0.245214,0.0330293,0.000764755,-0.0122993,0.00828226,0.0635598,0.00208674,0.0,-0.00963175,0.0107291,-1.7152,-0.0263383,0.0185545,0.00134956,0.00364259,0.00811641,0.131199,-0.00200405,0.00201384,0.0315544,0.2613,0.0132743,0.00536108,0.0101303,0.000532392,0.043452,0.0102953,0.648024,0.00327434,1.05161,-0.00346437,0.0796834,-1.75384,0.347801
,,,,,,,,,,,,,,,,-0.0296822,0.0620295,-0.306152,-0.233809,0.00147493,0.0899278,-0.000824048,0.00201384,0.00248709,0.000548233,0.000322215,0.25423,0.0343655,0.000870448,-0.0122836,0.00888999,0.0660571,0.00240155,0.0010472,-0.00206815,0.0113771,-1.7353,-0.028635,0.0192372,0.00139381,0.00383156,0.00899977,0.136023,-0.00227885,0.00402768,0.0328906,0.31356,0.0058997,0.00569801,0.0110136,0.000569757,0.043452,0.0100048,0.674154,0.00329646,1.04534,-0.00302546,0.0853224,-1.83633,0.323315
,,,,,,,,,,,,,,,,-0.031014,0.0626023,-0.302673,-0.241953,0.00147493,0.09306,-0.00078476,0.00268512,0.00254751,0.00064278,0.000342353,0.263068,0.0357495,0.000985133,-0.0122836,0.00950301,0.0686438,0.00272996,0.0,0.00402729,0.0120505,-1.73195,-0.031014,0.0199066,0.00139381,0.00402729,0.00924348,0.140753,-0.00257702,0.00604152,0.0342746,0.350142,-0.0,0.00604855,0.0119286,0.000609046,0.050694,0.0097066,0.689832,0.00331858,1.1617,-0.000635663,0.201404,-1.76297,0.364649
,,,,,,,,,,,,,,,,-0.0334736,0.0605774,-0.295715,-0.249936,0.00147493,0.0961304,-0.000765604,0.00402768,0.00267841,0.000716424,0.000392699,0.27173,0.0371803,0.00110912,-0.0122836,0.0100718,0.0713179,0.00307245,0.0,0.00275472,0.0127503,-1.73195,-0.0334736,0.0205626,0.00141593,0.00422964,0.00884692,0.145388,-0.00289939,0.0107405,0.0357053,0.36582,0.00147493,0.00641316,0.0128746,0.000650325,0.057936,0.00938423,0.721188,0.00334071,1.34634,-0.000616112,0.339594,-1.67614,0.455167
,,,,,,,,,,,,,,,,-0.0360122,0.055282,-0.295715,-0.257759,0.00442478,0.0991392,-0.000744393,0.00604152,0.00286972,0.000789612,0.000453114,0.280217,0.0386569,0.00124273,-0.0122836,0.0106074,0.0740778,0.00340735,0.0,0.00296357,0.0134772,-1.74535,-0.0360122,0.0212054,0.00143805,0.00443849,0.00780948,0.149929,-0.00324676,0.0187959,0.0342321,0.36582,0.00147493,0.0067923,0.013851,0.00069366,0.061557,0.00903687,0.736866,0.00338496,1.48298,-0.000852852,0.340612,-1.65729,0.468891
,,,,,,,,,,,,,,,,-0.0386282,0.0507418,-0.292236,-0.265423,0.00442478,0.102087,-0.000721061,0.0107405,0.00316173,0.000792159,0.000594083,0.28853,0.0401785,0.00138624,-0.0122836,0.0110704,0.0769217,0.00373512,0.0,0.00317878,0.0142321,-1.75205,-0.0386282,0.0218351,0.00146018,0.00465371,0.0041167,0.154377,-0.0036199,0.0261799,0.0357538,0.371046,0.00147493,0.00718645,0.0148572,0.000739116,0.07242,0.00866373,0.742092,0.00345133,1.83512,-0.00392076,-0.0732422,-1.48489,0.663005
,,,,,,,,,,,,,,,,-0.0413201,0.0576956,-0.285278,-0.272928,0.0058997,0.104974,-0.00071767,0.0201384,0.00336312,0.000734431,0.000805537,0.296669,0.0417442,0.00153997,-0.0122836,0.0116528,0.0798478,0.00410045,0.0,0.00340023,0.0150159,-1.7554,-0.0413201,0.0224518,0.00150442,0.00487515,-0.00424588,0.158733,-0.00401957,0.0221523,0.0358445,0.480792,0.00147493,0.00759602,0.0158925,0.000786755,0.079662,0.00826405,0.689832,0.00349557,1.78784,-0.00251941,0.0210416,-1.49362,0.653772
,,,,,,,,,,,,,,,,-0.0440863,0.0620448,-0.27832,-0.280277,0.00884956,0.1078,-0.000712033,0.0281938,0.00359471,0.000596576,0.00110761,0.304637,0.0433529,0.00170419,-0.0122836,0.0122346,0.0828545,0.00441528,0.0,0.000677922,0.0158293,-1.7621,-0.0440863,0.0230554,0.00154867,0.0051027,-0.0112373,0.162996,-0.00444654,0.0208097,0.0345033,0.60099,0.00442478,0.00802147,0.0169565,0.000836639,0.097767,0.00783708,0.642798,0.00360619,0.948555,0.000618767,0.421786,-1.81048,0.317283
,,,,,,,,,,,,,,,,-0.0469251,0.0537185,-0.271362,-0.287469,0.0132743,0.110566,-0.000681967,0.0248374,0.00392699,0.000550054,0.00132914,0.312433,0.0450038,0.00187919,-0.0122836,0.0127462,0.08594,0.00472428,0.0,0.00091144,0.0166732,-1.75875,-0.0469251,0.0236461,0.0015708,0.00533622,-0.00678904,0.167168,-0.00490154,0.0322215,0.0317294,0.595764,0.00442478,0.00846322,0.0180483,0.000888829,0.10863,0.00738209,0.616668,0.00373894,1.00252,-0.000701957,0.211739,-1.76049,0.378623
,,,,,,,,,,,,,,,,-0.0498351,0.0508396,-0.260925,-0.294506,0.019174,0.113273,-0.000671661,0.0221523,0.00432976,0.000504519,0.00156073,0.320059,0.0466959,0.00206525,-0.0122836,0.0132186,0.0891026,0.00496151,0.0,0.0011508,0.0175484,-1.75205,-0.0498351,0.024224,0.00161504,0.00557558,-0.00298467,0.171249,-0.00538528,0.038263,0.0275219,0.616668,0.00442478,0.00892168,0.0191676,0.000943383,0.123114,0.00689834,0.60099,0.00396018,1.63984,-0.00267583,0.0995637,-1.40106,0.775081
,,,,,,,,,,,,,,,,-0.0528147,0.0513925,-0.253967,-0.301388,0.0368732,0.11592,-0.000658932,0.0228235,0.00473253,0.000480381,0.00178225,0.327515,0.0484285,0.00226263,-0.0122836,0.013723,0.0923406,0.00503887,0.0,0.00139588,0.0184555,-1.7554,-0.0528147,0.0247892,0.00165929,0.00582066,-0.00250994,0.175239,-0.00589848,0.0409481,0.0115553,0.57486,0.00442478,0.00939727,0.0203136,0.00100036,0.141219,0.00638515,0.553956,0.00435841,1.00294,-0.0021213,-0.0140511,-1.57706,0.606196
,,,,,,,,,,,,,,,,-0.0558624,0.0526904,-0.247009,-0.308117,0.058997,0.118508,-0.000643725,0.0147682,0.00514536,0.000558456,0.00191315,0.334804,0.0502004,0.00247161,-0.0122836,0.0142501,0.0956523,0.00493463,0.0,0.00164654,0.0193954,-1.7755,-0.0558624,0.0253416,0.00170354,0.00607132,0.00671762,0.17914,-0.00644181,0.042962,-0.00879661,0.564408,0.00442478,0.00989039,0.0214858,0.00105981,0.155703,0.00584182,0.538278,0.00495575,0.755631,-0.00160196,-0.0156872,-1.72708,0.440506
,,,,,,,,,,,,,,,,-0.0589766,0.0540603,-0.240051,-0.314693,0.0752212,0.121037,-0.000648107,0.00604152,0.00564883,0.000739005,0.00195343,0.341925,0.052011,0.00269243,-0.0122836,0.01472,0.0990361,0.00462708,0.0,0.00190267,0.0203688,-1.79895,-0.0589766,0.0258814,0.00176991,0.00632745,0.016642,0.182951,-0.00701595,0.0449758,-0.0232103,0.580086,0.00442478,0.0104014,0.0226836,0.0011218,0.170187,0.00526768,0.700284,0.00577434,0.75536,-0.000513768,0.159072,-1.84669,0.29188
,,,,,,,,,,,,,,,,-0.0621557,0.0521443,-0.240051,-0.321118,0.0811209,0.123508,-0.000627778,0.00067128,0.00613215,0.000961865,0.0019635,0.34888,0.0538592,0.00292536,-0.0122836,0.0152442,0.10249,0.00435993,0.0,0.00216413,0.0213764,-1.79895,-0.0621557,0.0264087,0.00181416,0.00658891,0.0232351,0.186673,-0.00762155,0.050346,-0.0272618,0.585312,0.00442478,0.0109307,0.0239063,0.00118638,0.191913,0.00466207,0.799578,0.0065708,0.909511,-0.000689877,0.102585,-1.86322,0.262622
,,,,,,,,,,,,,,,,-0.0653984,0.052982,-0.240051,-0.327391,0.079646,0.125921,-0.000604807,-0.0,0.00668595,0.00119708,0.00197356,0.35567,0.0557441,0.00317064,-0.0122836,0.0157329,0.106013,0.00411146,0.0,0.000955876,0.0224188,-1.8358,-0.0653984,0.0269236,0.00185841,0.00685558,0.0251535,0.190307,-0.00825927,0.0530312,-0.0239019,0.512148,0.0058997,0.0114787,0.0251535,0.0012536,0.210018,0.00402436,0.841386,0.00736726,0.531348,-0.000507446,0.116266,-2.19884,-0.119451
,,,,,,,,,,,,,,,,-0.0687031,0.0545582,-0.236572,-0.333515,0.058997,0.128277,-0.000601268,0.00201384,0.00723976,0.00143481,0.0019937,0.362296,0.057665,0.00342851,-0.0122836,0.0162571,0.109603,0.00405901,0.0,0.00270256,0.0234969,-1.8492,-0.0687031,0.027426,0.00192478,0.00712734,0.0244107,0.193853,-0.00892973,0.055045,-0.00133205,0.559182,0.00442478,0.0120457,0.0264246,0.00132351,0.242607,0.0033539,0.877968,0.00798672,1.25864,-0.000278333,0.298586,-1.69149,0.444053
,,,,,,,,,,,,,,,,-0.0720682,0.0508295,-0.233093,-0.33949,0.0634218,0.130575,-0.000572863,0.00268512,0.00788419,0.00168537,0.00201384,0.368759,0.0596209,0.00369921,-0.0122836,0.0167269,0.113259,0.00400382,0.0,0.00150436,0.0246111,-1.8626,-0.0720682,0.0279162,0.00196903,0.00740406,0.0250338,0.197312,-0.00963353,0.0624291,-0.00380093,0.559182,0.0058997,0.0126321,0.0277189,0.00139616,0.257091,0.00265009,0.883194,0.00862832,1.15167,-0.00138127,0.20045,-1.76881,0.359384
,,,,,,,,,,,,,,,,-0.0754924,0.0498497,-0.226135,-0.345316,0.0634218,0.132816,-0.000541667,0.00402768,0.00855883,0.00190871,0.00207426,0.375059,0.0616109,0.00398296,-0.0122836,0.0172034,0.116978,0.0040126,0.0,0.00326084,0.0257623,-1.89275,-0.0754924,0.0283941,0.00201327,0.00768562,0.0250082,0.200684,-0.0103713,0.067128,-0.00181088,0.611442,0.00442478,0.0132383,0.0290359,0.00147161,0.260712,0.00191234,0.925002,0.00922566,1.22534,-0.00184111,0.199572,-1.84889,0.257502
,,,,,,,,,,,,,,,,-0.078974,0.0502748,-0.222656,-0.350996,0.0530973,0.135,-0.000507631,0.0100692,0.0092536,0.00210505,0.00217495,0.381199,0.0636343,0.00428,-0.0122836,0.0176973,0.120759,0.00415207,0.0,0.00649698,0.0269509,-1.90615,-0.078974,0.0288599,0.00205752,0.0079719,0.0203058,0.203969,-0.0111436,0.0704845,0.0105369,0.637572,0.00147493,0.0138645,0.030375,0.00154989,0.260712,0.00114005,0.925002,0.00971239,1.68565,-0.000671864,0.290476,-1.65899,0.455225
,,,,,,,,,,,,,,,,-0.0825118,0.0494178,-0.205261,-0.356529,0.0457227,0.137128,-0.000448585,0.0201384,0.0100692,0.00216386,0.00242668,0.387178,0.06569,0.00459054,-0.0122836,0.0181084,0.124601,0.00428982,0.0,0.003838,0.0281776,-1.96645,-0.0825118,0.0293136,0.00207965,0.00826278,0.0115973,0.20717,-0.011951,0.0751834,0.0199673,0.668928,0.00442478,0.0145111,0.0317357,0.00163106,0.257091,0.000332671,0.747318,0.0102212,1.80274,-0.0029063,0.209824,-1.64128,0.470566
,,,,,,,,,,,,,,,,-0.0861041,0.051305,-0.201782,-0.361917,0.0353982,0.1392,-0.000386608,0.0328927,0.0107942,0.00216589,0.00274889,0.392998,0.0677774,0.00491478,-0.0122836,0.0186489,0.128502,0.00466952,0.0,0.00708321,0.0294431,-1.98655,-0.0861041,0.0297552,0.00210177,0.00855813,0.000224634,0.210285,-0.012794,0.0771973,0.0323792,0.663702,0.00147493,0.0151784,0.0331174,0.00171516,0.249849,-0.000510364,0.621894,0.0105088,0.272308,-0.000809412,-0.0865027,-2.23386,-0.139292
