wrench_my.txt,proportionalf_3.txt,integralf_3.txt,integralf_2.txt,wrench_fz.txt,proportionalf_5.txt,proportionalf_2.txt,wrench_fy.txt,proportionalf_4.txt,integralf_4.txt,proportionalf_1.txt,wrench_mx.txt,wrench_mz.txt,wrench_fx.txt,integralf_1.txt,integralf_5.txt,error_vel_3.txt,error_vel_1.txt,trq5.txt,accd3.txt,vela4.txt,accd2.txt,error_pos_5.txt,vela2.txt,posa1.txt,error_pos_2.txt,posa2.txt,accd1.txt,veld4.txt,posd2.txt,posa3.txt,error_pos_1.txt,veld1.txt,error_pos_4.txt,vela3.txt,error_vel_5.txt,posd1.txt,trq3.txt,veld3.txt,accd5.txt,posa5.txt,veld5.txt,error_vel_2.txt,accd4.txt,posd3.txt,vela1.txt,error_vel_4.txt,trq1.txt,vela5.txt,posd4.txt,veld2.txt,posd5.txt,trq4.txt,error_pos_3.txt,trq2.txt,posa4.txt,estimated_trqs_2.txt,estimated_trqs_5.txt,estimated_trqs_1.txt,estimated_trqs_3.txt,estimated_trqs_4.txt
,,,,,,,,,,,,,,,,0.0479796,0.0519526,-0.013916,-0.399664,0.207965,0.153719,0.0172506,0.00067128,0.224513,0.0812953,0.00527626,0.428271,0.273634,0.0865716,-0.115563,0.0633461,0.513122,0.0742625,-0.490088,0.0377446,0.287859,-3.50075,-0.442109,0.0326171,0.00309734,0.0377446,0.169373,0.229319,-0.225099,0.46117,0.0656695,1.2856,-0.0,0.15267,0.170044,0.0203479,0.749547,-0.109536,4.07628,0.0784071,1.37243,-0.0021594,0.0986374,-1.55956,0.568617
,,,,,,,,,,,,,,,,0.0450472,0.0535312,-0.017395,-0.396245,0.218289,0.152404,0.0176297,0.00067128,0.228813,0.0829833,0.0052964,0.424462,0.275917,0.0882797,-0.120323,0.0641991,0.517386,0.0748421,-0.491136,0.0380693,0.293012,-3.47395,-0.446088,0.032332,0.00309734,0.0380693,0.170903,0.227283,-0.22954,0.463855,0.057628,1.31695,-0.0,0.155417,0.171575,0.020727,0.68799,-0.109217,4.14944,0.0805752,0.708319,-0.000197197,0.202729,-2.54633,0.0652422
,,,,,,,,,,,,,,,,0.0599517,0.0523862,-0.017395,-0.392756,0.222714,0.151062,0.018012,0.00201384,0.233877,0.0846865,0.00531654,0.420577,0.27818,0.090003,-0.125554,0.0643293,0.521611,0.0752454,-0.509985,0.0383912,0.298207,-3.4706,-0.450033,0.0320411,0.00309734,0.0383912,0.171078,0.225207,-0.234021,0.469225,0.0554658,1.36399,-0.0,0.158188,0.173092,0.0211093,0.789378,-0.108467,4.22783,0.0829425,1.14094,-0.000808392,0.257065,-1.87821,0.378673
,,,,,,,,,,,,,,,,0.0623251,0.0498595,-0.0,-0.389199,0.230088,0.149694,0.0183975,0.00201384,0.238449,0.0864048,0.00533668,0.416617,0.280421,0.0917415,-0.130549,0.064995,0.525797,0.0758039,-0.516268,0.0387101,0.303444,-3.40695,-0.453943,0.0317445,0.00309734,0.0387101,0.172582,0.223091,-0.238541,0.475938,0.0503326,1.34308,-0.0,0.160981,0.174596,0.0214948,0.901629,-0.107992,4.30622,0.085177,1.16329,-0.0023568,-0.0185137,-1.87815,0.38108
,,,,,,,,,,,,,,,,0.0647343,0.0546768,0.020874,-0.385575,0.234513,0.1483,0.0187862,0.00402768,0.243101,0.0881179,0.00537696,0.412584,0.282641,0.0934949,-0.135905,0.0656217,0.529943,0.0763405,-0.522552,0.0390261,0.308723,-3.41365,-0.457817,0.0314424,0.00309734,0.0390261,0.172058,0.220936,-0.243099,0.475267,0.048128,1.37966,-0.0,0.163796,0.176086,0.0218835,0.916113,-0.107194,4.36894,0.0874557,0.35716,0.00166138,0.395804,-2.71236,-0.347739
,,,,,,,,,,,,,,,,0.0734634,0.0500555,-0.020874,-0.381883,0.212389,0.14688,0.019178,0.00805537,0.248307,0.0897855,0.00547765,0.408478,0.28484,0.0952631,-0.141466,0.065736,0.534049,0.0768991,-0.535118,0.0393389,0.314043,-3.41365,-0.461655,0.0311348,0.00309734,0.0393389,0.169506,0.218741,-0.247697,0.483993,0.0724503,1.38489,-0.0,0.166634,0.177562,0.0222753,0.749547,-0.106231,4.40029,0.0897345,2.45053,-0.00317561,0.304976,-1.18062,1.0356
,,,,,,,,,,,,,,,,0.0748993,0.048078,0.020874,-0.378126,0.234513,0.145435,0.0195729,0.0161107,0.25314,0.0913872,0.00565889,0.4043,0.287016,0.0970461,-0.146807,0.0662636,0.538113,0.0775239,-0.540354,0.0396487,0.319403,-3.36675,-0.465455,0.0308217,0.00309734,0.0396487,0.162912,0.216509,-0.252332,0.490035,0.0525027,1.39012,-0.0,0.169493,0.179023,0.0226703,0.695232,-0.105526,4.3219,0.091969,2.13503,-0.00220584,0.344023,-1.56109,0.631382
,,,,,,,,,,,,,,,,0.0774202,0.0467295,0.03479,-0.374304,0.234513,0.143965,0.0199709,0.0288651,0.257893,0.0928926,0.0059509,0.400052,0.28917,0.0988435,-0.152179,0.0669122,0.542135,0.078104,-0.546637,0.0399554,0.324805,-3.3433,-0.469217,0.0305033,0.00309734,0.0399554,0.151605,0.214238,-0.257006,0.495405,0.0546565,1.37966,-0.0,0.172374,0.18047,0.0230683,0.843693,-0.104827,4.05015,0.0942699,1.06416,-0.00282565,-0.143707,-2.0397,0.29388
,,,,,,,,,,,,,,,,0.0831213,0.0547362,-0.010437,-0.370418,0.235988,0.14247,0.020372,0.0322215,0.262977,0.0943622,0.00629325,0.395734,0.291301,0.100655,-0.157865,0.0672685,0.546114,0.0784842,-0.556062,0.0402588,0.330246,-3.35,-0.472941,0.0301797,0.00309734,0.0402588,0.149681,0.21193,-0.261717,0.491377,0.0553125,1.35353,-0.0,0.175276,0.181902,0.0234694,0.948702,-0.103852,4.11809,0.096792,1.68586,-0.00125645,0.374395,-1.50064,0.558371
,,,,,,,,,,,,,,,,0.0804841,0.0506163,0.010437,-0.366469,0.238938,0.140951,0.0207761,0.0369204,0.267841,0.0957956,0.00668595,0.391347,0.293408,0.102482,-0.163284,0.0678859,0.550049,0.0790848,-0.557109,0.0405589,0.335727,-3.42035,-0.476625,0.0298509,0.00309734,0.0405589,0.146399,0.209586,-0.266464,0.499433,0.0544702,1.43715,-0.0,0.1782,0.18332,0.0238735,0.901629,-0.10318,4.05015,0.099115,1.72611,-0.00172091,0.302961,-1.45205,0.572783
,,,,,,,,,,,,,,,,0.0768394,0.048466,-0.024353,-0.362458,0.240413,0.139408,0.0211832,0.0422907,0.273248,0.0971827,0.00713907,0.386892,0.295492,0.104322,-0.169285,0.0679988,0.55394,0.0795293,-0.557109,0.0408558,0.341247,-3.37345,-0.48027,0.0295169,0.00309734,0.0408558,0.142431,0.207205,-0.271249,0.505474,0.0550793,1.42147,-0.0,0.181144,0.184721,0.0242805,0.742305,-0.101964,4.08151,0.101615,1.81946,-0.00193856,0.286803,-1.73713,0.505514
,,,,,,,,,,,,,,,,0.0816127,0.0476134,-0.013916,-0.358385,0.240413,0.137842,0.0215932,0.0523599,0.277971,0.0985032,0.00767274,0.382371,0.297552,0.106176,-0.174547,0.068835,0.557787,0.0802158,-0.565487,0.0411493,0.346806,-3.34665,-0.483874,0.0291779,0.00309734,0.0411493,0.133748,0.204789,-0.27607,0.510173,0.0571393,1.39534,-0.0,0.18411,0.186108,0.0246906,0.789378,-0.101523,3.99789,0.103894,1.82804,-0.00229407,0.15226,-1.68188,0.534379
,,,,,,,,,,,,,,,,0.0853798,0.0500717,0.017395,-0.354252,0.240413,0.136252,0.021984,0.0624291,0.282975,0.0997569,0.00828696,0.377784,0.299588,0.108044,-0.180217,0.0694275,0.561587,0.0808121,-0.572817,0.0399644,0.352402,-3.36005,-0.487437,0.0288339,0.00311947,0.0414393,0.125049,0.202337,-0.280926,0.511516,0.0591749,1.43715,0.00147493,0.187095,0.187478,0.0251035,0.952323,-0.100709,4.09718,0.106283,1.39524,-0.000815518,0.419095,-1.9437,0.286911
,,,,,,,,,,,,,,,,0.0902358,0.0450997,0.017395,-0.35006,0.235988,0.13464,0.0223999,0.0691419,0.288281,0.100934,0.0089918,0.373133,0.301599,0.109925,-0.185982,0.0697557,0.565342,0.0814508,-0.581195,0.0417259,0.358037,-3.3098,-0.490959,0.028485,0.00311947,0.0417259,0.119691,0.199851,-0.285818,0.520242,0.0656107,1.43715,-0.0,0.190101,0.188833,0.0255193,1.02112,-0.0998361,4.1808,0.10865,1.51659,-0.00119586,0.321163,-1.80774,0.361911
,,,,,,,,,,,,,,,,0.0930396,0.042766,-0.0,-0.345809,0.231563,0.133005,0.0228185,0.076526,0.29391,0.102003,0.00981748,0.368417,0.303585,0.11182,-0.19236,0.069799,0.56905,0.082021,-0.587478,0.042009,0.363709,-3.2495,-0.494438,0.0281314,0.00311947,0.042009,0.113645,0.197331,-0.290745,0.526284,0.0720214,1.35876,-0.0,0.193127,0.190171,0.025938,0.90525,-0.0983857,4.29055,0.111106,2.1399,-0.00340439,0.150052,-1.37385,0.821845
,,,,,,,,,,,,,,,,0.0958862,0.0444125,0.017395,-0.341501,0.244838,0.131348,0.02324,0.0845813,0.299126,0.103076,0.0106532,0.363639,0.305545,0.113729,-0.198125,0.070292,0.57271,0.0825667,-0.593761,0.0422885,0.369418,-3.24615,-0.497875,0.0277729,0.00311947,0.0422885,0.106911,0.194777,-0.295707,0.528298,0.0607076,1.34831,-0.0,0.196173,0.191493,0.0263595,0.792999,-0.0975824,4.31668,0.113606,2.13106,-0.00354617,0.128823,-1.06114,0.904204
,,,,,,,,,,,,,,,,0.0903986,0.0460109,0.003479,-0.337136,0.258112,0.129669,0.0236643,0.0892803,0.304271,0.104131,0.0115192,0.3588,0.30748,0.11565,-0.203905,0.0708918,0.576322,0.0832424,-0.591667,0.0425644,0.375163,-3.283,-0.501268,0.0274099,0.00311947,0.0425644,0.103517,0.19219,-0.300703,0.530312,0.0493682,1.37444,-0.0,0.199238,0.192798,0.0267838,0.86904,-0.0967977,4.21216,0.115996,1.2942,-0.00103149,0.282969,-1.84742,0.327875
,,,,,,,,,,,,,,,,0.0933325,0.0435329,-0.024353,-0.332715,0.256637,0.127969,0.0240913,0.093308,0.30985,0.105069,0.012516,0.3539,0.309389,0.117585,-0.210015,0.0710946,0.579886,0.0835613,-0.59795,0.0428367,0.380944,-3.23945,-0.504617,0.0270422,0.00311947,0.0428367,0.100778,0.189571,-0.305732,0.536353,0.0527519,1.37444,-0.0,0.202322,0.194086,0.0272108,1.02112,-0.0957167,4.2017,0.118761,1.7197,-0.00179104,0.294094,-1.62332,0.503777
,,,,,,,,,,,,,,,,0.0952636,0.0416769,0.017395,-0.328239,0.256637,0.126247,0.024521,0.100692,0.315186,0.105959,0.0135733,0.34894,0.311272,0.119532,-0.216236,0.0715744,0.5834,0.0841204,-0.603186,0.0431053,0.386761,-3.1825,-0.507922,0.02667,0.00311947,0.0431053,0.094665,0.18692,-0.310795,0.541723,0.0546344,1.37966,-0.0,0.205426,0.195357,0.0276405,0.981291,-0.0945591,4.07105,0.121305,1.88292,-0.00171045,0.34193,-1.87034,0.310009
,,,,,,,,,,,,,,,,0.101429,0.0411136,0.003479,-0.323709,0.240413,0.124505,0.0249534,0.116803,0.320473,0.106781,0.0147111,0.343922,0.313127,0.121492,-0.222173,0.0721394,0.586865,0.0848752,-0.612611,0.0433701,0.392612,-3.16575,-0.511182,0.0262934,0.00311947,0.0433701,0.079808,0.184238,-0.31589,0.545751,0.0727144,1.34308,-0.0,0.208548,0.196611,0.0280729,0.829209,-0.0937171,4.19125,0.123673,1.9876,-0.00291785,0.200286,-1.21718,0.816393
,,,,,,,,,,,,,,,,0.0992616,0.0404998,0.024353,-0.319127,0.253687,0.122743,0.0253884,0.12083,0.326444,0.107454,0.01601,0.338845,0.314956,0.123464,-0.228567,0.0720541,0.590278,0.0854492,-0.613658,0.0436311,0.398498,-3.15905,-0.514396,0.0259124,0.00311947,0.0436311,0.0770166,0.181524,-0.321018,0.549779,0.0612689,1.34831,-0.0,0.211688,0.197847,0.0285079,0.861798,-0.0924518,4.31145,0.126239,2.66578,-0.0036097,0.327332,-0.899058,1.18271
,,,,,,,,,,,,,,,,0.0992351,0.0371498,-0.017395,-0.314492,0.280236,0.12096,0.025826,0.127543,0.331589,0.10819,0.0172586,0.333713,0.316758,0.125449,-0.234614,0.0728284,0.593641,0.085776,-0.616799,0.0438883,0.404417,-3.17915,-0.517564,0.0255271,0.00311947,0.0438883,0.0715223,0.178781,-0.326178,0.556492,0.0365218,1.40057,-0.0,0.214847,0.199066,0.0289455,0.999396,-0.0915641,4.12854,0.129071,1.51585,-0.00160392,0.245341,-1.89472,0.280847
,,,,,,,,,,,,,,,,0.104491,0.0371046,-0.006958,-0.309806,0.269911,0.119158,0.0262662,0.137612,0.337026,0.108888,0.0185575,0.328524,0.318532,0.127445,-0.240379,0.073344,0.596953,0.0864303,-0.625177,0.0441417,0.41037,-3.1356,-0.520686,0.0251376,0.00311947,0.0441417,0.0626537,0.176007,-0.33137,0.559848,0.0486202,1.39012,-0.0,0.218023,0.200266,0.0293856,1.02112,-0.0909906,4.11809,0.131593,2.12042,-0.00262742,0.285924,-1.17399,0.671203
,,,,,,,,,,,,,,,,0.0982751,0.036336,-0.024353,-0.30507,0.265487,0.117336,0.0267088,0.14701,0.342846,0.109295,0.0201586,0.323281,0.320278,0.129454,-0.247039,0.0735099,0.600212,0.0868146,-0.622035,0.0443911,0.416356,-3.14565,-0.52376,0.024744,0.00311947,0.0443911,0.0544383,0.173205,-0.336592,0.563876,0.0547911,1.35353,-0.0,0.221217,0.201449,0.0298283,0.858177,-0.0895527,4.35326,0.134403,1.61288,-0.00214696,0.204355,-1.6075,0.545493
,,,,,,,,,,,,,,,,0.101531,0.0355147,0.006958,-0.300285,0.271386,0.115495,0.027154,0.151709,0.348415,0.109846,0.0216287,0.317985,0.321996,0.131474,-0.253165,0.0739598,0.603418,0.0873712,-0.628319,0.0446365,0.422375,-3.1289,-0.526787,0.0243464,0.00311947,0.0446365,0.0509035,0.170373,-0.341845,0.567903,0.0506093,1.35876,-0.0,0.224429,0.202613,0.0302734,0.86904,-0.0886794,4.25919,0.137058,2.32767,-0.00326843,0.255372,-0.963827,0.894804
,,,,,,,,,,,,,,,,0.0954111,0.0346402,0.013916,-0.295451,0.278761,0.113636,0.0276015,0.159093,0.354235,0.110287,0.0232196,0.312636,0.323685,0.133506,-0.259323,0.0741898,0.606571,0.0878341,-0.625177,0.044878,0.428425,-3.10545,-0.529766,0.0239447,0.00311947,0.044878,0.0446651,0.167514,-0.347127,0.571931,0.0449241,1.37444,-0.0,0.227657,0.203759,0.030721,1.03198,-0.0878046,4.16512,0.139823,1.3618,-0.00150427,0.226395,-1.83585,0.318652
,,,,,,,,,,,,,,,,0.0998114,0.0337119,0.031311,-0.290569,0.274336,0.111759,0.0280515,0.165135,0.359843,0.110699,0.0248508,0.307235,0.325346,0.135549,-0.26548,0.0746625,0.609671,0.0883359,-0.632507,0.0451154,0.434506,-3.1356,-0.532696,0.0235391,0.00311947,0.0451154,0.0397505,0.164627,-0.35244,0.575959,0.0510096,1.35876,-0.0,0.230902,0.204886,0.031171,1.06457,-0.0869595,4.31145,0.142566,2.08994,-0.00238695,0.337487,-1.10952,0.730398
,,,,,,,,,,,,,,,,0.0937887,0.0307155,-0.024353,-0.285641,0.275811,0.109863,0.0285038,0.171848,0.365764,0.111021,0.0265827,0.301783,0.326978,0.137604,-0.272015,0.0748538,0.612716,0.0889206,-0.629366,0.0453488,0.440618,-3.082,-0.535577,0.0231297,0.00311947,0.0453488,0.0341458,0.161713,-0.357781,0.582,0.0511664,1.37444,-0.0,0.234164,0.205994,0.0316233,0.90525,-0.0857664,4.35326,0.145243,1.35205,-0.00208284,0.127766,-1.59916,0.462646
,,,,,,,,,,,,,,,,0.0940987,0.0310208,0.017395,-0.280667,0.278761,0.10795,0.0289585,0.173862,0.371795,0.111214,0.0284556,0.296283,0.32858,0.139669,-0.278518,0.0749645,0.615706,0.0892338,-0.632507,0.045578,0.44676,-3.0619,-0.538409,0.0227166,0.00311947,0.045578,0.0332211,0.158772,-0.363151,0.584685,0.049819,1.36921,-0.0,0.237442,0.207083,0.0320779,0.898008,-0.0846332,4.31145,0.148208,2.64698,-0.00423813,0.188785,-0.927912,1.05394
,,,,,,,,,,,,,,,,0.0934115,0.031942,0.024353,-0.275649,0.29351,0.10602,0.0294154,0.183931,0.377575,0.111518,0.0302278,0.290733,0.330153,0.141745,-0.284738,0.0753566,0.618641,0.0896514,-0.634602,0.0458031,0.452932,-3.0418,-0.54119,0.0222998,0.00311947,0.0458031,0.0242217,0.155806,-0.368549,0.586699,0.0366427,1.32218,-0.0,0.240735,0.208153,0.0325349,1.05009,-0.0838109,4.49436,0.151084,1.41617,-0.00127421,0.297862,-1.58715,0.329168
,,,,,,,,,,,,,,,,0.0906803,0.0294512,-0.013916,-0.270586,0.283186,0.104073,0.0298745,0.189301,0.383506,0.111691,0.0321409,0.285136,0.331696,0.143832,-0.291226,0.0756267,0.621521,0.0900845,-0.634602,0.046024,0.459133,-3.0686,-0.543921,0.0218793,0.00311947,0.046024,0.019902,0.152814,-0.373975,0.592069,0.0485103,1.39534,-0.0,0.244045,0.209203,0.032994,1.0863,-0.0827491,4.41074,0.15396,1.50516,-0.00252701,0.105518,-1.23247,0.581982
,,,,,,,,,,,,,,,,0.0827639,0.0302605,-0.020874,-0.265481,0.284661,0.102109,0.0303359,0.189972,0.389427,0.111835,0.0340943,0.279492,0.333209,0.145929,-0.29743,0.0759353,0.624344,0.0905994,-0.629366,0.0462406,0.465362,-3.13225,-0.546602,0.0214554,0.00311947,0.0462406,0.0202616,0.149796,-0.379427,0.594083,0.0485484,1.38489,-0.0,0.247369,0.210234,0.0334553,0.865419,-0.0819971,4.34281,0.15677,2.44939,-0.00334109,0.285866,-1.20177,0.861892
,,,,,,,,,,,,,,,,0.086418,0.0289993,-0.0,-0.260333,0.29351,0.100129,0.0307993,0.201384,0.395468,0.111949,0.036088,0.273803,0.334692,0.148037,-0.303635,0.0761511,0.62711,0.0909743,-0.635649,0.0464531,0.471619,-3.0954,-0.549231,0.0210279,0.00311947,0.0464531,0.00986106,0.146755,-0.384907,0.598111,0.0411816,1.35876,-0.0,0.250709,0.211245,0.0339188,0.930597,-0.0812717,4.60933,0.159734,1.61961,-0.00213912,0.219421,-1.38515,0.539983
,,,,,,,,,,,,,,,,0.0838406,0.027681,0.024353,-0.255145,0.29351,0.0981337,0.0312649,0.205412,0.401258,0.112052,0.0381019,0.268069,0.336144,0.150154,-0.310107,0.076646,0.62982,0.091386,-0.635649,0.0466612,0.477904,-3.0351,-0.551808,0.0205971,0.00311947,0.0466612,0.00682471,0.14369,-0.390412,0.602139,0.0426339,1.42147,-0.0,0.254063,0.212237,0.0343844,1.0863,-0.0803053,4.33235,0.162677,2.13204,-0.00313864,0.209743,-1.2423,0.739296
,,,,,,,,,,,,,,,,0.0844568,0.0276478,-0.024353,-0.249916,0.297935,0.0961226,0.0317325,0.214138,0.40735,0.112025,0.0402567,0.262291,0.337566,0.152281,-0.316437,0.0768657,0.632471,0.0918785,-0.638791,0.046865,0.484215,-3.03175,-0.554334,0.020163,0.00311947,0.046865,-0.000930641,0.140601,-0.395943,0.604824,0.0396306,1.41625,-0.0,0.257432,0.213208,0.034852,1.06095,-0.0795057,4.52049,0.165553,1.25649,-0.00179174,0.137549,-1.71753,0.24184
,,,,,,,,,,,,,,,,0.0840784,0.028899,-0.017395,-0.244648,0.284661,0.0940964,0.0322022,0.22018,0.413854,0.111785,0.042633,0.256471,0.338956,0.154418,-0.32305,0.0766987,0.635065,0.0922301,-0.640885,0.0470644,0.490553,-2.9748,-0.556807,0.0197257,0.00311947,0.0470644,-0.00602106,0.13749,-0.401498,0.606166,0.0542954,1.4267,-0.0,0.260814,0.214159,0.0353217,0.90525,-0.0784484,4.36371,0.168584,2.45464,-0.00349528,0.275754,-1.02765,0.980084
,,,,,,,,,,,,,,,,0.0858472,0.0267355,0.024353,-0.239341,0.300885,0.0920554,0.0326738,0.228235,0.419705,0.111716,0.0448482,0.25061,0.340315,0.156565,-0.32938,0.0772118,0.637601,0.0927283,-0.645074,0.0472595,0.496917,-2.97145,-0.559226,0.0192852,0.00311947,0.0472595,-0.0131457,0.134356,-0.407079,0.610865,0.0394305,1.41625,-0.0,0.264211,0.21509,0.0357933,0.981291,-0.0776983,4.33235,0.171482,2.5609,-0.00460814,0.0854864,-0.836821,1.01297
,,,,,,,,,,,,,,,,0.0824333,0.0298834,-0.010437,-0.233997,0.311209,0.09,0.0331474,0.237633,0.426169,0.111375,0.0473454,0.244708,0.341643,0.15872,-0.336009,0.0771359,0.640077,0.0927753,-0.644026,0.0474501,0.503305,-2.9614,-0.561593,0.0188417,0.00311947,0.0474501,-0.0216333,0.131201,-0.412683,0.610194,0.0304338,1.38489,-0.0,0.26762,0.216,0.0362668,1.11165,-0.0766737,4.301,0.174845,1.34469,-0.00126176,0.282885,-1.63536,0.26773
,,,,,,,,,,,,,,,,0.0811674,0.0276019,0.003479,-0.228617,0.297935,0.0879305,0.0336228,0.243675,0.43205,0.111253,0.0496311,0.238766,0.342939,0.160884,-0.342324,0.0776684,0.642495,0.0933885,-0.645074,0.0476363,0.509718,-2.9078,-0.563906,0.0183951,0.00311947,0.0476363,-0.0267852,0.128024,-0.41831,0.614893,0.0450043,1.39534,-0.0,0.271043,0.21689,0.0367423,0.988533,-0.0759866,4.27487,0.177655,1.71609,-0.0023771,0.219348,-1.38075,0.604166
,,,,,,,,,,,,,,,,0.0820499,0.025932,0.020874,-0.2232,0.30236,0.0858473,0.0341001,0.248374,0.438665,0.110778,0.0522793,0.232786,0.344204,0.163058,-0.349,0.0774897,0.644853,0.0935941,-0.648215,0.047818,0.516155,-2.9145,-0.566165,0.0179457,0.00311947,0.047818,-0.0306152,0.124827,-0.423961,0.618921,0.0418437,1.45283,-0.0,0.274479,0.217759,0.0372195,0.90525,-0.0749611,4.33758,0.180885,1.99937,-0.00341144,0.12122,-1.114,0.777424
,,,,,,,,,,,,,,,,0.0798451,0.0268872,-0.010437,-0.217749,0.309734,0.0837508,0.0345791,0.253744,0.444465,0.110463,0.0547765,0.226768,0.345436,0.16524,-0.355377,0.0781499,0.64715,0.0940556,-0.648215,0.0479952,0.522615,-2.8944,-0.56837,0.0174933,0.00311947,0.0479952,-0.0351375,0.12161,-0.429633,0.620263,0.0357013,1.41625,-0.0,0.277927,0.218607,0.0376986,1.09354,-0.0742564,4.28532,0.183872,1.7662,-0.00164494,0.390094,-1.35816,0.602813
,,,,,,,,,,,,,,,,0.0808366,0.0210693,-0.031311,-0.212265,0.314159,0.0816412,0.03506,0.258443,0.450678,0.110015,0.0574146,0.220714,0.346636,0.16743,-0.361817,0.0784199,0.649388,0.0943744,-0.651357,0.0481679,0.529097,-2.91785,-0.57052,0.0170382,0.00311947,0.0481679,-0.0390094,0.118373,-0.435328,0.628319,0.0324765,1.36921,-0.0,0.281388,0.219434,0.0381794,1.11527,-0.0735107,4.35326,0.187013,1.48173,-0.00251536,0.0972269,-1.49776,0.442269
,,,,,,,,,,,,,,,,0.0808359,0.0225747,0.027832,-0.206747,0.309734,0.079519,0.0355425,0.263813,0.457001,0.109656,0.0599722,0.214624,0.347803,0.169628,-0.368462,0.0786013,0.651565,0.0947493,-0.653451,0.048336,0.535602,-2.8944,-0.572615,0.0165805,0.00311947,0.048336,-0.0435739,0.115118,-0.441044,0.62899,0.0380687,1.29605,-0.0,0.28486,0.220239,0.038662,0.919734,-0.0725819,4.33235,0.190111,2.47802,-0.00388453,0.204101,-0.807522,0.937806
,,,,,,,,,,,,,,,,0.0756545,0.0226765,-0.0,-0.201197,0.315634,0.0773845,0.0360267,0.27254,0.463325,0.109154,0.0626808,0.2085,0.348938,0.171835,-0.374808,0.0788041,0.65368,0.0951799,-0.65031,0.0484995,0.542129,-2.8944,-0.574655,0.01612,0.00311947,0.0484995,-0.051516,0.111843,-0.44678,0.631004,0.0333038,1.36399,-0.0,0.288344,0.221024,0.0391461,0.963186,-0.0719723,4.28532,0.193164,2.11072,-0.00359899,0.136598,-0.929638,0.891696
,,,,,,,,,,,,,,,,0.0715761,0.0227169,-0.027832,-0.195617,0.327434,0.0752381,0.0365125,0.276568,0.469789,0.108347,0.0657016,0.202342,0.35004,0.174049,-0.381735,0.0788868,0.655734,0.0952014,-0.648215,0.0486584,0.548676,-2.87095,-0.576639,0.0156571,0.00311947,0.0486584,-0.0547806,0.108551,-0.452537,0.633017,0.0226064,1.35876,-0.0,0.291839,0.221787,0.0396319,1.10078,-0.0708016,4.34803,0.196637,2.33893,-0.00317205,0.286124,-1.19171,0.748807
,,,,,,,,,,,,,,,,0.0748839,0.021353,0.027832,-0.190006,0.328909,0.07308,0.0369998,0.288651,0.475941,0.10792,0.0683498,0.196152,0.351109,0.17627,-0.38794,0.0793018,0.657727,0.0955656,-0.653451,0.0488126,0.555243,-2.85085,-0.578567,0.0151917,0.00311947,0.0488126,-0.066122,0.105242,-0.458313,0.636374,0.0222005,1.3274,-0.0,0.295344,0.222529,0.0401193,0.974049,-0.070373,4.19125,0.199779,1.47132,-0.00232191,0.148683,-1.2928,0.533582
,,,,,,,,,,,,,,,,0.0709176,0.0205983,-0.027832,-0.184366,0.328909,0.0709107,0.0374887,0.290664,0.482023,0.107189,0.0713101,0.18993,0.352145,0.178499,-0.394348,0.079807,0.659657,0.0958076,-0.651357,0.0489622,0.56183,-2.8073,-0.580439,0.0147238,0.00311947,0.0489622,-0.0674159,0.101915,-0.464108,0.639059,0.0232363,1.37966,-0.0,0.298861,0.223249,0.0406082,0.901629,-0.0697593,4.34281,0.203053,2.00913,-0.00224631,0.358913,-1.22345,0.645148
,,,,,,,,,,,,,,,,0.0711967,0.0164249,0.024353,-0.178697,0.328909,0.0687305,0.037979,0.29872,0.48889,0.106374,0.0743611,0.183678,0.353147,0.180735,-0.400961,0.0795458,0.661525,0.0959712,-0.653451,0.0491071,0.568436,-2.8207,-0.582255,0.0142537,0.00311947,0.0491071,-0.074773,0.0985725,-0.469921,0.645101,0.0242387,1.37966,-0.0,0.302387,0.223947,0.0410985,1.1044,-0.0689597,4.14944,0.206416,2.00708,-0.00331056,0.153642,-1.06334,0.783679
,,,,,,,,,,,,,,,,0.0694382,0.0162164,0.013916,-0.173001,0.336283,0.0665397,0.0384708,0.30409,0.495073,0.105606,0.0773718,0.177396,0.354116,0.182978,-0.407229,0.0799876,0.663331,0.0962111,-0.653451,0.0492473,0.57506,-2.814,-0.584013,0.0137813,0.00311947,0.0492473,-0.0794669,0.0952139,-0.475753,0.647114,0.017833,1.28037,-0.0,0.305923,0.224623,0.0415903,1.09716,-0.0685236,4.26964,0.209712,1.2396,-0.00243971,0.0306004,-1.54234,0.353466
,,,,,,,,,,,,,,,,0.0687839,0.0186301,-0.027832,-0.167279,0.328909,0.0643387,0.038964,0.308118,0.502041,0.104674,0.0805537,0.171085,0.355051,0.185227,-0.414235,0.0796618,0.665073,0.0962171,-0.654498,0.0493827,0.581702,-2.83745,-0.585715,0.0133068,0.00311947,0.0493827,-0.0828402,0.0918401,-0.481601,0.646443,0.026143,1.29082,-0.0,0.309469,0.225278,0.0420834,0.908871,-0.0673666,4.24351,0.213252,2.00635,-0.00323419,0.174457,-0.943368,0.812254
