integralf_4.txt,wrench_mx.txt,wrench_my.txt,proportionalf_3.txt,integralf_1.txt,wrench_fx.txt,wrench_mz.txt,proportionalf_1.txt,integralf_3.txt,integralf_2.txt,proportionalf_4.txt,integralf_5.txt,proportionalf_5.txt,wrench_fy.txt,wrench_fz.txt,proportionalf_2.txt,error_pos_1.txt,error_vel_3.txt,posd2.txt,veld4.txt,posa5.txt,accd4.txt,accd5.txt,posd4.txt,error_vel_1.txt,trq5.txt,error_vel_2.txt,veld2.txt,error_vel_5.txt,posa1.txt,veld3.txt,error_pos_3.txt,posa2.txt,trq3.txt,error_pos_4.txt,trq1.txt,posa3.txt,trq2.txt,veld5.txt,posd1.txt,accd3.txt,veld1.txt,accd2.txt,vela3.txt,error_pos_5.txt,posd3.txt,vela5.txt,vela4.txt,vela1.txt,error_pos_2.txt,vela2.txt,posd5.txt,error_vel_4.txt,accd1.txt,trq4.txt,posa4.txt,estimated_trqs_3.txt,estimated_trqs_2.txt,estimated_trqs_4.txt,estimated_trqs_5.txt,estimated_trqs_1.txt
,,,,,,,,,,,,,,,,0.0194874,-0.283654,0.00856,0.244252,0.000287611,2.15798,0.117455,0.0174215,0.231586,-0.754943,0.106732,0.1215,0.0146921,0.00619256,-0.311929,-0.00689093,0.000654498,-2.4187,0.0134392,1.71935,-0.0152367,0.883194,0.0146921,0.02568,-2.76337,0.3645,1.08,-0.0282743,0.000960789,-0.0221277,-0.0,0.0058997,0.132914,0.0079055,0.0147682,0.0012484,0.238352,3.24,0.086904,0.0039823,-1.71839,2.01456,0.493456,0.00249238,1.03225
,,,,,,,,,,,,,,,,0.021675,-0.307533,0.00982957,0.26617,0.000309734,2.22512,0.121104,0.019973,0.241671,-0.741027,0.105618,0.13247,0.0144101,0.0078137,-0.339996,-0.00983568,0.000976713,-2.4723,0.0159907,1.79774,-0.0155509,0.86229,0.015885,0.0294887,-2.84935,0.397409,1.1136,-0.0324631,0.00109152,-0.0253866,0.00147493,0.00147493,0.155737,0.00885285,0.0268512,0.00140125,0.264695,3.34081,0.086904,0.0039823,-1.17884,2.17106,0.723506,0.00184314,1.04999
,,,,,,,,,,,,,,,,0.0239549,-0.343768,0.0112105,0.288742,0.000331858,2.28871,0.12456,0.0227471,0.251395,-0.734069,0.10886,0.143766,0.0156386,0.00967651,-0.368901,-0.0131753,0.00132914,-2.6934,0.0187205,1.85,-0.0157551,0.857064,0.0171135,0.0336314,-2.93078,0.431298,1.14543,-0.0251327,0.00123436,-0.0289304,0.00147493,0.00147493,0.179903,0.00988135,0.0349066,0.00156622,0.287267,3.43629,0.090525,0.00402655,-1.12626,1.95445,0.728373,0.00141027,0.975473
,,,,,,,,,,,,,,,,0.0262864,-0.382889,0.0127059,0.311933,0.000331858,2.34879,0.127824,0.02575,0.262719,-0.709716,0.117109,0.155372,0.0183756,0.0118313,-0.398597,-0.016855,0.00174197,-2.86425,0.0216349,1.95452,-0.0159122,0.789126,0.0183756,0.0381178,-3.00771,0.466117,1.1755,-0.015708,0.00141178,-0.0327672,-0.0,0.0058997,0.203398,0.0109639,0.038263,0.00174364,0.306033,3.5265,0.101388,0.00411504,-1.53345,1.7445,0.582368,0.00400538,1.224
,,,,,,,,,,,,,,,,0.0287289,-0.413332,0.0143189,0.335707,0.000353982,2.40541,0.130899,0.0289877,0.268206,-0.699279,0.126994,0.16727,0.0181944,0.0142278,-0.42904,-0.0208198,0.00210446,-3.0016,0.0246735,2.00678,-0.016085,0.977262,0.0196693,0.0429567,-3.08022,0.501811,1.20384,-0.015708,0.00157985,-0.0369048,0.00147493,0.0147493,0.233606,0.0122144,0.0402768,0.00193384,0.320957,3.61152,0.159324,0.00431416,-1.97236,1.07119,0.369128,0.00194759,0.707172
,,,,,,,,,,,,,,,,0.0310894,-0.437148,0.0160522,0.36003,0.000376106,2.45861,0.133788,0.0324659,0.285929,-0.678405,0.142523,0.179443,0.019518,0.0170673,-0.460186,-0.0249512,0.00257772,-3.0485,0.0277535,2.13221,-0.0163991,0.982488,0.0209929,0.0481567,-3.14835,0.53833,1.23047,-0.0230383,0.00176102,-0.0413504,0.00147493,0.0280236,0.252401,0.0134745,0.0369204,0.00213712,0.332006,3.69141,0.199155,0.00471239,-1.51629,2.62415,0.99534,0.00172831,1.27942
,,,,,,,,,,,,,,,,0.033668,-0.456388,0.0179086,0.384868,0.00039823,2.50844,0.136494,0.03619,0.293013,-0.66101,0.144885,0.191874,0.0223445,0.0200579,-0.491993,-0.0293032,0.00307111,-3.0552,0.0307696,2.23673,-0.0168075,1.08701,0.0223445,0.0537259,-3.21216,0.575622,1.25541,-0.0356047,0.00195556,-0.0461107,-0.0,0.0545723,0.282609,0.0148375,0.0469896,0.00235379,0.330295,3.76623,0.235365,0.00542035,-1.08366,2.99674,1.34549,0.00153122,1.25205
,,,,,,,,,,,,,,,,0.0363412,-0.480433,0.0198905,0.410187,0.00039823,2.55494,0.139017,0.0401649,0.300821,-0.647094,0.149501,0.204546,0.0222473,0.0233304,-0.524415,-0.0339449,0.00360478,-3.2562,0.0337047,2.35693,-0.0172473,1.15495,0.0237222,0.0596716,-3.27171,0.613638,1.27869,-0.0439823,0.00218587,-0.0511923,0.00147493,0.0943953,0.312817,0.0162858,0.055045,0.0025841,0.315792,3.83606,0.275196,0.00646018,-1.80432,1.45202,0.616098,0.00318865,1.06516
,,,,,,,,,,,,,,,,0.0392269,-0.504006,0.0220003,0.435956,0.000420354,2.59816,0.141362,0.0443952,0.311317,-0.629699,0.166425,0.217442,0.0236493,0.026774,-0.557413,-0.0387567,0.00410824,-3.36005,0.036674,2.44054,-0.0178442,1.55212,0.0251243,0.0660009,-3.32706,0.652327,1.30032,-0.0534071,0.00240796,-0.0566009,0.00147493,0.120944,0.34101,0.0178921,0.0510173,0.00282831,0.315012,3.90096,0.296922,0.00772124,-2.10725,0.925945,0.205414,0.00478491,1.20812
,,,,,,,,,,,,,,,,0.0419991,-0.530205,0.0242401,0.46214,0.000442478,2.63814,0.14353,0.0488854,0.31908,-0.608825,0.184229,0.230547,0.0265489,0.0307212,-0.590943,-0.0439326,0.00449087,-3.5041,0.0398367,2.4719,-0.0184097,1.94407,0.0265489,0.0727202,-3.37826,0.691641,1.32033,-0.0607375,0.00264418,-0.0623423,-0.0,0.129793,0.372561,0.0197492,0.0463184,0.00308666,0.332346,3.961,0.347616,0.00904867,-2.17794,-0.168308,-0.104572,0.00717832,1.11822
,,,,,,,,,,,,,,,,0.0450969,-0.565274,0.0266119,0.488708,0.000442478,2.67493,0.145524,0.0536393,0.326078,-0.598388,0.217664,0.243844,0.0265193,0.0347388,-0.624964,-0.0493206,0.00466204,-3.62135,0.0431747,2.52938,-0.0191009,2.40919,0.0279943,0.0798356,-3.42538,0.731531,1.33875,-0.0596903,0.00291688,-0.0684214,0.00147493,0.138643,0.405453,0.0219498,0.0261799,0.00335936,0.350065,4.01625,0.347616,0.0104646,-3.26368,-0.798164,-0.661086,0.00756507,1.01971
,,,,,,,,,,,,,,,,0.0479921,-0.580897,0.0291175,0.515628,0.000464602,2.70857,0.147347,0.0586607,0.336961,-0.587951,0.247248,0.257317,0.0279838,0.0393605,-0.659437,-0.0549411,0.00473253,-3.67495,0.0468465,2.66003,-0.019902,2.72797,0.0294588,0.0873526,-3.46846,0.77195,1.35559,-0.0785398,0.00318201,-0.0748431,0.00147493,0.137168,0.43499,0.024385,0.0100692,0.00364661,0.37846,4.06677,0.336753,0.0118142,-2.79898,0.19039,-0.285724,0.00781609,1.39944
,,,,,,,,,,,,,,,,0.0512939,-0.600073,0.0317587,0.542869,0.000486726,2.73911,0.149,0.0639529,0.340941,-0.570556,0.268265,0.27095,0.0294657,0.0439823,-0.69432,-0.0606728,0.0047426,-3.70175,0.0507007,2.71752,-0.0209387,2.85862,0.0309406,0.0952762,-3.50757,0.812851,1.37088,-0.0942478,0.00346187,-0.0816116,0.00147493,0.137168,0.47191,0.0270161,0.00268512,0.00394859,0.405701,4.11264,0.304164,0.0132522,-2.58368,0.784444,0.0506568,0.00515979,1.21881
,,,,,,,,,,,,,,,,0.0544129,-0.616478,0.034537,0.5704,0.000486726,2.7666,0.150486,0.069519,0.350727,-0.553161,0.284729,0.284729,0.0324382,0.0491981,-0.729575,-0.0666139,0.0047426,-3.752,0.054873,2.76978,-0.0221168,2.98927,0.0324382,0.103611,-3.54277,0.854188,1.38464,-0.113097,0.00377875,-0.0887307,-0.0,0.147493,0.50346,0.0297944,-0.0,0.00426547,0.422907,4.15392,0.318648,0.014646,-3.42846,0.28146,-0.455853,0.00874833,1.51611
,,,,,,,,,,,,,,,,0.0578265,-0.619602,0.0374538,0.598191,0.00050885,2.79106,0.151808,0.0753618,0.354191,-0.546203,0.298638,0.298638,0.0324749,0.0545348,-0.765163,-0.0724851,0.00475267,-3.75535,0.0592556,2.8534,-0.023719,3.07289,0.0339498,0.112361,-3.57411,0.895914,1.39689,-0.14556,0.00408855,-0.0962042,0.00147493,0.146018,0.541723,0.0327011,-0.0,0.0045974,0.452173,4.19067,0.575739,0.0161062,-3.29373,0.408866,-0.334873,0.00670733,1.27825
,,,,,,,,,,,,,,,,0.0610549,-0.624068,0.0405102,0.626211,0.000530973,2.81257,0.152969,0.0814836,0.364042,-0.528808,0.311991,0.312662,0.0339989,0.0604757,-0.801045,-0.0784153,0.00475267,-3.90275,0.0638066,2.90566,-0.0256197,3.16696,0.0354738,0.121531,-3.60165,0.937986,1.40766,-0.176976,0.00441354,-0.104035,0.00147493,0.147493,0.573945,0.0357575,0.00067128,0.00494451,0.478719,4.22297,0.735063,0.017677,-2.79801,1.13142,0.175161,0.00517541,1.34977
,,,,,,,,,,,,,,,,0.0645041,-0.629838,0.0437073,0.654432,0.000553097,2.83115,0.15397,0.0878867,0.372179,-0.518371,0.324773,0.326786,0.0370087,0.0666179,-0.837183,-0.0844071,0.00478287,-3.93625,0.068484,1.1654,-0.0278188,3.26102,0.0370087,0.131122,-3.62545,0.980359,1.41696,-0.207345,0.00475382,-0.112226,-0.0,0.168142,0.60818,0.0389245,0.00201384,0.00530692,0.486291,4.25088,0.818346,0.0194027,-2.47754,1.0189,0.337963,-0.0025466,-0.163121
,,,,,,,,,,,,,,,,0.0684792,-0.643158,0.0470462,0.682825,0.000575221,2.84685,0.154814,0.0945728,0.418837,-0.511413,0.336298,0.340997,0.0370778,0.0726594,-0.873542,-0.0905573,0.00485336,-3.96975,0.0732897,0.81003,-0.0302221,3.30283,0.0385527,0.141139,-3.64556,1.02299,1.42482,-0.230383,0.00510949,-0.120779,0.00147493,0.185841,0.604152,0.0421928,0.00469896,0.00568472,0.496984,4.27447,0.811104,0.0212832,-2.627,1.14231,0.453122,-0.0046341,-0.406368
,,,,,,,,,,,,,,,,0.0724084,-0.648283,0.0505275,0.71136,0.000575221,2.85972,0.155503,0.101544,0.471751,-0.500976,0.346552,0.355278,0.0386295,0.0791742,-0.910083,-0.0963965,0.00497419,-4.10375,0.0777826,0.977262,-0.0333009,3.33419,0.0401044,0.151583,-3.66205,1.06583,1.43127,-0.261799,0.00550277,-0.129697,0.00147493,0.213864,0.594083,0.0455533,0.00872665,0.006078,0.497496,4.29381,0.655401,0.0237611,-2.92521,0.928568,0.206621,-0.000935403,0.154075
,,,,,,,,,,,,,,,,0.0775221,-0.650414,0.0541519,0.74001,0.000597345,2.8698,0.156041,0.1088,0.510741,-0.480102,0.357534,0.369617,0.0401873,0.0849338,-0.946771,-0.102728,0.00508495,-4.1607,0.0826057,1.03475,-0.036254,3.3969,0.0416623,0.162456,-3.67496,1.10885,1.43632,-0.296357,0.00588948,-0.138982,0.00147493,0.235988,0.598111,0.049067,0.012083,0.00648682,0.504022,4.30896,0.608328,0.0261947,-2.889,0.616295,0.245217,-0.00304035,-0.307869
,,,,,,,,,,,,,,,,0.0828351,-0.653703,0.05792,0.768747,0.000619469,2.87714,0.156429,0.116344,0.559931,-0.476623,0.373931,0.384,0.0417498,0.0909249,-0.98357,-0.108813,0.00517557,-4.1473,0.0873618,1.11836,-0.0398197,3.59026,0.0432247,0.17376,-3.68437,1.152,1.44,-0.329867,0.00629179,-0.148633,0.00147493,0.265487,0.592069,0.0527444,0.0100692,0.00691126,0.50326,4.32,0.821967,0.0289823,-3.72525,0.0165206,-0.242425,-0.000346757,0.0103768
,,,,,,,,,,,,,,,,0.0887915,-0.643455,0.061832,0.797543,0.000619469,2.88178,0.15667,0.124176,0.601155,-0.466186,0.390357,0.398413,0.0447904,0.0967047,-1.02045,-0.115095,0.00524606,-4.2411,0.0923172,1.19675,-0.0435582,3.84111,0.0447904,0.185496,-3.69032,1.19524,1.44233,-0.376991,0.00673186,-0.158653,-0.0,0.287611,0.594083,0.056586,0.00805537,0.00735133,0.509933,4.32699,0.887145,0.0318584,-3.04668,0.492701,0.0939604,-0.00122813,-0.11078
,,,,,,,,,,,,,,,,0.0951201,-0.645817,0.0658883,0.826373,0.000641593,2.88377,0.156766,0.132295,0.645786,-0.459228,0.406129,0.412842,0.0448827,0.102545,-1.05737,-0.121086,0.00532661,-4.22435,0.0972509,1.25947,-0.0479564,4.04492,0.0463577,0.197665,-3.69287,1.23853,1.44333,-0.411549,0.00716548,-0.169042,0.00147493,0.311209,0.592741,0.0605617,0.0067128,0.00780707,0.515164,4.32999,0.731442,0.0350442,-3.07304,0.945129,0.245137,-0.00123706,0.112747
,,,,,,,,,,,,,,,,0.101519,-0.641903,0.0700889,0.85521,0.000663717,2.88315,0.15672,0.140703,0.685728,-0.448791,0.417206,0.427275,0.0464503,0.108747,-1.09429,-0.127242,0.00545751,-4.288,0.102141,1.35876,-0.0525588,4.17557,0.0479252,0.210267,-3.69208,1.28183,1.44303,-0.452389,0.00761477,-0.179801,0.00147493,0.340708,0.596097,0.0646314,0.0100692,0.00827848,0.514502,4.32908,0.742305,0.0385619,-2.40879,2.03935,0.843402,-0.00284446,0.289164
