integralf_3.txt,wrench_fx.txt,proportionalf_2.txt,wrench_my.txt,proportionalf_3.txt,wrench_mz.txt,integralf_5.txt,wrench_mx.txt,proportionalf_5.txt,integralf_4.txt,proportionalf_4.txt,integralf_2.txt,proportionalf_1.txt,wrench_fy.txt,integralf_1.txt,wrench_fz.txt,trq5.txt,veld3.txt,error_vel_4.txt,trq3.txt,posd1.txt,error_pos_4.txt,vela2.txt,error_pos_1.txt,trq1.txt,error_vel_2.txt,accd5.txt,error_vel_1.txt,accd4.txt,posd4.txt,vela3.txt,error_vel_3.txt,veld4.txt,error_pos_2.txt,error_vel_5.txt,error_pos_5.txt,accd1.txt,veld2.txt,posd5.txt,posa5.txt,posd2.txt,posd3.txt,vela5.txt,trq4.txt,vela1.txt,posa3.txt,posa2.txt,error_pos_3.txt,posa1.txt,accd2.txt,posa4.txt,veld5.txt,accd3.txt,vela4.txt,veld1.txt,trq2.txt,estimated_trqs_4.txt,estimated_trqs_1.txt,estimated_trqs_5.txt,estimated_trqs_3.txt,estimated_trqs_2.txt
,,,,,,,,,,,,,,,,0.017395,-0.04332,0.0323688,-1.73865,0.0112831,0.00163041,0.00201384,0.0088363,0.355368,0.0318299,0.0913781,0.081537,0.320625,0.00231625,0.0,-0.04332,0.0338437,0.00205445,0.00964547,0.000660131,0.46711,0.0338437,0.000660131,-0.0,0.00231625,-0.0029648,-0.0,0.068799,0.00268512,-0.0125978,0.000261799,0.00963299,0.00244682,0.320625,0.000685841,0.00964547,-0.4104,0.00147493,0.0842221,0.67938,0.397558,0.13224,-0.00138674,-1.73863,1.12698
,,,,,,,,,,,,,,,,-0.0,-0.0475093,0.0326918,-1.73865,0.012149,0.00194085,0.00201384,0.00963172,0.428532,0.0351028,0.0951629,0.0829486,0.333905,0.00267094,0.0,-0.0475093,0.0371166,0.002389,0.0105782,0.000761218,0.486443,0.0371166,0.000761218,-0.0,0.00267094,-0.0034188,-0.0,0.076041,0.00604152,-0.0125978,0.000281938,0.00917898,0.0025173,0.333905,0.000730088,0.0105782,-0.427398,0.00442478,0.0889902,0.736866,0.381752,0.193675,-0.0010732,-1.74922,1.15208
,,,,,,,,,,,,,,,,-0.03479,-0.0518669,0.0346213,-1.742,0.0130636,0.00226256,0.00268512,0.0103952,0.486018,0.0378359,0.0988759,0.0832092,0.346933,0.00305902,0.0,-0.0518669,0.040521,0.00274688,0.0115485,0.000871821,0.505407,0.040521,0.000871821,-0.0,0.00305902,-0.00391555,-0.0,0.097767,0.0107405,-0.0125978,0.000312145,0.00868224,0.00266834,0.346933,0.00079646,0.0115485,-0.444074,0.0058997,0.0939497,0.768222,0.434556,0.414268,-0.000129476,-1.69364,1.30897
,,,,,,,,,,,,,,,,0.024353,-0.0563897,0.0352049,-1.742,0.0140286,0.00257471,0.00402768,0.0110884,0.486018,0.0400268,0.102518,0.0782874,0.359711,0.00348179,0.0,-0.0563897,0.0440544,0.0031193,0.0125555,0.000992311,0.524006,0.0440544,0.000992311,-0.0,0.00348179,-0.00445669,-0.0,0.112251,0.0208097,-0.0125978,0.000362491,0.00814109,0.00294021,0.359711,0.00090708,0.0125555,-0.46043,0.00884956,0.0990971,0.789126,0.493308,0.338664,-0.000739577,-1.64185,1.39554
,,,,,,,,,,,,,,,,-0.017395,-0.0610744,0.0344401,-1.742,0.0150461,0.00287858,0.00604152,0.0118139,0.5226,0.0416729,0.106088,0.0755636,0.37224,0.00394053,0.0,-0.0610744,0.0477144,0.00348742,0.0135986,0.00112305,0.542241,0.0477144,0.00112305,-0.0,0.00394053,-0.00504388,-0.0,0.130356,0.0288651,-0.0125978,0.000453114,0.00755391,0.00323222,0.37224,0.00106195,0.0135986,-0.476467,0.0132743,0.104429,0.825708,0.771755,0.0221463,-0.00348153,-1.39291,1.85446
,,,,,,,,,,,,,,,,0.020874,-0.065918,0.0278996,-1.7956,0.0161178,0.00304269,0.012083,0.0126137,0.674154,0.0394154,0.109589,0.0817469,0.384521,0.00443649,0.0,-0.065918,0.0514984,0.00384241,0.014677,0.0012644,0.560114,0.0514984,0.0012644,-0.0,0.00443649,-0.00567871,-0.0,0.14484,0.0281938,-0.0125978,0.000594083,0.00691908,0.00350408,0.384521,0.00139381,0.014677,-0.492188,0.0235988,0.109941,0.830934,1.08257,0.24829,-0.00334541,-1.1033,2.40986
,,,,,,,,,,,,,,,,-0.024353,-0.0709171,0.0111562,-1.81235,0.0172455,0.00306825,0.0201384,0.0133487,0.700284,0.0352656,0.113019,0.082737,0.396557,0.0049709,0.0,-0.0709171,0.055404,0.00411502,0.0157901,0.00141671,0.577627,0.055404,0.00141671,-0.0,0.0049709,-0.00636276,-0.0,0.159324,0.0328927,-0.0125978,0.000855883,0.00623503,0.00389678,0.396557,0.00190265,0.0157901,-0.507593,0.0442478,0.11563,0.773448,1.1683,0.55697,-0.00228631,-1.00726,2.78093
,,,,,,,,,,,,,,,,0.038269,-0.0760688,-0.00399309,-1.8291,0.018431,0.0028901,0.0322215,0.0140912,0.7839,0.0272073,0.116379,0.0771875,0.408348,0.00554497,0.0,-0.0760688,0.0594287,0.00437694,0.0169372,0.00158032,0.594782,0.0594287,0.00158032,-0.0,0.00554497,-0.00709756,-0.0,0.173808,0.0443045,-0.0125978,0.00116803,0.00550022,0.00433983,0.408348,0.00265487,0.0169372,-0.522685,0.0634218,0.121492,0.747318,0.539419,0.145604,-0.00145719,-1.62002,1.16625
,,,,,,,,,,,,,,,,-0.03479,-0.0813698,-0.013126,-1.8492,0.0196759,0.00275279,0.0288651,0.0148024,0.710736,0.0347051,0.11967,0.0785207,0.419895,0.00615987,0.0,-0.0813698,0.0635702,0.00468976,0.0181175,0.00175556,0.611582,0.0635702,0.00175556,-0.0,0.00615987,-0.00788463,-0.0,0.191913,0.0490035,-0.0125978,0.0014701,0.00471315,0.0048735,0.419895,0.00340708,0.0181175,-0.537466,0.0766962,0.127524,0.73164,0.494297,0.150057,-0.00170793,-1.64716,1.34481
,,,,,,,,,,,,,,,,0.03479,-0.0868171,-0.0132951,-1.87265,0.020982,0.00261321,0.0308789,0.0155849,0.747318,0.0369469,0.122892,0.0813626,0.431201,0.00681675,0.0,-0.0868171,0.0678258,0.00502444,0.0193304,0.00194277,0.628028,0.0678258,0.00194277,-0.0,0.00681675,-0.00872545,-0.0,0.210018,0.0523599,-0.0125978,0.00179232,0.00387234,0.0053971,0.431201,0.00420354,0.0193304,-0.551937,0.0811209,0.133723,0.62712,-0.0401688,0.22435,0.000566566,-2.16606,0.453547
,,,,,,,,,,,,,,,,-0.0,-0.0924075,0.00139691,-1.8894,0.0223509,0.0026495,0.0281938,0.0163597,0.747318,0.0439996,0.126046,0.0816822,0.442266,0.00751676,-0.0010472,-0.0913603,0.0721934,0.00549285,0.0205751,0.00214228,0.644123,0.0721934,0.00214228,-0.0,0.00751676,-0.00962145,-0.0,0.231744,0.0584014,-0.0126135,0.00202391,0.00299204,0.00599118,0.442266,0.00486726,0.0205751,-0.5661,0.0707965,0.140084,0.747318,-0.172224,0.160175,0.00112232,-2.2406,-0.0281027
,,,,,,,,,,,,,,,,0.024353,-0.098138,0.0147234,-1.90615,0.0237842,0.00279638,0.0187959,0.0171083,0.726414,0.0578745,0.129131,0.0821609,0.453092,0.00826099,0.0,-0.098138,0.0766703,0.00604576,0.021851,0.00235438,0.659868,0.0766703,0.00235438,-0.0,0.00826099,-0.0105741,-0.0,0.25347,0.0644429,-0.0126135,0.00221523,0.00203943,0.00667588,0.453092,0.0054646,0.021851,-0.579957,0.0619469,0.146604,0.846612,0.610782,0.263732,-0.00189608,-1.525,1.7927
,,,,,,,,,,,,,,,,-0.006958,-0.104006,0.0178326,-1.9765,0.0252835,0.0029222,0.0268512,0.0178927,0.752544,0.0544032,0.132149,0.0841379,0.46368,0.00905052,0.0,-0.104006,0.0812544,0.00648287,0.0231575,0.0025794,0.675266,0.0812544,0.0025794,-0.0,0.00905052,-0.0115847,-0.0,0.257091,0.0691419,-0.0126135,0.00256765,0.00102883,0.0073908,0.46368,0.00612832,0.0231575,-0.59351,0.0634218,0.15328,0.736866,0.69581,0.599024,-0.00068458,-1.4289,2.16988
,,,,,,,,,,,,,,,,0.003479,-0.110007,0.0225213,-1.9966,0.0268503,0.00316076,0.0389343,0.0186238,0.747318,0.0470089,0.135099,0.078883,0.474032,0.00988642,0.0,-0.110007,0.0859432,0.00694621,0.0244938,0.00281763,0.690318,0.0859432,0.00281763,-0.0,0.00988642,-0.0126546,-0.0,0.257091,0.0812249,-0.0126135,0.00294021,-4.11271e-05,0.00822654,0.474032,0.00672566,0.0244938,-0.606761,0.0634218,0.160108,0.789126,0.0574859,0.245002,5.37568e-05,-2.0364,0.794432
,,,,,,,,,,,,,,,,0.024353,-0.11614,0.0405868,-2.0301,0.0284862,0.00355734,0.0409481,0.0193635,0.830934,0.0497862,0.137983,0.0804898,0.484149,0.0107697,0.0,-0.11614,0.0907343,0.00739654,0.0258593,0.00306937,0.705028,0.0907343,0.00306937,-0.0,0.0107697,-0.0137852,-0.0,0.257091,0.0865952,-0.0126135,0.00337318,-0.00117175,0.0091227,0.484149,0.00721239,0.0258593,-0.619711,0.0501475,0.167085,0.799578,-0.0306212,0.326866,0.000943501,-2.1198,0.581111
,,,,,,,,,,,,,,,,-0.03479,-0.1224,0.0587522,-2.06695,0.0301925,0.00420144,0.0402768,0.020073,0.841386,0.0553485,0.140799,0.0795568,0.494033,0.0117014,0.0,-0.1224,0.0956254,0.00796577,0.0272532,0.00333491,0.719395,0.0956254,0.00333491,-0.0,0.0117014,-0.0149778,-0.0,0.257091,0.0946505,-0.0126135,0.00373568,-0.00236435,0.0101196,0.494033,0.0075,0.0272532,-0.632363,0.0368732,0.174207,1.11314,-0.282622,0.0799613,0.00123943,-2.38135,-0.319073
,,,,,,,,,,,,,,,,0.020874,-0.128786,0.0725906,-2.08035,0.0319708,0.00487282,0.0281938,0.0208947,0.841386,0.0724204,0.14355,0.0821223,0.503685,0.0126826,0.0,-0.128786,0.100614,0.00869515,0.028675,0.00361453,0.733424,0.100614,0.00361453,-0.0,0.0126826,-0.0162337,-0.0,0.249849,0.0993495,-0.0126135,0.00398741,-0.00362018,0.0110761,0.503685,0.00780973,0.028675,-0.644717,0.0280236,0.181472,1.33263,0.0879276,0.0837547,-0.000310168,-2.06406,0.460581
,,,,,,,,,,,,,,,,0.024353,-0.135294,0.0791496,-2.13395,0.0338224,0.00568307,0.0228235,0.0215783,0.867516,0.0828748,0.146235,0.0861688,0.513106,0.013714,-0.0010472,-0.134247,0.105698,0.00951518,0.030124,0.0039085,0.747116,0.105698,0.0039085,-0.0,0.013714,-0.017554,-0.0,0.249849,0.102706,-0.0126292,0.00419886,-0.00492477,0.0122442,0.513106,0.00803097,0.030124,-0.656776,0.0265487,0.188875,1.49464,-0.266279,0.330961,0.00226035,-2.32017,-0.0815404
,,,,,,,,,,,,,,,,-0.020874,-0.141921,0.0976012,-2.1775,0.0357487,0.00665524,0.0140969,0.0223265,0.867516,0.0967786,0.148855,0.0836378,0.522298,0.0147968,0.0,-0.141921,0.110876,0.0105174,0.0315995,0.0042171,0.760472,0.110876,0.0042171,-0.0,0.0147968,-0.0189399,-0.0,0.249849,0.112775,-0.0126292,0.00427941,-0.00631075,0.0134223,0.522298,0.00814159,0.0315995,-0.668542,0.0132743,0.196413,1.71935,-0.207938,0.196052,0.00174302,-2.34592,-0.253533
,,,,,,,,,,,,,,,,0.003479,-0.148664,0.105819,-2.2177,0.0377511,0.00767964,0.00067128,0.0231205,0.977262,0.115472,0.15141,0.0832526,0.531262,0.0159319,-0.0010472,-0.147616,0.116144,0.0116625,0.0331009,0.00454058,0.773495,0.116144,0.00454058,-0.0,0.0159319,-0.0203928,-0.0,0.249849,0.12083,-0.0126449,0.00426934,-0.00774786,0.0146306,0.531262,0.00825221,0.0331009,-0.680016,0.0103245,0.204083,1.8291,0.384065,0.421528,0.000264692,-1.71465,1.1501
,,,,,,,,,,,,,,,,0.03479,-0.15552,0.108226,-2.24785,0.0398308,0.0086908,-0.0,0.0238913,0.91455,0.1215,0.1539,0.0803108,0.54,0.01712,0.0,-0.15552,0.1215,0.0128507,0.0346275,0.0048792,0.786188,0.1215,0.0048792,-0.0,0.01712,-0.0219136,-0.0,0.249849,0.131571,-0.0126449,0.00426934,-0.00926869,0.0159396,0.54,0.0084292,0.0346275,-0.6912,0.0132743,0.211882,1.85,0.5366,-0.0878425,-0.00290374,-1.62275,1.24193
,,,,,,,,,,,,,,,,-0.024353,-0.162487,0.104819,-2.30145,0.0419892,0.00966745,-0.0,0.0246903,0.88842,0.126943,0.156326,0.0902486,0.548513,0.0183621,0.0,-0.162487,0.126943,0.0140827,0.0361787,0.00523321,0.798552,0.126943,0.00523321,-0.0,0.0183621,-0.0235035,-0.0,0.25347,0.129557,-0.0126449,0.00427941,-0.0108586,0.0172989,0.548513,0.00869469,0.0361787,-0.702096,0.0221239,0.219806,1.86046,0.560896,0.400376,-0.000451555,-1.61583,1.43046
,,,,,,,,,,,,,,,,0.017395,-0.169561,0.100021,-2.345,0.0442273,0.0106105,0.00067128,0.0254785,1.01384,0.131798,0.158689,0.0882254,0.556802,0.0196591,-0.0010472,-0.168514,0.13247,0.0153797,0.0377538,0.00560285,0.810588,0.13247,0.00560285,-0.0,0.0196591,-0.0251637,-0.0,0.238986,0.139626,-0.0126606,0.00427941,-0.0125031,0.0187489,0.556802,0.00904867,0.0377538,-0.712706,0.0324484,0.227852,1.91794,0.52838,0.36284,-0.000450997,-1.58696,1.32386
,,,,,,,,,,,,,,,,-0.010437,-0.17674,0.0967801,-2.3852,0.0465466,0.0115207,-0.0,0.0262672,1.01907,0.138078,0.160988,0.0869922,0.564869,0.0210118,0.0,-0.17674,0.138078,0.0167324,0.0393522,0.00598836,0.8223,0.138078,0.00598836,-0.0,0.0210118,-0.0268951,-0.0,0.228123,0.149024,-0.0126606,0.00427941,-0.0142345,0.0202794,0.564869,0.00949115,0.0393522,-0.723032,0.0412979,0.236016,1.9702,0.36252,0.238749,-0.000681137,-1.8003,1.09813
