proportionalf_4.txt,proportionalf_2.txt,wrench_fy.txt,wrench_mz.txt,wrench_fx.txt,integralf_5.txt,wrench_fz.txt,proportionalf_5.txt,integralf_4.txt,integralf_2.txt,wrench_my.txt,integralf_1.txt,proportionalf_1.txt,proportionalf_3.txt,wrench_mx.txt,integralf_3.txt,error_vel_4.txt,accd5.txt,trq4.txt,vela4.txt,veld4.txt,error_vel_5.txt,error_vel_3.txt,error_pos_2.txt,veld1.txt,accd4.txt,vela2.txt,posa4.txt,veld3.txt,posd1.txt,trq3.txt,accd2.txt,posa3.txt,trq1.txt,trq2.txt,accd1.txt,posd3.txt,posa1.txt,error_pos_4.txt,vela3.txt,posa2.txt,error_pos_5.txt,error_pos_1.txt,veld2.txt,posd5.txt,error_vel_2.txt,posa5.txt,posd4.txt,error_vel_1.txt,posd2.txt,accd3.txt,vela1.txt,vela5.txt,trq5.txt,error_pos_3.txt,veld5.txt,estimated_trqs_5.txt,estimated_trqs_4.txt,estimated_trqs_2.txt,estimated_trqs_1.txt,estimated_trqs_3.txt
,,,,,,,,,,,,,,,,0.0251046,0.175762,0.054315,-0.0,0.0251046,0.0185531,-0.0286005,0.000569027,0.0338437,0.223856,0.00067128,0.00345133,-0.0118453,0.00231625,-1.6147,0.112219,-0.011781,-0.0,0.632346,0.320625,-0.000810688,1.00692e-05,-0.001517,0.0167552,0.000241661,0.00114441,0.00230618,0.0118453,0.00158689,0.011174,0.000442478,0.00193432,0.0338437,0.000810688,-0.112219,-0.0,0.00147493,-0.577514,0.0109703,0.020028,-0.000927471,-0.016566,0.509963,-0.00784431,-2.58183
,,,,,,,,,,,,,,,,0.0273896,0.183041,0.050694,-0.0,0.0273896,0.0203472,-0.014038,0.00067303,0.0371166,0.233127,0.00067128,0.00347345,-0.0129908,0.00267094,-1.5812,0.116867,-0.0118124,0.010452,0.674154,0.333905,-0.000934829,1.00692e-05,-0.00127673,0.0010472,0.000261799,0.00133147,0.00266087,0.0129908,0.00179608,0.0123195,0.000464602,0.00219672,0.0371166,0.000934829,-0.116867,-0.0,0.00147493,-0.563598,0.0108776,0.0218221,-0.00185925,0.357929,1.10481,0.037411,-1.83661
,,,,,,,,,,,,,,,,0.0282916,0.190183,0.054315,0.00147493,0.0297665,0.0222134,-0.0131352,0.000788719,0.040521,0.242223,0.00201384,0.00349557,-0.0141824,0.00305902,-1.5812,0.121427,-0.0118124,0.057486,0.700284,0.346933,-0.00107066,2.01384e-05,-0.00101315,-0.0010472,0.000281938,0.00153684,0.00303888,0.0141824,0.00202357,0.0121685,0.000486726,0.00248242,0.0398497,0.00107066,-0.121427,0.00067128,0.00147493,-0.546203,0.0107417,0.0236884,-0.00229922,0.30642,0.906302,-0.0394458,-1.79801
,,,,,,,,,,,,,,,,0.0307586,0.197187,0.054315,0.00147493,0.0322335,0.0256253,-0.0154191,0.00092662,0.0440544,0.251143,0.00067128,0.0035177,-0.0154191,0.00348179,-1.5812,0.125899,-0.0118124,0.094068,0.721188,0.359711,-0.00121863,2.01384e-05,-0.000725351,0.0,0.000292007,0.00176123,0.00346165,0.0154191,0.00227008,0.0147478,0.00050885,0.00279235,0.0440544,0.00121863,-0.125899,-0.0,-0.0,-0.532287,0.0105938,0.0256253,-0.00191982,0.461168,1.26921,0.0170484,-1.68086
,,,,,,,,,,,,,,,,0.030364,0.204054,0.050694,0.00442478,0.0347888,0.0261567,-0.0167,0.00105697,0.0477144,0.25989,0.00268512,0.00353982,-0.0167,0.00394053,-1.5812,0.130284,-0.0118124,0.141102,0.742092,0.37224,-0.00137919,3.02076e-05,-0.000412436,0.0,0.000322215,0.00200533,0.00391032,0.0167,0.00253631,0.0140149,0.000530973,0.00312739,0.0477144,0.00137919,-0.130284,-0.0,0.00147493,-0.525329,0.0104332,0.0276317,-0.00163883,0.303631,0.945323,0.0205194,-1.82825
,,,,,,,,,,,,,,,,0.0330059,0.210786,0.050694,0.00442478,0.0374307,0.028231,-0.0180244,0.00120035,0.0514984,0.268464,0.00201384,0.00358407,-0.0180244,0.00443649,-1.58455,0.134583,-0.0118124,0.214266,0.752544,0.384521,-0.00155277,4.02768e-05,-9.56579e-05,0.0,0.000352422,0.00226984,0.00439622,0.0180244,0.00282294,0.0160106,0.000553097,0.00348841,0.0508271,0.00155277,-0.134583,0.00067128,0.00147493,-0.514892,0.0102596,0.029706,-0.00110331,0.40925,1.24716,0.0799377,-1.72377
,,,,,,,,,,,,,,,,0.0357327,0.217383,0.047073,0.00442478,0.0401575,0.0274221,-0.0193914,0.00132698,0.055404,0.276866,0.00469896,0.00365044,-0.0193914,0.0049709,-1.6214,0.138795,-0.0118124,0.266526,0.778674,0.396557,-0.00173982,6.04152e-05,0.000225842,0.0,0.000412837,0.00255543,0.00491049,0.0193914,0.00313065,0.0146924,0.000575221,0.00387628,0.0533902,0.00173982,-0.138795,0.00201384,0.00442478,-0.504455,0.0100726,0.0318469,-0.00303554,0.431968,1.294,0.0312763,-1.70333
,,,,,,,,,,,,,,,,0.0385427,0.223845,0.047073,0.00442478,0.0429675,0.0325782,-0.0208001,0.00143728,0.0594287,0.285097,0.00805537,0.00369469,-0.0208001,0.00554497,-1.6281,0.142922,-0.0118124,0.329238,0.7839,0.408348,-0.00194074,8.05537e-05,0.00059715,0.0,0.00050346,0.00286275,0.00546442,0.0208001,0.00346009,0.0127447,0.000597345,0.00429184,0.0574149,0.00194074,-0.142922,0.00201384,0.00147493,-0.490539,0.00987165,0.0340532,-0.00204645,0.401767,1.32449,0.073962,-1.72581
,,,,,,,,,,,,,,,,0.044384,0.230174,0.047073,0.00147493,0.0458589,0.0348484,-0.0222496,0.00147125,0.0635702,0.293159,0.0127543,0.00371681,-0.0222496,0.00615987,-1.6415,0.146963,-0.0118124,0.397176,0.773448,0.419895,-0.00215595,0.00012083,0.00101909,0.0,0.000684706,0.00319246,0.00603904,0.0222496,0.00381192,0.00949522,0.000619469,0.0047359,0.060885,0.00215595,-0.146963,0.00268512,0.00147493,-0.476623,0.00965643,0.0363234,-0.00248005,0.684215,2.03479,0.242978,-1.45165
,,,,,,,,,,,,,,,,0.0473552,0.236371,0.050694,0.00147493,0.0488301,0.0371813,-0.023739,0.00143936,0.0678258,0.301051,0.0241661,0.00373894,-0.023739,0.00681675,-1.64485,0.15092,-0.0118124,0.459888,0.710736,0.431201,-0.00238586,0.000181246,0.00147035,0.0,0.000946505,0.00354518,0.00663551,0.023739,0.00418677,-0.000427057,0.000641593,0.00520928,0.0617843,0.00238586,-0.15092,0.00604152,0.00147493,-0.462707,0.00942652,0.0386562,-0.00189994,0.450908,1.36992,0.118998,-1.68229
,,,,,,,,,,,,,,,,0.0504044,0.242435,0.054315,0.00147493,0.0518794,0.0395754,-0.0252677,0.00142256,0.0721934,0.308775,0.0281938,0.00373894,-0.0252677,0.00751676,-1.65825,0.154793,-0.0118124,0.486018,0.684606,0.442266,-0.00263087,0.000281938,0.00197383,0.0,0.0012083,0.00392154,0.00723482,0.0252677,0.00458525,-0.0029261,0.000663717,0.00571277,0.064138,0.00263087,-0.154793,0.00805537,0.00147493,-0.448791,0.00918152,0.0410504,0.000255346,0.126019,0.552391,0.217372,-2.02422
,,,,,,,,,,,,,,,,0.0535301,0.248369,0.054315,0.00147493,0.055005,0.0420296,-0.0257874,0.00143131,0.0766703,0.316333,0.0228235,0.00378319,-0.0268346,0.00826099,-1.6683,0.158582,-0.0118281,0.49647,0.668928,0.453092,-0.00289135,0.000483322,0.00246394,-0.0010472,0.00146004,0.00432214,0.00777766,0.0268346,0.00500798,0.00401108,0.000685841,0.00624713,0.0619022,0.00289135,-0.158582,0.0147682,0.00147493,-0.445312,0.00893675,0.0435045,-0.000210489,0.340643,1.1029,0.323266,-1.7536
,,,,,,,,,,,,,,,,0.0567305,0.254172,0.054315,0.00147493,0.0582055,0.0445424,-0.028439,0.00147606,0.0812544,0.323724,0.0228235,0.00380531,-0.028439,0.00905052,-1.6683,0.162288,-0.0118281,0.491244,0.621894,0.46368,-0.00316768,0.000755191,0.00300781,0.0,0.00169163,0.00472545,0.00829533,0.028439,0.00545554,0.0056155,0.000730088,0.00681312,0.0584309,0.00316768,-0.162288,0.0228235,0.00147493,-0.434875,0.00866041,0.0460173,-0.00135936,0.393363,1.11828,0.13208,-1.74355
,,,,,,,,,,,,,,,,0.0570542,0.259846,0.065178,0.00442478,0.061479,0.0471126,-0.0300801,0.00157731,0.0859432,0.330951,0.0228235,0.00384956,-0.0300801,0.00988642,-1.6683,0.165911,-0.0118281,0.57486,0.569634,0.474032,-0.00346025,0.000986782,0.00356192,0.0,0.00188294,0.0051763,0.00889964,0.0300801,0.00592851,0.00725657,0.000752212,0.00741148,0.0597632,0.00346025,-0.165911,0.0261799,0.00147493,-0.434875,0.00836785,0.0485875,-0.000947465,-0.0124627,-0.00651127,-0.316778,-2.14658
,,,,,,,,,,,,,,,,0.0603991,0.265391,0.083283,0.00442478,0.0648239,0.046789,-0.031757,0.00181598,0.0907343,0.338013,0.012083,0.00391593,-0.031757,0.0107697,-1.69845,0.169452,-0.0118281,0.684606,0.668928,0.484149,-0.0037694,0.00119824,0.00412701,0.0,0.00195343,0.00565314,0.00957149,0.031757,0.00642748,0.0196739,0.000774336,0.00804293,0.0699246,0.0037694,-0.169452,0.0208097,0.00442478,-0.424438,0.00805869,0.0512138,-0.000524102,0.0996803,0.386047,0.163532,-2.02518
,,,,,,,,,,,,,,,,0.062339,0.270807,0.083283,0.0058997,0.0682387,0.05242,-0.0334689,0.00212194,0.0956254,0.344912,0.00402768,0.0039823,-0.0334689,0.0117014,-1.7085,0.172912,-0.0118281,0.70551,0.804804,0.494033,-0.0040955,0.00151038,0.00472589,0.0,0.00197356,0.00615651,0.0101911,0.0334689,0.00695297,0.0294412,0.00079646,0.00870819,0.0687741,0.0040955,-0.172912,0.0268512,0.00147493,-0.414001,0.00773259,0.0538949,0.000475019,0.358528,1.06298,0.434418,-1.77063
,,,,,,,,,,,,,,,,0.0613971,0.276097,0.112251,0.0103245,0.0717216,0.0551546,-0.035215,0.00244519,0.100614,0.35165,0.00201384,0.00409292,-0.035215,0.0126826,-1.71185,0.17629,-0.0118281,0.747318,0.88842,0.503685,-0.0044389,0.00189301,0.00531501,0.0,0.0019937,0.00668697,0.0107895,0.035215,0.00750555,0.0332011,0.000818584,0.00940793,0.0623512,0.0044389,-0.17629,0.038263,0.00147493,-0.400085,0.0073892,0.0566295,-0.00174988,0.429951,1.15092,0.0770686,-1.71265
,,,,,,,,,,,,,,,,0.0605219,0.28126,0.130356,0.0147493,0.0752711,0.0579415,-0.0369944,0.00276594,0.105698,0.358226,0.00201384,0.00426991,-0.0369944,0.013714,-1.72525,0.179587,-0.0118281,0.726414,0.909324,0.513106,-0.00479991,0.00231592,0.00587293,0.0,0.00203398,0.00722291,0.0113981,0.0369944,0.00808574,0.0349806,0.000862832,0.0101428,0.0654215,0.00479991,-0.179587,0.0402768,0.00147493,-0.393127,0.00702818,0.0594164,-0.00182096,0.620608,1.5533,0.206593,-1.53157
,,,,,,,,,,,,,,,,0.0552868,0.286298,0.148461,0.0235988,0.0788856,0.0607794,-0.0388064,0.0030845,0.110876,0.364642,0.00469896,0.00457965,-0.0388064,0.0147968,-1.7353,0.182804,-0.0118281,0.684606,0.935454,0.522298,-0.00517889,0.00276903,0.00633393,0.0,0.0020944,0.00780909,0.0120278,0.0388064,0.00869405,0.0341075,0.000884956,0.0109136,0.0658997,0.00517889,-0.182804,0.0449758,0.00147493,-0.379211,0.0066492,0.0622543,-0.00321585,0.996716,2.11876,0.034924,-1.19358
,,,,,,,,,,,,,,,,0.0383157,0.29121,0.170187,0.0442478,0.0825635,0.0607172,-0.0406502,0.00332065,0.116144,0.370899,0.0100692,0.00517699,-0.0406502,0.0159319,-1.7621,0.185942,-0.0118281,0.721188,0.898872,0.531262,-0.00557615,0.00331277,0.00654378,0.0,0.0022555,0.00842391,0.0126191,0.0406502,0.00933099,0.030581,0.00090708,0.0117208,0.0711677,0.00557615,-0.185942,0.0449758,0.00442478,-0.375732,0.00625195,0.0651419,-0.00407693,1.27481,2.88066,0.417803,-0.916548
,,,,,,,,,,,,,,,,0.0184565,0.295998,0.191913,0.0678466,0.0863031,0.0666032,-0.042525,0.00345456,0.1215,0.376998,0.0221523,0.00597345,-0.042525,0.01712,-1.77885,0.189,-0.0118281,0.715962,0.736866,0.54,-0.005992,0.00384644,0.0065916,0.0,0.00253744,0.00904572,0.0132736,0.042525,0.00999705,0.0203727,0.000951327,0.012565,0.0684688,0.005992,-0.189,0.0530312,0.00147493,-0.375732,0.0058361,0.0680781,-0.00197393,1.05327,2.50032,0.305007,-1.12148
,,,,,,,,,,,,,,,,0.00603212,0.300663,0.213639,0.0840708,0.0901029,0.0651618,-0.04443,0.00355703,0.126943,0.38294,0.0328927,0.00681416,-0.04443,0.0183621,-1.77885,0.191979,-0.0118281,0.689832,0.668928,0.548513,-0.00642675,0.00444052,0.00663287,0.0,0.00286972,0.00967501,0.0139216,0.04443,0.0106927,0.0115372,0.0010177,0.013447,0.0685413,0.00642675,-0.191979,0.0584014,0.0058997,-0.372253,0.00540135,0.0710615,-0.00213677,0.469265,1.27052,0.116304,-1.67327
,,,,,,,,,,,,,,,,0.0054658,0.305206,0.235365,0.0884956,0.0939614,0.0696662,-0.0463643,0.00363841,0.13247,0.388726,0.0342353,0.00767699,-0.0463643,0.0196591,-1.7822,0.194881,-0.0118281,0.70551,0.715962,0.556802,-0.0068807,0.00511516,0.00669031,0.0,0.00324228,0.0103565,0.014544,0.0463643,0.0114184,0.012129,0.00106195,0.0143673,0.071383,0.0068807,-0.194881,0.0610865,0.00442478,-0.358337,0.0049474,0.0740909,0.000799591,0.236922,1.29746,0.476846,-1.85783
