proportionalf_4.txt,proportionalf_2.txt,wrench_fy.txt,wrench_mz.txt,wrench_fx.txt,integralf_5.txt,wrench_fz.txt,proportionalf_5.txt,integralf_4.txt,integralf_2.txt,wrench_my.txt,integralf_1.txt,proportionalf_1.txt,proportionalf_3.txt,wrench_mx.txt,integralf_3.txt,error_vel_4.txt,accd5.txt,trq4.txt,vela4.txt,veld4.txt,error_vel_5.txt,error_vel_3.txt,error_pos_2.txt,veld1.txt,accd4.txt,vela2.txt,posa4.txt,veld3.txt,posd1.txt,trq3.txt,accd2.txt,posa3.txt,trq1.txt,trq2.txt,accd1.txt,posd3.txt,posa1.txt,error_pos_4.txt,vela3.txt,posa2.txt,error_pos_5.txt,error_pos_1.txt,veld2.txt,posd5.txt,error_vel_2.txt,posa5.txt,posd4.txt,error_vel_1.txt,posd2.txt,accd3.txt,vela1.txt,vela5.txt,trq5.txt,error_pos_3.txt,veld5.txt,estimated_trqs_5.txt,estimated_trqs_4.txt,estimated_trqs_2.txt,estimated_trqs_1.txt,estimated_trqs_3.txt
,,,,,,,,,,,,,,,,-0.025884,0.294911,0.608328,0.554572,0.528688,0.415389,-0.0151326,0.120989,0.75533,0.375695,0.206083,0.219469,-0.264366,0.439702,-3.76205,0.188496,-0.0587164,1.5887,3.68433,0.53856,-0.153896,0.357245,0.0895044,-0.249233,0.0329062,0.23939,0.0824563,0.264366,0.243018,0.0582825,0.00362832,0.308973,0.0645828,0.153896,-0.188496,0.690748,-0.0,0.06958,-0.0951792,0.415389,0.000587888,0.468251,1.64737,0.465173,-1.77643
,,,,,,,,,,,,,,,,-0.0295245,0.291322,0.416415,0.561947,0.532422,0.41832,-0.0117702,0.121578,0.760683,0.371125,0.214138,0.225243,-0.266239,0.447282,-3.7386,0.186207,-0.0612296,1.59916,3.76795,0.53202,-0.156549,0.364264,0.0890356,-0.254469,0.0349704,0.243558,0.0830182,0.266239,0.247187,0.0521007,0.00362832,0.314279,0.0598666,0.156549,-0.186207,0.700817,-0.0,0.083496,-0.095319,0.41832,-0.000999755,0.231788,1.1969,0.0970993,-2.27689
,,,,,,,,,,,,,,,,-0.031736,0.287685,0.575739,0.567847,0.536111,0.421215,-7.10517e-06,0.121934,0.765971,0.366494,0.222194,0.230841,-0.26809,0.454915,-3.78885,0.183887,-0.0639628,1.59393,3.74704,0.525392,-0.15922,0.371393,0.088781,-0.268083,0.0372863,0.247756,0.0835225,0.26809,0.251384,0.0458958,0.00362832,0.319622,0.0644824,0.15922,-0.183887,0.701488,-0.0,0.059143,-0.0952575,0.421215,0.00163195,0.25642,1.34096,0.518236,-1.98591
,,,,,,,,,,,,,,,,-0.0280945,0.284,0.416415,0.567847,0.539752,0.424073,0.00340174,0.122369,0.771191,0.361801,0.229578,0.236416,-0.269917,0.462601,-3.7453,0.181537,-0.0667117,1.5887,3.6791,0.518676,-0.16191,0.37829,0.0885851,-0.273319,0.0395418,0.251983,0.084311,0.269917,0.255611,0.0403389,0.00362832,0.325001,0.0582911,0.16191,-0.181537,0.7129,-0.0,0.080017,-0.0951986,0.424073,-0.00253912,0.494318,1.71762,0.036393,-1.877
,,,,,,,,,,,,,,,,-0.0318748,0.280267,0.586602,0.575221,0.543346,0.426895,0.011023,0.12259,0.776344,0.357049,0.241661,0.242367,-0.27172,0.470339,-3.68165,0.179156,-0.0695549,1.57825,3.75749,0.511875,-0.164619,0.38549,0.0880493,-0.282743,0.0420289,0.256237,0.0848492,0.27172,0.259866,0.0300593,0.00362832,0.330417,0.0654577,0.164619,-0.179156,0.710886,-0.0,0.086975,-0.0950637,0.426895,0.00109996,0.2326,1.22546,0.402183,-2.14
,,,,,,,,,,,,,,,,-0.0327531,0.276489,0.401931,0.579646,0.546893,0.429679,0.0186683,0.122879,0.781428,0.352237,0.248374,0.247942,-0.2735,0.478128,-3.7453,0.176746,-0.0723352,1.63051,3.57981,0.504989,-0.167345,0.392749,0.0879253,-0.292168,0.0444656,0.26052,0.0853782,0.2735,0.264149,0.0251261,0.00362832,0.335868,0.0618155,0.167345,-0.176746,0.719613,-0.0,0.073059,-0.0950095,0.429679,-0.00102423,0.780639,2.23252,0.406686,-1.28693
,,,,,,,,,,,,,,,,-0.0395795,0.272665,0.54315,0.58997,0.550391,0.432424,0.016913,0.122995,0.786443,0.347368,0.260457,0.25396,-0.275255,0.485967,-3.69505,0.174307,-0.0753511,1.71935,3.6373,0.498021,-0.170088,0.400029,0.0873941,-0.292168,0.0470937,0.264831,0.0859376,0.275255,0.268459,0.0147983,0.00362832,0.341354,0.0594465,0.170088,-0.174307,0.726997,-0.0,0.083496,-0.0947374,0.432424,-2.32584e-06,0.51767,1.56238,0.293449,-1.60298
,,,,,,,,,,,,,,,,-0.04498,0.268796,0.449004,0.59882,0.55384,0.433657,0.0162294,0.122715,0.791388,0.342442,0.266498,0.260509,-0.276986,0.493856,-3.70175,0.17184,-0.0787126,1.62529,3.56413,0.49097,-0.17285,0.407823,0.0863666,-0.293215,0.0501346,0.269147,0.0860333,0.276986,0.272797,0.0104875,0.00365044,0.346875,0.05835,0.17285,-0.17184,0.733038,0.00147493,0.066101,-0.0941371,0.435132,-0.000715328,0.192932,1.27041,0.203272,-2.61221
,,,,,,,,,,,,,,,,-0.0533799,0.264883,0.445383,0.610619,0.55724,0.4378,0.038609,0.122815,0.796262,0.337459,0.27791,0.266438,-0.278692,0.501795,-3.7252,0.169344,-0.0817442,1.63051,3.50665,0.48384,-0.175628,0.414972,0.0859928,-0.317301,0.052813,0.273511,0.0868224,0.278692,0.277162,0.000781721,0.00365044,0.352431,0.060539,0.175628,-0.169344,0.735723,-0.0,0.086975,-0.0938839,0.4378,0.000340551,0.280868,1.29125,0.321476,-1.61789
,,,,,,,,,,,,,,,,-0.0411809,0.260927,0.430899,0.60177,0.560589,0.440429,0.030645,0.122801,0.801065,0.332422,0.284623,0.272279,-0.280373,0.509781,-3.68835,0.166821,-0.0847759,1.64619,3.60594,0.476631,-0.178423,0.422393,0.0857413,-0.311018,0.0556223,0.277902,0.0873881,0.280373,0.281553,-0.00425024,0.00365044,0.35802,0.0592999,0.178423,-0.166821,0.741765,-0.0,0.066101,-0.0936476,0.440429,-0.00058154,0.523424,1.68292,0.294343,-1.8653
,,,,,,,,,,,,,,,,-0.0526313,0.256929,0.409173,0.616519,0.563888,0.443019,0.0394615,0.122592,0.805795,0.327331,0.294021,0.278363,-0.282028,0.517816,-3.74195,0.164271,-0.0880117,1.62529,3.43348,0.469344,-0.181235,0.429623,0.0852797,-0.32149,0.0586431,0.28232,0.0881928,0.282028,0.28597,-0.0119927,0.00365044,0.363642,0.0586596,0.181235,-0.164271,0.747135,-0.0,0.06958,-0.0932238,0.443019,0.000693722,0.257759,1.12802,0.31233,-1.92856
,,,,,,,,,,,,,,,,-0.0523335,0.252889,0.463488,0.619469,0.567135,0.445568,0.0409732,0.122309,0.810451,0.322187,0.29872,0.285044,-0.283658,0.525897,-3.7118,0.161694,-0.0914675,1.65142,3.61639,0.461982,-0.184064,0.43798,0.0842534,-0.324631,0.0617544,0.286763,0.0879167,0.283658,0.290413,-0.0150618,0.00365044,0.369298,0.0566035,0.184064,-0.161694,0.753848,-0.0,0.086975,-0.0925965,0.445568,-0.000113797,0.550416,1.75818,0.384644,-1.60968
,,,,,,,,,,,,,,,,-0.0579872,0.248809,0.329511,0.628319,0.570331,0.448076,0.0425109,0.121992,0.815034,0.31699,0.308118,0.291416,-0.285262,0.534024,-3.7051,0.159091,-0.0947033,1.65664,3.49097,0.454545,-0.186909,0.445341,0.0835691,-0.327773,0.0649162,0.291231,0.0886836,0.285262,0.294881,-0.0228558,0.00365044,0.374985,0.0538021,0.186909,-0.159091,0.761232,-0.0,0.090454,-0.0922052,0.448076,-0.0013961,0.527717,1.62514,0.168365,-1.64101
,,,,,,,,,,,,,,,,-0.063693,0.244688,0.463488,0.637168,0.573475,0.450544,0.0440747,0.121621,0.819542,0.311743,0.316844,0.297876,-0.28684,0.542197,-3.78215,0.156462,-0.0980491,1.59393,3.40213,0.447035,-0.189769,0.453145,0.082828,-0.330914,0.0681484,0.295724,0.0890529,0.28684,0.299374,-0.0300046,0.00365044,0.380704,0.0562962,0.189769,-0.156462,0.763246,-0.0,0.066101,-0.09172,0.450544,0.000208881,0.572486,1.80908,0.444896,-1.45417
,,,,,,,,,,,,,,,,-0.0665017,0.240528,0.333132,0.643068,0.576566,0.45297,0.0414761,0.121174,0.823975,0.306446,0.326242,0.304314,-0.288391,0.550415,-3.7252,0.153809,-0.101458,1.66187,3.55368,0.439453,-0.192645,0.460888,0.0821402,-0.329867,0.0714712,0.300242,0.0895273,0.288391,0.303892,-0.0378512,0.00365044,0.386454,0.0520021,0.192645,-0.153809,0.771973,-0.0,0.090454,-0.0911875,0.45297,-0.000493806,0.509875,1.78643,0.338296,-1.73262
,,,,,,,,,,,,,,,,-0.0708386,0.236329,0.409173,0.650442,0.579604,0.455354,0.0462346,0.120813,0.828331,0.301099,0.338325,0.310708,-0.289916,0.558677,-3.8525,0.15113,-0.104662,1.60961,3.33419,0.431801,-0.195537,0.468359,0.0815273,-0.33615,0.0747236,0.304783,0.0903175,0.289916,0.308434,-0.0484095,0.00365044,0.392235,0.0509881,0.195537,-0.15113,0.777343,-0.0,0.048706,-0.0908747,0.455354,9.2008e-05,0.334236,1.09595,0.217906,-1.69551
,,,,,,,,,,,,,,,,-0.0722793,0.232093,0.394689,0.654867,0.582588,0.457696,0.0426424,0.120186,0.83261,0.295705,0.34101,0.317013,-0.291414,0.566981,-3.7654,0.148428,-0.107914,1.64619,3.28715,0.42408,-0.198443,0.476294,0.081033,-0.334056,0.0782579,0.309349,0.0906878,0.291414,0.312999,-0.0495968,0.00365044,0.398046,0.0505686,0.198443,-0.148428,0.782042,-0.0,0.086975,-0.0905298,0.457696,0.000193169,0.327935,1.34173,0.304448,-1.80652
,,,,,,,,,,,,,,,,-0.0708244,0.227819,0.315027,0.656342,0.585518,0.459996,0.0432661,0.119684,0.836812,0.290263,0.349066,0.323805,-0.292884,0.575329,-3.8592,0.145702,-0.111291,1.63051,3.42303,0.416291,-0.201365,0.483846,0.0800815,-0.33615,0.0816814,0.313937,0.091483,0.292884,0.317588,-0.0561815,0.00365044,0.403887,0.0494003,0.201365,-0.145702,0.787412,-0.0,0.097412,-0.0900741,0.459996,0.000968573,0.446051,1.52193,0.40435,-1.74015
,,,,,,,,,,,,,,,,-0.0767987,0.22351,0.43452,0.665192,0.588393,0.460778,0.0460116,0.119136,0.840936,0.284775,0.357121,0.330265,-0.294328,0.583717,-3.819,0.142953,-0.114527,1.65664,3.24012,0.408437,-0.204301,0.491861,0.079491,-0.340339,0.0851654,0.318526,0.0918568,0.294328,0.322199,-0.0627936,0.00367257,0.409756,0.0454686,0.204301,-0.142953,0.795467,0.00147493,0.066101,-0.0897743,0.462253,-0.000499946,0.41145,1.23009,0.231373,-1.48215
,,,,,,,,,,,,,,,,-0.0769284,0.219164,0.282438,0.668142,0.591213,0.464466,0.0383127,0.118129,0.844981,0.279242,0.360478,0.337434,-0.295743,0.592147,-3.80895,0.140181,-0.118187,1.59393,3.20354,0.400518,-0.207251,0.50043,0.0782209,-0.334056,0.0891226,0.32316,0.0917175,0.295743,0.326832,-0.0647343,0.00367257,0.415654,0.0448145,0.207251,-0.140181,0.800166,-0.0,0.080017,-0.0890647,0.464466,-0.000537518,0.286316,1.33123,0.198987,-2.06051
,,,,,,,,,,,,,,,,-0.0785886,0.214785,0.354858,0.672566,0.593978,0.466636,0.0463496,0.117478,0.848946,0.273665,0.371218,0.34396,-0.297131,0.600617,-3.88935,0.137387,-0.121642,1.57825,3.21922,0.392535,-0.210216,0.508193,0.0776203,-0.343481,0.0927374,0.327815,0.0924239,0.297131,0.331488,-0.074087,0.00367257,0.42158,0.046766,0.210216,-0.137387,0.80218,-0.0,0.086975,-0.0885734,0.466636,-0.000515544,0.495324,1.35618,0.212246,-1.38855
,,,,,,,,,,,,,,,,-0.0817798,0.210371,0.3621,0.678466,0.596686,0.468762,0.0387066,0.116812,0.852831,0.268045,0.375246,0.350597,-0.298491,0.609126,-3.79555,0.134572,-0.124957,1.66187,3.28193,0.384491,-0.213194,0.515997,0.0769365,-0.337198,0.0963825,0.332492,0.0931292,0.298491,0.336165,-0.0767548,0.00367257,0.427534,0.0466235,0.213194,-0.134572,0.806208,-0.0,0.10437,-0.0882371,0.468762,0.00072986,0.106177,0.846371,0.224108,-2.357
,,,,,,,,,,,,,,,,-0.0865022,0.205924,0.231744,0.685841,0.599338,0.470843,0.0499415,0.116007,0.856636,0.262382,0.381287,0.357301,-0.299823,0.617673,-3.9128,0.131735,-0.128287,1.67232,3.16696,0.376386,-0.216186,0.524183,0.0762132,-0.349764,0.100179,0.337191,0.0934903,0.299823,0.340863,-0.0814648,0.00367257,0.433514,0.0464002,0.216186,-0.131735,0.810236,-0.0,0.073059,-0.0878986,0.470843,0.00139722,0.393173,1.4404,0.49713,-1.53407
,,,,,,,,,,,,,,,,-0.0839069,0.201445,0.354858,0.685841,0.601934,0.47288,0.0444496,0.115155,0.860359,0.256678,0.388671,0.364425,-0.301126,0.626258,-3.8324,0.128878,-0.131758,1.688,3.14605,0.368222,-0.21919,0.53244,0.0750957,-0.345575,0.104035,0.341909,0.0938186,0.301126,0.345582,-0.0875458,0.00367257,0.43952,0.0400541,0.21919,-0.128878,0.820305,-0.0,0.086975,-0.087432,0.47288,-6.32328e-06,0.306085,1.03008,0.180881,-1.86797
,,,,,,,,,,,,,,,,-0.0902183,0.196934,0.257091,0.69469,0.604472,0.474872,0.0463168,0.114065,0.864,0.250934,0.392699,0.371128,-0.3024,0.63488,-3.9128,0.126,-0.135198,1.5887,3.18263,0.36,-0.222208,0.540737,0.0744242,-0.348717,0.108143,0.346648,0.0941434,0.3024,0.350321,-0.0902991,0.00367257,0.445553,0.0403388,0.222208,-0.126,0.823661,-0.0,0.097412,-0.0870096,0.474872,0.000255262,0.359798,0.978511,0.204836,-1.5377
,,,,,,,,,,,,,,,,-0.0936376,0.192392,0.260712,0.70059,0.606952,0.476819,0.0387881,0.113188,0.867559,0.245151,0.39337,0.378142,-0.303646,0.643538,-3.8592,0.123103,-0.138733,1.59916,3.30806,0.351722,-0.225238,0.549064,0.0734681,-0.342434,0.11205,0.351406,0.0944741,0.303646,0.355079,-0.0897248,0.00367257,0.45161,0.0391985,0.225238,-0.123103,0.82836,-0.0,0.10437,-0.0865055,0.476819,-0.000902466,0.449929,1.4246,0.184561,-1.50804
,,,,,,,,,,,,,,,,-0.094165,0.187821,0.329511,0.70354,0.609375,0.47872,0.03443,0.112314,0.871034,0.239329,0.401426,0.385354,-0.304862,0.652231,-3.9128,0.120186,-0.142251,1.62529,3.21922,0.343389,-0.228281,0.557119,0.0723374,-0.339292,0.115967,0.356184,0.0951117,0.304862,0.359857,-0.0965637,0.00367257,0.457691,0.0406603,0.228281,-0.120186,0.830374,-0.0,0.076538,-0.0860295,0.47872,0.0023919,-0.0870516,0.567381,0.366822,-2.64841
,,,,,,,,,,,,,,,,-0.0962258,0.18322,0.202776,0.707965,0.611739,0.480575,0.0489508,0.111099,0.874426,0.23347,0.407467,0.392102,-0.306049,0.660958,-3.9195,0.117251,-0.145581,1.63574,3.06244,0.335003,-0.231335,0.565557,0.0716952,-0.355,0.120236,0.360981,0.0954011,0.306049,0.364653,-0.101418,0.00367257,0.463797,0.0366682,0.231335,-0.117251,0.837758,-0.0,0.083496,-0.085754,0.480575,0.000143158,0.508526,1.35679,0.302728,-1.29409
,,,,,,,,,,,,,,,,-0.0998202,0.17859,0.271575,0.713864,0.614044,0.482384,0.0394154,0.110117,0.877734,0.227575,0.411495,0.39938,-0.307207,0.669719,-3.86255,0.114298,-0.149163,1.62006,2.98405,0.326565,-0.234402,0.574056,0.0705455,-0.346622,0.124284,0.365796,0.0956636,0.307207,0.369468,-0.104288,0.00367257,0.469926,0.0339346,0.234402,-0.114298,0.8438,-0.0,0.093933,-0.0852389,0.482384,0.000680245,0.223246,0.99802,0.270728,-1.90771
,,,,,,,,,,,,,,,,-0.100524,0.173933,0.28968,0.716814,0.61629,0.484147,0.0403817,0.108714,0.880957,0.221645,0.417536,0.407301,-0.308335,0.678513,-3.96975,0.111327,-0.152901,1.59393,2.98405,0.318076,-0.237479,0.583098,0.0687768,-0.348717,0.128765,0.370628,0.0954149,0.308335,0.374301,-0.109201,0.00367257,0.476078,0.0324589,0.237479,-0.111327,0.848499,-0.0,0.100891,-0.0845781,0.484147,-0.00060618,0.433752,1.03313,0.105106,-1.48155
,,,,,,,,,,,,,,,,-0.108662,0.169249,0.173808,0.727139,0.618477,0.485862,0.0340474,0.107665,0.884096,0.21568,0.418879,0.41438,-0.309433,0.687338,-3.9329,0.108338,-0.156279,1.64619,3.05198,0.309538,-0.240568,0.591717,0.0678711,-0.343481,0.132903,0.375478,0.095621,0.309433,0.379151,-0.109446,0.00367257,0.482252,0.0335831,0.240568,-0.108338,0.850512,-0.0,0.10437,-0.0842898,0.485862,0.000831373,0.270239,0.902602,0.262811,-1.70969
,,,,,,,,,,,,,,,,-0.11096,0.164538,0.260712,0.731563,0.620604,0.487531,0.0298374,0.106435,0.887148,0.209681,0.421564,0.421792,-0.310502,0.696194,-4.1004,0.105333,-0.159593,1.67232,3.04676,0.300952,-0.243668,0.600336,0.066655,-0.340339,0.137233,0.380345,0.0958581,0.310502,0.384018,-0.111062,0.00367257,0.488447,0.0312654,0.243668,-0.105333,0.855883,-0.0,0.055664,-0.0840751,0.487531,-0.00021189,0.578768,1.56009,0.26529,-1.25881
,,,,,,,,,,,,,,,,-0.116268,0.159803,0.249849,0.738938,0.62267,0.487678,0.022516,0.105376,0.890114,0.203651,0.428948,0.429159,-0.31154,0.705081,-3.9865,0.102312,-0.162907,1.65142,3.02063,0.29232,-0.246778,0.608653,0.0655042,-0.334056,0.141402,0.385207,0.0964273,0.31154,0.388901,-0.117408,0.00369469,0.494663,0.0302041,0.246778,-0.102312,0.85991,0.00147493,0.083496,-0.083871,0.489153,0.00135774,-0.0626049,0.391052,0.241986,-2.22881
,,,,,,,,,,,,,,,,-0.111312,0.155042,0.14484,0.735988,0.624677,0.490727,0.0236024,0.104268,0.892994,0.197589,0.431633,0.436681,-0.312548,0.713996,-4.13055,0.099275,-0.166363,1.64619,2.8743,0.283643,-0.249899,0.617434,0.0642188,-0.33615,0.145631,0.390106,0.0965626,0.312548,0.393801,-0.119085,0.00369469,0.5009,0.028385,0.249899,-0.099275,0.864609,-0.0,0.090454,-0.0835357,0.490727,-0.00133163,0.67782,1.47599,0.13518,-1.19274
,,,,,,,,,,,,,,,,-0.127065,0.150258,0.195534,0.753687,0.626622,0.492254,0.0173889,0.102857,0.895787,0.191496,0.435661,0.443894,-0.313525,0.72294,-4.07025,0.0962227,-0.169646,1.56257,2.84817,0.274922,-0.253029,0.625952,0.063263,-0.330914,0.150172,0.395021,0.096988,0.313525,0.398716,-0.122136,0.00369469,0.507157,0.029164,0.253029,-0.0962227,0.866623,-0.0,0.093933,-0.0833831,0.492254,0.0018836,-0.236948,0.250029,0.232056,-2.4102
,,,,,,,,,,,,,,,,-0.111907,0.14545,0.206397,0.740413,0.628506,0.493732,0.0185364,0.101687,0.898493,0.185374,0.441031,0.451504,-0.314472,0.731912,-4.11715,0.0931556,-0.172866,1.63051,2.81159,0.266159,-0.256169,0.634793,0.0619281,-0.333009,0.154482,0.399951,0.0971187,0.314472,0.403646,-0.126559,0.00369469,0.513432,0.028513,0.256169,-0.0931556,0.86998,-0.0,0.100891,-0.083303,0.493732,0.000659492,0.279663,0.64036,0.159486,-1.71082
,,,,,,,,,,,,,,,,-0.121883,0.140621,0.115872,0.752212,0.630329,0.495163,0.0144787,0.100477,0.90111,0.179224,0.439689,0.45885,-0.315389,0.74091,-4.1272,0.0900742,-0.176133,1.78729,2.77501,0.257355,-0.259318,0.643221,0.0608772,-0.329867,0.158842,0.404896,0.0976889,0.315389,0.40859,-0.1243,0.00369469,0.519727,0.027103,0.259318,-0.0900742,0.874007,-0.0,0.100891,-0.083185,0.495163,0.00102755,0.279568,1.11509,0.362588,-1.66738
,,,,,,,,,,,,,,,,-0.120122,0.135769,0.18105,0.752212,0.632091,0.496545,0.0104518,0.0992851,0.90364,0.173046,0.447073,0.466239,-0.316274,0.749934,-4.1272,0.0869791,-0.179306,1.66709,2.80114,0.248512,-0.262477,0.652122,0.0597999,-0.326726,0.163192,0.409854,0.0978115,0.316274,0.413549,-0.130799,0.00369469,0.526039,0.0235908,0.262477,-0.0869791,0.880049,-0.0,0.10437,-0.0831704,0.496545,0.00329181,-0.179414,0.0717533,0.354163,-2.42553
,,,,,,,,,,,,,,,,-0.118422,0.130897,0.199155,0.752212,0.63379,0.497878,0.0137863,0.0980419,0.90608,0.166842,0.447073,0.473584,-0.317128,0.758982,-4.1942,0.0838707,-0.182684,1.63574,2.7541,0.239631,-0.265644,0.66061,0.0587843,-0.330914,0.167602,0.414826,0.0983718,0.317128,0.418521,-0.129945,0.00369469,0.532368,0.0179762,0.265644,-0.0838707,0.888104,-0.0,0.10437,-0.0829602,0.497878,-0.0021672,0.117601,0.439096,-0.255267,-1.88541
,,,,,,,,,,,,,,,,-0.116785,0.126005,0.112251,0.752212,0.635428,0.499163,0.00982163,0.0962532,0.908432,0.160612,0.449758,0.481903,-0.317951,0.768055,-4.0937,0.0807495,-0.186186,1.5678,2.7541,0.230713,-0.268819,0.670388,0.0568118,-0.327773,0.172566,0.419811,0.0976673,0.317951,0.423506,-0.131807,0.00369469,0.538714,0.027712,0.268819,-0.0807495,0.88072,-0.0,0.06958,-0.0826327,0.499163,0.0017429,0.121316,0.628511,0.311418,-2.01311
,,,,,,,,,,,,,,,,-0.12111,0.121093,0.155703,0.758112,0.637002,0.500398,0.0111242,0.0950062,0.910694,0.154357,0.453114,0.489248,-0.318743,0.777151,-4.14395,0.077616,-0.189469,1.67755,2.67049,0.22176,-0.272003,0.678936,0.0558289,-0.329867,0.176997,0.424809,0.0982142,0.318743,0.428504,-0.134371,0.00369469,0.545077,0.0239329,0.272003,-0.077616,0.886762,-0.0,0.100891,-0.0825333,0.500398,0.00183812,0.290417,0.857057,0.386241,-1.75932
,,,,,,,,,,,,,,,,-0.131397,0.116163,0.170187,0.769911,0.638515,0.501585,0.0103637,0.0934851,0.912867,0.148079,0.455799,0.497013,-0.319503,0.786269,-4.1674,0.0744707,-0.192674,1.69845,2.62345,0.212773,-0.275194,0.688099,0.054441,-0.329867,0.181709,0.429819,0.0981691,0.319503,0.433514,-0.136296,0.00369469,0.551454,0.0180502,0.275194,-0.0744707,0.894817,-0.0,0.107849,-0.0825201,0.501585,-0.00116318,0.464561,1.24268,0.109401,-1.45674
,,,,,,,,,,,,,,,,-0.138797,0.111216,0.090525,0.778761,0.639964,0.502721,0.00649322,0.0919714,0.91495,0.141779,0.463184,0.504889,-0.320232,0.795408,-4.1808,0.071314,-0.195973,1.64096,2.54506,0.203754,-0.278393,0.697202,0.0529574,-0.326726,0.186421,0.434841,0.0982057,0.320232,0.438536,-0.142951,0.00369469,0.557847,0.0201329,0.278393,-0.071314,0.894817,-0.0,0.111328,-0.0824201,0.502721,9.48657e-05,0.469534,1.15289,0.245298,-1.45472
,,,,,,,,,,,,,,,,-0.150685,0.106251,0.07242,0.792035,0.64135,0.503809,0.00265432,0.090636,0.916942,0.135457,0.467882,0.512832,-0.32093,0.804567,-4.30475,0.0681466,-0.199051,1.62529,2.44577,0.194704,-0.281599,0.705872,0.0514215,-0.323584,0.190963,0.439874,0.0986957,0.32093,0.443568,-0.146953,0.00369469,0.564253,0.0180975,0.281599,-0.0681466,0.898845,-0.0,0.111328,-0.0825472,0.503809,0.00025274,0.218248,0.730133,0.162529,-1.49778
,,,,,,,,,,,,,,,,-0.144938,0.10127,0.126735,0.787611,0.642673,0.504846,-0.00953044,0.0889953,0.918844,0.129114,0.471239,0.520774,-0.321595,0.813746,-4.24445,0.0649688,-0.20235,1.62529,2.40919,0.185625,-0.284811,0.715075,0.0498992,-0.312065,0.195816,0.444917,0.0986714,0.321595,0.448612,-0.149644,0.00369469,0.570674,0.0179853,0.284811,-0.0649688,0.900858,-0.0,0.073059,-0.0824612,0.504846,0.00197439,-0.041679,-0.119815,0.126815,-2.04832
,,,,,,,,,,,,,,,,-0.149578,0.0962742,0.115872,0.79351,0.643932,0.505834,-0.014353,0.087643,0.920654,0.122752,0.465869,0.528783,-0.322229,0.822944,-4.3282,0.0617811,-0.205476,1.77684,2.3308,0.176517,-0.28803,0.724208,0.0483234,-0.307876,0.200387,0.44997,0.0987362,0.322229,0.453665,-0.14364,0.00369469,0.577107,0.0157684,0.28803,-0.0617811,0.904886,-0.0,0.093933,-0.0825545,0.505834,0.0029998,-0.565712,-0.623626,0.129238,-3.14441
,,,,,,,,,,,,,,,,-0.143958,0.0912634,0.083283,0.789085,0.645128,0.506772,-0.00134126,0.0862768,0.922374,0.116371,0.467211,0.536416,-0.322831,0.832159,-4.29805,0.0585841,-0.208508,1.72981,2.29421,0.167383,-0.291256,0.732877,0.0471361,-0.32149,0.204979,0.455033,0.0992819,0.322831,0.458728,-0.14438,0.00369469,0.583552,0.0154741,0.291256,-0.0585841,0.9069,-0.0,0.100891,-0.0827482,0.506772,0.00114216,0.279923,0.848653,0.31377,-1.53818
,,,,,,,,,,,,,,,,-0.145776,0.0862387,0.10863,0.792035,0.64626,0.507659,-0.00924146,0.0848661,0.924002,0.109972,0.471239,0.544049,-0.323401,0.841391,-4.2545,0.0553782,-0.211586,1.62529,2.24718,0.158224,-0.294487,0.741647,0.0459603,-0.314159,0.209621,0.460083,0.0997435,0.323401,0.4638,-0.147838,0.00371681,0.590009,0.0117319,0.294487,-0.0553782,0.91227,-0.0,0.100891,-0.0829006,0.507659,0.00133691,-0.407206,-0.601038,-0.13545,-2.70507
,,,,,,,,,,,,,,,,-0.140283,0.081201,0.097767,0.787611,0.647327,0.507022,-0.00559038,0.0832092,0.925538,0.103557,0.469896,0.552478,-0.323938,0.850639,-4.3416,0.052164,-0.215011,1.61483,2.20015,0.14904,-0.297724,0.751817,0.0439991,-0.318348,0.214514,0.465164,0.0988214,0.323938,0.468881,-0.145958,0.00371681,0.596477,0.0166246,0.297724,-0.052164,0.908914,0.00147493,0.10437,-0.082713,0.508497,0.00183462,0.0349658,0.367216,0.32255,-1.91829
,,,,,,,,,,,,,,,,-0.13928,0.0761509,0.076041,0.787611,0.648331,0.509283,-0.0102847,0.0815877,0.926983,0.097126,0.47191,0.560398,-0.324444,0.859901,-4.29805,0.0489419,-0.218231,1.7089,2.20015,0.139834,-0.300966,0.760749,0.0425571,-0.314159,0.219378,0.470253,0.0991527,0.324444,0.47397,-0.147466,0.00371681,0.602955,0.0120275,0.300966,-0.0489419,0.914955,-0.0,0.10437,-0.0827348,0.509283,0.00114961,-0.161876,-0.082692,0.0437308,-2.37253
,,,,,,,,,,,,,,,,-0.139816,0.0710893,0.079662,0.789085,0.64927,0.51002,-0.0076164,0.0801926,0.928335,0.0906803,0.473253,0.568208,-0.324917,0.869178,-4.3617,0.0457124,-0.221388,1.7089,2.2106,0.130607,-0.304212,0.770083,0.0412354,-0.317301,0.22402,0.47535,0.0990952,0.324917,0.479067,-0.148335,0.00371681,0.609443,0.0133797,0.304212,-0.0457124,0.914955,-0.0,0.10437,-0.0828243,0.51002,0.00383969,-0.307191,-0.255345,0.363486,-2.47549
