proportionalf_3.txt,integralf_3.txt,wrench_mz.txt,integralf_5.txt,proportionalf_2.txt,integralf_2.txt,wrench_fz.txt,proportionalf_5.txt,proportionalf_1.txt,wrench_mx.txt,wrench_my.txt,wrench_fy.txt,integralf_4.txt,wrench_fx.txt,integralf_1.txt,proportionalf_4.txt,posd4.txt,trq1.txt,error_pos_4.txt,veld2.txt,error_vel_2.txt,error_vel_1.txt,accd1.txt,vela3.txt,posa2.txt,trq3.txt,error_vel_3.txt,posd1.txt,trq5.txt,error_pos_5.txt,veld4.txt,veld1.txt,vela4.txt,error_pos_3.txt,veld3.txt,error_vel_4.txt,posa5.txt,vela5.txt,error_pos_2.txt,posd5.txt,veld5.txt,trq2.txt,accd2.txt,posa1.txt,accd5.txt,trq4.txt,posd2.txt,accd3.txt,vela1.txt,posa4.txt,vela2.txt,posd3.txt,posa3.txt,error_vel_5.txt,error_pos_1.txt,accd4.txt,estimated_trqs_1.txt,estimated_trqs_2.txt,estimated_trqs_4.txt,estimated_trqs_3.txt,estimated_trqs_5.txt
,,,,,,,,,,,,,,,,0.281425,0.70551,0.104877,0.462204,0.070847,0.0332373,0.165322,-0.845088,0.0726695,-3.5979,0.0562659,0.0703563,-0.093933,0.0801015,0.616271,0.154068,0.523599,-0.119356,-0.788822,0.0926726,0.00126106,-0.0,0.138399,0.0813626,0.17591,4.37416,0.495966,0.0412535,0.187036,0.879903,0.211069,-0.846444,0.12083,0.176549,0.391357,-0.360238,-0.240882,0.17591,0.0291028,0.661288,0.337025,3.30271,1.22654,-0.992144,-0.00419586
,,,,,,,,,,,,,,,,0.287621,0.830934,0.105851,0.467148,0.0543103,0.0322003,0.164294,-0.85556,0.0768482,-3.57445,0.0582997,0.0719052,-0.093933,0.0818699,0.622864,0.155716,0.541298,-0.11838,-0.797261,0.0815659,0.00126106,0.00147493,0.138868,0.083131,0.177774,4.41074,0.492881,0.0425223,0.185867,0.713337,0.215716,-0.841178,0.123516,0.18177,0.412837,-0.368168,-0.249788,0.176299,0.029383,0.657174,0.243011,1.27498,0.309852,-2.0084,-0.00154024
,,,,,,,,,,,,,,,,0.293882,0.778674,0.106537,0.472061,0.051168,0.0298103,0.163235,-0.86708,0.0812484,-3.5175,0.061434,0.0734706,-0.093933,0.0836348,0.629414,0.157354,0.541298,-0.117803,-0.805646,0.0881165,0.00128319,-0.0,0.139163,0.084918,0.179627,4.39507,0.489705,0.0438011,0.184664,0.890766,0.220412,-0.835757,0.127543,0.187345,0.420893,-0.376183,-0.25838,0.179627,0.0296695,0.652939,0.128022,2.36014,0.855975,-1.39608,-0.00359685
,,,,,,,,,,,,,,,,0.300209,0.73164,0.107289,0.476942,0.0412806,0.0321085,0.162146,-0.877552,0.0857896,-3.50745,0.0635762,0.0750523,-0.090454,0.0854403,0.635922,0.158981,0.553097,-0.116743,-0.813975,0.0828249,0.00128319,0.00147493,0.139367,0.0867235,0.181468,4.36894,0.486439,0.0451,0.183427,0.735063,0.225157,-0.830184,0.126872,0.19292,0.435661,-0.384281,-0.267538,0.179993,0.0299523,0.648585,0.29149,2.1203,0.590624,-1.83944,-0.00294113
,,,,,,,,,,,,,,,,0.306601,0.75777,0.108194,0.481789,0.028675,0.0310393,0.161028,-0.895354,0.0902503,-3.50075,0.0731052,0.0766502,-0.080017,0.087242,0.642386,0.160596,0.557522,-0.116128,-0.822249,0.0848637,0.00130531,-0.0,0.1397,0.0885473,0.183296,4.24874,0.483084,0.0464392,0.182157,0.90525,0.22995,-0.824459,0.129557,0.198407,0.453114,-0.392462,-0.276334,0.183296,0.030211,0.644112,0.270666,1.79449,0.590586,-1.72531,-0.00167333
,,,,,,,,,,,,,,,,0.313057,0.815256,0.10872,0.486603,0.0227482,0.0286162,0.159881,-0.90792,0.0950936,-3.4907,0.0774562,0.0782642,-0.083496,0.0890841,0.648804,0.162201,0.566372,-0.115218,-0.830464,0.0824324,0.00130531,0.00147493,0.139699,0.0903894,0.185111,4.22783,0.479642,0.0477784,0.180854,0.767652,0.234792,-0.818585,0.133585,0.204336,0.463855,-0.400726,-0.285508,0.183636,0.0304858,0.639523,0.237237,1.84719,0.505626,-1.98932,-0.00276248
,,,,,,,,,,,,,,,,0.319577,0.768222,0.10951,0.491382,0.0120876,0.0281953,0.158705,-0.927817,0.0999167,-3.57445,0.0891971,0.0798941,-0.083496,0.0909221,0.655176,0.163794,0.572271,-0.114091,-0.83862,0.0829045,0.00132743,-0.0,0.139766,0.0922495,0.186913,4.25919,0.476114,0.0491478,0.179518,0.901629,0.239682,-0.812563,0.135599,0.210066,0.479294,-0.409071,-0.29498,0.186913,0.0307463,0.634819,0.127299,2.6314,1.07466,-0.848244,-0.00419995
,,,,,,,,,,,,,,,,0.32616,0.715962,0.109656,0.496125,0.00407641,0.0304476,0.1575,-0.927817,0.105364,-3.50075,0.0811022,0.08154,-0.083496,0.0928001,0.6615,0.165375,0.585546,-0.112386,-0.846715,0.0759543,0.00132743,0.00147493,0.139256,0.0941276,0.188701,4.28009,0.4725,0.0505978,0.178149,0.789378,0.24462,-0.806395,0.134927,0.216504,0.492049,-0.417498,-0.305111,0.187226,0.0309422,0.63,0.275385,2.56435,0.958372,-1.26843,-0.00398783
,,,,,,,,,,,,,,,,0.332806,0.815256,0.110351,0.500832,-0.00665647,0.0293314,0.156267,-0.939336,0.110449,-3.47395,0.0845889,0.0832016,-0.080017,0.094696,0.667775,0.166944,0.60177,-0.111563,-0.854747,0.0660056,0.00132743,-0.0,0.139156,0.0960235,0.190475,4.33235,0.468802,0.0520377,0.176749,0.829209,0.249605,-0.800083,0.137612,0.222456,0.507488,-0.426005,-0.314442,0.190475,0.0311639,0.625069,0.157576,1.49444,0.530527,-1.78677,-0.00182366
,,,,,,,,,,,,,,,,0.339515,0.799578,0.110843,0.505501,-0.0100427,0.0288739,0.155007,-0.951903,0.115937,-3.42705,0.0891866,0.0848788,-0.076538,0.0965875,0.674001,0.1685,0.612094,-0.110647,-0.862716,0.0619067,0.00134956,0.00147493,0.1387,0.097937,0.192236,4.37416,0.46502,0.0534574,0.175317,0.850935,0.254637,-0.79363,0.139626,0.228673,0.515543,-0.434593,-0.323945,0.190761,0.0314214,0.620027,0.418831,2.30661,0.765988,-1.37676,-0.00265304
,,,,,,,,,,,,,,,,0.346286,0.752544,0.111618,0.510132,-0.0201799,0.024376,0.153719,-0.961327,0.121284,-3.46055,0.0907079,0.0865716,-0.080017,0.0985186,0.680176,0.170044,0.619469,-0.109669,-0.870619,0.0607066,0.00134956,-0.0,0.138431,0.0998681,0.193982,4.33758,0.461156,0.0548067,0.173855,0.79662,0.259715,-0.787035,0.145668,0.234668,0.530312,-0.443259,-0.33359,0.193982,0.0317649,0.614875,-0.081224,1.64082,0.414405,-1.78231,-0.00396084
,,,,,,,,,,,,,,,,0.353119,0.695058,0.112212,0.514724,-0.0310274,0.0326195,0.152404,-0.971799,0.126731,-3.4103,0.0933431,0.0882797,-0.076538,0.100445,0.686298,0.171575,0.612094,-0.108692,-0.878456,0.0742038,0.00137168,-0.0,0.138108,0.101817,0.195713,4.37939,0.457211,0.0562869,0.172361,0.890766,0.264839,-0.780302,0.138955,0.240907,0.545751,-0.452005,-0.343313,0.195713,0.0319928,0.609615,0.319727,1.55796,0.63077,-1.67307,-0.0010326
,,,,,,,,,,,,,,,,0.360012,0.846612,0.112733,0.519276,-0.0325169,0.027424,0.151062,-0.984366,0.13246,-3.38685,0.0981407,0.090003,-0.076538,0.102411,0.692368,0.173092,0.629793,-0.10765,-0.886225,0.0625741,0.00137168,0.00147493,0.137549,0.103782,0.197429,4.37939,0.453186,0.0577469,0.170837,0.782136,0.270009,-0.773433,0.145668,0.247279,0.551793,-0.460828,-0.353178,0.195954,0.0322561,0.604248,0.217656,0.989673,0.21231,-2.26164,-0.00133907
,,,,,,,,,,,,,,,,0.366966,0.778674,0.113138,0.523787,-0.0367321,0.0255714,0.149694,-1.00322,0.138029,-3.4103,0.109291,0.0917415,-0.076538,0.104371,0.698383,0.174596,0.632743,-0.106105,-0.893924,0.0656395,0.00139381,-0.0,0.137196,0.105765,0.199129,4.36371,0.449082,0.059217,0.169284,0.926976,0.275224,-0.766428,0.149024,0.253827,0.560519,-0.469729,-0.363624,0.199129,0.0325245,0.598776,0.0903584,1.80081,0.751454,-1.34727,-0.002912
,,,,,,,,,,,,,,,,0.37398,0.70551,0.113847,0.528257,-0.0403175,0.0270614,0.1483,-1.0095,0.143738,-3.3701,0.107945,0.0934949,-0.06958,0.106371,0.704343,0.176086,0.646018,-0.105187,-0.901553,0.0583251,0.00139381,0.00147493,0.136747,0.107765,0.200814,4.29577,0.444899,0.0607375,0.167701,0.792999,0.280485,-0.75929,0.149024,0.260133,0.568575,-0.478707,-0.37352,0.199339,0.0327574,0.593199,0.29839,2.10499,0.665519,-1.49967,-0.00307047
,,,,,,,,,,,,,,,,0.381053,0.762996,0.114128,0.532685,-0.0513292,0.0258522,0.14688,-1.02102,0.149528,-3.3634,0.111908,0.0952631,-0.06958,0.108365,0.710246,0.177562,0.650442,-0.104281,-0.90911,0.059804,0.00141593,-0.0,0.136262,0.109781,0.202483,4.33235,0.44064,0.0622881,0.166089,0.789378,0.285789,-0.752021,0.151709,0.266925,0.584014,-0.48776,-0.383479,0.202483,0.032975,0.58752,0.272691,2.79779,1.24947,-0.596902,-0.00377863
,,,,,,,,,,,,,,,,0.388184,0.747318,0.114534,0.53707,-0.0576849,0.0239574,0.145435,-1.02102,0.155771,-3.3768,0.104424,0.0970461,-0.06958,0.110399,0.716093,0.179023,0.674041,-0.10342,-0.916593,0.0420515,0.00141593,0.00147493,0.135368,0.111814,0.204136,4.26442,0.436305,0.0638589,0.164448,0.829209,0.291138,-0.744622,0.155066,0.27365,0.594755,-0.496889,-0.393469,0.202661,0.0331872,0.58174,0.248555,2.51872,1.00952,-0.99631,-0.00419441
,,,,,,,,,,,,,,,,0.395374,0.710736,0.114755,0.541411,-0.0667695,0.0233906,0.143965,-1.0273,0.161863,-3.3835,0.103299,0.0988435,-0.06958,0.112426,0.721881,0.18047,0.690265,-0.102067,-0.924002,0.0316154,0.00143805,-0.0,0.134668,0.113864,0.205772,4.29577,0.431895,0.0654398,0.162779,0.713337,0.296531,-0.737095,0.15708,0.280619,0.60818,-0.506092,-0.404025,0.205772,0.0334038,0.575859,0.209587,1.78684,0.533411,-1.59706,-0.0022659
,,,,,,,,,,,,,,,,0.402622,0.736866,0.115166,0.545707,-0.0765698,0.0241515,0.14247,-1.03777,0.168035,-3.34665,0.106438,0.100655,-0.066101,0.11447,0.72761,0.181902,0.690265,-0.100851,-0.931335,0.0373442,0.00146018,0.00147493,0.133931,0.11593,0.207391,4.23829,0.427411,0.0670408,0.161082,0.865419,0.301966,-0.729443,0.157751,0.287456,0.622277,-0.515368,-0.414517,0.205917,0.0336146,0.569881,0.413729,3.12474,0.982486,-0.943004,-0.00405708
,,,,,,,,,,,,,,,,0.409926,0.794352,0.115037,0.549959,-0.0964845,0.0235548,0.140951,-1.04615,0.175315,-3.33995,0.10756,0.102482,-0.066101,0.116552,0.733278,0.18332,0.69174,-0.0988594,-0.93859,0.0415378,0.00146018,0.00147493,0.13213,0.118012,0.208994,4.10241,0.422854,0.0687828,0.159357,0.818346,0.307445,-0.721666,0.159765,0.294889,0.646443,-0.524718,-0.425859,0.207519,0.0336988,0.563805,0.130338,0.166641,0.066253,-2.37448,-0.000396769
,,,,,,,,,,,,,,,,0.417287,0.726414,0.115075,0.554164,-0.092279,0.0209289,0.139408,-1.06186,0.181669,-3.3701,0.116091,0.104322,-0.062622,0.118627,0.738885,0.184721,0.699115,-0.0975213,-0.945768,0.0397704,0.0014823,-0.0,0.131297,0.12011,0.210579,4.10764,0.418225,0.0703838,0.157606,0.742305,0.312965,-0.713767,0.163792,0.302212,0.646443,-0.53414,-0.436619,0.210579,0.033938,0.557634,0.0327787,2.11397,0.903915,-0.757649,-0.00399233
,,,,,,,,,,,,,,,,0.424704,0.768222,0.11539,0.558323,-0.0968469,0.0250003,0.137842,-1.05558,0.188455,-3.30645,0.10271,0.106176,-0.059143,0.120741,0.744431,0.186108,0.705015,-0.0964117,-0.952865,0.0394158,0.0014823,0.00147493,0.130072,0.122223,0.212146,4.11286,0.413526,0.0720452,0.155828,0.86904,0.318528,-0.705747,0.161107,0.309314,0.65517,-0.543633,-0.447221,0.210671,0.0341307,0.551368,0.300092,2.85888,1.19803,-0.55717,-0.00460932
,,,,,,,,,,,,,,,,0.432175,0.81003,0.115737,0.562434,-0.106161,0.0236857,0.136252,-1.05558,0.195051,-3.31315,0.0956931,0.108044,-0.052185,0.122848,0.749912,0.187478,0.722714,-0.0952469,-0.959882,0.0271987,0.00150442,-0.0,0.129081,0.124353,0.213695,4.07105,0.408757,0.0736865,0.154023,0.800241,0.324132,-0.697608,0.163792,0.316438,0.668595,-0.553197,-0.45795,0.213695,0.0343574,0.54501,0.211445,1.76607,0.631313,-1.47301,-0.00231505
,,,,,,,,,,,,,,,,0.439702,0.75777,0.116029,0.566498,-0.114181,0.0236976,0.13464,-1.06605,0.202029,-3.31985,0.0992301,0.109925,-0.048706,0.124971,0.75533,0.188833,0.730088,-0.0946389,-0.966817,0.025242,0.00152655,0.00147493,0.127748,0.126497,0.215226,4.14944,0.40392,0.0753177,0.152193,0.778515,0.329776,-0.689353,0.165135,0.323673,0.680678,-0.56283,-0.468192,0.213751,0.0346078,0.53856,-0.0496166,0.13266,-0.0182475,-2.21353,-0.00116437
,,,,,,,,,,,,,,,,0.447282,0.81003,0.116331,0.570513,-0.112851,0.0270497,0.133005,-1.07442,0.208765,-3.3232,0.100756,0.11182,-0.048706,0.12713,0.760683,0.190171,0.722714,-0.0934558,-0.973669,0.0379696,0.00152655,0.00147493,0.126697,0.128657,0.216739,4.06583,0.399015,0.0768583,0.150337,0.90525,0.335461,-0.680982,0.163121,0.330951,0.683364,-0.572533,-0.479077,0.215264,0.0349622,0.53202,0.0699698,1.35952,0.629932,-1.44744,-0.00279366
,,,,,,,,,,,,,,,,0.454915,0.857064,0.116486,0.574478,-0.114927,0.0283715,0.131348,-1.08176,0.215531,-3.35335,0.101319,0.113729,-0.048706,0.129283,0.765971,0.191493,0.735988,-0.0922151,-0.980436,0.0299824,0.00154867,0.00147493,0.125655,0.130832,0.218233,4.00312,0.394044,0.0786204,0.148456,0.800241,0.341186,-0.672497,0.163121,0.338429,0.689405,-0.582304,-0.490088,0.216758,0.0351084,0.525392,0.460814,2.53411,0.946132,-0.820887,-0.0030753
,,,,,,,,,,,,,,,,0.462601,0.820482,0.116805,0.578393,-0.125109,0.023635,0.129669,-1.08385,0.222842,-3.3098,0.0967311,0.11565,-0.055664,0.131451,0.771191,0.192798,0.744838,-0.0915757,-0.987118,0.0263532,0.0015708,-0.0,0.124109,0.133022,0.219708,4.07105,0.389007,0.0802919,0.14655,0.745926,0.346951,-0.663902,0.169163,0.345796,0.703502,-0.592141,-0.500566,0.219708,0.0353584,0.518676,0.0949057,1.2236,0.569983,-1.55675,-0.00203864
,,,,,,,,,,,,,,,,0.470339,0.851838,0.116644,0.582258,-0.127286,0.024252,0.127969,-1.09327,0.22993,-3.31985,0.0995603,0.117585,-0.052185,0.133655,0.776344,0.194086,0.758112,-0.090453,-0.993714,0.0182317,0.0015708,0.00147493,0.122824,0.135226,0.221164,3.90905,0.383906,0.0819835,0.14462,0.836451,0.352754,-0.655196,0.169834,0.353695,0.709543,-0.602046,-0.511593,0.219689,0.0356012,0.511875,0.249071,2.72644,1.22897,-0.318207,-0.00472541
,,,,,,,,,,,,,,,,0.478128,0.851838,0.116712,0.586071,-0.133542,0.0235092,0.126247,-1.08699,0.237422,-3.3567,0.0867692,0.119532,-0.052185,0.135852,0.781428,0.195357,0.775811,-0.0893486,-1.00022,0.005617,0.00159292,-0.0,0.121174,0.137445,0.2226,3.97699,0.378742,0.0837456,0.142667,0.778515,0.358596,-0.646382,0.171848,0.361416,0.719613,-0.612015,-0.522667,0.2226,0.0357863,0.504989,0.167931,2.04202,0.781864,-0.952504,-0.00323096
,,,,,,,,,,,,,,,,0.485967,0.81003,0.116631,0.589832,-0.141863,0.0254343,0.124505,-1.08699,0.244672,-3.29975,0.0803499,0.121492,-0.048706,0.138085,0.786443,0.196611,0.778761,-0.0888429,-1.00664,0.00768226,0.00159292,0.00147493,0.119804,0.139678,0.224017,3.83588,0.373515,0.0854372,0.140689,0.680748,0.364475,-0.637462,0.171177,0.369336,0.731696,-0.62205,-0.533207,0.222542,0.0360545,0.498021,0.191022,1.78841,0.706572,-1.24865,-0.00340862
,,,,,,,,,,,,,,,,0.493856,0.883194,0.116423,0.593541,-0.149566,0.0259993,0.122743,-1.09432,0.252365,-3.34665,0.0813507,0.123464,-0.048706,0.140332,0.791388,0.197847,0.787611,-0.0877884,-1.01297,0.00377773,0.00159292,-0.0,0.118028,0.141925,0.225414,3.86724,0.368228,0.0872295,0.138689,0.771273,0.370392,-0.628438,0.171848,0.377434,0.743107,-0.632148,-0.544359,0.225414,0.0362345,0.49097,0.159071,0.310035,0.157528,-2.07359,-0.000374385
,,,,,,,,,,,,,,,,0.501795,0.877968,0.116662,0.597197,-0.148596,0.0238614,0.12096,-1.10584,0.259695,-3.3098,0.086631,0.125449,-0.048706,0.142593,0.796262,0.199066,0.792035,-0.0867339,-1.01921,0.00422707,0.00159292,-0.0,0.116651,0.144186,0.226791,3.75227,0.36288,0.0889715,0.136666,0.850935,0.376346,-0.619311,0.175204,0.385133,0.745793,-0.642309,-0.555575,0.226791,0.0364771,0.48384,0.146888,1.19598,0.480054,-1.40914,-0.00218544
,,,,,,,,,,,,,,,,0.509781,0.820482,0.116772,0.600799,-0.152378,0.0243907,0.119158,-1.10898,0.267428,-3.27965,0.0836255,0.127445,-0.048706,0.144868,0.801065,0.200266,0.79351,-0.0862911,-1.02536,0.00755456,0.00159292,-0.0,0.114908,0.146461,0.228147,3.82543,0.357473,0.0907034,0.13462,0.756789,0.382336,-0.610084,0.175875,0.393009,0.753177,-0.652532,-0.566241,0.228147,0.0367419,0.476631,0.137802,1.33405,0.536014,-1.35536,-0.00254497
,,,,,,,,,,,,,,,,0.517816,0.898872,0.116533,0.604346,-0.157557,0.0255732,0.117336,-1.11317,0.274829,-3.3366,0.08176,0.129454,-0.048706,0.147156,0.805795,0.201449,0.79646,-0.0854538,-1.03141,0.00933465,0.00159292,-0.0,0.113533,0.148749,0.229483,3.74704,0.352008,0.0925259,0.132553,0.7242,0.388362,-0.600757,0.175875,0.401283,0.761903,-0.662816,-0.577362,0.229483,0.036928,0.469344,0.20153,2.04226,0.986059,-0.549455,-0.0034018
,,,,,,,,,,,,,,,,0.525897,0.898872,0.116649,0.607839,-0.160106,0.0247235,0.115495,-1.10584,0.282693,-3.283,0.0684691,0.131474,-0.048706,0.149435,0.810451,0.202613,0.809734,-0.084598,-1.03737,0.000717009,0.00161504,-0.0,0.11173,0.15105,0.230798,3.66865,0.346486,0.0942679,0.130464,0.811104,0.394423,-0.591333,0.177889,0.409248,0.767945,-0.67316,-0.588562,0.230798,0.0372063,0.461982,0.131182,1.76373,0.831624,-1.10102,-0.00303633
,,,,,,,,,,,,,,,,0.534024,0.83616,0.11637,0.611276,-0.166067,0.0258692,0.113636,-1.11317,0.290406,-3.3835,0.0699337,0.133506,-0.045227,0.15175,0.815034,0.203759,0.827434,-0.0838799,-1.04324,-0.0123994,0.00161504,0.00147493,0.110112,0.153365,0.232092,3.49619,0.340909,0.09602,0.128354,0.774894,0.400518,-0.581814,0.177889,0.417655,0.777343,-0.683563,-0.599683,0.230617,0.0374862,0.454545,0.336227,2.28867,0.958606,-0.74066,-0.00353757
,,,,,,,,,,,,,,,,0.542197,0.96681,0.116069,0.614657,-0.174769,0.0236398,0.111759,-1.11527,0.298371,-3.3433,0.0662579,0.135549,-0.052185,0.154077,0.819542,0.204886,0.840708,-0.0830943,-1.04901,-0.0211658,0.00161504,-0.0,0.108277,0.155692,0.233365,3.56936,0.335276,0.0978526,0.126224,0.673506,0.406648,-0.572201,0.181246,0.426128,0.789426,-0.694024,-0.61093,0.233365,0.0376968,0.447035,0.063245,0.40214,0.272648,-1.77116,-0.00129564
,,,,,,,,,,,,,,,,0.550415,0.88842,0.115747,0.617981,-0.17413,0.0240766,0.109863,-1.12155,0.306396,-3.33995,0.0668675,0.137604,-0.052185,0.156417,0.823975,0.205994,0.845133,-0.0824602,-1.05468,-0.0211581,0.00161504,-0.0,0.106415,0.158032,0.234617,3.50142,0.32959,0.0996751,0.124073,0.677127,0.412811,-0.562497,0.181917,0.434668,0.792111,-0.704543,-0.622082,0.234617,0.0379287,0.439453,0.107274,0.305682,0.18507,-1.8489,-0.000880202
,,,,,,,,,,,,,,,,0.558677,0.877968,0.115845,0.621248,-0.174219,0.0238232,0.10795,-1.12783,0.314461,-3.33325,0.0675747,0.139669,-0.048706,0.158769,0.828331,0.207083,0.845133,-0.0816781,-1.06026,-0.0168017,0.00161504,-0.0,0.104546,0.160384,0.235846,3.58504,0.323851,0.101528,0.121902,0.782136,0.419007,-0.552702,0.18326,0.442832,0.795467,-0.715117,-0.633439,0.235846,0.0381413,0.431801,0.156028,1.3848,0.643044,-1.03386,-0.00261483
,,,,,,,,,,,,,,,,0.566981,0.935454,0.115278,0.624458,-0.177722,0.0242217,0.10602,-1.12574,0.322245,-3.29975,0.0600026,0.141745,-0.052185,0.161134,0.83261,0.208153,0.849557,-0.0810298,-1.06573,-0.016947,0.00161504,-0.0,0.102991,0.162749,0.237055,3.41258,0.31806,0.103391,0.119711,0.749547,0.425236,-0.542819,0.183931,0.451704,0.80218,-0.725747,-0.644718,0.237055,0.0383547,0.42408,0.164261,1.46116,0.805304,-1.02028,-0.00267745
,,,,,,,,,,,,,,,,0.575329,0.851838,0.114886,0.627609,-0.179941,0.0232584,0.104073,-1.12888,0.330481,-3.36005,0.0577658,0.143832,-0.045227,0.16351,0.836812,0.209203,0.868731,-0.0803573,-1.07111,-0.0319192,0.00161504,-0.0,0.101015,0.165125,0.238241,3.29238,0.312219,0.105274,0.117502,0.662643,0.431496,-0.53285,0.185945,0.460442,0.80755,-0.736432,-0.656075,0.238241,0.0385586,0.416291,0.230098,1.7744,0.838405,-0.802688,-0.00290288
,,,,,,,,,,,,,,,,0.583717,0.909324,0.114602,0.630702,-0.184904,0.0222755,0.102109,-1.12783,0.338436,-3.3299,0.0514403,0.145929,-0.048706,0.165877,0.840936,0.210234,0.880531,-0.0802093,-1.07639,-0.0395949,0.00163717,-0.0,0.0993519,0.167514,0.239405,3.28715,0.306328,0.107096,0.115274,0.586602,0.437788,-0.522796,0.187959,0.469115,0.815606,-0.747169,-0.66696,0.239405,0.0388333,0.408437,0.135131,0.912615,0.51956,-1.3371,-0.00152174
,,,,,,,,,,,,,,,,0.592147,0.909324,0.113939,0.633736,-0.186569,0.0219441,0.100129,-1.13097,0.346713,-3.37345,0.0494045,0.148037,-0.045227,0.168276,0.844981,0.211245,0.88938,-0.0795795,-1.08157,-0.0443996,0.00163717,0.00147493,0.0973973,0.169913,0.240546,3.21399,0.300388,0.109009,0.113027,0.644538,0.44411,-0.512659,0.189301,0.478208,0.820305,-0.757959,-0.67838,0.239071,0.0390275,0.400518,0.151772,0.0328811,0.0505392,-1.98978,-0.000636631
,,,,,,,,,,,,,,,,0.600617,0.83616,0.113825,0.63671,-0.187623,0.0209216,0.0981337,-1.1383,0.35506,-3.32655,0.0516593,0.150154,-0.048706,0.170687,0.848946,0.212237,0.884956,-0.0788595,-1.08664,-0.0360095,0.00163717,-0.0,0.0954022,0.172325,0.241665,3.21399,0.294401,0.110902,0.110763,0.738684,0.450463,-0.502442,0.191315,0.486792,0.824332,-0.7688,-0.689941,0.241665,0.0392519,0.392535,-0.0174398,0.593005,0.415392,-1.46591,-0.00237055
,,,,,,,,,,,,,,,,0.609126,0.94068,0.113241,0.639623,-0.188737,0.0239067,0.0961226,-1.14145,0.363448,-3.32655,0.0498279,0.152281,-0.045227,0.17311,0.852831,0.213208,0.890855,-0.078347,-1.09162,-0.0380241,0.00163717,-0.0,0.0933962,0.174747,0.242761,3.14605,0.288368,0.112825,0.108481,0.7242,0.456844,-0.492145,0.189301,0.495885,0.82836,-0.779692,-0.701345,0.242761,0.039456,0.384491,0.299511,1.29537,0.621291,-0.978945,-0.00162448
,,,,,,,,,,,,,,,,0.617673,0.951132,0.111987,0.642477,-0.191925,0.0208302,0.0940964,-1.1383,0.372722,-3.38015,0.0418167,0.154418,-0.052185,0.175543,0.856636,0.214159,0.89528,-0.0773024,-1.09649,-0.0386444,0.00163717,-0.0,0.090533,0.17718,0.243835,3.07289,0.282289,0.11494,0.106182,0.666264,0.463255,-0.481771,0.193329,0.505686,0.834402,-0.790632,-0.71333,0.243835,0.0394783,0.376386,0.0896892,2.3216,1.22063,-0.162981,-0.0048637
,,,,,,,,,,,,,,,,0.626258,0.919776,0.111148,0.645269,-0.196517,0.0231035,0.0920554,-1.13097,0.38117,-3.36005,0.0297208,0.156565,-0.052185,0.177964,0.860359,0.21509,0.917404,-0.0768244,-1.10125,-0.0570452,0.00165929,-0.0,0.0885238,0.179623,0.244885,2.91611,0.276166,0.116843,0.103866,0.593844,0.469694,-0.471321,0.191986,0.515111,0.841786,-0.801621,-0.724797,0.244885,0.0397215,0.368222,-0.0666953,0.0753899,0.287644,-1.83499,-0.00142335
,,,,,,,,,,,,,,,,0.63488,0.987714,0.11061,0.648,-0.196471,0.0260276,0.09,-1.14145,0.389296,-3.46725,0.0355321,0.15872,-0.055664,0.180418,0.864,0.216,0.929203,-0.076849,-1.10591,-0.0652035,0.00165929,0.00147493,0.0868643,0.182077,0.245912,2.9945,0.27,0.118726,0.101534,0.557634,0.47616,-0.460797,0.189972,0.52427,0.844471,-0.812657,-0.735808,0.244437,0.039994,0.36,0.369844,0.566483,0.377332,-1.28242,-0.000181299
,,,,,,,,,,,,,,,,0.643538,0.972036,0.110352,0.650669,-0.195144,0.0195332,0.0879305,-1.13726,0.397824,-3.4237,0.0267883,0.160884,-0.055664,0.182882,0.867559,0.21689,0.930678,-0.0763071,-1.11047,-0.0631197,0.00165929,-0.0,0.0848291,0.184541,0.246915,2.90043,0.263792,0.12075,0.0991861,0.568497,0.482653,-0.450202,0.197356,0.533186,0.845813,-0.823739,-0.747432,0.246915,0.0401345,0.351722,0.106981,0.634933,0.381694,-1.29546,-0.00177718
,,,,,,,,,,,,,,,,0.652231,0.956358,0.109687,0.653276,-0.197237,0.0204021,0.0858473,-1.13516,0.406423,-3.4103,0.0202451,0.163058,-0.052185,0.185356,0.871034,0.217759,0.929203,-0.0762972,-1.11492,-0.0581692,0.00165929,-0.0,0.0827498,0.187016,0.247896,2.80114,0.257542,0.122693,0.0968226,0.644538,0.489173,-0.439536,0.197356,0.542544,0.850512,-0.834866,-0.758569,0.247896,0.0403644,0.343389,0.143873,0.266003,0.306447,-1.69136,-0.00087811
,,,,,,,,,,,,,,,,0.660958,0.930228,0.108945,0.65582,-0.19872,0.0192363,0.0837508,-1.14354,0.41469,-3.43375,0.024281,0.16524,-0.055664,0.187818,0.874426,0.218607,0.938053,-0.0759071,-1.11926,-0.0636268,0.00168142,-0.0,0.0810285,0.189499,0.248852,2.77501,0.251252,0.124707,0.0944439,0.640917,0.495719,-0.428801,0.19937,0.552013,0.85454,-0.846037,-0.77013,0.248852,0.0405324,0.335003,0.0426856,0.454049,0.447973,-1.24472,-0.00142596
