proportionalf_3.txt,integralf_3.txt,wrench_mz.txt,integralf_5.txt,proportionalf_2.txt,integralf_2.txt,wrench_fz.txt,proportionalf_5.txt,proportionalf_1.txt,wrench_mx.txt,wrench_my.txt,wrench_fy.txt,integralf_4.txt,wrench_fx.txt,integralf_1.txt,proportionalf_4.txt,posd4.txt,trq1.txt,error_pos_4.txt,veld2.txt,error_vel_2.txt,error_vel_1.txt,accd1.txt,vela3.txt,posa2.txt,trq3.txt,error_vel_3.txt,posd1.txt,trq5.txt,error_pos_5.txt,veld4.txt,veld1.txt,vela4.txt,error_pos_3.txt,veld3.txt,error_vel_4.txt,posa5.txt,vela5.txt,error_pos_2.txt,posd5.txt,veld5.txt,trq2.txt,accd2.txt,posa1.txt,accd5.txt,trq4.txt,posd2.txt,accd3.txt,vela1.txt,posa4.txt,vela2.txt,posd3.txt,posa3.txt,error_vel_5.txt,error_pos_1.txt,accd4.txt,estimated_trqs_1.txt,estimated_trqs_2.txt,estimated_trqs_4.txt,estimated_trqs_3.txt,estimated_trqs_5.txt
,,,,,,,,,,,,,,,,0.00615987,-0.0,0.0024873,0.0476776,0.0188126,0.0158925,0.104974,0.0,0.00121837,-1.8492,-0.0813693,0.00153997,-0.466186,0.00173708,0.0635702,0.0158925,0.00442478,0.00480745,-0.0813693,0.0591454,0.000442478,0.00147493,0.00340153,0.00217956,0.0194773,0.689832,0.314921,-0.0,0.118902,0.03621,0.0046199,-0.537462,-0.0,0.00367257,0.0288651,-0.00790029,-0.0127077,0.0180024,0.00153997,0.419895,-0.00789385,0.983415,0.340125,-1.79647,-0.00228157
,,,,,,,,,,,,,,,,0.00681675,-0.0,0.00307782,0.0508694,0.0226756,0.0169565,0.1078,0.0,0.00152045,-1.8894,-0.0868165,0.00170419,-0.455749,0.00191573,0.0678258,0.0169565,0.0058997,0.00398235,-0.0868165,0.0619261,0.000464602,-0.0,0.00359212,0.00238033,0.0206824,0.658476,0.3234,-0.0,0.122103,0.03621,0.00511257,-0.551933,-0.0,0.00373894,0.0281938,-0.0087411,-0.0127235,0.0206824,0.00170419,0.431201,0.0201788,1.09263,0.330086,-1.82932,-0.00152811
,,,,,,,,,,,,,,,,0.00751676,-0.0,0.00373357,0.054145,0.0239374,0.0180483,0.110566,-0.0010472,0.0018326,-1.89945,-0.0913597,0.00187919,-0.445312,0.00210659,0.0721934,0.0180483,0.00442478,0.00308635,-0.0924069,0.0677686,0.000486726,0.00147493,0.00380497,0.00259331,0.0219191,0.569634,0.331699,-0.0,0.125235,0.039831,0.00563757,-0.566097,-0.0,0.00378319,0.0302076,-0.0096371,-0.0127235,0.0204442,0.00187919,0.442266,0.000527336,1.0259,0.347612,-1.75693,-0.00191726
,,,,,,,,,,,,,,,,0.00826099,-0.0,0.00443355,0.0575028,0.0272951,0.0191676,0.113273,0.0,0.00202391,-1.93295,-0.0981374,0.00206525,-0.427917,0.00233209,0.0766703,0.0191676,0.00442478,0.00213374,-0.0981374,0.0722456,0.000486726,0.00147493,0.00417183,0.00281882,0.0231868,0.700284,0.339819,-0.0,0.1283,0.043452,0.00619574,-0.579954,-0.0,0.00382743,0.0302076,-0.0105897,-0.0127235,0.0217119,0.00206525,0.453092,-0.10904,-0.0141252,-0.0372811,-2.16398,-0.000913445
,,,,,,,,,,,,,,,,0.00905052,-0.0,0.00517884,0.0609408,0.0421449,0.0203136,0.11592,0.0,0.00218502,-1.95975,-0.104005,0.00226263,-0.420959,0.0025483,0.0812544,0.0203136,0.00442478,0.00112315,-0.104005,0.0768296,0.00050885,-0.0,0.00460287,0.00305715,0.0244849,0.81003,0.34776,-0.0,0.131297,0.047073,0.00678789,-0.593507,-0.0,0.00387168,0.0187959,-0.0116003,-0.0127235,0.0244849,0.00226263,0.46368,-0.0188773,0.814043,0.260457,-1.87183,-0.00122512
,,,,,,,,,,,,,,,,0.00988642,-0.0,0.00597049,0.0644574,0.0476754,0.0214858,0.118508,0.0,0.00243675,-2.0033,-0.110007,0.00247161,-0.41748,0.00279976,0.0859432,0.0214858,0.00442478,5.31983e-05,-0.110007,0.0815184,0.00050885,0.00147493,0.00497807,0.00330861,0.0258126,0.778674,0.355524,1.00692e-05,0.134227,0.061557,0.00741482,-0.606757,-0.0,0.00391593,0.016782,-0.0126703,-0.0127235,0.0243376,0.00246154,0.474032,0.122581,1.88588,0.643198,-1.49549,-0.00327875
,,,,,,,,,,,,,,,,0.0107697,0.005226,0.00680955,0.0680507,0.0411995,0.0220123,0.121037,0.0,0.00279924,-2.0167,-0.116139,0.00269243,-0.410522,0.00304252,0.0907343,0.0226836,0.00442478,-0.00107742,-0.116139,0.0863095,0.000530973,-0.0,0.00527805,0.0035735,0.0271692,0.689832,0.363112,1.00692e-05,0.137091,0.076041,0.00807729,-0.619707,0.00067128,0.00396018,0.0268512,-0.0138009,-0.0127235,0.0271692,0.00268236,0.484149,0.0682473,1.91813,0.679705,-1.46461,-0.00288487
,,,,,,,,,,,,,,,,0.0117014,0.005226,0.00765277,0.071719,0.0347986,0.0239063,0.123508,0.0,0.00320201,-2.0636,-0.1224,0.00292536,-0.400085,0.00332112,0.0956254,0.0239063,0.0058997,-0.00227001,-0.1224,0.0897257,0.000530973,0.00147493,0.00557407,0.00385209,0.0285542,0.752544,0.370525,1.00692e-05,0.139889,0.083283,0.00877608,-0.632359,-0.0,0.00404867,0.0369204,-0.0149935,-0.0127235,0.0270792,0.00291529,0.494033,0.0360404,1.43686,0.523182,-1.62066,-0.00253628
,,,,,,,,,,,,,,,,0.0126826,0.031356,0.00850114,0.0754606,0.0345125,0.0251535,0.125921,0.0,0.00364505,-2.0904,-0.128785,0.00317064,-0.389648,0.00359158,0.100614,0.0251535,0.00884956,-0.00351013,-0.128785,0.0917646,0.000553097,0.00147493,0.00586687,0.00414467,0.0299668,0.893646,0.377764,1.00692e-05,0.142621,0.112251,0.00951192,-0.644713,-0.0,0.00418142,0.0409481,-0.0162493,-0.0127392,0.0284918,0.00316057,0.503685,-0.0236256,0.91642,0.344329,-1.82875,-0.00226734
,,,,,,,,,,,,,,,,0.013714,0.05226,0.00931139,0.0792737,0.0403395,0.0264246,0.128277,-0.0010472,0.00390685,-2.1306,-0.134246,0.00342851,-0.389648,0.00389842,0.105698,0.0264246,0.0132743,-0.00483042,-0.135293,0.092424,0.000553097,-0.0,0.00637868,0.00445152,0.0314063,1.22288,0.38483,1.00692e-05,0.145287,0.137598,0.0102855,-0.656772,-0.0,0.00440265,0.0389343,-0.0175696,-0.0127392,0.0314063,0.00341844,0.513106,-0.122073,0.232238,0.177904,-1.94315,-0.00114738
,,,,,,,,,,,,,,,,0.0147968,0.083616,0.0100402,0.0831566,0.0563054,0.0277189,0.130575,0.0,0.00410824,-2.1574,-0.14192,0.00369921,-0.38269,0.00419767,0.110876,0.0277189,0.0221239,-0.00621638,-0.14192,0.0887516,0.000575221,-0.0,0.00698939,0.00477289,0.0328723,1.30127,0.391724,2.01384e-05,0.147889,0.14484,0.0110976,-0.668537,-0.0,0.00475664,0.0268512,-0.0189555,-0.0127392,0.0328723,0.00367907,0.522298,-0.0513252,0.959402,0.540065,-1.63498,-0.00182921
,,,,,,,,,,,,,,,,0.0159319,0.114972,0.0105557,0.0871076,0.0669692,0.0283646,0.132816,0.0,0.00422907,-2.21435,-0.148663,0.00398296,-0.379211,0.00453383,0.116144,0.0290359,0.039823,-0.0076692,-0.148663,0.0763205,0.000575221,0.00147493,0.00771982,0.00510905,0.0343639,1.48941,0.398447,2.01384e-05,0.150426,0.162945,0.0119489,-0.680012,0.00067128,0.00537611,0.0201384,-0.0204084,-0.0127392,0.032889,0.00396283,0.531262,-0.126991,1.15507,0.74986,-1.45271,-0.00350257
,,,,,,,,,,,,,,,,0.01712,0.151554,0.0108811,0.091125,0.079042,0.030375,0.135,0.0,0.00424921,-2.26125,-0.155519,0.00428,-0.368774,0.0048629,0.1215,0.030375,0.0678466,-0.00917431,-0.155519,0.0536534,0.000597345,-0.0,0.00859079,0.00546025,0.0358806,1.64619,0.405,3.02076e-05,0.152898,0.195534,0.01284,-0.691196,-0.0,0.00623894,0.012083,-0.0219292,-0.0127549,0.0358806,0.00424979,0.54,-0.0967403,0.510462,0.366842,-1.83422,-0.00120992
,,,,,,,,,,,,,,,,0.0183621,0.193362,0.0111719,0.0952071,0.0945358,0.0310644,0.137128,-0.0010472,0.00424921,-2.30145,-0.161439,0.00459054,-0.358337,0.0052294,0.126943,0.0317357,0.0855457,-0.0107642,-0.162486,0.041397,0.000597345,0.00147493,0.0095224,0.00582674,0.0374217,1.69322,0.411385,4.02768e-05,0.155308,0.213639,0.0137716,-0.702092,0.00067128,0.00719026,0.00067128,-0.0235191,-0.0127549,0.0359467,0.00455026,0.548513,-0.0134539,1.23593,0.537606,-1.58994,-0.00285943
,,,,,,,,,,,,,,,,0.0196591,0.20904,0.0116282,0.0993521,0.0993521,0.0324461,0.1392,0.0,0.00424921,-2.345,-0.16956,0.00491478,-0.351379,0.00558929,0.13247,0.0331174,0.0943953,-0.0124087,-0.16956,0.0380742,0.000619469,-0.0,0.0104951,0.00620876,0.0389865,1.71413,0.417601,5.0346e-05,0.157653,0.231744,0.0147444,-0.712702,0.00067128,0.00803097,-0.0,-0.0251792,-0.0127706,0.0389865,0.00486444,0.556802,0.00703826,0.667247,0.08088,-2.0596,-0.000715278
