wrench_mx.txt,wrench_mz.txt,wrench_fy.txt,proportionalf_4.txt,integralf_1.txt,wrench_fz.txt,integralf_3.txt,integralf_2.txt,wrench_my.txt,proportionalf_1.txt,proportionalf_2.txt,integralf_4.txt,proportionalf_3.txt,wrench_fx.txt,proportionalf_5.txt,integralf_5.txt,accd4.txt,accd2.txt,trq1.txt,vela2.txt,posd2.txt,error_vel_2.txt,error_pos_3.txt,accd3.txt,trq3.txt,posd3.txt,veld2.txt,vela1.txt,posa3.txt,trq2.txt,trq5.txt,accd1.txt,posa4.txt,veld3.txt,error_pos_4.txt,vela4.txt,accd5.txt,posa1.txt,posa2.txt,posd1.txt,posd4.txt,error_vel_4.txt,vela3.txt,veld5.txt,posa5.txt,error_pos_5.txt,error_vel_1.txt,veld1.txt,error_pos_2.txt,vela5.txt,error_pos_1.txt,trq4.txt,error_vel_3.txt,veld4.txt,posd5.txt,error_vel_5.txt,estimated_trqs_3.txt,estimated_trqs_4.txt,estimated_trqs_1.txt,estimated_trqs_5.txt,estimated_trqs_2.txt
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.35353,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.51075,-0.799999,0.000371259,0.10472,-0.719912,-1.81342,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.8955,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.103606,0.00111378,0.00968216,-0.0,0.104495,-0.825588,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99278,-0.848566,-0.769263,0.00404913,-3.76613
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.36399,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5074,-0.799999,0.000371259,0.0986782,-0.719912,-1.81342,0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.89651,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0975645,0.00111378,0.00968216,-0.0,0.103488,-0.821967,-0.000297002,0.000668267,0.11062,4.10605e-05,-3.08629,-0.88496,1.11197,0.00640942,-3.54168
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.39012,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.48395,-0.799999,0.000371259,0.107405,-0.719912,-1.8082,-0.010437,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.89758,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.106291,0.00111378,0.00968216,-0.0,0.102421,-0.821967,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91275,-0.810544,-0.513697,0.00420071,-3.65721
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.19675,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.45045,-0.799999,0.000371259,0.103377,-0.719896,-1.8291,0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.89856,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.102263,0.00111378,0.00968216,-0.0,0.101434,-0.821967,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91544,-0.81022,-0.0862743,0.00470312,-3.59049
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.26992,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5007,-0.799999,0.000371259,0.102706,-0.719912,-1.83955,-0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.89956,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.101592,0.00111378,0.00968216,-0.0,0.100437,-0.821967,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15447,-0.924413,-1.02398,0.00404741,-3.94399
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.20198,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49065,-0.799999,0.000371259,0.0946505,-0.719912,-1.83433,0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90053,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0935368,0.00111378,0.00968216,-0.0,0.0994705,-0.821967,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91923,-0.809771,0.511982,0.00540645,-3.49709
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.4476,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.48395,-0.799999,0.000371259,0.0986782,-0.719896,-1.83433,-0.003479,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90152,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0975645,0.00111378,0.00968216,-0.0,0.0984737,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99817,-0.847917,0.0854721,0.00505388,-3.63273
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.31173,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49735,-0.799999,0.000371259,0.0993495,-0.719912,-1.8291,0.006958,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90248,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0982357,0.00111378,0.00968216,-0.0,0.0975171,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91438,-0.810355,-0.257244,0.00450217,-3.61713
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.23856,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49735,-0.799999,0.000371259,0.0973357,-0.719912,-1.8291,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90345,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0962219,0.00111378,0.00968216,-0.0,0.0965504,-0.814725,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15878,-0.923895,-0.34021,0.0048512,-3.83728
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.21243,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.45715,-0.799999,0.000371259,0.0946505,-0.719912,-1.8291,0.020874,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90437,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0935368,0.00111378,0.00968216,-0.0,0.0956241,-0.811104,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91439,-0.810359,-0.257243,0.00450221,-3.61709
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.29605,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.47725,-0.799999,0.000371259,0.0926367,-0.719896,-1.82387,0.010437,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90538,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0915229,0.00111378,0.00968216,-0.0,0.0946172,-0.807483,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.9998,-0.847726,0.341876,0.0053553,-3.59268
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.39534,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4806,-0.799999,0.000371259,0.0953218,-0.719912,-1.82387,0.010437,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90629,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0942081,0.00111378,0.00968216,-0.0,0.0937109,-0.803862,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99603,-0.848182,-0.256404,0.00465203,-3.68604
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.31695,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.47055,-0.799999,0.000371259,0.093308,-0.719912,-1.81865,0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90727,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0921942,0.00111378,0.00968216,-0.0,0.0927241,-0.803862,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91546,-0.810229,-0.0863125,0.00470312,-3.59041
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.31173,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5074,-0.799999,0.000371259,0.0926367,-0.719912,-1.81865,0.041748,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90814,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0915229,0.00111378,0.00968216,-0.0,0.0918582,-0.803862,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15502,-0.924355,-0.93849,0.00414793,-3.93057
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.28037,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4672,-0.799999,0.000371259,0.0852526,-0.719912,-1.81342,-0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.90901,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0841388,0.00111378,0.00968216,-0.0,0.0909822,-0.803862,0.000750196,0.000668267,0.11062,4.10605e-05,-2.9144,-0.810365,-0.257243,0.00450224,-3.61702
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.4267,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4806,-0.799999,0.000371259,0.0832388,-0.719912,-1.81342,0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.9098,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.082125,0.00111378,0.00968216,-0.0,0.0901968,-0.803862,-0.000297002,0.000668267,0.11062,4.10605e-05,-3.00198,-0.847473,0.683753,0.00575723,-3.53928
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.40579,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4672,-0.799999,0.000371259,0.088609,-0.719912,-1.81342,0.038269,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91077,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0874952,0.00111378,0.00968216,-0.0,0.0892301,-0.811104,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91601,-0.810167,-0.000840284,0.0048036,-3.57704
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.40057,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5074,-0.799999,0.000371259,0.088609,-0.719912,-1.81342,0.010437,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.9116,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0874952,0.00111378,0.00968216,-0.0,0.0883944,-0.814725,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.16095,-0.92364,0.00167891,0.00525312,-3.78387
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.34831,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.46385,-0.799999,0.000371259,0.088609,-0.719912,-1.81342,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91246,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0874952,0.00111378,0.00968216,-0.0,0.0875385,-0.814725,0.000750196,0.000668267,0.11062,4.10605e-05,-2.83113,-0.772735,-0.5145,0.00405096,-3.5881
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.3274,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4806,-0.799999,0.000371259,0.0845813,-0.719912,-1.81342,0.03479,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.9133,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0834676,0.00111378,0.00968216,-0.0,0.0866927,-0.818346,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15288,-0.924622,-1.28037,0.00374607,-3.98383
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.37966,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.4873,-0.799999,0.000371259,0.0745121,-0.719896,-1.81342,-0.010437,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91402,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0733984,0.00111378,0.00968216,-0.0,0.0859778,-0.818346,0.000750196,0.000668267,0.11062,4.10605e-05,-2.83599,-0.772155,0.254737,0.00495522,-3.468
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.62006,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5007,-0.799999,0.000371259,0.076526,-0.719912,-1.8082,0.041748,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91485,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0754122,0.00111378,0.00968216,-0.0,0.085142,-0.818346,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.16636,-0.922996,0.856376,0.00625786,-3.65045
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.52077,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4605,-0.799999,0.000371259,0.0832388,-0.719912,-1.79774,0.020874,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91567,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.082125,0.00111378,0.00968216,-0.0,0.0843264,-0.818346,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91602,-0.810171,-0.000838739,0.00480365,-3.577
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.4476,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.48395,-0.799999,0.000371259,0.0832388,-0.719912,-1.79774,-0.020874,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91654,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.082125,0.00111378,0.00968216,-0.0,0.0834605,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91386,-0.810432,-0.342717,0.00440174,-3.63033
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.4267,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.52415,-0.799999,0.000371259,0.0805537,-0.719912,-1.79774,0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.9173,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0794399,0.00111378,0.00968216,-0.0,0.0826952,-0.814725,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15935,-0.923842,-0.254738,0.00495172,-3.82381
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.45283,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.4873,-0.799999,0.000371259,0.0785398,-0.719896,-1.83433,-0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.9181,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.077426,0.00111378,0.00968216,-0.0,0.0818997,-0.811104,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91171,-0.810695,-0.68459,0.00399991,-3.68363
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.46851,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.48395,-0.799999,0.000371259,0.0731696,-0.719912,-1.8291,0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91879,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0720558,0.00111378,0.00968216,-0.0,0.081205,-0.807483,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91603,-0.810177,-0.000840284,0.00480364,-3.57693
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.52599,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.494,-0.799999,0.000371259,0.0731696,-0.719912,-1.82387,0.013916,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.91951,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0720558,0.00111378,0.00968216,-0.0,0.0804901,-0.807483,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.16367,-0.923324,0.429028,0.00575552,-3.71709
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.41625,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.48395,-0.799999,0.000371259,0.076526,-0.719912,-1.82387,0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92032,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0754122,0.00111378,0.00968216,-0.0,0.0796745,-0.807483,0.000750196,0.000668267,0.11062,4.10605e-05,-2.92088,-0.809588,0.768386,0.00570789,-3.45696
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.36921,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49065,-0.799999,0.000371259,0.0825675,-0.719912,-1.81865,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92111,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0814537,0.00111378,0.00968216,-0.0,0.0788891,-0.807483,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91333,-0.810498,-0.428189,0.00430127,-3.64366
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.27514,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4873,-0.799999,0.000371259,0.0792111,-0.719912,-1.8082,0.03479,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92194,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0780973,0.00111378,0.00968216,-0.0,0.0780533,-0.811104,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15881,-0.923908,-0.340197,0.00485127,-3.83713
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.29605,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49735,-0.799999,0.000371259,0.076526,-0.719912,-1.8082,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92267,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0754122,0.00111378,0.00968216,-0.0,0.0773283,-0.814725,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91118,-0.810763,-0.770064,0.00389943,-3.69695
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.33786,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5476,-0.799999,0.000371259,0.0704845,-0.719912,-1.8082,-0.0,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92341,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0693707,0.00111378,0.00968216,-0.0,0.0765832,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99661,-0.848134,-0.170945,0.00475255,-3.67252
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.47373,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.494,-0.799999,0.000371259,0.0691419,-0.719912,-1.80297,-0.013916,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92408,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0680281,0.00111378,0.00968216,-0.0,0.0759186,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99769,-0.848004,-1.18346e-16,0.0049535,-3.64585
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.52599,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.51745,-0.799999,0.000371259,0.0691419,-0.719912,-1.80297,0.041748,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92473,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0680281,0.00111378,0.00968216,-0.0,0.0752641,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-3.00092,-0.847612,0.512821,0.00555633,-3.56585
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.43192,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.47725,-0.799999,0.000371259,0.0731696,-0.719896,-1.79774,0.017395,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92549,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0720558,0.00111378,0.00968216,-0.0,0.0745089,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99875,-0.84787,0.170931,0.00515441,-3.6192
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.39012,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.48395,-0.799999,0.000371259,0.0745121,-0.719912,-1.80297,-0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92623,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0733984,0.00111378,0.00968216,-0.0,0.0737638,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99606,-0.848197,-0.256404,0.00465208,-3.68588
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.33263,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4471,-0.799999,0.000371259,0.0724983,-0.719912,-1.80297,0.003479,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92693,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0713845,0.00111378,0.00968216,-0.0,0.0730691,-0.814725,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.9966,-0.848133,-0.170945,0.00475255,-3.67254
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.37444,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.49735,-0.799999,0.000371259,0.0711557,-0.719912,-1.80297,0.031311,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92764,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.070042,0.00111378,0.00968216,-0.0,0.0723541,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99445,-0.848394,-0.512821,0.00435067,-3.72586
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.41102,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.45045,-0.799999,0.000371259,0.067128,-0.719896,-1.80297,-0.020874,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92833,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0660143,0.00111378,0.00968216,-0.0,0.0716694,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99283,-0.848591,-0.769223,0.00404929,-3.76583
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.48418,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.51745,-0.799999,0.000371259,0.0610865,-0.719912,-1.80297,0.031311,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92891,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0599727,0.00111378,0.00968216,-0.0,0.0710854,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.99931,-0.847812,0.256417,0.00525494,-3.6058
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.55735,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5007,-0.799999,0.000371259,0.0631004,-0.719912,-1.80297,-0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.92957,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0619866,0.00111378,0.00968216,-0.0,0.0704309,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-3.002,-0.847485,0.683753,0.00575727,-3.53915
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.38489,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.53755,-0.799999,0.000371259,0.0684706,-0.719912,-1.80297,0.041748,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93027,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0673568,0.00111378,0.00968216,-0.0,0.0697261,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.9993,-0.847809,0.256417,0.00525492,-3.60584
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.31695,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.46385,-0.799999,0.000371259,0.0704845,-0.719912,-1.79774,0.003479,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93095,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0693707,0.00111378,0.00968216,-0.0,0.0690414,-0.818346,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.91334,-0.810505,-0.428202,0.00430128,-3.64358
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.40579,-0.0,0.999999,0.000371259,-0.0801031,0.0591018,-5.45045,-0.799999,0.000371259,0.067128,-0.719896,-1.79252,-0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93161,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0660143,0.00111378,0.00968216,-0.0,0.0683869,-0.818346,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.15613,-0.92424,-0.767544,0.00434897,-3.90371
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.52077,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.54425,-0.799999,0.000371259,0.0610865,-0.719912,-1.79252,-0.027832,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93226,0.990317,3.0,1.8,0.000668267,-0.0010472,4.10605e-05,0.00471239,0.105907,-0.0599727,0.00111378,0.00968216,-0.0,0.0677324,-0.825588,0.000750196,0.000668267,0.11062,4.10605e-05,-2.91443,-0.81038,-0.257243,0.00450228,-3.61686
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.52599,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.4873,-0.799999,0.000371259,0.0590727,-0.719912,-1.78729,0.031311,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93281,0.990317,3.0,1.8,0.000668267,0.0,4.10605e-05,0.00471239,0.105907,-0.0579589,0.00111378,0.00968216,-0.0,0.0671886,-0.821967,-0.000297002,0.000668267,0.11062,4.10605e-05,-2.9139,-0.810446,-0.342717,0.00440179,-3.63018
,,,,,,,,,,,,,,,,-0.132982,-0.0738788,1.54167,-0.0,0.999999,0.000371259,-0.0800873,0.0591018,-5.5342,-0.799999,0.000371259,0.0563876,-0.719912,-1.78729,0.024353,-0.221636,1.79558,-0.000297002,0.0044227,-0.0,-0.00817083,2.93339,0.990317,3.0,1.8,0.000668267,0.0010472,4.10605e-05,0.00471239,0.105907,-0.0552738,0.00111378,0.00968216,-0.0,0.0666046,-0.818346,-0.0013442,0.000668267,0.11062,4.10605e-05,-3.16476,-0.923202,0.59996,0.00595649,-3.69033
