wrench_mx.txt,wrench_mz.txt,wrench_fy.txt,proportionalf_4.txt,integralf_1.txt,wrench_fz.txt,integralf_3.txt,integralf_2.txt,wrench_my.txt,proportionalf_1.txt,proportionalf_2.txt,integralf_4.txt,proportionalf_3.txt,wrench_fx.txt,proportionalf_5.txt,integralf_5.txt,accd4.txt,accd2.txt,trq1.txt,vela2.txt,posd2.txt,error_vel_2.txt,error_pos_3.txt,accd3.txt,trq3.txt,posd3.txt,veld2.txt,vela1.txt,posa3.txt,trq2.txt,trq5.txt,accd1.txt,posa4.txt,veld3.txt,error_pos_4.txt,vela4.txt,accd5.txt,posa1.txt,posa2.txt,posd1.txt,posd4.txt,error_vel_4.txt,vela3.txt,veld5.txt,posa5.txt,error_pos_5.txt,error_vel_1.txt,veld1.txt,error_pos_2.txt,vela5.txt,error_pos_1.txt,trq4.txt,error_vel_3.txt,veld4.txt,posd5.txt,error_vel_5.txt,estimated_trqs_3.txt,estimated_trqs_4.txt,estimated_trqs_1.txt,estimated_trqs_5.txt,estimated_trqs_2.txt
,,,,,,,,,,,,,,,,-1.41313,-0.78507,6.05171,1.37545,0.699692,-0.526508,-0.0842466,0.628044,-5.29635,-0.559758,0.848946,2.5361,-0.475511,0.459888,-0.06958,-2.35521,1.15131,-0.679144,0.10814,1.9351,-0.0868271,1.18353,0.604616,2.09907,1.25944,-0.407,-0.760265,0.0938916,0.00130531,0.0761012,0.0107408,2.54684,0.095076,0.00147493,0.91554,0.550392,0.0811218,1.5281,0.0774065,0.0924167,-3.32956,-1.24632,2.60506,0.0135646,-3.04994
,,,,,,,,,,,,,,,,-1.47037,-0.816874,5.8688,1.36606,0.708141,-0.52512,-0.083859,0.653486,-5.3667,-0.566518,0.840936,2.56429,-0.482659,0.632346,-0.06958,-2.45062,1.17053,-0.672736,0.104123,1.91593,-0.0903445,1.20839,0.618249,2.12442,1.27465,-0.402244,-0.750841,0.0930057,0.00130531,0.0770357,-0.0414834,2.52281,0.089892,-0.0,0.916038,0.630054,0.078105,1.51368,0.078341,0.0930057,-3.0985,-1.2011,2.44572,0.013136,-2.98473
,,,,,,,,,,,,,,,,-1.52669,-0.84816,6.04648,1.35733,0.716509,-0.524719,-0.0831863,0.678515,-5.38345,-0.573212,0.83261,2.5898,-0.490026,0.67938,-0.073059,-2.54448,1.18916,-0.666075,0.100558,1.88938,-0.0938047,1.23372,0.631158,2.14953,1.28972,-0.390682,-0.735133,0.0920849,0.00132743,0.0779391,-0.0919689,2.49783,0.0853513,0.00147493,0.915808,0.742305,0.0690574,1.4987,0.0792665,0.09061,-3.29606,-1.30336,2.09355,0.0109886,-3.08774
,,,,,,,,,,,,,,,,-1.58203,-0.878906,6.09352,1.35196,0.724792,-0.527984,-0.082587,0.703111,-5.43035,-0.579838,0.823975,2.60994,-0.497251,0.951132,-0.073059,-2.63672,1.20783,-0.659167,0.0967947,1.85841,-0.0972052,1.26046,0.644641,2.17438,1.30463,-0.375253,-0.722566,0.0911298,0.00132743,0.0788552,-0.138015,2.47192,0.0801518,-0.0,0.913914,0.774894,0.0633996,1.48315,0.0801826,0.0911298,-3.58229,-1.47202,2.4048,0.0138768,-4.16344
,,,,,,,,,,,,,,,,-1.63636,-0.90909,6.21894,1.33316,0.732988,-0.518129,-0.082483,0.727258,-5.4471,-0.586394,0.815034,2.63612,-0.503911,1.41102,-0.073059,-2.72727,1.22595,-0.652015,0.0934268,1.83628,-0.100543,1.28611,0.658274,2.19896,1.31938,-0.369222,-0.706858,0.090141,0.00132743,0.0797616,-0.191016,2.4451,0.0747134,-0.0,0.912854,0.745926,0.0548438,1.46706,0.081089,0.090141,-4.02119,-1.781,2.53001,0.0157751,-4.98502
,,,,,,,,,,,,,,,,-1.68964,-0.938689,6.22939,1.309,0.741092,-0.503202,-0.0821491,0.750936,-5.5141,-0.592878,0.805795,2.66431,-0.510729,2.02246,-0.073059,-2.81607,1.24334,-0.644623,0.0906253,1.80678,-0.103817,1.31321,0.670952,2.22328,1.33397,-0.356354,-0.689056,0.0891192,0.00134956,0.0806358,-0.246928,2.41738,0.0701406,0.00147493,0.910071,0.818346,0.0444328,1.45043,0.0819853,0.0876443,-4.9982,-2.40277,0.910943,0.0125566,-7.03704
,,,,,,,,,,,,,,,,-1.74182,-0.96768,6.25552,1.27342,0.749103,-0.477157,-0.0818972,0.774129,-5.6146,-0.599286,0.796262,2.6764,-0.517389,2.85862,-0.06958,-2.90304,1.26086,-0.636997,0.0875221,1.76696,-0.107023,1.33943,0.68376,2.24731,1.34838,-0.333689,-0.670206,0.0880649,0.00134956,0.0815217,-0.287608,2.38879,0.0653431,-0.0,0.907882,0.79662,0.033209,1.43327,0.0828713,0.0880649,-4.16075,-1.91958,1.75416,0.0147557,-6.60945
,,,,,,,,,,,,,,,,-1.79287,-0.996041,6.50114,1.23046,0.757016,-0.444014,-0.0819292,0.796817,-5.78545,-0.605617,0.786443,2.69922,-0.523688,3.74182,-0.066101,-2.98812,1.27834,-0.629142,0.084289,1.74484,-0.11016,1.36675,0.695369,2.27105,1.36263,-0.32924,-0.641932,0.086979,0.00137168,0.0823749,-0.339889,2.35933,0.0616471,0.00147493,0.904295,0.923355,0.0127898,1.4156,0.0837465,0.085504,-7.17157,-3.65684,1.15445,0.0198801,-11.2574
,,,,,,,,,,,,,,,,-1.84275,-1.02375,6.5534,1.15997,0.764831,-0.383629,-0.0819601,0.818984,-5.85245,-0.611868,0.776344,2.7207,-0.529908,4.47868,-0.06958,-3.07125,1.29531,-0.621063,0.0813855,1.70501,-0.113225,1.39473,0.706405,2.29449,1.3767,-0.307596,-0.623083,0.085862,0.00137168,0.0832391,-0.391669,2.32903,0.0584254,-0.0,0.899766,0.901629,0.00201974,1.39742,0.0846108,0.085862,-6.75302,-3.34759,0.848401,0.0187009,-10.8911
,,,,,,,,,,,,,,,,-1.89141,-1.05078,6.50637,1.09016,0.772542,-0.324189,-0.0825216,0.84061,-5.9563,-0.618038,0.765971,2.73882,-0.535516,4.79224,-0.066101,-3.15235,1.31119,-0.612764,0.0793818,1.67699,-0.116214,1.42124,0.717139,2.31763,1.39058,-0.298244,-0.604233,0.0847147,0.00139381,0.0840699,-0.440913,2.29791,0.0554034,0.00147493,0.896389,0.992154,-0.00853139,1.37875,0.0854637,0.0832398,-5.60226,-2.78088,1.16175,0.0172348,-10.1253
,,,,,,,,,,,,,,,,-1.93882,-1.07712,6.5534,1.01699,0.780149,-0.26166,-0.0828892,0.861679,-6.0635,-0.624123,0.75533,2.76098,-0.541234,4.43165,-0.066101,-3.23136,1.3283,-0.604252,0.0759721,1.65487,-0.119127,1.44852,0.726644,2.34045,1.40427,-0.295272,-0.569675,0.0835379,0.00141593,0.084889,-0.494985,2.26599,0.0535048,0.00147493,0.891932,0.959565,-0.034577,1.35959,0.086305,0.082063,-7.27913,-3.60275,1.68295,0.0202623,-10.6764
,,,,,,,,,,,,,,,,-1.98493,-1.10274,6.51682,0.956575,0.787648,-0.212144,-0.0833591,0.882172,-6.18075,-0.630122,0.744431,2.78581,-0.546763,3.74182,-0.066101,-3.30821,1.34381,-0.595533,0.0739615,1.61504,-0.12196,1.47591,0.73613,2.36294,1.41777,-0.275069,-0.559203,0.0823324,0.00141593,0.0857184,-0.552522,2.23329,0.0515186,-0.0,0.88703,1.07906,-0.0363292,1.33997,0.0871343,0.0823324,-4.73816,-2.24614,1.68875,0.0151671,-7.56236
,,,,,,,,,,,,,,,,-2.0297,-1.12761,6.59521,0.910928,0.795037,-0.177649,-0.0839136,0.90207,-6.2444,-0.636033,0.733278,2.80797,-0.552119,2.9945,-0.073059,-3.38283,1.35971,-0.586611,0.0713542,1.58407,-0.124711,1.5048,0.745242,2.38511,1.43107,-0.26417,-0.530929,0.081099,0.00143805,0.0865135,-0.608132,2.19983,0.0497947,0.00147493,0.880308,1.04285,-0.0556818,1.3199,0.0879515,0.0796241,-5.73453,-2.71124,2.19031,0.0163386,-7.38917
,,,,,,,,,,,,,,,,-2.07309,-1.15172,6.67883,0.880049,0.802313,-0.158168,-0.0848176,0.921357,-6.22095,-0.641853,0.721881,2.83213,-0.557036,2.79591,-0.062622,-3.45516,1.37522,-0.577493,0.0689421,1.53982,-0.127378,1.53262,0.753972,2.40694,1.44416,-0.240437,-0.521504,0.0798385,0.00143805,0.0873182,-0.66649,2.16564,0.0483407,-0.0,0.874315,1.11527,-0.055989,1.29939,0.0887562,0.0798385,-5.92836,-2.80172,1.89102,0.0162701,-7.34611
,,,,,,,,,,,,,,,,-2.11507,-1.17504,6.21371,0.853869,0.809474,-0.143622,-0.0852526,0.940014,-6.20085,-0.647582,0.710246,2.85227,-0.562329,2.55029,-0.059143,-3.52512,1.38923,-0.568186,0.0678272,1.49115,-0.129957,1.5618,0.762179,2.42842,1.45705,-0.212707,-0.516268,0.0785517,0.00146018,0.088088,-0.721532,2.13074,0.0472952,0.00147493,0.866617,1.04285,-0.0519176,1.27844,0.0895482,0.0770768,-6.31501,-3.02385,1.85654,0.0166576,-8.34272
,,,,,,,,,,,,,,,,-2.15559,-1.19755,5.44027,0.818291,0.816517,-0.119908,-0.0857978,0.958022,-6.18745,-0.653217,0.698383,2.87375,-0.567419,2.65481,-0.059143,-3.59265,1.40372,-0.558695,0.066014,1.44395,-0.132447,1.58987,0.770445,2.44955,1.46973,-0.186864,-0.508938,0.0772396,0.00146018,0.088867,-0.778603,2.09515,0.0460717,-0.0,0.859684,0.908871,-0.0497572,1.25709,0.0903272,0.0772396,-5.0624,-2.27827,0.458757,0.010708,-7.05831
,,,,,,,,,,,,,,,,-2.19461,-1.21923,4.21216,0.789426,0.823441,-0.103128,-0.0864042,0.975365,-6.18075,-0.658755,0.686298,2.88046,-0.572351,2.75933,-0.059143,-3.65769,1.41801,-0.549028,0.0641845,1.4115,-0.134844,1.61886,0.777947,2.47032,1.48219,-0.176168,-0.497419,0.0759031,0.0014823,0.0896106,-0.82157,2.05889,0.0454937,-0.0,0.851465,0.919734,-0.0516089,1.23534,0.0910929,0.0759031,-6.50234,-3.08799,-0.303592,0.0126852,-9.21448
,,,,,,,,,,,,,,,,-2.2321,-1.24005,3.22967,0.74982,0.830242,-0.0758193,-0.0869289,0.992024,-6.2377,-0.664197,0.674001,2.88181,-0.577268,3.07289,-0.052185,-3.72016,1.43119,-0.53919,0.0632416,1.36873,-0.137147,1.64789,0.785539,2.49073,1.49444,-0.15553,-0.491136,0.0745431,0.0014823,0.0903629,-0.859804,2.022,0.0447032,0.00147493,0.842841,0.995775,-0.0480546,1.2132,0.0918452,0.0730682,-5.49304,-2.48919,-1.75656,0.00663815,-8.63047
,,,,,,,,,,,,,,,,-2.268,-1.26,2.61823,0.709543,0.83692,-0.0480435,-0.0874486,1.00798,-6.18075,-0.669539,0.6615,2.86972,-0.58209,3.24012,-0.052185,-3.78,1.4446,-0.52919,0.0618544,1.34218,-0.139353,1.67665,0.792326,2.51076,1.50646,-0.151483,-0.478569,0.0731605,0.00150442,0.0910793,-0.885224,1.9845,0.0445942,-0.0,0.834106,0.959565,-0.0506203,1.1907,0.0925837,0.0731605,-6.88245,-3.2719,-3.28068,0.00675332,-10.2209
,,,,,,,,,,,,,,,,-2.30228,-1.27905,2.02246,0.668595,0.843472,-0.0197914,-0.0880088,1.02322,-6.21425,-0.67478,0.648804,2.84354,-0.586771,3.3969,-0.052185,-3.83714,1.45781,-0.519033,0.0604394,1.29793,-0.14146,1.70489,0.799012,2.53042,1.51825,-0.130088,-0.475428,0.0717563,0.00150442,0.0918039,-0.897132,1.94641,0.0444599,0.00147493,0.825527,0.912492,-0.0436053,1.16785,0.0933083,0.0702814,-4.82076,-2.04968,-4.32569,-0.000469175,-8.23433
,,,,,,,,,,,,,,,,-2.33491,-1.29717,1.5678,0.632346,0.849895,0.00357594,-0.0887495,1.03772,-6.24775,-0.679919,0.635922,2.80729,-0.591169,3.376,-0.052185,-3.89151,1.47066,-0.508728,0.0591482,1.28319,-0.143464,1.73291,0.805083,2.54969,1.52981,-0.138526,-0.462861,0.0703316,0.00152655,0.0924922,-0.899529,1.90777,0.044812,-0.0,0.816776,0.912492,-0.0458664,1.14466,0.0940188,0.0703316,-5.33911,-2.3866,-4.67558,0.000643029,-8.6286
,,,,,,,,,,,,,,,,-2.36583,-1.31435,1.55735,0.598782,0.85619,0.0240816,-0.0892137,1.05146,-6.2645,-0.684954,0.622864,2.76769,-0.59574,3.18263,-0.052185,-3.94305,1.4827,-0.498281,0.0584422,1.25369,-0.145364,1.76055,0.811085,2.56857,1.54114,-0.132532,-0.452389,0.0688874,0.00152655,0.0931883,-0.899098,1.86859,0.0451048,0.00147493,0.808018,0.952323,-0.0458919,1.12115,0.0947149,0.0674125,-5.58314,-2.54287,-5.10594,-0.000107778,-9.25454
,,,,,,,,,,,,,,,,-2.39501,-1.33056,1.45283,0.560519,0.862352,0.0491192,-0.0897455,1.06443,-6.35495,-0.689884,0.609638,2.7254,-0.600138,3.0154,-0.052185,-3.99168,1.49513,-0.487701,0.0571013,1.22124,-0.147157,1.78768,0.816411,2.58706,1.55223,-0.12389,-0.439823,0.0674247,0.00152655,0.0938699,-0.896484,1.82892,0.0459409,-0.0,0.79938,1.01388,-0.0478782,1.09735,0.0953964,0.0674247,-4.01918,-1.67604,-4.42101,-0.00108357,-7.22196
,,,,,,,,,,,,,,,,-2.42241,-1.34578,1.13927,0.530312,0.868382,0.0659443,-0.0905949,1.0766,-6.3047,-0.694707,0.596256,2.68848,-0.604113,2.78546,-0.048706,-4.03734,1.50644,-0.476995,0.0566493,1.20059,-0.148841,1.81334,0.821496,2.60515,1.56309,-0.127329,-0.418879,0.0659446,0.00154867,0.0945146,-0.899711,1.78877,0.0468855,0.00147493,0.791802,1.01388,-0.0581163,1.07326,0.0960633,0.0644697,-6.77327,-3.21799,-5.13099,0.00179008,-9.4056
,,,,,,,,,,,,,,,,-2.44798,-1.35999,1.14972,0.506145,0.874277,0.0765807,-0.0905513,1.08797,-6.32145,-0.699423,0.582726,2.64417,-0.608872,2.52416,-0.052185,-4.07997,1.51918,-0.466172,0.054517,1.14159,-0.150412,1.84259,0.827165,2.62283,1.5737,-0.0926858,-0.420973,0.0644483,0.00154867,0.0951666,-0.895995,1.74818,0.0471116,-0.0,0.780236,1.06457,-0.0451984,1.04891,0.0967153,0.0644483,-5.1245,-2.22306,-5.97588,-0.00259799,-7.96083
,,,,,,,,,,,,,,,,-2.47169,-1.37316,1.09746,0.483322,0.880036,0.0857376,-0.0912158,1.09851,-6.23435,-0.704031,0.56906,2.59249,-0.612815,2.34647,-0.052185,-4.11949,1.52976,-0.455239,0.054308,1.11062,-0.151869,1.86858,0.831817,2.64011,1.58406,-0.0863123,-0.415737,0.0629368,0.00154867,0.0958035,-0.885307,1.70718,0.0482186,-0.0,0.771524,1.02474,-0.0395012,1.02431,0.0973522,0.0629368,-6.1572,-2.82197,-5.43785,0.000565275,-8.61675
,,,,,,,,,,,,,,,,-2.4935,-1.38528,1.03997,0.463184,0.885658,0.0920829,-0.0913777,1.1082,-6.18075,-0.708528,0.555266,2.5455,-0.61715,2.0904,-0.052185,-4.15584,1.54027,-0.444204,0.0539183,1.06195,-0.153209,1.8927,0.836207,2.65697,1.59418,-0.0624673,-0.417832,0.0614113,0.00154867,0.0964253,-0.879696,1.6658,0.0494502,-0.0,0.764274,0.945081,-0.0263726,0.99948,0.097974,0.0614113,-5.62831,-2.48071,-5.23571,0.000262202,-7.77239
,,,,,,,,,,,,,,,,-2.51337,-1.39632,1.09746,0.447744,0.891141,0.0936134,-0.0917743,1.11703,-6.0903,-0.712914,0.541358,2.49985,-0.62114,1.86046,-0.052185,-4.18895,1.5504,-0.433078,0.0536553,1.02212,-0.15443,1.91808,0.840759,2.67342,1.60405,-0.0476803,-0.420973,0.059873,0.0015708,0.0970096,-0.875776,1.62407,0.0503821,0.00147493,0.755339,0.898008,-0.0121041,0.974444,0.0985804,0.0583981,-4.82146,-1.95814,-6.04111,-0.00348407,-7.20316
,,,,,,,,,,,,,,,,-2.53125,-1.40625,1.00862,0.431633,0.896484,0.0957104,-0.0917609,1.12498,-6.08695,-0.717189,0.527344,2.44749,-0.625428,1.85,-0.045227,-4.21875,1.56033,-0.421867,0.0533401,1.00147,-0.155528,1.94178,0.844958,2.68945,1.61367,-0.0522561,-0.422021,0.0583231,0.0015708,0.0976006,-0.865457,1.58203,0.0515269,-0.0,0.747677,0.836451,0.000153897,0.949219,0.0991714,0.0583231,-3.65803,-1.44313,-5.18036,-0.00386912,-5.34103
,,,,,,,,,,,,,,,,-2.54711,-1.41506,1.21766,0.426934,0.901687,0.0863019,-0.0919176,1.13202,-5.9898,-0.721351,0.513236,2.40117,-0.629434,2.04859,-0.045227,-4.24518,1.56958,-0.410581,0.0534577,0.970501,-0.156502,1.96496,0.849146,2.70506,1.62304,-0.0466761,-0.412596,0.0567628,0.0015708,0.098176,-0.861462,1.53971,0.052541,-0.0,0.740107,0.83283,0.00201489,0.923825,0.0997468,0.0567628,-4.48661,-1.81618,-6.29454,-0.00407566,-6.57804
,,,,,,,,,,,,,,,,-2.5609,-1.42272,1.35876,0.416865,0.906749,0.0821812,-0.0918512,1.13815,-6.0099,-0.725401,0.499046,2.34613,-0.633549,2.45622,-0.052185,-4.26816,1.57896,-0.399229,0.0531878,0.943953,-0.15735,1.9883,0.853114,2.72025,1.63215,-0.0456692,-0.411549,0.0551935,0.0015708,0.0987358,-0.848986,1.49714,0.0536352,-0.0,0.731951,0.86904,0.0123194,0.898284,0.100307,0.0551935,-5.29574,-2.28103,-7.29434,-0.00335363,-8.68959
,,,,,,,,,,,,,,,,-2.57258,-1.42921,1.20721,0.388671,0.911668,0.0961144,-0.0917653,1.14335,-5.963,-0.729336,0.484786,2.28571,-0.637571,3.04676,-0.052185,-4.28763,1.58799,-0.387821,0.0530159,0.915929,-0.158068,2.01111,0.857031,2.735,1.641,-0.0433148,-0.405265,0.0536163,0.0015708,0.0992799,-0.831353,1.45436,0.0546375,-0.0,0.723891,0.948702,0.0174445,0.872614,0.100851,0.0536163,-5.07682,-2.16144,-7.40493,-0.00343955,-9.01107
,,,,,,,,,,,,,,,,-2.58212,-1.43451,1.24901,0.353094,0.916444,0.117373,-0.0917064,1.14759,-6.0233,-0.733157,0.470466,2.22597,-0.64145,3.24535,-0.048706,-4.30353,1.59684,-0.376366,0.0527637,0.893805,-0.158654,2.0324,0.860343,2.74933,1.6496,-0.0469662,-0.392699,0.0520326,0.0015708,0.0998081,-0.814568,1.4114,0.0561011,-0.0,0.716934,0.988533,0.0163336,0.846839,0.101379,0.0520326,-5.57964,-2.50897,-7.02987,-0.00159683,-9.3343
,,,,,,,,,,,,,,,,-2.58947,-1.43859,0.841386,0.318858,0.921077,0.137241,-0.0917998,1.15085,-6.0166,-0.736863,0.4561,2.16958,-0.645063,2.68616,-0.052185,-4.31578,1.60496,-0.364873,0.0529834,0.855457,-0.159105,2.05392,0.863324,2.76323,1.65794,-0.0344779,-0.380133,0.0504436,0.0015708,0.100321,-0.80128,1.3683,0.0577534,-0.0,0.709315,0.887145,0.0152602,0.820979,0.101891,0.0504436,-4.5026,-1.85356,-5.39949,-0.00124811,-7.11703
,,,,,,,,,,,,,,,,-2.59459,-1.44144,0.872742,0.29872,0.925566,0.142979,-0.0916838,1.15313,-6.12045,-0.740454,0.441698,2.12527,-0.64877,1.99633,-0.052185,-4.32432,1.61338,-0.353352,0.0526344,0.828908,-0.15942,2.07495,0.866234,2.7767,1.66602,-0.0338514,-0.370708,0.0488509,0.0015708,0.100817,-0.800179,1.3251,0.0593325,-0.0,0.701747,0.872661,0.0173562,0.795057,0.102388,0.0488509,-3.08149,-1.15467,-6.30562,-0.00611948,-4.84476
,,,,,,,,,,,,,,,,-2.59745,-1.44303,0.81003,0.296706,0.929911,0.130569,-0.0916097,1.1544,-6.06015,-0.74393,0.427275,2.07023,-0.65232,1.57825,-0.052185,-4.32908,1.62104,-0.341813,0.0528003,0.797935,-0.159596,2.09559,0.869285,2.78973,1.67384,-0.02884,-0.356047,0.0472557,0.00159292,0.101275,-0.788404,1.28183,0.0606264,-0.0,0.69414,1.01388,0.0142339,0.769095,0.102868,0.0472557,-3.25905,-1.2049,-5.32625,-0.00389781,-4.30414
,,,,,,,,,,,,,,,,-2.59799,-1.44333,0.851838,0.302076,0.934112,0.110766,-0.0914201,1.15464,-6.0702,-0.74729,0.412842,2.02257,-0.65587,1.26992,-0.045227,-4.32999,1.62834,-0.330267,0.0530605,0.766962,-0.159629,2.11553,0.872195,2.80234,1.6814,-0.0238457,-0.349764,0.0456595,0.00159292,0.10174,-0.784042,1.23853,0.061917,0.00147493,0.686805,0.94146,0.0194967,0.743116,0.103333,0.0441845,-4.91428,-2.11454,-6.10452,-0.00245015,-6.39095
,,,,,,,,,,,,,,,,-2.59619,-1.44233,0.73164,0.300062,0.938168,0.0983504,-0.0911307,1.15384,-5.95965,-0.750535,0.398413,1.96954,-0.659405,1.71413,-0.048706,-4.32699,1.63569,-0.318724,0.0530166,0.721239,-0.159518,2.13513,0.875236,2.8145,1.6887,-0.00409591,-0.351858,0.0440636,0.00159292,0.102189,-0.774299,1.19524,0.0629323,-0.0,0.679379,0.789378,0.0331344,0.717143,0.103782,0.0440636,-5.43615,-2.26857,-5.72365,-0.000110903,-7.21633
,,,,,,,,,,,,,,,,-2.592,-1.44,0.762996,0.290664,0.94208,0.0933356,-0.0907732,1.15198,-5.963,-0.753665,0.384,1.9212,-0.662892,1.89181,-0.052185,-4.32,1.64261,-0.307194,0.0531335,0.690265,-0.159261,2.15338,0.878186,2.82624,1.69574,0.000934572,-0.361283,0.0424696,0.00159292,0.102621,-0.769205,1.152,0.0638941,-0.0,0.672859,0.919734,0.0540892,0.6912,0.104214,0.0424696,-3.06263,-1.12098,-6.68308,-0.00599958,-5.32546
,,,,,,,,,,,,,,,,-2.58538,-1.43632,0.637572,0.281938,0.945848,0.0876795,-0.0903475,1.14903,-5.8692,-0.756679,0.369617,1.86482,-0.666332,2.3726,-0.052185,-4.30896,1.64898,-0.295688,0.0535443,0.665192,-0.158854,2.17224,0.880794,2.83754,1.70253,0.000119383,-0.343481,0.0408789,0.00159292,0.103038,-0.755965,1.10885,0.0650542,-0.0,0.665304,0.807483,0.0477928,0.665311,0.104631,0.0408789,-4.71413,-1.89101,-5.57935,-0.000444281,-7.52325
,,,,,,,,,,,,,,,,-2.57629,-1.43127,0.621894,0.258443,0.949472,0.0968352,-0.0898384,1.14499,-5.91945,-0.759579,0.355278,1.82051,-0.66974,2.53461,-0.048706,-4.29381,1.65531,-0.284217,0.0537409,0.646018,-0.158295,2.19038,0.883341,2.84842,1.70905,-0.00651697,-0.337198,0.039293,0.00159292,0.103439,-0.754678,1.06583,0.0661311,-0.0,0.658033,0.850935,0.0529807,0.639501,0.105032,0.039293,-4.10439,-1.60862,-6.17622,-0.00255779,-6.93246
,,,,,,,,,,,,,,,,-2.56468,-1.42482,0.668928,0.237633,0.952954,0.103363,-0.0894503,1.13984,-5.9094,-0.762364,0.340997,1.77084,-0.672913,2.64958,-0.052185,-4.27447,1.66161,-0.272792,0.053702,0.625369,-0.157582,2.208,0.885687,2.85886,1.71532,-0.011575,-0.324631,0.0377135,0.00159292,0.103824,-0.747848,1.02299,0.0672663,-0.0,0.650866,0.934218,0.0518394,0.613794,0.105417,0.0377135,-3.98599,-1.59269,-6.56404,-0.00332446,-6.8244
,,,,,,,,,,,,,,,,-2.55053,-1.41696,0.527826,0.218166,0.956293,0.10862,-0.089184,1.13355,-5.87925,-0.765035,0.326786,1.71781,-0.675851,2.18447,-0.048706,-4.25088,1.66741,-0.261424,0.0539154,0.59882,-0.156713,2.22497,0.887711,2.86888,1.72133,-0.0106045,-0.308923,0.0361419,0.00159292,0.104193,-0.737448,0.980359,0.0685813,-0.0,0.643905,0.861798,0.0474993,0.588216,0.105786,0.0361419,-4.33286,-1.73499,-6.56436,-0.00279879,-6.78388
,,,,,,,,,,,,,,,,-2.53378,-1.40766,0.585312,0.203398,0.95949,0.109264,-0.0886629,1.1261,-6.0367,-0.767592,0.312662,1.6641,-0.67893,2.20537,-0.048706,-4.22297,1.67352,-0.250125,0.0535641,0.572271,-0.155684,2.24251,0.889846,2.87847,1.72708,-0.00947954,-0.301593,0.0345798,0.00159292,0.104547,-0.726118,0.937986,0.0696438,-0.0,0.635956,0.97767,0.0514681,0.562792,0.10614,0.0345798,-2.92182,-1.10069,-7.07368,-0.00634508,-5.18472
,,,,,,,,,,,,,,,,-2.5144,-1.39689,0.49647,0.196014,0.962546,0.102624,-0.0882806,1.11749,-5.93285,-0.770038,0.298638,1.60503,-0.681757,1.60961,-0.048706,-4.19067,1.67885,-0.238906,0.0537338,0.539823,-0.154493,2.25778,0.891739,2.88764,1.73258,-0.00227429,-0.279602,0.0330287,0.00159292,0.104885,-0.709117,0.895914,0.0708072,-0.0,0.629861,0.803862,0.0406959,0.537549,0.106478,0.0330287,-3.54177,-1.34228,-4.65626,-0.00121391,-5.36089
,,,,,,,,,,,,,,,,-2.49235,-1.38464,0.381498,0.187287,0.965463,0.097442,-0.0879121,1.10769,-5.90605,-0.772371,0.284729,1.56677,-0.684459,1.46851,-0.045227,-4.15392,1.68367,-0.227779,0.0541609,0.513274,-0.153138,2.27272,0.893652,2.89639,1.73783,-0.000761626,-0.267035,0.0314905,0.00159292,0.105207,-0.712581,0.854188,0.0718108,-0.0,0.623668,0.898008,0.0392564,0.512513,0.1068,0.0314905,-4.99224,-2.05364,-4.82366,0.00108069,-5.57129
,,,,,,,,,,,,,,,,-2.46758,-1.37088,0.23517,0.194,0.968241,0.0769503,-0.087323,1.09668,-5.91275,-0.774594,0.27095,1.52448,-0.687271,1.38489,-0.048706,-4.11264,1.68847,-0.216756,0.0543609,0.474926,-0.151616,2.28877,0.895676,2.90472,1.74283,0.0127845,-0.280649,0.0299665,0.00161504,0.105493,-0.711627,0.812851,0.0725651,0.00147493,0.615953,0.843693,0.0638929,0.487711,0.107108,0.0284916,-3.46247,-1.30917,-5.27276,-0.00267571,-5.26154
,,,,,,,,,,,,,,,,-2.44006,-1.35559,0.344916,0.187287,0.970882,0.0700295,-0.086687,1.08445,-5.74525,-0.776706,0.257317,1.48084,-0.690019,0.88842,-0.045227,-4.06677,1.69283,-0.205849,0.0547567,0.446903,-0.149926,2.30366,0.897549,2.91265,1.74759,0.0162675,-0.268083,0.0284587,0.00161504,0.105785,-0.708894,0.77195,0.0733335,-0.0,0.608984,0.745926,0.0622332,0.46317,0.1074,0.0284587,-3.73533,-1.39605,-5.96726,-0.00306878,-5.22425
,,,,,,,,,,,,,,,,-2.40975,-1.33875,0.538278,0.185945,0.973388,0.0578991,-0.0861625,1.07098,-5.72515,-0.778711,0.243844,1.4305,-0.692548,1.37966,-0.045227,-4.01625,1.69701,-0.195071,0.0550855,0.421829,-0.148063,2.31788,0.899412,2.92016,1.7521,0.0170899,-0.264941,0.0269686,0.00161504,0.106062,-0.698967,0.731531,0.0739763,-0.0,0.602283,0.916113,0.0698698,0.438919,0.107677,0.0269686,-2.93545,-1.00538,-6.00949,-0.00463922,-4.36063
,,,,,,,,,,,,,,,,-2.3766,-1.32033,0.54873,0.187287,0.97576,0.0432598,-0.0855309,1.05625,-5.78545,-0.780608,0.230547,1.37948,-0.695077,1.59916,-0.041748,-3.961,1.70093,-0.184434,0.0554388,0.39823,-0.146026,2.33143,0.901214,2.92728,1.75637,0.0167546,-0.254469,0.025498,0.00161504,0.106324,-0.68784,0.691641,0.0745457,-0.0,0.595845,0.684369,0.070035,0.414985,0.107939,0.025498,-2.69056,-0.874778,-5.89099,-0.00452614,-4.76982
