integralf_4.txt,wrench_my.txt,proportionalf_2.txt,wrench_mz.txt,proportionalf_1.txt,integralf_1.txt,wrench_fy.txt,wrench_fx.txt,wrench_mx.txt,proportionalf_5.txt,wrench_fz.txt,proportionalf_3.txt,integralf_5.txt,integralf_2.txt,proportionalf_4.txt,integralf_3.txt,trq5.txt,posa1.txt,accd4.txt,veld2.txt,trq3.txt,trq4.txt,error_pos_5.txt,veld5.txt,error_vel_1.txt,accd5.txt,vela2.txt,posa4.txt,error_pos_4.txt,posa2.txt,trq2.txt,error_vel_3.txt,error_vel_5.txt,vela3.txt,error_pos_3.txt,posa3.txt,vela4.txt,veld3.txt,error_pos_2.txt,posd3.txt,veld1.txt,error_pos_1.txt,accd2.txt,posd1.txt,accd3.txt,vela1.txt,trq1.txt,vela5.txt,error_vel_4.txt,veld4.txt,posd2.txt,error_vel_2.txt,posd5.txt,posd4.txt,accd1.txt,posa5.txt,estimated_trqs_3.txt,estimated_trqs_4.txt,estimated_trqs_2.txt,estimated_trqs_5.txt,estimated_trqs_1.txt
,,,,,,,,,,,,,,,,-0.163513,0.0234713,0.282338,0.379613,-3.61465,0.756789,0.00753822,0.0279896,0.0352436,0.0392355,0.179903,0.0230752,0.0546504,0.0229981,3.87247,-0.152376,0.0265147,-0.176976,-0.0982983,-0.0269863,0.0530973,-0.329352,0.120648,-0.125285,0.126538,0.0244108,0.532138,0.0478821,-0.460143,0.0912941,0.715962,0.00147493,0.149862,0.202959,0.143646,0.19971,0.0106134,0.0777256,0.177379,0.00307522,-1.52148,0.990125,2.31853,-0.00413599,0.0888561
,,,,,,,,,,,,,,,,-0.156555,0.0243574,0.281543,0.384927,-3.6716,0.662643,0.00779795,0.0283814,0.0370149,0.0391256,0.191315,0.0238496,0.0559197,0.0248407,4.01879,-0.145452,0.0269065,-0.188496,-0.0997927,-0.0288084,0.0766962,-0.333947,0.122628,-0.128601,0.128309,0.0247989,0.530647,0.0491563,-0.458851,0.0912941,0.637572,0.00147493,0.129083,0.205779,0.147469,0.193612,0.0108953,0.0797693,0.176882,0.00309734,-1.55646,0.874665,2.23855,-0.00306091,0.237244
,,,,,,,,,,,,,,,,-0.149597,0.0253241,0.280691,0.390226,-3.64145,0.597465,0.00806159,0.0287721,0.0354247,0.0390078,0.203398,0.0248451,0.056996,0.0270056,4.07105,-0.140609,0.0272972,-0.19792,-0.101066,-0.0308976,0.0929203,-0.338529,0.124339,-0.131963,0.130075,0.0251242,0.529049,0.0504483,-0.457467,0.0946505,0.70551,0.00147493,0.11567,0.20859,0.151345,0.186828,0.0111811,0.0818412,0.17635,0.00311947,-2.07205,0.363984,1.20348,-0.00149634,0.145686
,,,,,,,,,,,,,,,,-0.153076,0.0262706,0.279783,0.395508,-3.64145,0.593844,0.00832914,0.0291615,0.0345003,0.0388821,0.208097,0.0257743,0.0581667,0.0290295,4.01357,-0.134704,0.0276866,-0.208392,-0.102463,-0.0329082,0.0988201,-0.343096,0.126244,-0.135372,0.131836,0.0254873,0.527344,0.0517578,-0.455989,0.0973357,0.715962,0.00147493,0.112572,0.211393,0.155273,0.187411,0.0114707,0.0839411,0.175781,0.00314159,-2.55266,0.14407,1.33948,-0.000796636,0.298604
,,,,,,,,,,,,,,,,-0.149597,0.027348,0.278818,0.400772,-3.62135,0.709716,0.00860057,0.0295497,0.0322274,0.0387486,0.222194,0.0267478,0.0593212,0.0314059,4.20693,-0.118312,0.0280748,-0.229336,-0.10342,-0.0354057,0.0929203,-0.347649,0.127849,-0.138825,0.133591,0.025737,0.525533,0.053085,-0.454421,0.101363,0.773448,0.00147493,0.121265,0.214186,0.159255,0.178578,0.0117643,0.086069,0.175178,0.00316372,-1.92936,0.575679,1.67264,-0.00253904,0.135075
,,,,,,,,,,,,,,,,-0.146118,0.0283347,0.277798,0.406018,-3.67495,0.756789,0.00887588,0.0299365,0.0326335,0.0386074,0.231592,0.0277655,0.0604593,0.0336312,4.10764,-0.110282,0.0284616,-0.241903,-0.10461,-0.0377148,0.103245,-0.352185,0.129658,-0.142325,0.135339,0.0260949,0.523619,0.0544296,-0.452762,0.102706,0.75777,0.00147493,0.113724,0.216969,0.163289,0.174426,0.0120617,0.0882248,0.17454,0.00318584,-1.88839,0.614428,1.82628,-0.00374369,-0.0165969
,,,,,,,,,,,,,,,,-0.149597,0.0292813,0.276723,0.411244,-3.64815,0.843693,0.00915505,0.0303218,0.0377319,0.0384586,0.244346,0.0288496,0.0615588,0.0359773,4.27487,-0.102235,0.0288469,-0.254469,-0.105704,-0.0401653,0.110619,-0.356704,0.131398,-0.145869,0.137081,0.0265105,0.5216,0.0557917,-0.451014,0.0993495,0.70551,0.00147493,0.109122,0.219741,0.167375,0.166898,0.012363,0.0904083,0.173867,0.00320796,-1.90659,0.594361,1.74122,-0.00256168,0.22328
,,,,,,,,,,,,,,,,-0.153076,0.0303788,0.275593,0.41645,-3.6247,0.86904,0.00943807,0.0307056,0.0361107,0.0383023,0.254415,0.0301106,0.0625089,0.038696,4.08151,-0.0941692,0.0307056,-0.267035,-0.106466,-0.0429927,0.120944,-0.361205,0.132818,-0.149459,0.138817,0.0267924,0.51948,0.0571712,-0.449178,0.102706,0.73164,-0.0,0.101559,0.222503,0.171514,0.162034,0.0126682,0.0926195,0.17316,0.00323009,-1.93121,0.471569,1.90027,-0.000934874,0.406672
,,,,,,,,,,,,,,,,-0.153076,0.031426,0.27441,0.421634,-3.7118,0.894387,0.00974703,0.0310879,0.0317971,0.0381384,0.270526,0.0312389,0.0636194,0.041324,4.22261,-0.0881795,0.0296129,-0.277507,-0.107414,-0.0456788,0.116519,-0.365687,0.13438,-0.153093,0.140545,0.027142,0.517258,0.058568,-0.447253,0.108747,0.789126,0.00147493,0.108734,0.225253,0.175704,0.151108,0.0129771,0.0948583,0.172419,0.00323009,-1.83839,0.565388,1.71299,-0.00310597,0.0563746
,,,,,,,,,,,,,,,,-0.149597,0.032584,0.273174,0.426795,-3.6515,0.883524,0.0100156,0.0314684,0.03486,0.0379672,0.281938,0.0324779,0.0646467,0.0443146,4.02402,-0.0832173,0.0299935,-0.286932,-0.108156,-0.0486161,0.120944,-0.370149,0.135632,-0.156772,0.142265,0.0273981,0.514936,0.0599821,-0.445242,0.107405,0.820482,0.00147493,0.107047,0.227991,0.179946,0.144857,0.0132899,0.0971246,0.171645,0.00327434,-2.51741,0.203629,1.49808,-0.00116876,0.303892
,,,,,,,,,,,,,,,,-0.146118,0.0336412,0.271885,0.431932,-3.60795,0.782136,0.01031,0.0318472,0.033216,0.0377887,0.29872,0.0336283,0.0657898,0.0471541,4.07105,-0.0656681,0.0303722,-0.308923,-0.10877,-0.0517263,0.115044,-0.374591,0.137086,-0.160496,0.143977,0.0277721,0.512515,0.0614133,-0.443146,0.110761,0.778674,0.00147493,0.115672,0.230716,0.18424,0.133212,0.0136065,0.0994181,0.170838,0.00329646,-1.86839,0.39232,1.49547,-0.00222118,-0.00390509
,,,,,,,,,,,,,,,,-0.142639,0.0347186,0.270544,0.437045,-3.6582,0.735063,0.0106083,0.0322241,0.0382767,0.037603,0.310803,0.0347124,0.0670265,0.0503259,4.07105,-0.0648527,0.0277994,-0.314159,-0.109349,-0.054915,0.10767,-0.379012,0.138259,-0.164264,0.145682,0.028143,0.509996,0.0628616,-0.440964,0.107405,0.73164,0.00442478,0.125759,0.233429,0.188585,0.126242,0.0139268,0.101739,0.169999,0.00331858,-1.92416,0.766748,2.03401,-0.00310437,0.31729
,,,,,,,,,,,,,,,,-0.132202,0.0358464,0.269151,0.442132,-3.58785,0.666264,0.0109103,0.0325992,0.0346021,0.0374101,0.322886,0.0360177,0.0680689,0.0534574,3.94563,-0.0504016,0.0311243,-0.333009,-0.109957,-0.0581195,0.128319,-0.38341,0.139523,-0.168076,0.147377,0.0284805,0.50738,0.0643269,-0.438699,0.112775,0.773448,0.00147493,0.107808,0.236127,0.192981,0.119246,0.014251,0.104087,0.169127,0.00334071,-2.09484,0.478664,1.61896,-0.00254518,0.197144
,,,,,,,,,,,,,,,,-0.135681,0.0369641,0.267708,0.447192,-3.63475,0.659022,0.0112381,0.0329723,0.034275,0.0372101,0.334969,0.037323,0.0691383,0.0568306,4.13899,-0.0390689,0.0329723,-0.348717,-0.110263,-0.0616695,0.134218,-0.387786,0.140597,-0.171932,0.149064,0.0288451,0.504668,0.0658091,-0.436351,0.114789,0.825708,-0.0,0.104593,0.238811,0.197427,0.112223,0.0145788,0.106461,0.168223,0.00334071,-2.20012,0.272107,1.1768,-0.000580806,0.243826
,,,,,,,,,,,,,,,,-0.135681,0.0381623,0.266214,0.452225,-3.5778,0.742305,0.0115476,0.0333434,0.0319249,0.0370032,0.343024,0.0386947,0.0701681,0.0601534,4.10764,-0.030854,0.0318685,-0.361283,-0.110691,-0.0651409,0.134218,-0.392137,0.141771,-0.175832,0.150742,0.0291459,0.501861,0.0673081,-0.43392,0.118817,0.830934,0.00147493,0.107263,0.241481,0.201924,0.1092,0.0149104,0.108863,0.167287,0.00336283,-1.05104,1.33869,2.87929,-0.00461846,0.2305
,,,,,,,,,,,,,,,,-0.132202,0.0394713,0.26467,0.457229,-3.63475,0.847314,0.0118607,0.0337124,0.0309078,0.0367893,0.357121,0.040531,0.0707599,0.0639999,4.0606,-0.0278503,0.0322374,-0.368614,-0.11066,-0.069115,0.165192,-0.396464,0.142472,-0.179775,0.15241,0.0293526,0.49896,0.0688239,-0.431408,0.121502,0.752544,0.00147493,0.0789438,0.244135,0.206472,0.100108,0.0152457,0.111291,0.16632,0.00338496,-2.46218,0.140646,1.15726,-0.00264293,-0.0374905
,,,,,,,,,,,,,,,,-0.128723,0.040589,0.263077,0.462204,-3.57445,0.890766,0.0121776,0.0340792,0.037265,0.0365685,0.371218,0.0420133,0.0717322,0.067806,4.02925,-0.0143491,0.0326042,-0.386416,-0.110719,-0.073042,0.156342,-0.400765,0.143263,-0.183761,0.154068,0.0297673,0.495966,0.0703563,-0.428816,0.116803,0.747318,0.00147493,0.0904321,0.246774,0.211069,0.0909854,0.0155846,0.113745,0.165322,0.00340708,-1.95455,0.513274,1.75615,-0.00137102,0.382116
,,,,,,,,,,,,,,,,-0.125244,0.0418275,0.261435,0.467148,-3.60125,0.887145,0.0124981,0.0344437,0.0328716,0.036341,0.384644,0.0436283,0.072598,0.0715115,4.2017,-0.00605764,0.0329688,-0.398982,-0.110868,-0.0769219,0.159292,-0.40504,0.144204,-0.18779,0.155716,0.0300777,0.492881,0.0719052,-0.426145,0.122844,0.883194,0.00147493,0.0901048,0.249397,0.215716,0.0825041,0.0159273,0.116226,0.164294,0.0034292,-1.61562,0.670634,2.0665,-0.00275982,0.25491
,,,,,,,,,,,,,,,,-0.118286,0.0430257,0.259745,0.472061,-3.56775,0.76041,0.0128222,0.0348059,0.0324954,0.0361069,0.400754,0.045177,0.0735564,0.0755392,4.09718,-0.00402221,0.033331,-0.405265,-0.110856,-0.081006,0.159292,-0.409288,0.144873,-0.191862,0.157354,0.0304449,0.489705,0.0734706,-0.423395,0.124858,0.830934,0.00147493,0.0927108,0.252003,0.220412,0.0713064,0.0162735,0.118733,0.163235,0.00345133,-1.99007,0.528463,1.5176,-0.00306338,0.0987585
,,,,,,,,,,,,,,,,-0.132202,0.0442743,0.258008,0.476942,-3.60125,0.644538,0.013172,0.0351658,0.0341224,0.0358661,0.410824,0.0468584,0.0744079,0.0796877,4.00312,0.00537148,0.0351658,-0.418879,-0.11087,-0.0851057,0.168142,-0.413508,0.145469,-0.195976,0.158981,0.030778,0.486439,0.0750523,-0.420567,0.124858,0.799578,-0.0,0.08645,0.254592,0.225157,0.066118,0.0166234,0.121266,0.162146,0.00345133,-1.68151,0.603801,1.86142,-0.00211149,0.236214
,,,,,,,,,,,,,,,,-0.125244,0.045543,0.256223,0.481789,-3.5778,0.655401,0.0135034,0.0355232,0.0337244,0.0356187,0.424921,0.0485619,0.0752632,0.0838262,3.95608,0.00746345,0.0340483,-0.425162,-0.110769,-0.0893626,0.168142,-0.417699,0.146124,-0.200132,0.160596,0.0311071,0.483084,0.0766502,-0.417663,0.126872,0.773448,0.00147493,0.0890212,0.257163,0.22995,0.0568688,0.0169768,0.123825,0.161028,0.00347345,-2.16171,0.410005,1.28685,-0.00122525,0.268139
,,,,,,,,,,,,,,,,-0.114807,0.0468621,0.254392,0.486603,-3.5778,0.79662,0.0138382,0.0358782,0.03063,0.0353649,0.432976,0.0503319,0.0760777,0.0881861,3.98221,0.0190096,0.0344032,-0.44087,-0.110537,-0.0937922,0.176991,-0.421861,0.146606,-0.20433,0.162201,0.0314021,0.479642,0.0782642,-0.414684,0.131571,0.851838,0.00147493,0.0827248,0.259716,0.234792,0.0536271,0.0173338,0.12641,0.159881,0.00349557,-1.46522,0.777112,2.33777,-0.00267967,0.372587
,,,,,,,,,,,,,,,,-0.121765,0.0482315,0.252515,0.491382,-3.5778,0.879903,0.0141767,0.0362305,0.0281953,0.0351048,0.451772,0.0522345,0.0767849,0.0927575,4.00834,0.020114,0.0347556,-0.446106,-0.110441,-0.0981276,0.176991,-0.425992,0.146925,-0.208569,0.163794,0.0316626,0.476114,0.0798941,-0.411629,0.135599,0.81003,0.00147493,0.0852593,0.26225,0.239682,0.0396101,0.0176944,0.129019,0.158705,0.0035177,-2.10289,0.369391,1.23347,-0.00276364,0.000764183
,,,,,,,,,,,,,,,,-0.118286,0.0496009,0.250592,0.496125,-3.5845,0.90525,0.0145186,0.0365802,0.0324615,0.0348383,0.461841,0.0541372,0.0775173,0.0975404,4.01357,0.0285796,0.0351053,-0.458673,-0.109805,-0.103044,0.178466,-0.430093,0.14708,-0.212849,0.165375,0.0319391,0.4725,0.08154,-0.408501,0.132914,0.726414,0.00147493,0.0863,0.264766,0.24462,0.034284,0.0180584,0.131654,0.1575,0.00353982,-1.34022,0.807979,2.01106,-0.00257172,0.289335
,,,,,,,,,,,,,,,,-0.114807,0.05092,0.248625,0.500832,-3.60125,0.803862,0.014864,0.0369273,0.0300026,0.0345657,0.473253,0.0559513,0.0783633,0.102162,4.0606,0.0255578,0.0354523,-0.45972,-0.109712,-0.107458,0.185841,-0.434162,0.147443,-0.217171,0.166944,0.0322816,0.468802,0.0832016,-0.405299,0.136941,0.742092,0.00147493,0.0814215,0.267262,0.249605,0.0275788,0.018426,0.134315,0.156267,0.00356195,-1.81888,0.56152,1.59822,-0.00223249,0.280347
,,,,,,,,,,,,,,,,-0.114807,0.0524404,0.246614,0.505501,-3.61465,0.677127,0.015235,0.0372715,0.0275314,0.0342868,0.483993,0.0579867,0.0790129,0.107126,4.10764,0.0309459,0.0372715,-0.469145,-0.109079,-0.112453,0.19174,-0.438199,0.14751,-0.221532,0.1685,0.0324384,0.46502,0.0848788,-0.402025,0.140969,0.820482,-0.0,0.077998,0.269738,0.254637,0.0215075,0.018797,0.137,0.155007,0.00356195,-1.95007,0.443999,1.16651,-0.00181715,0.145347
,,,,,,,,,,,,,,,,-0.114807,0.0538199,0.244558,0.510132,-3.6247,0.691611,0.0156094,0.037613,0.0270612,0.0340019,0.490035,0.0599557,0.0797536,0.112,4.15467,0.0363671,0.037613,-0.478569,-0.108879,-0.117056,0.199115,-0.442202,0.147715,-0.225934,0.170044,0.0327517,0.461156,0.0865716,-0.398681,0.142983,0.794352,-0.0,0.0730793,0.272194,0.259715,0.020097,0.0191714,0.139709,0.153719,0.00356195,-1.12093,1.10173,2.43439,-0.00433894,0.0961809
,,,,,,,,,,,,,,,,-0.121765,0.0552296,0.24246,0.514724,-3.59455,0.836451,0.0159651,0.0379516,0.0299344,0.0337111,0.504132,0.0621239,0.0803196,0.117236,4.09718,0.0355389,0.0364766,-0.481711,-0.10842,-0.121957,0.216814,-0.446172,0.147603,-0.230376,0.171575,0.0330501,0.457211,0.0882797,-0.395266,0.14164,0.742092,0.00147493,0.0578153,0.274629,0.264839,0.010592,0.0195492,0.142443,0.152404,0.00358407,-2.02705,0.472166,1.68892,-0.00209092,0.349125
,,,,,,,,,,,,,,,,-0.114807,0.0566997,0.240319,0.519276,-3.618,0.879903,0.0163463,0.0382872,0.027424,0.0334143,0.520242,0.064292,0.0809098,0.122311,4.05015,0.0462643,0.0382872,-0.496372,-0.107969,-0.126889,0.216814,-0.450107,0.147698,-0.234858,0.173092,0.0333033,0.453186,0.090003,-0.391781,0.145668,0.81003,-0.0,0.0602292,0.277043,0.270009,-0.000966708,0.0199304,0.145202,0.151062,0.00358407,-1.55741,0.494653,1.23619,-0.00118357,0.206335
,,,,,,,,,,,,,,,,-0.107849,0.0581799,0.238136,0.523787,-3.62135,0.850935,0.0167088,0.0386198,0.0255714,0.0331117,0.525613,0.0663938,0.0815905,0.127496,4.0606,0.0402698,0.0371449,-0.494277,-0.10751,-0.131868,0.216814,-0.454007,0.147728,-0.239378,0.174596,0.0335616,0.449082,0.0917415,-0.388229,0.149024,0.825708,0.00147493,0.0626215,0.279436,0.275224,-0.00182555,0.0203149,0.147984,0.149694,0.00360619,-1.89298,0.376495,1.25227,-0.00213926,0.132737
,,,,,,,,,,,,,,,,-0.107849,0.0596802,0.235912,0.528257,-3.5711,0.706095,0.0170745,0.0389494,0.0270614,0.0328033,0.536353,0.0685619,0.0822286,0.132783,4.08151,0.0426888,0.0374745,-0.50056,-0.107247,-0.136691,0.212389,-0.457872,0.147702,-0.243938,0.176086,0.0338147,0.444899,0.0934949,-0.384609,0.149024,0.715962,0.00147493,0.0694166,0.281806,0.280485,-0.00809607,0.0207028,0.15079,0.1483,0.00362832,-2.57827,0.16137,0.701405,-0.00170894,0.106233
,,,,,,,,,,,,,,,,-0.10437,0.0611503,0.233647,0.532685,-3.5845,0.691611,0.0174656,0.0392759,0.0278661,0.0324892,0.543737,0.070708,0.0829124,0.138311,3.99789,0.0608522,0.0392759,-0.522552,-0.106551,-0.141984,0.218289,-0.461699,0.147479,-0.248536,0.177562,0.0341128,0.44064,0.0952631,-0.380922,0.149696,0.747318,-0.0,0.0658647,0.284154,0.285789,-0.0110524,0.0210939,0.15362,0.14688,0.00362832,-1.40014,0.686022,1.83499,-0.00178211,0.323523
,,,,,,,,,,,,,,,,-0.062622,0.0626909,0.231342,0.53707,-3.5644,0.83283,0.0178379,0.0395992,0.0253,0.0321696,0.556492,0.072854,0.0836195,0.143728,3.98221,0.0570617,0.0381242,-0.522552,-0.106129,-0.147042,0.218289,-0.46549,0.14741,-0.253172,0.179023,0.0343552,0.436305,0.0970461,-0.377169,0.153723,0.841386,0.00147493,0.0681897,0.286479,0.291138,-0.0194219,0.0214883,0.156473,0.145435,0.00365044,-1.19818,0.923,1.95328,-0.00413875,0.115776
,,,,,,,,,,,,,,,,-0.080017,0.0642717,0.228996,0.541411,-3.5644,0.919734,0.0182355,0.0399192,0.026747,0.0318444,0.566561,0.0753097,0.0840401,0.14984,3.97699,0.053309,0.0399192,-0.522552,-0.105101,-0.152744,0.231563,-0.469243,0.146691,-0.257845,0.18047,0.0345718,0.431895,0.0988435,-0.373352,0.153723,0.778674,-0.0,0.0572171,0.28878,0.296531,-0.0251501,0.0218859,0.15935,0.143965,0.00365044,-1.41727,0.77202,1.83919,-0.00303472,0.200626
,,,,,,,,,,,,,,,,-0.048706,0.0657519,0.226612,0.545707,-3.6314,0.840072,0.0186362,0.040236,0.0268366,0.0315138,0.578644,0.0776327,0.0846163,0.155247,3.92995,0.0527365,0.040236,-0.525693,-0.104943,-0.157614,0.238938,-0.472957,0.146719,-0.262556,0.181902,0.0349035,0.427411,0.100655,-0.369471,0.155066,0.75777,-0.0,0.0521205,0.291059,0.301966,-0.0329365,0.0222867,0.162249,0.14247,0.00365044,-1.6037,0.546102,1.43813,-0.00158264,0.239703
,,,,,,,,,,,,,,,,-0.062622,0.0673529,0.224189,0.549959,-3.6783,0.691611,0.019018,0.0405495,0.0255686,0.0311778,0.588713,0.0798009,0.08537,0.161017,3.9404,0.0511558,0.0390746,-0.527788,-0.104491,-0.162813,0.238938,-0.476632,0.146428,-0.267304,0.18332,0.0351286,0.422854,0.102482,-0.365527,0.157751,0.83616,0.00147493,0.0543745,0.293313,0.307445,-0.0387544,0.0226906,0.165171,0.140951,0.00367257,-1.1082,0.917877,2.15789,-0.00373104,0.258934
,,,,,,,,,,,,,,,,-0.027832,0.0690043,0.221728,0.554164,-3.6649,0.742305,0.0194251,0.0408596,0.0249566,0.0308365,0.60281,0.0825,0.0856152,0.167531,3.88292,0.0454261,0.0408596,-0.525693,-0.103527,-0.168562,0.244838,-0.480267,0.145434,-0.272089,0.184721,0.0353175,0.418225,0.104322,-0.361521,0.159765,0.820482,-0.0,0.0507045,0.295542,0.312965,-0.0486458,0.0230977,0.168115,0.139408,0.00367257,-1.81315,0.559659,1.31969,-0.00312084,0.0390018
,,,,,,,,,,,,,,,,-0.0,0.0705952,0.219229,0.558323,-3.6716,0.854556,0.0198352,0.0411662,0.0283567,0.0304901,0.612879,0.0849557,0.0861259,0.173563,3.73659,0.051256,0.0411662,-0.535118,-0.103148,-0.173761,0.252212,-0.483862,0.144965,-0.27691,0.186108,0.0355807,0.413526,0.106176,-0.357453,0.157751,0.7839,-0.0,0.0455346,0.297747,0.318528,-0.0545562,0.0235078,0.171082,0.137842,0.00367257,-1.55532,0.677524,1.6977,-0.00178654,0.373896
,,,,,,,,,,,,,,,,-0.0,0.0722264,0.216693,0.562434,-3.68835,0.898008,0.0202484,0.0414694,0.024357,0.0301385,0.624962,0.0875442,0.0865258,0.180068,3.72091,0.052938,0.0414694,-0.540354,-0.102695,-0.179071,0.258112,-0.487416,0.144064,-0.281766,0.187478,0.0358174,0.408757,0.108044,-0.353326,0.163121,0.867516,-0.0,0.0418146,0.299927,0.324132,-0.0625278,0.023921,0.17407,0.136252,0.00367257,-1.93551,0.120067,0.770117,-0.000866729,0.151148
,,,,,,,,,,,,,,,,0.03479,0.0738677,0.214121,0.566498,-3.65485,0.764031,0.0206425,0.041769,0.0257114,0.0297818,0.635031,0.0899336,0.0871465,0.186391,3.75749,0.0494257,0.040294,-0.540354,-0.102026,-0.184631,0.238938,-0.490928,0.143385,-0.286658,0.188833,0.0360577,0.40392,0.109925,-0.349139,0.163121,0.846612,0.00147493,0.0631427,0.302081,0.329776,-0.0685335,0.0243372,0.17708,0.13464,0.00369469,-1.38118,1.03926,2.02058,-0.0045236,0.126363
,,,,,,,,,,,,,,,,0.017395,0.075509,0.211513,0.570513,-3.64145,0.659022,0.0210616,0.042065,0.0270497,0.0294202,0.646443,0.0925885,0.0875231,0.192725,3.81498,0.0564274,0.042065,-0.550826,-0.101549,-0.190035,0.265487,-0.494398,0.142737,-0.291584,0.190171,0.0363115,0.399015,0.11182,-0.344894,0.163121,0.815256,-0.0,0.0387223,0.304209,0.335461,-0.0759306,0.0247563,0.180112,0.133005,0.00369469,-1.0273,0.975271,2.02224,-0.0042095,0.0993946
,,,,,,,,,,,,,,,,0.006958,0.0771402,0.20887,0.574478,-3.66825,0.79662,0.0214838,0.0423574,0.029714,0.0290536,0.658526,0.095354,0.0878102,0.199239,3.67388,0.0498584,0.0423574,-0.547684,-0.10095,-0.195596,0.275811,-0.497826,0.141947,-0.296546,0.191493,0.0365886,0.394044,0.113729,-0.340591,0.161779,0.893646,-0.0,0.0304997,0.306311,0.341186,-0.0840483,0.0251784,0.183164,0.131348,0.00369469,-1.62753,0.650603,1.41447,-0.00091794,0.436607
,,,,,,,,,,,,,,,,0.03479,0.0788419,0.206192,0.578393,-3.6247,0.836451,0.0219088,0.042646,0.0229638,0.0286823,0.666582,0.0982522,0.0879855,0.205845,3.60594,0.0527574,0.042646,-0.553968,-0.100385,-0.201156,0.287611,-0.50121,0.141106,-0.301541,0.192798,0.0368084,0.389007,0.11565,-0.336232,0.169834,0.904098,-0.0,0.0207757,0.308386,0.346951,-0.0881883,0.0256035,0.186238,0.129669,0.00369469,-1.8149,0.430372,1.19716,-0.00224958,0.166219
,,,,,,,,,,,,,,,,-0.013916,0.0805738,0.20348,0.582258,-3.6448,0.691611,0.0223367,0.042931,0.024252,0.0283061,0.678665,0.101128,0.0882035,0.212843,3.64775,0.0557003,0.042931,-0.560251,-0.0998214,-0.206748,0.284661,-0.50455,0.139911,-0.30657,0.194086,0.0370109,0.383906,0.117585,-0.331817,0.169834,0.841386,-0.0,0.0257739,0.310435,0.352754,-0.0964068,0.0260314,0.189332,0.127969,0.00369469,-1.50622,0.610169,1.07025,-0.00218136,0.0635737
,,,,,,,,,,,,,,,,0.020874,0.0822151,0.200735,0.586071,-3.66155,0.611949,0.0227453,0.0432121,0.0255231,0.0279254,0.683364,0.104049,0.0883977,0.219519,3.50142,0.0524044,0.0417372,-0.560251,-0.0994013,-0.21223,0.29351,-0.507846,0.139077,-0.311632,0.195357,0.0373168,0.378742,0.119532,-0.327348,0.169834,0.88842,0.00147493,0.0189454,0.312456,0.358596,-0.0972924,0.0264621,0.192446,0.126247,0.00371681,-1.5704,0.668335,1.38844,-0.00329331,0.132637
,,,,,,,,,,,,,,,,-0.020874,0.0839168,0.197956,0.589832,-3.66155,0.789378,0.0231788,0.0434895,0.0267769,0.02754,0.693433,0.10708,0.0885012,0.226477,3.538,0.0543895,0.0434895,-0.565487,-0.0987313,-0.217995,0.30236,-0.511097,0.137999,-0.316726,0.196611,0.037575,0.373515,0.121492,-0.322824,0.169834,0.919776,-0.0,0.0120894,0.314449,0.364475,-0.1036,0.0268956,0.195581,0.124505,0.00371681,-1.72592,0.437296,1.05751,-0.00167687,0.219744
,,,,,,,,,,,,,,,,0.027832,0.0856285,0.195145,0.593541,-3.6113,0.825588,0.023615,0.0437629,0.0259993,0.0271501,0.702831,0.110111,0.0886246,0.233424,3.61117,0.0543257,0.0437629,-0.568628,-0.0983291,-0.223524,0.300885,-0.514303,0.136968,-0.321853,0.197847,0.0378355,0.368228,0.123464,-0.318248,0.171848,0.867516,-0.0,0.0155298,0.316415,0.370392,-0.109289,0.0273319,0.198735,0.122743,0.00371681,-1.86849,0.328578,0.806907,-0.00130112,0.204179
,,,,,,,,,,,,,,,,-0.006958,0.0873806,0.192302,0.597197,-3.68165,0.637296,0.024054,0.0440325,0.025204,0.0267558,0.710886,0.113075,0.0888339,0.240412,3.48574,0.0553551,0.0440325,-0.572817,-0.097676,-0.229336,0.297935,-0.517462,0.135934,-0.327012,0.199066,0.0380681,0.36288,0.125449,-0.31362,0.173862,0.909324,-0.0,0.0204169,0.318352,0.376346,-0.113689,0.0277708,0.201909,0.12096,0.00371681,-1.33568,0.834509,1.67669,-0.00241114,0.31363
,,,,,,,,,,,,,,,,0.031311,0.0891628,0.189428,0.600799,-3.66825,0.662643,0.0244957,0.044298,0.0223769,0.0263572,0.721627,0.116217,0.0888853,0.247813,3.47006,0.0553838,0.044298,-0.575959,-0.0972271,-0.234975,0.311209,-0.520575,0.134523,-0.332202,0.200266,0.0382825,0.357473,0.127445,-0.30894,0.177889,0.91455,-0.0,0.00905128,0.320261,0.382336,-0.120828,0.0282125,0.205102,0.119158,0.00371681,-1.20849,0.851907,1.54027,-0.00403995,0.0143363
,,,,,,,,,,,,,,,,0.017395,0.090935,0.186522,0.604346,-3.7118,0.774894,0.02494,0.0445596,0.0262445,0.0259542,0.731024,0.119358,0.0889558,0.254942,3.25057,0.0512708,0.0445596,-0.574911,-0.0965577,-0.240866,0.323009,-0.523641,0.133419,-0.337424,0.201449,0.0385189,0.352008,0.129454,-0.304211,0.175204,0.841386,-0.0,-0.000868356,0.32214,0.388362,-0.126678,0.0286568,0.208314,0.117336,0.00371681,-1.2347,0.653815,1.34866,-0.00174726,0.303689
